Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,Earning_Date,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W
30,ABVX,129.69,1306540,Healthcare,Biotechnology,99.0,84.0,81.0,46.0,5.6929,5.5293,1002601.0,1230190.0,148.83,5.69,,10335584256.0,No,118.45,109.58,121.84,120.35
31,PL,46.46,13466137,Industrials,Aerospace & Defense,99.0,93.0,97.0,99.0,4.2126,4.0233,13349506.0,11585700.0,51.76,3.66,,16558026752.0,No,38.05,22.08,40.4,27.98
48,AGL,92.54,190040,Healthcare,Medical Care Facilities,99.0,99.0,99.0,99.0,8.9659,8.9659,395746.0,319910.0,94.71,7.48,,1543917568.0,No,40.46,25.72,52.28,28.46
70,CIEN,569.61,2880882,Technology,Communication Equipment,99.0,81.0,95.0,98.0,35.2371,33.6829,2688673.0,2124870.0,605.61,70.77,,80541958144.0,No,504.78,284.67,534.34,356.22
118,ICHR,70.01,902672,Technology,Semiconductor Equipment & Materials,98.0,77.0,94.0,99.0,4.8631,4.524,861268.0,1104940.0,78.0,13.12,,2441042432.0,No,62.72,34.45,66.49,42.31
138,VIAV,47.49,6904758,Technology,Communication Equipment,98.0,9.0,91.0,98.0,3.6532,3.5582,6658493.0,7435610.0,60.43,8.94,,11715101696.0,No,44.91,25.02,47.41,30.97
184,COHR,362.9,5568399,Technology,Scientific & Technical Instruments,98.0,87.0,86.0,97.0,26.7614,25.7207,7362850.0,5500230.0,413.0,73.85,,70997508096.0,No,321.72,204.42,339.59,249.23
209,PLU,57.2,471632,ETF,ETF,97.0,97.0,98.0,,9.7497,9.1167,214188.0,196920.0,71.0,15.11,,,No,42.49,,46.44,
212,MANE,101.51,470002,Healthcare,Biotechnology,97.0,64.0,98.0,,7.0179,6.9593,554419.0,488510.0,117.71,32.0,,4240954624.0,No,85.36,,88.8,
226,RVI,50.65,488823,Financial Services,Asset Management,97.0,97.0,,,9.4871,8.105,846986.0,859870.0,77.39,21.0,,1380071552.0,No,36.2,,39.06,
249,OUST,44.93,3666665,Technology,Electronic Components,97.0,98.0,98.0,96.0,4.4815,4.2086,3391512.0,6211090.0,47.32,11.87,,2860825600.0,No,27.13,26.09,30.72,24.79
280,FEIM,72.57,166381,Technology,Communication Equipment,97.0,96.0,91.0,98.0,4.635,4.52,188473.0,180330.0,76.34,18.07,,714228608.0,No,55.58,44.54,60.62,50.94
322,AGX,646.89,245079,Industrials,Engineering & Construction,96.0,21.0,94.0,94.0,38.99,36.0397,421153.0,282910.0,748.5,193.82,,9030885376.0,No,621.54,401.07,650.5,472.26
331,CDNL,54.24,445616,Industrials,Engineering & Construction,96.0,62.0,96.0,,4.6191,4.5741,446555.0,472590.0,63.18,21.98,,829491456.0,No,47.79,,50.36,
364,BELFB,269.86,366176,Technology,Electronic Components,96.0,25.0,86.0,95.0,14.6118,13.4746,233044.0,346990.0,308.27,70.87,,3838139392.0,No,251.15,191.26,262.4,214.38
414,MTRN,223.07,254788,Basic Materials,Other Industrial Metals & Mining,95.0,92.0,91.0,96.0,8.8836,8.1136,256614.0,294980.0,227.24,73.61,,4640187392.0,No,180.19,142.06,193.11,155.28
432,MOV,37.63,294033,Consumer Cyclical,Luxury Goods,95.0,96.0,95.0,95.0,1.5355,1.4662,171706.0,295710.0,38.77,14.71,,836410752.0,No,27.39,22.38,29.34,24.78
502,CECO,79.03,1618905,Industrials,Pollution & Treatment Controls,94.0,78.0,92.0,92.0,5.4782,5.0418,738874.0,986960.0,92.0,25.96,,2835045632.0,No,71.22,60.05,72.9,65.18
506,IESC,677.43,195600,Industrials,Engineering & Construction,94.0,74.0,91.0,93.0,34.4621,33.3171,211255.0,205140.0,713.82,250.84,,13497038848.0,No,586.39,455.89,617.26,496.71
563,PBW,45.34,965770,ETF,ETF,94.0,90.0,92.0,91.0,2.0193,1.87,945315.0,1234060.0,46.4,17.39,,,No,37.11,32.71,39.18,34.65
580,COHX,53.26,676776,ETF,ETF,93.0,92.0,88.0,,8.1036,7.7829,771485.0,1027520.0,69.8,20.64,,,No,44.82,,48.74,
591,LFUS,463.46,198867,Technology,Electronic Components,93.0,88.0,89.0,95.0,19.5821,18.4429,307692.0,396690.0,483.95,201.19,,11720394752.0,No,403.58,310.82,422.71,339.02
624,PKE,33.38,378767,Industrials,Aerospace & Defense,93.0,29.0,84.0,94.0,2.1746,2.0218,256463.0,301500.0,38.2,13.48,,665123136.0,No,32.22,24.26,32.81,26.5
645,ASMH,110.33,18954,ETF,ETF,93.0,88.0,81.0,92.0,3.3934,1.8608,1595.0,1270.0,111.83,46.74,,,No,98.69,81.25,102.03,90.41
683,MRCY,111.28,779567,Industrials,Aerospace & Defense,92.0,96.0,87.0,93.0,4.6836,4.6121,592804.0,604610.0,113.47,48.75,,6681616384.0,No,85.06,80.29,89.83,83.82
751,JEDI,39.42,453575,ETF,ETF,92.0,96.0,94.0,94.0,2.5967,2.26,184126.0,349480.0,42.99,21.91,,,No,29.58,,31.7,27.73
759,PS,37.39,204175,Financial Services,Asset Management,92.0,,,,4.0204,3.9968,935318.0,358940.0,54.94,22.01,,14956000256.0,No,,,,
772,SA,33.29,1148255,Basic Materials,Gold,91.0,91.0,9.0,82.0,2.0193,1.775,979866.0,856990.0,40.06,12.58,,3582767616.0,No,29.95,27.67,31.1,30.57
780,CMTV,36.79,17815,Financial Services,Banks - Regional,91.0,11.0,86.0,92.0,1.745,1.7157,34688.0,21980.0,42.92,18.22,,205702208.0,No,37.64,28.89,37.8,31.91
785,APGE,79.3,788186,Healthcare,Biotechnology,91.0,18.0,78.0,69.0,4.5907,4.5282,941796.0,1105150.0,95.31,34.34,,5978377728.0,No,83.07,66.2,83.59,75.89
814,AMSC,51.15,1101986,Industrials,Specialty Industrial Machinery,91.0,18.0,95.0,94.0,4.3314,4.0,1193960.0,1371200.0,70.49,24.87,,2439570944.0,No,44.39,42.23,47.57,36.79
828,COOK,73.17,17935,Consumer Cyclical,"Furnishings, Fixtures & Appliances",91.0,98.0,97.0,95.0,7.2792,7.1435,21510.0,52120.0,110.5,20.91,,203544816.0,No,41.1,48.42,46.98,45.67
848,BRKR,58.44,4104046,Healthcare,Medical Devices,91.0,97.0,94.0,78.0,2.2664,2.2164,2236133.0,2751800.0,58.98,28.53,,8896065536.0,No,40.45,40.37,43.84,43.46
865,BRKRP,434.68,67229,Healthcare,Medical Devices,90.0,97.0,93.0,73.0,11.3796,4.5583,23019.0,27410.0,436.29,250.0,,,No,315.66,,337.51,337.79
1032,POW,31.32,149322,ETF,ETF,89.0,34.0,87.0,93.0,1.1541,0.928,76404.0,109730.0,35.55,18.72,,,No,28.81,,29.86,24.59
1038,CVEO,34.74,53525,Consumer Cyclical,Lodging,89.0,82.0,88.0,92.0,1.6321,1.5921,76450.0,78610.0,36.5,19.75,,380170112.0,No,30.68,25.65,31.53,27.3
1062,ALKS,42.27,2264490,Healthcare,Drug Manufacturers - Specialty & Generic,88.0,93.0,93.0,90.0,1.5161,1.5132,2366949.0,2001250.0,42.83,25.17,,7045386240.0,No,34.69,31.22,36.32,32.21
1071,NRSH,33.17,304,ETF,ETF,88.0,85.0,90.0,90.0,0.4975,0.0958,2558.0,470.0,35.67,20.69,,,No,28.74,25.02,30.01,26.19
1098,QQUP,68.99,9412,ETF,ETF,88.0,88.0,93.0,68.0,1.5724,1.3014,9014.0,10670.0,70.28,38.8,,,No,57.42,55.95,61.21,56.24
1182,TRGP,259.08,673424,Energy,Oil & Gas Midstream,87.0,36.0,72.0,91.0,7.0229,6.7957,1392952.0,1286720.0,280.0,144.14,,55609937920.0,No,251.48,200.35,252.9,219.42
1201,GCO,37.26,236902,Consumer Cyclical,Apparel Retail,87.0,73.0,93.0,51.0,1.9577,1.897,243204.0,225120.0,38.95,19.62,,404577408.0,No,32.9,30.19,34.67,30.53
1240,CPRX,31.27,1590847,Healthcare,Biotechnology,87.0,85.0,90.0,87.0,0.0697,0.0664,2082326.0,2604760.0,32.56,19.05,,3826853632.0,No,27.83,23.72,28.81,25.32
1275,MRX,53.41,689543,Financial Services,Capital Markets,86.0,44.0,87.0,92.0,2.0614,2.0345,1117142.0,731620.0,58.62,27.91,,3841827840.0,No,50.34,39.63,52.29,43.03
1360,HAIL,43.3,2935,ETF,ETF,85.0,88.0,88.0,85.0,1.1189,0.7308,2519.0,5070.0,43.9,27.28,,,No,36.99,35.39,38.58,35.75
