Rank,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Health technology,92,14,93,94,SI
2,Healthcare,71,60,73,63,"CLYM,ERAS,QTTB,AGL,FBRX,ORKA,ANRO,SYRE,DFTX,TXG,ETON,RLAY,TWST,DMRA,FTH,RVMD,AMLX,DNTH,MBX,CDNA,ALMS,PRAX,NVCT,REPL,RLYB,TRAX,XNCR,PLSE,CRNX,TNGX,LBRX,ELVN,PACS,APGE,SLGL,OMER,MNPR,SEPN,ANAB,MANE,TVTX,BDSX,QURE,LQDA,URGN,CORT,ARWR,NBTX,KOD,NRIX,CGEM,IMVT,APLM,PTGX,ANIK,RAPP,AXGN,PVLA,JBIO,DSGN,EWTX,NEO,SPRB,FBIOP,KYMR,GH,GHRS,HNGE,OSCR,ADPT,KNSA,ROIV,CGON,MRNA,HAE,IMUX,CRL,YARW,TRVI,RCUS,TNDM,COAG,AMN,DCTH,VREX,IMNM,NTRA,ELOX,GKOS,BCAX,INBX,MCTA,BTSG,FTRE,NUTX,CBLL,STRO,HTFL,CLDX,CNC,DYN,GPCR,VOR,BTSGU,PARK,NHC,SMTI,CUE,AMRX,ILMN,TECX,TGTX,ALMR,JAZZ,LGND,COGT,PDEX,VOGX,ELMD,BLFS,HUM,ZBIO,CON,HALO,ANGO,NGNE,ATRC,ALKS,AVTX,LNTH,BBNX,OMDA,KRYS,KIDS,ITGR,NKTR,CTEV,AZTA,ASTH,SCTX,XENE,BRKR,NRC,ICUI,TECH,GLUE,UFPT,THC,SRRK,AVLN,RGEN,DNLI,ICLR,SRZN,RPRX,PCVX,MMED,BRKRP,IART,PHVS,TEVA,DRUG,IDYA,BLTE,KMTS,DXCM,IQV,BAX,AXSM,LLY,ACHC,PNTG,ACAD,AVBP,MRK,BBIO,SLP,NVCR,ODTX,ZYME,MEDP,SPTX,RIGL,ESTA,AMGN,TYRA,WST,JNJ,INCY,MD,SDGR,MOH,LIVN,ARQT,ARGX,APMD,AKTS,INDV,CYTK,STOK,GENB,SIBN,PBLS,SNDA,BMRN,DGX,BIO,CSTL,REGN,GRAL,HSIC,CLPT,BIIB,BMY,CAH,A,GMAB,WAT,RYTM,HQY,VRTX,CBIO,LH,NVST,VCEL,TMO,GRDN,RVTY,HSTM,VEEV,VTRS,MAZE,EXEL,MMSI,ABBV,MIRM,UTMD,BDX,CNMD,ABVX,TCMD,SOLV,CHE,IRON,ZLAB,PRPO,RDNT,UNH,DVA,HRMY,VRDN,SHC,HCSG,IMCR,WGS,CVS,VTVT,ONC,PFSA,ELAN,TARS,OBX,GMED,MTD,ADUS,UTHR,ELV,ASND,BEAM,PGNY,TAK,EW,TFX,VCYT,ASMB,PTCT,STVN,MDGL,COO,EHC,HIMS,GILD,SNDX,LTGO,MCK,NVS,GLSI,AGIO,PEN,MESO,ZBH,MLYS,HROW,NBIX,ALGN,WRBY,BLCO,AUPH,USPH,ATTO,PTHS,ABT,PFE,MDT,DHR,ATR,GEHC,GSK,COR,CAI,TBPH,SUPN,PCRX,QGEN,CELC,IRMD,WAY,INSP,VKTX,CRSP,SGP,ENSG,VERA,BLSM,FMS,JANX,LFMDP,STE,SRPT,INSM,RARE,ALC,ENOV,PHG,CI,STAA,TMDX,INVA,SNY,NVO,BLLN,OMCL,SYK,PRVA,AMPH,KARD,LYEL,OPCH,BNTX,RMD,FLGT,ANIP,LKFT,HCA,TEM,IONS,SNN,PAHC,PBH,IDXX,AORT,MLTX,UHS,BRVE,AZN,DOCS,MDLN,LMAT,IRTC,LEGN,NAMS,ISRG,QNCX,KLRA,COLL,AAPG,PRCT,ZTS,PODD,BSX,ALNY"
3,Energy,69,66,41,65,"NESR,PBF,FET,DK,PARR,OII,VLO,MPC,NGL,WTTR,FTK,DINO,INSW,PSX,EC,NBR,PBT,FRO,HP,CVE,CMBT,FTI,APA,WHD,LPG,TEN,TRGP,EQNR,SM,TNK,BWLP,OVV,TDW,TALO,SUNC,PR,WKC,TBN,SMC,KGS,EFXT,NCSM,INVX,XPRO,DHT,SU,SUN,CNQ,YPF,KNTK,CHRD,E,VIST,PAGP,REPX,SEI,FANG,NOV,IMO,XOM,STNG,PAA,CVI,COP,OXY,LB,WDS,PDS,SLB,WBI,SDRL,SOBO,EROK,LNG,EOG,VAL,OKE,CQP,TTE,BKR,NE,EE,CVX,PBR,WES,TRMD,RNGR,ET,DVN,PBA,PNRG,SHEL,MTDR,AROC,GLNG,VTOL,AM,FLNG,HAL,MUR,TS,WMB,NGS,DMLP,CAPL,FLOC,BP,MPLX,WFRD,NVGS,DKL,CNR,EPD,KMI,DTM,GLP,LBRT,TRP,HESM,AR,NOG,HMH,BTU,RRC,MGY,ARLP,TPL,CCJ,VNOM,USAC,BKV,WHK,IMPPP,CNX,ENB,NFG,CRC,APC,SBR,GEL,NRP,EXE,TGS,EQT,LEU,GPOR,NC,VTS"
4,Technology,64,58,56,68,"SNDK,AXTI,MGRT,BVC,AEHR,CHRN,MU,AAOI,QMCO,BLZE,MXL,DELL,LITE,STX,WDC,BAND,UMAC,ALOT,SAIH,RTB,ICHR,TSEM,VICR,BNAI,PENG,OCC,HPE,FSLY,MRVL,UCTT,INTC,SILC,DOCN,SIMO,COHU,FORM,PUBM,ASX,TER,ACMR,RNG,MEI,VIAV,ALNT,CIEN,AMAT,FEIM,AMD,ONTO,PANW,UMC,LRCX,NTAP,NAVN,ALAB,CRDO,IMOS,SHAZ,DGII,ASYS,VSAT,SNOW,QLYS,SITM,TWLO,COHR,U,OKTA,CRWD,FTNT,VSH,SMTC,OUST,MKSI,FLEX,FROG,KLIC,NVEC,MRAM,P,CHYM,PDFS,AMBQ,ARM,TTMI,HQ,ASML,FIVN,NSIT,DAVE,ZETA,RELL,MITK,TEAM,RELY,DIOD,DDOG,RBRK,TSAT,TENB,OOMA,ADEA,STM,NET,KLAC,SWMR,AVT,GLW,SNX,INTA,VPG,AEVA,MPTI,KEYS,AIP,ENTG,BELFB,RDVT,VECO,GCT,PAYC,LSCC,ARW,APPN,CCSI,MDB,BRUN,PLXS,ANET,BELFA,RAL,S,BHE,ZBRA,PATH,CIFR,ROG,AMKR,VRNS,LFUS,PAY,MTSI,HPQ,IBTA,GRMN,PTRN,ESTC,FLYW,KN,KARO,DJCO,WYFI,GTLB,AGYS,SAIC,BRZE,JBL,ACLS,SLAB,NTCT,CSCO,PLTS,FFIV,TSM,CAMT,WEX,OSPN,SCSC,IOT,CGNX,NTNX,MANH,MLAB,APH,CNXN,ESE,ATEN,TTAN,PGY,CACI,DBX,ARQQ,CPAY,CVLT,INGM,EXTR,SHOP,BOX,RAMP,PRGS,SYNA,ADI,TOST,XYZ,TXN,SANM,GRND,WDAY,MPWR,PCTY,SMCIP,NOVT,CTS,POWI,PI,LASR,ACIW,ALRM,ZM,KSPI,DT,NN,WOLF,BILL,SPSC,WK,SAIL,PLTR,VIA,CLMB,PAYX,ON,Q,ST,AAPL,TDY,GWRE,LYTS,ALGM,IDCC,GRRR,IBEX,NOVTU,QTWO,ADP,ACFN,NATL,LYFT,ITRN,DFIN,APLD,MSI,NVDA,SMCI,CLS,DCBO,GFS,NTSK,DOCU,AVNW,ALKT,NCNO,FTV,EVTC,AKAM,RDWR,PCOR,CDW,BDC,SSNC,APPF,GEN,YOU,MSFT,QRVO,INOD,EXLS,NVMI,AVGO,AOSL,MCHP,CORZ,SONO,PLUS,UI,EFOR,ROP,CEVA,VRSN,CSQR,IONQ,PLAB,BKTI,WIX,BLKB,UPBD,ITRI,QBTS,IT,JKHY,SAP,RGTI,DBD,TDC,FN,MCHPP,CTSH,AMBA,DSGX,DAKT,CRWV,QNT,SWKS,DUOL,ADIG,CRM,CDNS,GIB,ASTS,NOW,FSLR,ADSK,LOGI,TEL,BSP,BR,STRC,LDOS,IBM,MBGL,ENPH,RMBS,NICE,SONY,EEFT,G,NXT,UBER,OSIS,GDDY,VNT,BSY,NXPI,KVYO,SKHY,QCOM,ALMU,ADBE,STRF,PAR,PTC,GDS,NTGR,LIF,OTEX,MNDY,ZS,NYAX,TYL,STRD,MQ,TRMB,HUBS,CRUS,BMI,FORTY,SNPS,OCTV,FIG,FOUR,CHKP,IPGP,ACN,DOX,FICO,PAYP,AIOS,CALX,STRK,BL,CNXC,CLFD,FIS,EPAM,OLED,PEGA,GLOB,PSN,SEDG,INTU,ORCL,CBRS,IIIV,JKS,BLSH,MSTR,WETO"
5,Financial Services,58,47,63,56,"MAAS,RACC,LIFE,PMTS,ENVA,ECPG,HUT,AAMI,MRX,PRCH,CCXIU,MSBI,VCTR,CIB,ATLC,BFH,SEZL,CCXI,DGICB,WT,CARE,TWN,BOTJ,STT,AMAL,OPY,GCBC,CHMG,CBNA,VBNK,BWFG,PGC,CMTV,HFBL,KF,VIRT,AMTB,HBT,MBIN,ALRS,PS,CZFS,SAFT,BNY,PRAA,HRTG,AII,PBAM,INBK,PKBK,UFCS,BMO,CBK,CFBK,SMBK,BBVA,BPOP,TD,FNWD,FCAP,EGBN,PFIS,BWIN,TRST,AMG,ATLO,FISI,AGM,FBP,KINS,FVCB,SHBI,TMP,NTRS,RBCAA,HQL,FMAO,THFF,RY,OSBC,BSTZ,UVE,NKSH,SMFG,WTBA,CAC,FRST,ASIC,SRCE,WASH,OBK,WSFS,RRBI,VOYA,PLBC,FBIZ,STK,HSBC,TFIN,FNLC,OBT,CM,SLDE,NIC,IVZ,BY,CTBI,PEBO,JXN,BAP,CFG,MUFG,GSHD,CBC,ACNB,BNS,NP,AVBC,ARX,FCBC,EZPW,PEBK,WSBC,ING,TSBK,FDSB,EBC,RBB,HQH,TWFG,MYFW,WSBF,NBN,BWB,MS,FMBH,BAC,FRAF,CZNC,PCB,USB,DCOM,LCNB,PDLB,SHG,CNO,WRLD,BPRN,TRV,CFR,C,FXNC,SNEX,SBFG,UVSP,GSBC,FSEA,FSBC,SFST,CCNE,UBS,ZION,IX,FNRN,USCB,IFS,GOLD,PFG,CPBI,BEN,HNVR,SKWD,UMBF,CATY,MFC,MTB,FDBC,SMBC,BHB,BUSE,PNC,SEIC,ALL,QCRH,PBFS,AIZ,FUNC,OFG,MCBS,FITB,MPB,SRBK,CIVB,MBWM,GABC,CNOB,PRK,SLF,FFBC,GL,HG,STBA,BOW,NWBI,IBKR,NTB,DBRG,HWC,FULT,ORRF,FCF,ACT,JCAP,BOKF,CBNK,HBCP,MVBF,MET,FBLA,KB,BSRR,NBTB,UBSI,TFSL,GS,BFST,THG,CBAN,FCCO,NWFL,CCBG,LARK,RCBC,JPM,BCS,MRBK,BSVN,LOB,COSO,BVFL,PYPL,FHI,MBBC,EWBC,CFFI,NWG,TCBK,WBS,BST,EBMT,MCHB,NECB,RGA,AVBH,PRU,RIOT,HWBK,MNSB,FCFS,CPF,SCHW,ASB,SYBT,CHCO,AROW,NMIH,FRBA,EQBK,AMP,ISTR,RF,FBNC,EFSI,PFS,HBNC,BCAL,CNS,WHG,AUB,PBHC,TCBX,SII,SFNC,ESQ,LNC,HAFC,CLST,ONB,UNM,MCY,NBBK,ECBK,BBT,UNTY,CVBF,PLGO,HFWA,LSBK,FDS,PEO,MKTW,FMNB,SBCF,VABK,HASI,SSB,PFBC,CZWI,CWBC,BSAC,EVT,TBBK,FUSB,SFBS,CCD,BFC,PRI,IBCP,ITIC,FCNCA,KEY,HAPN,EIG,BHRB,FRHC,BGR,INDB,FIBK,MTG,NFJ,FSUN,HMN,CUBI,HIPO,BCH,RMBI,BTO,WABC,RNR,OMF,WF,JMSB,BME,BANR,FNB,TRMK,EMF,FBK,WAFD,CACC,MCB,NODK,BMEZ,COLB,SPFI,IREN,WTFC,UCB,HCI,TRIN,LPLA,ESNT,COFS,RJF,WTW,HOMB,NXG,NRIM,HYNE,EFSC,AFRM,RGT,AX,ABCB,CRBG,HIFS,SPNT,OPBK,CB,PNFP,GGZ,CBSH,FHN,OVBC,MGYR,EQH,BCV,BLX,TFC,EMO,SYF,BKU,RNST,HTB,CEE,PROV,OVLY,RVT,CAF,ASA,WULF,WFC,ADX,FGNXP,FRME,BMRC,HTH,IGIC,ASGI,CBFV,IOR,V,HBAN,DB,UBCP,BOH,RLI,VRTS,MORN,SF,AIO,GAIN,ETO,COF,GDV,FAF,SIGI,NCZ,BANC,GAM,TROW,CNA,CSQ,NDAQ,PB,QQQX,SLM,NBHC,CSWC,ETG,MA,TOWN,THQ,SPXX,PLMR,PFX,AJG,TCBI,ALLY,SFBC,CASH,L,AFG,JCE,EG,OZK,CBU,FFA,OCFC,SRV,FSBW,AUBN,TRU,AFL,LCLN,TCBS,CRVL,FFIN,WTM,BX,BLK,ACGL,ACV,ETV,FHB,GBCI,BCML,NCV,CII,MCO,BCAT,FRBT,CET,SATA,CINF,ECCC,TPG,NBXG,GLRE,SBSI,MRSH,LGI,SCD,RVI,RMI,IOND,NIE,TY,UTF,EOT,IBOC,TBLD,PJT,RDN,ORI,ETB,AXP,LKFN,MEGI,STEW,GLU,KNSL,MXF,MNSBP,MBINL,RVII,CNOBP,HOOD,BANX,HTD,SOR,DGICA,TRUP,NPB,NEWTP,APAM,IBN,HIG,FGBIP,MAIN,BANF,OCCIN,RYAN,OXLCO,RLTY,MBNKO,AON,APO,FDUS,XZO,MSBIP,MBINM,VALU,EICA,BMN,ARES,HTGC,WSBCO,BUSEP,BTT,MC,BMA,ATLCP,CCNEP,MKTX,AXS,EIIA,OXLCN,MSCI,SDHY,EOI,PDPA,DXYZ,FFC,UMBFO,CCID,ISBA,PDX,BPYPM,UTG,WAL,FIGR,FRMEP,JEF,ARCC,VEL,BRO,SLMBP,BUI,BWBBP,WAFDP,VLYPP,VLYPN,MMD,SPME,HPI,OCCIM,DFP,SPMA,ONBPO,ONBPP,HBANL,VLYPO,UNB,BAM,WRB,AIG,HPF,KKR,LDP,WTFCN,MBINN,CBOE,ICE,TCBIO,IGI,NNI,SPGI,FLC,TYG,BBN,STC,ECAT,NPFD,PSF,OZKAP,NBB,RNP,ERIE,EOS,IIF,GLAD,TIPT,PGR,BXSL,PTA,ETX,PUK,MSDL,FPF,PSUS,EFSCP,MCI,RM,FOA,ONIT,ACGLN,NTRSO,BNT,TSLX,AGO,EVR,MIAX,PIPR,FULTP,ACGLO,CG,MKL,FCNCO,CME,HBANP,FCNCP,SIGIP,IPST,TW,BN,HLNE,AB,GGAL,MPV,HBANZ,BHF,JLS,SOFI,ZIONP,FNF,GBLI,LAZ,XFLT,HBANM,XP,PDI,UPST,STEP,FG,LMND,BOT,PWP,SAR,GLXY,ROOT,HERZ,PFSI,HDB,CRCL,HLI,KMPR,AMSF,BMNR,TREE,FUTU,KLAR,ETOR,COIN,GBFH,WD,GSIW,CCB,VCX"
6,Basic Materials,56,63,41,34,"FRD,CLMT,HYMC,AYA,MTRN,ALM,CGAU,AUGO,NWPX,ERO,ELVR,NUE,MT,HBM,STLD,ODC,ARIS,KALU,TX,JHX,PHOS,SKE,GPRE,TECK,RMIX,NEU,SSRM,CSTM,KOP,RS,ASH,IAG,SIND,FCX,HL,CMT,BHP,EGO,CLW,AVNT,AG,SCCO,SA,MEOH,ELE,SCL,HCC,SXT,CENX,BVN,MTUS,PRM,REX,AU,AXTA,NEM,NGVT,CF,VHI,SQM,B,IOSP,RIO,CDE,KWR,ESI,HMY,WPM,CBT,UAN,IFF,LYB,IPI,FNV,CMP,AEM,DD,BCPC,RGLD,WDFC,ACNT,BCC,AA,USLM,MUX,MTX,DOW,NTR,EMN,APD,ECL,OGC,WFG,PPG,SHW,CTVA,PAAS,KGC,GFI,SSD,AAUC,RPM,PPTA,ALB,WLKP,DRD,USAR,AMR,FUL,LIN,WS,TFPM,SMG,VMC,UFPI,EXP,MP,SOLS,SIM,TTAM,SSMR,AGI,WLK,CE,CMCL,OR,IDR,PKX,CC,MLM,AMRZ,SLVM,ASIX,CTGO,CRH,MOS,KNF,HWKN,TGLS,SMID,OLN,MSB,IPX"
7,Industrials,55,49,54,47,"DFNS,BUUU,EDRY,FCEL,NCEW,PHOE,SIF,OESX,ATI,MAN,RCMT,BE,PKOH,ATRO,TH,PLPC,DCO,TWIN,KFRC,GEO,MTW,CXW,KELYA,KELYB,NSP,AIR,IESC,DXPE,RHI,CRS,GHM,MATX,PKE,FA,HQI,PESI,ARXS,SHIP,FIX,PL,ECO,ARCB,CYRX,TNET,LIME,CDNL,RXO,CBZ,HSHP,VOYG,TISI,AGX,NMM,PRLB,UHAL,GRC,ATKR,ARMK,NVT,JBHT,TKR,POWL,MG,UNF,VSEC,AIRT,ZIM,BXC,SXI,FWRD,PBI,SBLK,PWR,TPC,XMTR,LUNR,LGN,AEIS,DAC,ESLT,EFTY,CAT,GEV,BETA,GENC,FDX,HWM,CMDB,AXON,NVRI,HURC,MRCY,GIC,EXPD,CASS,HXL,DAL,KNX,SWK,ACA,STRL,SNDR,ADUR,VRT,MSM,RTX,BKSY,PRG,VVX,NPO,ENS,R,GE,WAB,WTS,ESP,EMBJ,KFY,GFF,TFII,TRNS,GNK,BWMN,CSW,CIX,ULH,CVLG,OC,LSTR,FSTR,ASC,NPK,CSX,WCC,URI,HRI,IEX,CLH,AIT,CECO,GPN,HLIO,EML,ECG,PH,BRC,XPO,WERN,RHLD,CNI,LXFR,LOAR,HURN,DSGR,ODFL,FLR,UNP,VSECU,UAL,GWW,DY,AZZ,HEI,NDSN,AME,LMT,PCAR,WWD,FLS,JCI,MEC,GSL,MYRG,ICFI,EBF,RKLB,CP,EMR,TREX,CMCO,TEX,GD,CMPR,ETN,DNOW,ITT,NX,RYZ,FAST,KRNT,KEX,CMI,ESEA,TTC,MMM,CR,CW,LUV,RBC,EME,SNA,NSC,MLI,APOG,LECO,VMI,OSK,MTZ,DRS,AYI,TTEK,ELMT,AER,ROK,DCI,ITW,ALGT,GTES,ABM,MSA,TAYD,J,SKYW,CCEC,DE,GHC,MAS,CMC,FTAI,FELE,APG,ENR,TATT,HUBG,OTTR,CTAS,DPC,MGRC,GATX,FSS,LTM,EXPO,SUNB,ALLE,FBIN,ZTO,FPS,CRAI,UPS,FERG,SEB,CPA,IIIN,HUBB,RGR,TT,DLX,VLTO,IR,SAIA,SPXC,GVA,NSSC,ZWS,KMT,MDA,WSC,FTAIM,MIDD,CSL,DOV,RJET,NOC,SARO,HON,RRX,WM,BA,POWWP,ROCK,GNRC,CXT,WCN,CDRE,KAI,RSG,WOR,AWI,TXT,BLBD,BBSI,WMS,GGG,CDLR,FOIL,FER,DLB,HII,CWST,KBR,CAR,CARR,REZI,BCO,PAM,KE,TDG,GFL,TRN,EPAC,AIRTP,CAE,ROAD,MWA,EFX,TRI,ALK,FCN,KTOS,CAAP,KRMN,HY,GBX,RELX,OFLX,LNN,AADX,TITN,AOS,CHRW,ULS,FDXF,BAH,LHX,TRC,OMAB,VRSK,XYL,ALG,GXO,RYAAY,LPX,PPIH,SPCX,AMRC,CNM,OTIS,BWXT,MATW,WLDN,BBUC,AMTM,FLY,ASTE,AGCO,JBTM,STN,CPRT,PAC,POOL,TNC,AVAV,ONT,RBA,RTO,ASR,EROC,MMS,HONA,WSO,MAIR,EVI,LII,AAON,SYM,INIO,ESAB,MIR,BLDR,SITE,AVEX,AMSC,PNR,XE,EQPT,PRIM,ACM,PSIX,HAWK,NNE,ATS,LMB,SMX,MFP,WLFC"
8,Communication Services,51,50,53,55,"CCG,BBGI,ATEX,NBIS,SPHR,IRDM,STRZ,MCS,MGNI,QNST,LILAP,GSAT,ZD,IMAX,ROKU,MSGE,MSGS,TIGO,ATNI,WLYB,WLY,CNK,SKM,WPP,WBD,ECHO,MANU,JOYY,EVER,OPRA,SCHL,IDT,SIRI,SIFY,OMC,ADV,VOD,GRPN,BATRK,GOOGL,BATRA,GOOG,LYV,PSO,NWSA,MTCH,NWS,GRVY,FOXA,FWONA,FWONK,LLYVK,LLYVA,FOX,PPLI,VZ,PINS,TTWO,ATHM,VEON,NTES,SPOT,AMX,TKO,VSNT,CHT,RCI,DIS,CRTO,YELP,BCE,CMCSA,T,LBRDP,KT,NYT,RDDT,NXST,BZ,PHI,GLIBA,TMUS,GLIBK,META,TDS,WMG,LBRDA,LBRDK,NFLX,CHTR,TIMB,BIDU,BILI,ZG,Z,GIBO,LFTO,APP,AD,RBLX,CABO"
9,Consumer Cyclical,50,44,60,41,"NDLS,VSXY,HBB,LIND,KRT,HZO,CAKE,VAC,CTRN,ANDG,CBRL,FLXS,EAT,SN,MYE,BJRI,MOV,BDL,LTH,LQDT,EXPE,RCKY,CROX,FTDR,ABNB,JILL,KMX,BZH,INTG,WEYS,ETSY,W,ESCA,GTX,VIK,MLKN,VGNT,TILE,GLBE,JAKK,FIVE,BBY,GEF,LOCO,KSS,CASY,PAG,SHOO,CALY,MUSA,M,ANF,ROST,MLR,RUSHB,THRM,WSM,HRB,MGA,HNI,CZR,PRSU,DIN,BSET,RUSHA,LEGH,BWA,HVT,LAD,ALSN,CVEO,KTB,ELA,BOBS,SBH,BH,MGM,SKY,RSI,SON,CART,DASH,MHK,RICK,PRKS,PENN,GM,PKG,CARG,BKNG,GIII,SW,CRI,XPEL,GPC,MCRI,GCO,LZB,CVCO,DAN,JACK,OSW,BURL,CCK,RL,FOXF,TXRH,LGIH,IHG,MCFT,JOUT,DOO,WWW,REYN,HOG,LOVE,RGS,TNL,COOK,H,MHO,SAH,HMC,BC,STRT,MAR,PHIN,DRI,OPLN,MOD,AMCR,BALL,RACE,AIN,HLT,TPR,MTN,SBUX,PLOW,RVLV,CYD,AMZN,RRR,QSR,RCL,RH,TRS,AAP,HOV,IP,PII,URBN,YETI,TOL,DDS,HTHT,HAS,BWMX,CAVA,GOLF,EBAY,AVY,COLM,SE,PHM,MTH,LEA,SCI,LEVI,DORM,GRBK,TJX,PVH,MMYT,MBUU,AEO,SIG,ALV,BYD,SMP,JMKE,REF,SLGN,ETD,AN,CHH,CCL,ABG,YUMC,ALH,FND,KBH,GNTX,ATMU,HGV,BOOT,BBWI,HD,CPHC,BIRK,DHI,VVV,ULTA,CVNA,NATH,AS,VC,ORLY,IBP,MELI,CHDN,WYNN,YUM,JD,NCLH,GIL,CMG,WGO,TM,ATAT,CPS,DPZ,NVR,WH,BABA,SHAK,DECK,ASO,OXM,LOW,BFAM,LCII,EYE,GAP,DKS,MCD,KRUS,LKQ,ADNT,BROS,CHWY,SHOE,KEQU,WINA,TSLA,BBW,SGI,THO,DKNG,FUN,AZO,ZUMZ,LVS,BKE,PDD,LEN,GME,TSCO,PATK,CPNG,QVCG,LULU,CSV,TCOM,HSAI,ONON,APTV,NKE,BGSI,PLNT,GPI,WHR,FLUT,PZZA,ROL,WING,NEGG"
10,Real Estate,46,25,50,44,"CBL,PEB,PK,NHPBP,CHCI,FVR,XHR,NHPAP,LXP,NHP,MAC,JLL,SLG,APLE,RHP,PSTL,JAN,OUT,CDP,HST,WELL,IRM,EQIX,CURB,ALX,CCS,CTO,HIW,SEG,NREF,VNO,SPG,AAT,RMR,AHR,VTR,CUZ,DOC,LAMR,FRT,IVT,PINE,PSA,SKT,ADAMN,JOE,MMI,LINE,DLR,TRNO,BNL,KRG,FR,KIM,EPR,EGP,FOR,ESS,PLD,NLY,PECO,ADAML,OLP,DEA,IIPR,SMA,XRN,UE,GTY,LTC,NNN,LANDO,EXR,CUBE,VTMX,BXP,NTST,INVH,GOODN,LANDP,BRX,BPYPP,AMH,MAYS,UMH,CBRE,AKR,HR,BFS,ELS,MLP,BPYPO,REG,SBRA,O,CTRE,OHI,CPT,FCPT,AGNCM,KRC,BXDC,AGNCP,MRP,AGNCN,ADAMM,AGNCO,WHLRD,WPC,EPRT,REXR,AGNCZ,AGNCL,ADAMZ,UDR,ARR,IRT,UHT,ADC,MAA,WY,REGCP,AXR,NMRK,STAG,REGCO,BEKE,SUI,FSV,AMT,RYN,NHI,FRPH,CIGI,GLPI,STWD,HHH,OZ,SBAC,NEN,VICI,TCI,ARE,CSR,CCI,NXRT,CSGP,OPI"
