SectorRank,Sector,LeaderRank,Ticker,Leader_Score,Setup_Type,Tightness,Setup_Price,Dist_52WH_%,ATR_%,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,IPO,Gap (%),HVE,SMA50,SMA200,SMA10W,SMA30W,Industry
1,Health technology,1,SI,91.43,Stage 2 Watch,Loose,21.35,6.85,8.12,92.0,98.0,94.0,92.0,NO,0.0,NO,16.09,14.38,17.51,15.24,Medical specialties
2,Healthcare,1,MBX,98.84,Extended Near High,Loose,62.0,0.4,5.96,98.0,98.0,97.0,96.0,NO,0.68,NO,37.54,30.88,41.77,35.83,Biotechnology
2,Healthcare,2,APGE,98.31,Extended Near High,Normal,133.54,0.23,3.14,97.0,98.0,95.0,95.0,NO,0.0,NO,94.37,74.62,99.21,83.48,Biotechnology
2,Healthcare,3,LQDA,98.03,Extended Near High,Loose,81.23,0.94,5.34,98.0,96.0,97.0,97.0,NO,0.04,NO,60.55,39.66,66.46,46.76,Drug Manufacturers - Specialty & Generic
2,Healthcare,4,RVMD,97.28,Extended Near High,Normal,190.46,1.67,3.85,98.0,95.0,97.0,97.0,NO,0.0,NO,156.6,102.85,162.44,123.82,Biotechnology
2,Healthcare,5,HNGE,97.26,Extended Near High,Loose,89.3,1.77,4.58,96.0,98.0,98.0,96.0,NO,0.28,NO,61.36,49.07,67.27,50.44,Health Information Services
3,Energy,1,NESR,88.87,Stage 2 Watch,Loose,27.77,8.38,5.65,97.0,86.0,89.0,95.0,NO,0.0,NO,25.52,19.25,25.75,22.38,Oil & Gas Equipment & Services
3,Energy,2,DK,88.17,Near Breakout,Loose,52.32,4.19,4.62,93.0,86.0,73.0,95.0,NO,0.0,NO,46.0,38.6,46.88,40.11,Oil & Gas Refining & Marketing
3,Energy,3,WBI,86.59,Stage 2 Watch,Loose,33.54,7.37,6.85,90.0,84.0,88.0,95.0,NO,0.0,NO,30.29,25.42,30.94,26.53,Oil & Gas Equipment & Services
3,Energy,4,DINO,86.04,Near Breakout,Normal,73.94,1.51,3.17,90.0,64.0,82.0,93.0,NO,0.0,NO,69.46,57.48,70.41,60.12,Oil & Gas Refining & Marketing
3,Energy,5,INSW,83.68,Pullback to 50D,Loose,85.23,8.02,4.94,93.0,84.0,65.0,96.0,NO,0.0,NO,83.06,64.25,83.16,71.3,Oil & Gas Midstream
4,Technology,1,ALOT,98.98,Extended Near High,Normal,28.56,0.42,3.51,98.0,98.0,98.0,98.0,NO,0.0,NO,18.37,11.57,20.42,13.37,Computer Hardware
4,Technology,2,BLZE,95.86,Near Breakout,Loose,15.84,4.58,9.34,98.0,98.0,98.0,98.0,NO,0.0,NO,8.63,6.39,10.04,6.16,Software - Infrastructure
4,Technology,3,OKTA,94.61,Near Breakout,Loose,148.47,3.08,4.71,94.0,94.0,97.0,95.0,NO,0.0,NO,104.69,89.43,114.92,92.27,Software - Infrastructure
4,Technology,4,FLYW,94.49,Extended Near High,Loose,18.55,1.96,4.14,91.0,96.0,95.0,88.0,NO,0.27,NO,15.79,13.77,16.53,14.08,Software - Infrastructure
4,Technology,5,FROG,94.13,Near Breakout,Loose,96.2,3.04,5.5,96.0,88.0,97.0,94.0,NO,0.0,NO,73.46,57.45,81.32,60.46,Software - Application
5,Financial Services,1,MRX,95.31,Extended Near High,Loose,67.21,1.61,5.36,94.0,95.0,93.0,95.0,NO,0.0,NO,57.63,42.81,59.48,47.85,Capital Markets
5,Financial Services,2,SEZL,95.28,Near Breakout,Loose,177.63,4.88,6.25,97.0,98.0,98.0,97.0,NO,0.0,NO,122.03,82.72,135.93,91.61,Credit Services
5,Financial Services,3,ENVA,94.87,Near Breakout,Normal,237.0,3.81,3.64,95.0,97.0,96.0,91.0,NO,0.0,NO,183.62,150.71,192.19,165.56,Credit Services
5,Financial Services,4,VIRT,93.8,Extended Near High,Loose,63.23,2.54,4.52,93.0,95.0,90.0,96.0,NO,0.21,NO,54.58,41.96,56.7,46.02,Capital Markets
5,Financial Services,5,UFCS,93.19,Near Breakout,Normal,52.52,3.49,3.22,93.0,94.0,92.0,92.0,NO,0.0,NO,46.84,38.42,48.87,41.24,Insurance - Property & Casualty
