SectorRank,Sector,LeaderRank,Ticker,Leader_Score,Setup_Type,Tightness,Setup_Price,Dist_52WH_%,ATR_%,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,IPO,Gap (%),HVE,SMA50,SMA200,SMA10W,SMA30W,Industry
1,Health technology,1,SI,91.53,Stage 2 Watch,Loose,22.74,7.52,5.85,96.0,91.0,98.0,95.0,NO,0.0,NO,19.0,15.17,19.52,15.86,Medical specialties
2,Energy,1,PARR,97.48,Extended Near High,Loose,86.03,1.14,4.26,97.0,98.0,94.0,98.0,NO,0.0,NO,63.22,51.3,63.71,56.05,Oil & Gas Refining & Marketing
2,Energy,2,DK,97.28,Extended Near High,Loose,67.87,1.54,4.51,97.0,97.0,96.0,98.0,NO,0.0,NO,52.29,41.28,53.17,43.69,Oil & Gas Refining & Marketing
2,Energy,3,PBF,96.32,Near Breakout,Loose,72.28,3.29,5.95,97.0,98.0,97.0,97.0,NO,0.0,NO,49.11,39.76,50.31,42.99,Oil & Gas Refining & Marketing
2,Energy,4,DINO,95.74,Extended Near High,Normal,91.47,2.92,3.78,96.0,97.0,95.0,97.0,NO,0.0,NO,75.88,60.58,76.43,64.54,Oil & Gas Refining & Marketing
2,Energy,5,LPG,95.73,Near Breakout,Normal,47.42,1.45,3.96,94.0,98.0,91.0,95.0,NO,0.99,NO,41.71,33.62,41.24,36.76,Oil & Gas Midstream
3,Healthcare,1,FBRX,98.71,Extended Near High,Loose,76.6,0.78,7.17,98.0,98.0,98.0,98.0,NO,0.0,NO,31.82,26.41,33.71,29.93,Biotechnology
3,Healthcare,2,ANIK,98.55,Extended Near High,Loose,19.28,0.05,4.63,97.0,97.0,97.0,97.0,NO,1.44,NO,15.16,12.52,15.37,13.78,Drug Manufacturers - Specialty & Generic
3,Healthcare,3,CRNX,98.51,Extended Near High,Very Tight,83.52,0.57,0.25,97.0,98.0,98.0,95.0,NO,0.0,NO,54.06,46.02,55.24,46.28,Biotechnology
3,Healthcare,4,CDNA,97.14,Extended Near High,Loose,43.71,2.87,6.25,98.0,98.0,98.0,97.0,NO,11.46,NO,28.34,20.95,30.13,22.89,Diagnostics & Research
3,Healthcare,5,ILMN,96.92,Extended Near High,Normal,205.1,0.4,3.89,96.0,92.0,97.0,92.0,NO,0.0,NO,175.42,139.69,178.94,147.23,Diagnostics & Research
4,Financial Services,1,SAFT,96.94,Extended Near High,Normal,103.39,0.17,3.24,93.0,98.0,95.0,91.0,NO,0.0,NO,76.49,75.44,79.17,76.58,Insurance - Property & Casualty
4,Financial Services,2,AAMI,95.53,Near Breakout,Normal,86.49,2.05,3.89,95.0,96.0,93.0,95.0,NO,0.05,NO,77.27,59.25,77.71,64.48,Asset Management
4,Financial Services,3,CIB,95.47,Extended Near High,Normal,92.52,1.79,2.81,94.0,95.0,95.0,68.0,NO,0.0,NO,78.92,70.83,80.14,74.6,Banks - Regional
4,Financial Services,4,FNWD,95.41,Extended Near High,Normal,44.46,1.2,2.93,92.0,96.0,95.0,86.0,NO,0.0,NO,36.06,35.69,36.54,35.85,Banks - Regional
4,Financial Services,5,BWFG,95.11,Extended Near High,Normal,68.15,1.53,3.32,94.0,93.0,94.0,93.0,NO,0.0,NO,57.52,50.21,58.46,52.3,Banks - Regional
5,Technology,1,OOMA,95.4,Near Breakout,Loose,21.75,2.03,4.37,96.0,92.0,95.0,97.0,NO,0.0,NO,19.03,14.54,19.0,15.86,Software - Application
5,Technology,2,RDVT,94.87,Extended Near High,Loose,69.38,0.72,4.52,95.0,84.0,98.0,94.0,NO,0.61,NO,59.92,50.38,60.87,48.87,Software - Application
5,Technology,3,SNOW,94.54,Near Breakout,Loose,293.28,3.58,4.87,95.0,93.0,98.0,94.0,NO,0.0,NO,247.56,210.52,255.97,198.12,Software - Application
5,Technology,4,RNG,93.86,Stage 2 Watch,Loose,55.62,5.7,6.37,96.0,98.0,95.0,97.0,NO,0.0,NO,41.9,35.08,42.35,38.21,Software - Application
5,Technology,5,KARO,93.76,Near Breakout,Loose,64.24,3.0,4.74,91.0,97.0,94.0,90.0,NO,0.0,NO,53.29,48.72,54.12,50.32,Software - Application
