SectorRank,Sector,LeaderRank,Ticker,Leader_Score,Setup_Type,Tightness,Setup_Price,Dist_52WH_%,ATR_%,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,IPO,Gap (%),HVE,SMA50,SMA200,SMA10W,SMA30W,Industry
2,Health technology,1,FBRX,98.92,Extended Near High,Loose,76.82,0.49,4.32,98.0,98.0,98.0,98.0,NO,0.0,NO,38.47,28.34,45.51,33.14,Biotechnology
2,Health technology,2,DCTH,97.44,Extended Near High,Loose,16.67,0.12,5.08,95.0,96.0,96.0,96.0,NO,0.0,NO,12.41,10.55,13.16,11.1,Medical specialties
2,Health technology,3,DNTH,95.52,Extended Near High,Loose,111.8,2.4,5.16,98.0,92.0,93.0,97.0,NO,0.0,NO,95.27,68.87,98.9,82.54,Biotechnology
2,Health technology,4,DYN,94.88,Extended Near High,Loose,26.5,2.18,5.16,95.0,91.0,96.0,94.0,NO,0.0,NO,22.05,19.4,23.15,19.33,Biotechnology
2,Health technology,5,DXCM,94.71,Extended Near High,Normal,87.65,0.59,3.79,90.0,93.0,96.0,86.0,NO,0.07,NO,74.78,68.29,76.82,70.54,Medical specialties
3,Transportation,1,EDRY,95.12,Stage 2 Watch,Loose,36.39,5.36,6.11,98.0,98.0,97.0,98.0,NO,3.6,NO,23.87,18.39,25.55,21.39,Marine shipping
3,Transportation,2,ECO,87.34,Stage 2 Watch,Normal,60.51,5.84,3.94,94.0,87.0,72.0,93.0,NO,0.0,NO,54.14,46.2,55.76,51.04,Marine shipping
3,Transportation,3,DAL,81.9,Pullback to 50D,Normal,89.21,6.76,3.03,90.0,57.0,90.0,81.0,NO,0.0,NO,86.35,71.84,87.72,75.4,Airlines
4,Energy minerals,1,EC,92.09,Near Breakout,Normal,17.05,3.94,3.86,94.0,87.0,94.0,91.0,NO,1.19,NO,15.8,12.97,16.09,14.36,Integrated oil
4,Energy minerals,2,EQNR,89.73,Stage 2 Watch,Normal,40.99,5.68,3.83,92.0,95.0,81.0,93.0,NO,1.95,NO,36.19,31.75,36.43,35.49,Integrated oil
4,Energy minerals,3,DK,86.92,Stage 2 Watch,Loose,60.81,11.78,5.91,96.0,87.0,94.0,96.0,NO,1.61,NO,54.47,42.11,55.82,45.73,Oil refining/Marketing
4,Energy minerals,4,DINO,86.27,Stage 2 Watch,Loose,85.22,9.55,5.0,93.0,86.0,87.0,92.0,NO,2.14,NO,77.78,61.57,78.96,66.8,Oil refining/Marketing
4,Energy minerals,5,CVE,83.83,Stage 2 Watch,Normal,29.56,7.83,3.81,93.0,90.0,57.0,92.0,NO,1.45,NO,27.43,23.22,27.45,25.86,Integrated oil
5,Electronic technology,1,DGII,93.54,Near Breakout,Loose,82.75,4.71,4.5,96.0,95.0,92.0,96.0,NO,0.64,NO,69.36,53.32,71.32,59.43,Telecommunications equipment
5,Electronic technology,2,DCO,91.58,Stage 2 Watch,Loose,194.85,7.39,4.56,96.0,93.0,95.0,95.0,NO,0.0,NO,171.52,130.3,177.48,146.83,Aerospace & defense
5,Electronic technology,3,DELL,90.75,Stage 2 Watch,Loose,457.88,5.73,8.0,98.0,77.0,98.0,98.0,NO,0.0,NO,418.79,223.39,418.47,271.3,Computer processing hardware
5,Electronic technology,4,FEIM,89.24,Stage 2 Watch,Loose,73.09,9.23,8.05,95.0,96.0,87.0,91.0,NO,0.0,NO,67.26,52.82,67.64,58.85,Telecommunications equipment
5,Electronic technology,5,CSCO,82.03,Pullback to 50D,Normal,122.57,5.98,3.07,93.0,48.0,92.0,92.0,NO,0.0,NO,117.96,91.04,117.45,98.93,Telecommunications equipment
