IndustryRank,Ticker,Price,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,Gap (%),IPO,HVE
1,QMMM,119.4,Communication Services,Advertising Agencies,98.0,61.0,36.0,39.0,0.0,0.0,0.0,NO,NO
2,STFS,16.0,Communication Services,Advertising Agencies,97.0,98.0,98.0,98.0,1.9351,1.7772,2.99,NO,NO
3,ADV,43.24,Communication Services,Advertising Agencies,90.0,91.0,92.0,95.0,3.5956,3.5799,0.0,NO,NO
4,ZD,52.37,Communication Services,Advertising Agencies,87.0,92.0,77.0,90.0,1.8353,1.8125,0.0,NO,NO
5,MGNI,18.98,Communication Services,Advertising Agencies,76.0,96.0,93.0,70.0,0.99,0.9871,0.0,NO,NO
1,SIF,23.4,Industrials,Aerospace & Defense,98.0,91.0,95.0,98.0,1.5782,1.5411,0.5,NO,NO
2,PL,33.13,Industrials,Aerospace & Defense,96.0,0.0,68.0,94.0,2.8399,2.7292,0.0,NO,NO
3,RKLB,101.65,Industrials,Aerospace & Defense,95.0,1.0,94.0,90.0,9.2534,8.4905,0.0,NO,NO
4,ATRO,81.26,Industrials,Aerospace & Defense,95.0,92.0,93.0,95.0,5.4307,5.2192,0.0,NO,NO
5,DCO,185.21,Industrials,Aerospace & Defense,94.0,94.0,92.0,95.0,7.3196,7.1125,0.0,NO,NO
1,SMG,68.11,Basic Materials,Agricultural Inputs,59.0,91.0,55.0,73.0,2.8225,2.5232,0.0,NO,NO
2,CTVA,84.69,Basic Materials,Agricultural Inputs,58.0,83.0,30.0,82.0,1.846,1.8296,0.0,NO,NO
3,CF,108.26,Basic Materials,Agricultural Inputs,43.0,18.0,2.0,89.0,3.8157,3.4357,2.4,NO,NO
4,UAN,111.48,Basic Materials,Agricultural Inputs,39.0,10.0,2.0,69.0,3.3136,3.295,0.0,NO,NO
5,NTR,62.95,Basic Materials,Agricultural Inputs,12.0,10.0,3.0,33.0,1.5632,1.3057,1.81,NO,NO
1,ALGT,117.6,Industrials,Airlines,92.0,96.0,91.0,89.0,6.2821,5.5521,1.31,NO,NO
2,AAL,18.07,Industrials,Airlines,91.0,95.0,94.0,73.0,0.7629,0.6779,0.11,NO,NO
3,DAL,93.66,Industrials,Airlines,91.0,90.0,90.0,86.0,3.1352,2.7795,0.0,NO,NO
4,UAL,135.99,Industrials,Airlines,89.0,93.0,92.0,76.0,5.8275,5.0925,0.45,NO,NO
5,LUV,51.42,Industrials,Airlines,88.0,93.0,88.0,81.0,2.0843,1.8443,0.0,NO,NO
1,CAAP,25.18,Industrials,Airports & Air Services,58.0,15.0,39.0,17.0,1.0825,1.0357,0.0,NO,NO
2,OMAB,113.09,Industrials,Airports & Air Services,37.0,89.0,24.0,33.0,3.8,3.4243,0.0,NO,NO
3,PAC,253.16,Industrials,Airports & Air Services,36.0,80.0,37.0,14.0,8.4664,7.4164,0.0,NO,NO
4,ASR,306.7,Industrials,Airports & Air Services,10.0,69.0,9.0,14.0,9.7761,8.8825,0.0,NO,NO
1,KALU,195.63,Basic Materials,Aluminum,95.0,81.0,94.0,93.0,8.455,7.7164,2.87,NO,NO
2,CSTM,31.87,Basic Materials,Aluminum,93.0,12.0,86.0,93.0,1.5528,1.4121,1.86,NO,NO
3,CENX,46.01,Basic Materials,Aluminum,87.0,1.0,5.0,69.0,3.1732,2.7618,0.0,NO,NO
4,AA,52.14,Basic Materials,Aluminum,72.0,0.0,3.0,17.0,3.3786,2.8044,0.0,NO,NO
1,LEVI,24.83,Consumer Cyclical,Apparel Manufacturing,79.0,80.0,86.0,74.0,0.7932,0.7582,0.0,NO,NO
2,GIII,33.71,Consumer Cyclical,Apparel Manufacturing,79.0,72.0,77.0,62.0,1.2264,1.1664,0.0,NO,NO
3,RL,401.41,Consumer Cyclical,Apparel Manufacturing,78.0,86.0,75.0,64.0,13.2179,11.8307,0.0,NO,NO
4,KTB,83.34,Consumer Cyclical,Apparel Manufacturing,75.0,92.0,78.0,86.0,3.4604,3.2675,0.0,NO,NO
5,COLM,61.82,Consumer Cyclical,Apparel Manufacturing,56.0,13.0,63.0,62.0,2.1914,2.0729,0.0,NO,NO
1,VSXY,83.48,Consumer Cyclical,Apparel Retail,96.0,98.0,95.0,92.0,4.0114,3.8296,0.0,NO,NO
2,CTRN,57.84,Consumer Cyclical,Apparel Retail,91.0,95.0,86.0,90.0,4.2432,3.8525,0.5,NO,NO
3,GCO,33.77,Consumer Cyclical,Apparel Retail,81.0,7.0,73.0,86.0,2.3714,2.2414,0.0,NO,NO
4,CRI,41.16,Consumer Cyclical,Apparel Retail,81.0,79.0,67.0,85.0,1.7707,1.5954,0.0,NO,NO
5,ROST,212.85,Consumer Cyclical,Apparel Retail,78.0,10.0,30.0,73.0,6.715,6.3929,0.0,NO,NO
1,KF,75.21,Financial Services,Asset Management,95.0,55.0,94.0,96.0,4.5964,3.3345,0.26,NO,NO
2,TWN,96.17,Financial Services,Asset Management,92.0,20.0,90.0,93.0,4.5339,3.8239,0.2,NO,NO
3,STK,53.87,Financial Services,Asset Management,90.0,19.0,90.0,90.0,2.1564,1.7886,1.2,NO,NO
4,AAMI,71.52,Financial Services,Asset Management,90.0,30.0,86.0,91.0,3.7081,3.1059,0.15,NO,NO
5,EMF,23.22,Financial Services,Asset Management,88.0,42.0,87.0,89.0,0.985,0.8779,0.83,NO,NO
1,OPLN,41.24,Consumer Cyclical,Auto & Truck Dealerships,89.0,83.0,90.0,86.0,1.3851,1.3029,0.0,NO,NO
2,RUSHB,76.5,Consumer Cyclical,Auto & Truck Dealerships,81.0,92.0,70.0,86.0,2.155,2.0979,0.89,NO,NO
3,RUSHA,72.99,Consumer Cyclical,Auto & Truck Dealerships,77.0,75.0,53.0,85.0,2.3221,2.25,0.0,NO,NO
4,SAH,84.79,Consumer Cyclical,Auto & Truck Dealerships,72.0,66.0,80.0,86.0,2.5089,2.4646,0.0,NO,NO
5,KMX,52.89,Consumer Cyclical,Auto & Truck Dealerships,70.0,93.0,84.0,87.0,2.6079,2.3536,0.0,NO,NO
1,CYD,47.41,Consumer Cyclical,Auto Manufacturers,87.0,4.0,81.0,86.0,3.0156,2.9956,0.0,NO,NO
2,GM,77.08,Consumer Cyclical,Auto Manufacturers,66.0,11.0,39.0,14.0,2.5114,2.3525,0.0,NO,NO
3,RIVN,17.35,Consumer Cyclical,Auto Manufacturers,56.0,79.0,70.0,8.0,0.9831,0.9603,0.0,NO,NO
4,TSLA,420.6,Consumer Cyclical,Auto Manufacturers,50.0,19.0,67.0,11.0,17.4764,16.5586,0.0,NO,NO
5,HMC,27.11,Consumer Cyclical,Auto Manufacturers,15.0,53.0,58.0,12.0,0.5693,0.3679,0.0,NO,NO
1,GTX,36.23,Consumer Cyclical,Auto Parts,96.0,86.0,96.0,96.0,1.2535,1.1964,0.03,NO,NO
2,MOD,267.02,Consumer Cyclical,Auto Parts,93.0,17.0,83.0,95.0,17.8656,16.3696,0.93,NO,NO
3,PLOW,53.95,Consumer Cyclical,Auto Parts,91.0,94.0,82.0,93.0,1.7195,1.6709,0.0,NO,NO
4,BWA,66.4,Consumer Cyclical,Auto Parts,89.0,11.0,79.0,90.0,2.6204,2.5104,0.15,NO,NO
5,PHIN,82.37,Consumer Cyclical,Auto Parts,87.0,79.0,77.0,87.0,2.9129,2.6429,0.7,NO,NO
1,BMO,176.7,Financial Services,Banks - Diversified,87.0,84.0,85.0,87.0,2.6779,2.4679,0.0,NO,NO
2,TD,121.43,Financial Services,Banks - Diversified,87.0,80.0,84.0,84.0,1.7271,1.6136,0.14,NO,NO
3,RY,206.97,Financial Services,Banks - Diversified,85.0,84.0,83.0,78.0,2.6707,2.6271,0.22,NO,NO
4,C,139.96,Financial Services,Banks - Diversified,85.0,87.0,82.0,71.0,3.5871,3.2364,0.0,NO,NO
5,CM,115.0,Financial Services,Banks - Diversified,85.0,77.0,78.0,81.0,2.0564,1.9657,0.25,NO,NO
1,VBNK,23.21,Financial Services,Banks - Regional,93.0,96.0,93.0,92.0,1.2052,1.1724,2.25,NO,NO
2,CARE,34.01,Financial Services,Banks - Regional,92.0,95.0,89.0,94.0,0.8132,0.8046,0.03,NO,NO
3,MSBI,31.14,Financial Services,Banks - Regional,91.0,88.0,88.0,91.0,0.8538,0.8395,0.0,NO,NO
4,PGC,47.33,Financial Services,Banks - Regional,90.0,85.0,85.0,93.0,1.2993,1.2843,0.0,NO,NO
5,CMTV,39.1,Financial Services,Banks - Regional,90.0,83.0,69.0,92.0,2.4839,2.3789,0.0,NO,NO
1,BUD,82.4,Consumer Defensive,Beverages - Brewers,78.0,68.0,72.0,84.0,1.5443,1.3707,0.0,NO,NO
2,FMX,127.9,Consumer Defensive,Beverages - Brewers,75.0,81.0,66.0,81.0,3.4571,3.3936,0.0,NO,NO
3,STZ,139.09,Consumer Defensive,Beverages - Brewers,11.0,50.0,8.0,30.0,4.205,4.1336,0.0,NO,NO
4,TAP,38.96,Consumer Defensive,Beverages - Brewers,6.0,27.0,7.0,8.0,1.1461,1.1104,0.0,NO,NO
5,SAM,177.03,Consumer Defensive,Beverages - Brewers,5.0,42.0,2.0,12.0,6.5286,6.0489,0.0,NO,NO
1,COCO,66.14,Consumer Defensive,Beverages - Non-Alcoholic,90.0,7.0,88.0,80.0,4.3629,4.3586,0.0,NO,NO
2,MNST,96.12,Consumer Defensive,Beverages - Non-Alcoholic,86.0,84.0,85.0,81.0,1.8007,1.7736,0.0,NO,NO
3,COKE,190.92,Consumer Defensive,Beverages - Non-Alcoholic,83.0,86.0,32.0,76.0,6.8821,6.6786,0.0,NO,NO
4,PRMB,24.44,Consumer Defensive,Beverages - Non-Alcoholic,73.0,27.0,84.0,91.0,0.7918,0.7446,0.0,NO,NO
5,KDP,32.73,Consumer Defensive,Beverages - Non-Alcoholic,69.0,84.0,76.0,72.0,0.87,0.8214,0.0,NO,NO
1,AGCC,15.14,Consumer Defensive,Beverages - Wineries & Distilleries,92.0,4.0,19.0,92.0,1.0911,1.0533,0.0,NO,NO
2,DEO,80.38,Consumer Defensive,Beverages - Wineries & Distilleries,11.0,22.0,47.0,14.0,1.8832,1.5568,0.0,NO,NO
3,MGPI,17.52,Consumer Defensive,Beverages - Wineries & Distilleries,3.0,33.0,10.0,4.0,0.6764,0.6629,0.0,NO,NO
1,QNCX,18.19,Healthcare,Biotechnology,98.0,98.0,98.0,1.0,1.3733,0.2372,0.0,NO,NO
2,DFTX,47.04,Healthcare,Biotechnology,98.0,98.0,97.0,98.0,3.6622,2.6822,0.0,NO,NO
3,ORKA,95.17,Healthcare,Biotechnology,98.0,98.0,96.0,97.0,5.7921,5.25,0.01,NO,NO
4,SYRE,88.78,Healthcare,Biotechnology,98.0,94.0,95.0,97.0,6.1593,5.0286,0.0,NO,NO
5,ALMS,28.14,Healthcare,Biotechnology,98.0,96.0,87.0,97.0,1.6799,1.6695,0.37,NO,NO
1,BBGI,26.25,Communication Services,Broadcasting,98.0,98.0,98.0,98.0,2.8486,2.7136,0.0,NO,NO
2,NXST,178.59,Communication Services,Broadcasting,11.0,48.0,11.0,10.0,7.7725,7.7468,0.0,NO,NO
1,RMIX,22.53,Basic Materials,Building Materials,95.0,95.0,,,1.92,1.8821,0.93,NO,NO
2,JHX,26.18,Basic Materials,Building Materials,83.0,89.0,90.0,81.0,1.1071,1.0036,0.0,NO,NO
3,TTAM,18.66,Basic Materials,Building Materials,80.0,91.0,82.0,58.0,0.6394,0.5944,0.0,NO,NO
4,EXP,225.0,Basic Materials,Building Materials,55.0,62.0,76.0,45.0,8.7214,8.2929,0.0,NO,NO
5,KNF,83.65,Basic Materials,Building Materials,46.0,79.0,39.0,67.0,4.5501,4.1794,0.0,NO,NO
1,JLHL,16.22,Industrials,Building Products & Equipment,97.0,3.0,97.0,98.0,7.5408,7.2941,0.0,NO,NO
2,AAON,126.86,Industrials,Building Products & Equipment,91.0,9.0,92.0,93.0,7.1279,6.48,0.71,NO,NO
3,NPKI,15.91,Industrials,Building Products & Equipment,85.0,85.0,52.0,85.0,0.6907,0.6814,0.0,NO,NO
4,OC,158.96,Industrials,Building Products & Equipment,84.0,95.0,91.0,89.0,7.5764,7.2236,0.47,NO,NO
5,GFF,97.53,Industrials,Building Products & Equipment,84.0,87.0,87.0,84.0,3.5754,3.3732,0.82,NO,NO
1,EBF,21.25,Industrials,Business Equipment & Supplies,47.0,71.0,13.0,71.0,0.575,0.555,0.0,NO,NO
1,HUT,115.44,Financial Services,Capital Markets,98.0,11.0,97.0,96.0,10.4686,10.2686,0.0,NO,NO
2,WULF,24.7,Financial Services,Capital Markets,97.0,19.0,94.0,96.0,2.1746,2.0825,0.0,NO,NO
3,RIOT,27.38,Financial Services,Capital Markets,95.0,58.0,97.0,96.0,2.0926,2.0004,0.0,NO,NO
