Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Silver,Basic Materials,98,85,98,98,"AG,EXK,SVM,NEWP"
2,Gold,Basic Materials,96,65,93,94,"NEM,AEM,B,WPM,AU,FNV,GFI,KGC,PAAS,RGLD,AGI,CDE,EQX,IAG,HMY,NGD,EGO,OR,BTG,AUGO,ORLA,SSRM,NG,ARIS,FSM,HYMC,SA,CGAU,AAUC,DRD,CNL,DC,IDR,CMCL,CTGO,USAU"
3,Other Precious Metals & Mining,Basic Materials,96,56,94,95,"HL,SBSW,BVN,TFPM,PPTA,SLSR,MUX,ELE,ASM,MTA,VOXR"
4,Copper,Basic Materials,96,60,95,96,"SCCO,FCX,HBM,ERO,TGB,IE"
5,Aluminum,Basic Materials,95,86,95,95,"AA,CENX,CSTM,KALU"
6,Uranium,Energy,92,15,76,83,"CCJ,NXE,UEC,UUUU,LEU,ISOU,AEC"
7,Real Estate - Diversified,Real Estate,90,90,88,90,"JOE,STRS"
8,Other Industrial Metals & Mining,Basic Materials,89,40,84,84,"BHP,RIO,VALE,TECK,MP,EMAT,ALM,SKE,USAR,TMC,MTRN,USAS,SGML,IPX,NEXA,LAC,LAR,CRML,UAMY,SCZM,CMP,ELVR,GSM,NB,NVA,USGO,ATLX"
9,Semiconductor Equipment & Materials,Technology,89,69,87,87,"ASML,LRCX,AMAT,KLAC,TER,Q,ENTG,NVMI,AMKR,ONTO,CAMT,FORM,IPGP,KLIC,ACMR,AMBA,UCTT,ACLS,PLAB,AXTI,VECO,ICHR,DQ,COHU,AEHR,ASYS,ATOM,INTT"
10,Oil & Gas Drilling,Energy,84,81,94,83,"NE,RIG,HP,PTEN,SDRL,BORR,SOC,NBR,PDS"
11,Electronic Components,Technology,82,69,76,78,"APH,GLW,TEL,CLS,JBL,FLEX,FN,TTMI,VICR,LFUS,SANM,PLXS,RAL,OLED,OSIS,BELFA,BELFB,KN,BHE,ROG,CTS,DAKT,OUST,ALNT,LYTS,LPTH,MEI,OPTX,MPTI,RELL,ELTK"
12,Oil & Gas Equipment & Services,Energy,82,74,84,83,"SLB,BKR,HAL,FTI,TS,WFRD,NOV,VAL,AROC,LB,KGS,LBRT,USAC,TDW,OII,SEI,WHD,EFXT,NESR,FLOC,XPRO,INVX,WTTR,AESI,PUMP,VTOL,NEXT,HLX,RES,NPKI,WBI,ACDC,CLB,OIS,FET,NOA,NGS,FTK,RNGR,SND,GEOS,NCSM"
13,Marine Shipping,Industrials,82,88,79,81,"KEX,MATX,HAFN,ZIM,SBLK,BWLP,DAC,CMRE,ECO,NMM,SFL,GSL,CCEC,GNK,HSHP,SB,ASC,PANL,CMDB,ESEA,GASS,SHIP,SMHI,HTCO,EDRY,EHLD"
14,Banks - Diversified,Financial Services,80,53,74,75,"JPM,BAC,HSBC,WFC,RY,MUFG,C,SAN,TD,SMFG,BBVA,UBS,BMO,CM,BNS,BCS,ING,BK,NTB"
15,Medical Distribution,Healthcare,80,84,62,83,"MCK,COR,CAH,HSIC,YI"
16,Metal Fabrication,Industrials,79,76,82,71,"ATI,CRS,MLI,ESAB,GPGI,WOR,PRLB,IIIN,MEC,TG,AP"
17,Solar,Technology,77,37,53,68,"FSLR,NXT,ENPH,RUN,SEDG,JKS,CSIQ,ARRY,SHLS,TOYO,FTCI,ASTI"
18,Thermal Coal,Energy,76,53,65,80,"CNR,BTU,ARLP,NRP,HNRG,NC"
19,Communication Equipment,Technology,76,61,72,69,"CSCO,MSI,LITE,CIEN,UI,NOK,ERIC,ASTS,HPE,ZBRA,VIAV,VSAT,BDC,ONDS,VISN,AAOI,EXTR,DGII,TSAT,HLIT,GILT,ADTN,NTGR,FEIM,CLFD,BKTI,AVNW,LTRX,AUDC,INSG,CMTL,SILC,OCC,FIEE,WATT"
20,Farm & Heavy Construction Machinery,Industrials,76,84,86,61,"CAT,DE,PCAR,CNH,OSK,AGCO,TEX,ALG,BLBD,ASTE,LNN,AEBI,HY,TWI,CMCO,MTW,WNC,GENC"
21,Airlines,Industrials,75,72,79,67,"DAL,UAL,RYAAY,LUV,LTM,AAL,ALK,CPA,SKYW,AERO,JBLU,ALGT,SNCY,VLRS,RJET"
22,Luxury Goods,Consumer Cyclical,74,59,58,77,"TPR,SIG,CPRI,REAL,LUXE,MOV,ELA"
23,Steel,Basic Materials,74,50,62,69,"MT,NUE,STLD,PKX,RS,TX,CMC,CLF,SIM,WS,NWPX,MTUS,MSB,LUD,FRD"
24,Oil & Gas Midstream,Energy,73,85,78,71,"ENB,WMB,EPD,KMI,TRP,ET,MPLX,OKE,LNG,TRGP,CQP,PBA,VNOM,PAA,DTM,AM,FRO,SOBO,PAGP,EE,GLNG,INSW,NGL,FLNG,IMPPP,VG,WES,HESM,CMBT,STNG,DHT,SUNC,KNTK,TRMD,TNK,GEL,GLP,LPG,NVGS,NAT,TK,SBR,TEN,PBT,SMC,KNOP"
25,Engineering & Construction,Industrials,73,68,71,65,"PWR,FER,FIX,EME,MTZ,APG,J,STRL,BLD,ACM,DY,STN,IESC,TTEK,PRIM,ROAD,FLR,AGX,ACA,ECG,LGN,GVA,KBR,TPC,MYRG,EXPO,CDLR,WLDN,AMRC,CDNL,GLDD,BWMN,ORN,PHOE,BBCP,MTRX,ESOA,VATE,FGL"
26,Integrated Freight & Logistics,Industrials,73,63,75,67,"UPS,FDX,CHRW,JBHT,EXPD,ZTO,GXO,LSTR,HUBG,PBI,FWRD,CYRX,RLGT,PAL,PSIG,NCEW"
27,Airports & Air Services,Industrials,72,45,70,53,"PAC,ASR,JOBY,OMAB,CAAP,ASLE"
28,Semiconductors,Technology,72,52,71,65,"MCHPP,NVDA,TSM,AVGO,MU,AMD,INTC,TXN,ADI,QCOM,ARM,MRVL,NXPI,MPWR,ASX,MCHP,STM,ON,GFS,UMC,ALAB,CRDO,MTSI,TSEM,LSCC,RMBS,SITM,SWKS,SMTC,QRVO,CRUS,ALGM,SLAB,SIMO,PI,LASR,DIOD,SYNA,POWI,VSH,NVTS,MXL,IMOS,SKYT,HIMX,POET,WOLF,AIP,AMBQ,AOSL,CEVA,NVEC,GSIT,ALMU,MRAM,QUIK,WKEY,PXLW"
29,Railroads,Industrials,72,84,77,73,"UNP,CSX,CP,NSC,CNI,WAB,TRN,GBX,FSTR,RAIL,RVSN"
30,Aerospace & Defense,Industrials,71,43,74,66,"GE,RTX,BA,LMT,HWM,NOC,GD,LHX,RKLB,ESLT,CW,WWD,BWXT,HII,KRMN,VSECU,POWWP,TDG,AXON,HEI,TXT,KTOS,EMBJ,AVAV,DRS,SARO,CAE,PL,HXL,LOAR,VSEC,ACHR,MRCY,BETA,AIR,FLY,YSS,ATRO,LUNR,VVX,DCO,CDRE,VOYG,RDW,RCAT,NPK,EH,TATT,RGR,PKE,SWBI,ISSC,AIRO,FJET,BYRN,CODA,VWAV,SIF,OPXS,MOB"
31,Trucking,Industrials,71,78,90,67,"ODFL,XPO,SAIA,KNX,TFII,SNDR,RXO,ARCB,WERN,MRTN,HTLD,CVLG,ULH,PAMT"
32,Oil & Gas Integrated,Energy,71,68,72,73,"XOM,CVX,SHEL,TTE,PBR,BP,EQNR,SU,E,IMO,CVE,EC,YPF,NFG,TGS,DEC,SLNG"
33,Utilities - Renewable,Utilities,71,52,52,69,"AXIA,BEP,ENLT,BEPC,CWEN,ORA,FLNC,RNW,XIFR,ELLO,STEM"
34,Tools & Accessories,Industrials,70,77,77,68,"SNA,RBC,LECO,SWK,TTC,TKR,KMT,HLMN,EML,CVR"
35,REIT - Healthcare Facilities,Real Estate,68,74,60,66,"WELL,VTR,NHPAP,OHI,NHPBP,DOC,AHR,CTRE,HR,SBRA,NHI,MPT,LTC,DHC,SILA,STRW,UHT,CHCT"
36,Business Equipment & Supplies,Industrials,68,87,86,71,EBF
37,Beverages - Non-Alcoholic,Consumer Defensive,68,76,80,60,"KO,PEP,MNST,CCEP,KDP,KOF,CELH,COKE,PRMB,FIZZ,COCO,STKL,BUDA"
38,Specialty Industrial Machinery,Industrials,68,65,70,62,"GEV,ETN,PH,EMR,ITW,CMI,AME,ROK,IR,OTIS,SYM,XYL,DOV,ITT,PNR,NDSN,IEX,GGG,RRX,GNRC,CR,FLS,WTS,DCI,AOS,GTLS,MIDD,JBTM,GTES,MIR,NPO,CSW,MWA,FELE,KAI,SMR,ATS,SXI,CXT,HLIO,EPAC,PSIX,THR,GRC,AMSC,NNE,TNC,BW,GHM,SERV,KRNT,PKOH,SHMD,OFLX,LXFR,TAYD,TWIN,HUHU,HURC"
