Rank,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Health technology,92,91,95,93,SI
2,Energy,71,66,50,74,"NESR,DK,NGL,FTK,DINO,EFXT,VLO,WTTR,FET,NBR,MPC,INSW,OII,FTI,KGS,CVE,YPF,PSX,TEN,TRGP,EC,LBRT,WBI,FRO,LPG,BWLP,WKC,CMBT,PR,SM,HP,APA,AROC,SUNC,STNG,EQNR,SU,DHT,SOBO,SEI,VIST,VAL,TS,SUN,NGS,TRMD,TDW,TNK,NOV,FANG,EE,CHRD,LB,CNQ,INVX,WDS,TRP,IMO,NE,SDRL,XPRO,E,CVI,EOG,KNTK,TBN,NVGS,MUR,XOM,DTM,WHD,SMC,REPX,APC,HAL,TTE,DVN,OKE,AM,DKL,COP,WES,FLNG,TPL,CVX,EPD,BP,ENB,ET,BKR,WMB,GLNG,TGS,RNGR,LNG,SHEL,KRP,SLB,CQP,VNOM,KMI,WFRD,HESM,MTDR,VTOL,USAC,BKV,MPLX,DMLP,SBR,GLP,CAPL,NC,FLOC,HMH,MGY,IMPPP,NCSM,CRC,RRC,WHK,ARLP,AR,CNR,EROK,CNX,NFG,BTU,NOG,EQT,EXE,NRP,CCJ,GPOR,VTS,LEU"
3,Healthcare,66,75,62,56,"ERAS,AGL,QTTB,ALMS,ABVX,ANRO,SLGL,SYRE,RLYB,DMRA,DFTX,ORKA,LQDA,MBX,KOD,TXG,FBRX,RLAY,NBTX,BIOA,DNTH,RVMD,NVCT,BDSX,TNGX,MANE,ETON,MCTA,CDNA,URGN,TWST,BTSG,CELC,PRAX,APGE,PVLA,TVTX,CRNX,GH,BTSGU,FTRE,TRAX,FTH,ARWR,GLUE,FBIOP,MNPR,EMPG,QURE,CORT,AXGN,OSCR,ANAB,CNC,INBX,EWTX,ELVN,HNGE,VCYT,IMUX,DVA,ROIV,CUE,RCUS,MPLT,COGT,IMVT,HUM,ACHC,CGEM,STRO,ESTA,PTGX,AMN,KYMR,ELMD,RAPP,TRVI,AVNS,XNCR,KNSA,NHC,NRIX,ZBIO,ALKS,ILMN,AMRX,AVTX,TYRA,BCAX,JAZZ,TENX,BWAY,LGND,TCMD,CAPR,ASTH,SEPN,GHRS,IART,INDV,DYN,ADPT,AXSM,CGON,KRYS,MRNA,LNTH,XENE,SION,TGTX,MIRM,LBRX,CON,VTRS,NGNE,CVS,BLTE,JBIO,GRDN,NUTX,TECX,HCSG,CYTK,APLM,BRKR,BRKRP,BKD,NKTR,MD,NTRA,COAG,RPRX,LIVN,GKOS,WST,SRZN,BLLN,RIGL,GPCR,SNDA,OMDA,SNDX,AMLX,UNH,DNLI,NBIX,DRUG,ARQT,NRC,ANIK,LLY,MOH,INCY,EXEL,BIIB,BBIO,GRAL,TEVA,VCEL,IMNM,MRK,CLDX,BLFS,HAE,SRRK,VTVT,ABBV,AUPH,ELAN,JNJ,CAH,IDYA,ICUI,UTHR,BHVN,PTCT,ELV,ASND,MDGL,CRL,CHE,HSTM,HRMY,OMCL,AGIO,MLTX,TECH,ALHC,NPCE,SLP,HALO,IRMD,AVBP,HSIC,BMY,NVCR,BBNX,CLPT,AKTS,ICLR,ARGX,PTHS,NVST,ZYME,RVTY,ALMR,UFPT,PRVA,SHC,AMGN,TFX,ACAD,RYTM,NVS,MEDP,STOK,PRPO,MAZE,TBPH,ODTX,DGX,SIBN,VKTX,VRTX,WAT,IRON,ADUS,UTMD,RARE,HQY,TAK,STAA,HROW,SMTI,VERA,DXCM,SOLV,BMRN,ATRC,KIDS,GSK,IQV,CBIO,EW,INMD,LMAT,SPTX,NAMS,GILD,SUPN,INVA,A,MLYS,LH,KMTS,BAX,KARD,IMCR,ALGN,VRDN,THC,FLGT,EHC,REGN,MCK,BIO,CSTL,MMED,CI,ASMB,COLL,FMS,ENOV,GMAB,TMO,ITGR,BLCO,GMED,BDX,CBLL,ONC,BEAM,RGEN,VOR,WRBY,STVN,CNMD,LFMDP,ANIP,AVLN,MTD,RDNT,NVO,ENSG,MESO,COO,TNDM,ATR,AZN,SGRY,MMSI,ZBH,COR,WW,SDGR,USPH,CTEV,LKFT,TARS,IDXX,MDT,SNY,SNN,QGEN,ABT,STE,JANX,MDLN,VEEV,SYK,DHR,AZTA,HIMS,BNTX,HCA,QDEL,AMPH,LEGN,ALC,IONS,SRPT,GEHC,ZLAB,UHS,CRSP,RMD,SGP,INSM,HTFL,ALNY,IRTC,TEM,WGS,OPCH,ISRG,KLRA,INSP,WAY,AORT,AAPG,TMDX,CAI,PRCT,DOCS,ZTS,BSX,SPRB,QNCX"
4,Financial Services,58,66,59,56,"MAAS,HUT,SEZL,WULF,ENVA,ECPG,KF,CARE,MRX,AAMI,ATLC,MSBI,EZPW,UFCS,CCXIU,PS,BOTJ,IX,TWN,CMTV,VBNK,STT,FSEA,GCBC,SMFG,FNRN,BFH,HFBL,VCTR,BBAR,FSBC,ALRS,RBKB,VIRT,AMAL,IFS,TRST,WT,BAP,BNY,MUFG,TD,FFBC,BPOP,UVSP,GL,CIB,CHMG,VOYA,BMO,TRV,RY,CZWI,SBFG,AROW,RBB,WSFS,BWFG,TFSL,HG,HSBC,CBNA,NTRS,SHBI,DGICB,TCBK,CBC,FCAP,OPY,OBK,KB,STK,ATLO,CNO,CM,ACNB,MYFW,SMBC,IBKR,FRST,FISI,RRBI,BMA,FRAF,CCNE,TFIN,BNS,AIZ,BEN,TMP,GS,CIVB,AMG,THFF,BY,SFST,WASH,BSRR,CBK,CFG,UVE,FVCB,CTBI,SKWD,MBIN,BBVA,CNOB,MBBC,GSBC,MS,SHG,UBS,DCOM,MCY,SRCE,BCS,IVZ,FBP,SMBK,OBT,FNLC,CPF,HBT,ING,FCFS,ALL,BANC,OFG,THG,MCBS,RBCAA,NTB,CFBK,SLF,FITB,WTBA,USB,STBA,BSTZ,FULT,BWB,CAC,CATY,AMTB,UMBF,RIOT,EBC,FMBH,CACC,WRLD,NBN,FDSB,MFC,AGM,RVI,HAFC,MTB,BLX,CWBC,FUNC,AVBH,KINS,HBNC,CPBI,WSBF,HQL,COLB,MCB,LCNB,JXN,ITIC,LSBK,MBWM,FBIZ,WABC,EMF,EWBC,TSBK,ZION,BCML,NWBI,MET,BUSE,CAF,BCAL,FCF,EBMT,FMAO,NODK,HWBK,HWC,OSBC,HFWA,FBNC,NIC,QCRH,NBTB,FGNXP,SPNT,ASIC,AVBC,LARK,FBLA,SLDE,BVFL,RGA,MKTW,CZFS,COFS,WSBC,BOH,SIGI,CB,HMN,CCBG,CFR,ECBK,FXNC,MRBK,LMND,BAC,C,WBS,BOW,AUB,FIBK,BHB,LOB,ABCB,UBSI,SRBK,ACT,EFSC,RNR,FUSB,EGBN,EQBK,CNS,FCBC,HBCP,CLST,NXG,ISTR,ASB,NWG,WAFD,EIG,FDBC,CEE,NECB,AXS,FAF,GABC,INDB,DBRG,BOKF,SEIC,BFST,RF,HAPN,NRIM,ORRF,GOLD,ONB,PRI,KEY,ESQ,SRV,RNST,TROW,VABK,INBK,TRIN,WTFC,FNB,GGAL,HTB,HASI,BPRN,SYBT,NBHC,IGIC,IOR,WHG,BHF,HQH,PRU,LIFE,SFNC,CCD,CNA,NP,BMRC,RM,ADX,UNM,CINF,BKU,CBNK,FGBIP,MPB,CLSK,COSO,TRMK,BCH,PRK,RDN,AFL,FNWD,BST,BGR,FHB,GLRE,NWFL,CBU,FCCO,GAIN,MVBF,JPM,NFJ,FRME,TWFG,HYNE,BSAC,AFBI,SBSI,SFBS,NKSH,L,BHRB,MCHB,LNC,CVBF,CBAN,BFC,BTO,EG,EMO,CBFV,EFSI,HTH,MNSB,FHN,BSVN,FBK,HCI,TCBI,HNVR,USCB,GBCI,BME,EVT,CZNC,OVLY,BANR,ACGL,NCZ,NMIH,CHCO,JMSB,CBSH,TFC,BBT,IBCP,ESNT,AMP,JEF,UNTY,RMBI,ACV,HOMB,AFG,HIG,OVBC,FRBA,AIO,MTG,NCV,V,IBOC,MXF,AX,HIFS,FRBT,CUBI,UCB,FSBW,CII,FHI,HBAN,CFFI,BCV,AFRM,ASGI,WTM,HRTG,STC,IREN,SBCF,UTF,CSQ,RVT,GGZ,ETG,ETO,FG,QQQX,SPFI,NBBK,UBCP,OCFC,NPB,CASH,SPXX,AXP,NBXG,GDV,CRBG,EQH,MEGI,JCE,BCAT,LGI,FFA,RJF,WRB,NIE,AON,WFC,TY,PROV,ATLCP,TCBS,CSWC,SSB,GAM,FFIN,HTD,RMI,SCHW,DB,TBLD,BUI,BMEZ,ALLY,FCNCA,THQ,RLTY,VALU,CET,ETB,MIAX,SATA,WF,AUBN,CNOBP,NEWTP,TOWN,AIG,MBINL,ECCC,TCBX,MSBIP,SII,GUG,MBINM,LCLN,GLU,BWBBP,FRHC,CBOE,AGO,PRAA,ORI,SPME,EOT,TBBK,HOOD,OMF,STEW,LKFN,NNI,MCO,SCD,WAL,MBNKO,MGYR,OCCIN,EFSCP,MMD,ISBA,DGICA,EICA,MA,BUSEP,CCID,PUK,MNSBP,WSBCO,MBINN,EVR,BPYPM,EIIA,UNB,ETX,SOR,FDUS,DFP,OCCIM,ECAT,LDP,ONBPO,FFC,UMBFO,BMN,NDAQ,ONBPP,VLYPO,FOA,CCNEP,UTG,WTFCN,WAFDP,SAFT,TIPT,BTT,SPMA,VLYPP,SLMBP,RLI,MKL,FRMEP,HPI,HPF,SFBC,VRTS,MSCI,VLYPN,HIPO,SF,JCAP,IBN,MRSH,SDHY,HBANL,PSF,BANF,TYG,FNF,SLM,FLC,BBN,AJG,EOI,BANX,FPF,PTA,TCBIO,IGI,NPFD,RNP,NBB,COF,MC,AII,FULTP,ETOR,EOS,SYF,SNEX,ASA,PYPL,FCNCP,ACGLN,BWIN,AB,JLS,SPGI,SIGIP,NTRSO,ONIT,LPLA,APAM,BLK,ACGLO,HBANZ,ARCC,FCNCO,GLAD,HTGC,HBANM,BNT,WTW,IIF,HBANP,GBFH,TRU,MSDL,GBLI,MAIN,XP,BN,CRVL,VEL,ZIONP,AMSF,GSHD,PSUS,APO,FDS,BAM,BXSL,FSUN,MCI,RYAN,DXYZ,LAZ,TREE,CME,ARES,KNSL,TW,GLXY,BX,BRO,ROOT,ICE,KLAR,SAR,HERZ,MPV,TPG,KKR,CCB,TSLX,XFLT,XZO,SOFI,FIGR,HLI,MORN,CG,BETR,WD,HDB,AFJKU,PWP,ERIE,GSIW,TRUP,BOT,VCX,AIFU,STEP,KMPR,HLNE,COIN,UPST,MKTX,FUTU,CRCL,BMNR"
5,Technology,57,47,58,57,"SNDK,MGRT,AXTI,MU,BAND,MXL,CHRN,WDC,LITE,STX,AEHR,ICHR,VPG,DOCN,SIMO,DELL,UCTT,INTC,ALOT,TSEM,AAOI,AMD,SILC,OCC,ASX,VIAV,MEI,IMOS,VICR,AMBQ,UMC,ACMR,AIP,VSAT,SHAZ,RTB,MRVL,CIEN,ALAB,TER,KLIC,FEIM,AMAT,MKSI,BRUN,LASR,COHU,VSH,HPE,ASYS,DAVE,ARM,TTMI,STM,DDOG,FSLY,COHR,FLEX,LRCX,FTNT,PTRN,FROG,FORM,SMTC,ATEN,ONTO,SITM,GLW,AMKR,VECO,BHE,EXTR,OKTA,LSCC,CIFR,CRWD,CEVA,MITK,BELFB,KLAC,CRDO,OOMA,ALNT,ASML,NAVN,BELFA,ARW,SYNA,DGII,TWLO,HQ,MRAM,SKYT,NTAP,KN,SANM,RAL,AVT,KEYS,NTCT,ACLS,YOU,MTSI,WYFI,RELL,CSCO,ROG,SNX,CCSI,SNOW,RDVT,TENB,AKAM,OUST,SEDG,MPTI,ADEA,TXN,CGNX,RELY,DIOD,WATT,ALGM,UMAC,SWMR,SCSC,ESE,FFIV,ON,VRNS,LFUS,NET,FLYW,TSM,QLYS,CORZ,GFS,FIVN,RAMP,KARO,AAPL,ST,SLAB,CNXN,CTS,ADI,MPWR,RNG,NYAX,WOLF,ITRN,Q,NATL,NSIT,DBD,ACIW,ANET,ENTG,JBL,S,CLS,INGM,NXPI,NXT,OSPN,APLD,CVLT,DJCO,LYTS,TDC,ZETA,APH,NOVT,INOD,RDWR,NOVTU,QCOM,RBRK,NVEC,BKTI,CPAY,CAMT,NVMI,GCT,MLAB,DBX,AOSL,HPQ,AGYS,MCHP,XYZ,ENPH,FN,FTV,SAIC,NVDA,BOX,AVGO,IBEX,MDB,IPGP,GRND,TDY,ZM,GEN,CDNS,GTLB,NTNX,ACFN,AMBA,KSPI,MCHPP,IOT,CSIQ,RMBS,CRUS,ALRM,QRVO,PRGS,TSAT,DT,UPBD,LOGI,DAKT,SKHY,ADP,CSQR,BILL,FSLR,APPN,WEX,VRSN,ZBRA,CLMB,SWKS,MANH,GRMN,EEFT,BRZE,EVTC,QNT,BMI,ESTC,AEVA,LYFT,MBGL,MSI,CLFD,CHYM,TEL,U,MQ,FICO,INTA,DCBO,STRF,IBTA,LIF,JKHY,AVNW,ALMU,NTGR,DFIN,STRC,CDW,QTWO,TOST,SONY,TTAN,DOCU,TEAM,SSNC,SHOP,SMCIP,MSFT,APPF,GDDY,UBER,ALKT,WDAY,IDCC,BSP,PSN,CACI,ROP,BDC,GDS,GWRE,OTEX,DSGX,IIIV,WK,SNPS,NICE,ALIT,NOW,VNT,ADSK,OSIS,DUOL,CRM,ZS,ASTS,ADBE,GIB,CHKP,FORTY,FOUR,IBM,SPSC,NCNO,UI,STRD,ITRI,KVYO,G,BSY,BR,EXLS,OCTV,PTC,QBTS,FIG,ARQQ,STRK,VIA,TYL,FIS,SMCI,BL,HUBS,TRMB,JKS,IONQ,SAP,OLED,CALX,MNDY,RGTI,DOX,CBRS,CRWV,IT,CTSH,BLKB,LDOS,CNXC,ACN,ORCL,EPAM,INTU,WIX,GLOB,BLSH,MSTR,EFOR"
6,Real Estate,53,64,57,53,"CBL,XHR,FVR,OUT,PSTL,APLE,MAC,NHP,RHP,HST,WELL,VTR,AAT,AHR,DOC,CURB,LXP,JAN,CDP,LAMR,CTO,KRG,IVT,RMR,BNL,HIW,SKT,NHPBP,GTY,MDV,SPG,NHPAP,CUZ,CTRE,EUDA,HR,FRT,IIPR,TRNO,NSA,NREF,EGP,VNO,SEG,FR,OHI,ALX,UE,IRM,BRX,KIM,CHCT,LTC,SBRA,EQIX,NTST,OLP,NNN,AKR,LINE,ESS,COLD,BFS,KRC,DEA,VTMX,REG,EPR,STAG,SAFE,UHT,WPC,CHCI,EQR,ARL,XRN,LANDP,UDR,ADAML,MMI,ADAMN,FOR,ADC,O,LANDO,BXP,EPRT,AXR,CPT,TCI,INVH,IRS,FCPT,WHLRD,AVB,BPYPP,NHI,NLY,GOODN,JOE,SLG,PSA,JLL,AMH,CCS,BRT,ELS,MLP,BPYPO,BXDC,AGNCL,AGNCM,AGNCP,CUBE,AGNCN,AGNCO,ADAMM,AGNCZ,SMA,ADAMZ,IRT,NMRK,REGCP,FRPH,UMH,EXR,DLR,MAA,MAYS,REGCO,ARR,REXR,GLPI,BEKE,WY,SUI,RYN,HHH,MRP,CBRE,STWD,ACR,VICI,CSR,FSV,NEN,NXRT,BXMT,STRS,AMT,ARE,SBAC,CCI,CIGI,OPI,CSGP"
7,Industrials,53,45,50,51,"SIF,BE,FCEL,BUUU,CDNL,VSTS,NCEW,XMTR,STRL,CVLG,FIX,TH,CRS,KELYB,KFRC,MEC,ARCB,AGX,ATI,EDRY,MATX,RXO,CYRX,GEO,TWIN,HSHP,CXW,MYRG,ECO,CECO,LGN,FSTR,GRC,DCO,SHIP,VRT,HTLD,GHM,ATRO,TKR,WERN,NVRI,MAN,BLBD,PRLB,CMPR,NVT,JBHT,HLIO,FA,GEV,IESC,CAT,HXL,CHRW,ESOA,KELYA,PRG,ENS,RHLD,EFTY,AIR,MTZ,ECG,KNX,SNDR,MSM,LSTR,CMDB,UNF,TFII,NMM,ACA,R,NPO,DXPE,ALGT,SWBI,MRTN,SXI,CMI,RHI,FDX,ARMK,GNK,XPO,EXPD,VVX,ODFL,DAC,FPS,PWR,ZIM,WWD,ASC,CSX,AEIS,MRCY,DAL,MG,SBLK,LXFR,TRN,GSL,GWW,VMI,HWM,NSP,HUBG,WCC,KEX,UHAL,TPC,DY,RRX,AZZ,LUV,AIT,UNP,ESEA,RBC,ESLT,CNI,AIRT,HURC,CASS,SAIA,DSGR,WTS,RYZ,ROK,AAL,BRC,SWK,UAL,WLFC,TNET,CP,TRNS,CW,URI,GNRC,JCI,EML,HRI,CLH,IEX,UPS,ARXS,DLX,AER,WAB,CPA,WSC,KMT,MLI,AME,GE,NDSN,CMRE,MAS,KFY,AAON,MIDD,EBF,NSC,TEX,CR,ESP,ISSC,ASTE,VSEC,SNA,BCO,DE,CIX,GD,TTC,GVA,BBSI,MMM,GHC,ZTO,OC,CAAP,FTAI,MAIR,HEI,OTTR,RCMT,GIC,TNC,RTX,GTES,GENC,CMC,ABM,SPXC,CARR,TAYD,EME,SEB,TT,GFF,IIIN,DOV,FELE,ATKR,ULS,FLR,TITN,DCI,MATW,ETN,TATT,ZWS,CTAS,WM,EMBJ,AYI,GPN,DRS,RBA,ITW,APOG,GBX,LTM,CDLR,OSK,TISI,FBIN,MGRC,FTAIM,ITT,CCEC,TXT,AIRTP,RTO,DPC,FLS,FSS,FAST,TRC,LII,HON,LECO,WCN,CWST,HONA,NPK,FDXF,HUBB,GATX,VSECU,NX,RSG,AGCO,SUNB,REZI,MDA,FER,WMS,MSA,EMR,WOR,KRNT,LIME,GXO,CXT,RGR,CBZ,IR,CSW,RYAAY,ALK,JBTM,AXON,CRAI,LOAR,KE,APG,KAI,AADX,ICFI,LMT,SKYW,MWA,SARO,OFLX,J,OMAB,LNN,RKLB,ENR,VLTO,FERG,VRSK,FCN,NSSC,GFL,BA,INIO,BBUC,TREX,WSO,TTEK,CSL,TDG,XYL,LHX,EPAC,RJET,ALLE,HY,ROAD,ELMT,ATS,BWXT,ALG,EXPO,CAE,ASR,AOS,ONT,ROCK,GGG,LPX,AMRC,CDRE,KBR,NOC,AWI,AMSC,OTIS,WLDN,BETA,AERO,BXC,BKSY,CNM,HII,EFX,HURN,RELX,AMTM,VOYG,SMX,BWMN,SPCX,CAR,DLB,SITE,MMS,LMB,MIR,ESAB,TRI,ULH,CPRT,BAH,ACM,STN,FWRD,SYM,PRIM,EVI,BLDR,EQPT,KTOS,KRMN,XE,AVAV,FLY,HAWK,NNE,YSS,MFP,PSIX"
8,Basic Materials,48,26,30,38,"INHD,NWPX,CLMT,HYMC,MTRN,FRD,RMIX,ALM,KOP,GPRE,ODC,KALU,PRM,MT,CSTM,NUE,ELVR,STLD,AYA,REX,CMP,SCCO,HBM,BHP,MEOH,CF,ESI,SSRM,ASH,CGAU,NGVT,CBT,RS,CTVA,CENX,DD,TX,ERO,CMT,TECK,HL,SQM,FCX,BVN,UAN,NEU,SCL,WDFC,RIO,MTX,AUGO,SKE,MTUS,KWR,AG,SXT,ACNT,IOSP,SMG,AXTA,JHX,LIN,TTAM,IFF,HCC,CC,ASIX,LYB,APD,SSD,AVNT,DOW,WS,B,IPI,NTR,WLKP,EGO,SA,NEM,SOLS,BCPC,KNF,SIM,AU,EMN,ECL,OLN,FNV,VMC,WFG,OGC,ALB,AA,AAUC,EXP,SHW,BCC,RPM,CDE,MUX,AMRZ,FUL,CLW,HWKN,WPM,TFPM,MLM,KGC,CE,CRH,RGLD,ELE,UFPI,USLM,HMY,WLK,TGLS,SLVM,SMID,AMR,DRD,IDR,MOS,GFI,AEM,AGI,USAR,OR,MSB,CMCL,PPTA,MP,CTGO,IPX"
9,Communication Services,48,56,45,48,"QMMM,ATEX,BBGI,NBIS,STRZ,SPHR,IRDM,TIGO,GSAT,SCHL,MSGS,MSGE,LILAP,GRPN,MCS,ROKU,ECHO,ZD,EVER,WLY,WLYB,SIRI,GOOGL,MANU,GOOG,WBD,IDT,SKM,ADV,AMX,OPRA,JOYY,MGNI,LYV,PSO,QNST,VOD,MTCH,BATRA,BATRK,IMAX,NYT,CNK,LLYVK,ATNI,LLYVA,EA,CRTO,RDDT,FWONA,FWONK,VZ,NWSA,OMC,TTWO,NWS,GRVY,RCI,CHT,VEON,NTES,TIMB,TKO,META,ATHM,TMUS,BZ,FOXA,NXST,FOX,BIDU,BCE,LBRDP,WMG,VSNT,APP,DIS,KT,T,YELP,WPP,SPOT,CMCSA,TDS,LFTO,BILI,NFLX,AD,RBLX,GLIBA,GLIBK,GIBO,ZG,Z,TTD,LBRDA,LBRDK,CHTR,CABO"
10,Consumer Cyclical,47,51,47,43,"VSXY,LVLU,ELA,GTX,LIND,FLXS,BJRI,MOV,RSI,MYE,INTG,CTRN,ANDG,MOD,LTH,CALY,PRSU,VEEE,CAKE,CBRL,BZH,VIK,LOCO,KRT,CROX,BWA,OPLN,MUSA,VAC,SAH,M,CASY,LQDT,CVEO,SGHC,ESCA,ROST,MGA,BSET,KSS,COOK,SN,YETI,VGNT,RCKY,BWMX,ETSY,EAT,AIN,GIII,MGM,KMX,RUSHA,LEA,HBB,BBY,GOLF,DIN,TILE,CYD,BDL,WEYS,RUSHB,HOG,MCRI,OSW,EBAY,HZO,SHOO,FTDR,BH,KTB,LEGH,H,JAKK,IHG,STRT,MLKN,MAR,GM,RIVN,LGIH,BURL,TMHC,CZR,CCK,GCO,REYN,VVV,MLR,MHO,THRM,TRS,BROS,WSM,JILL,GEF,HVT,DORM,MCFT,PRKS,SON,ALSN,RGS,CRI,LEVI,SBUX,RRR,DAN,TXRH,EXPE,TPR,RL,BC,FIVE,BALL,COLM,LZB,LAD,TNL,HLT,JOUT,HOV,CVCO,TOL,W,AEO,ABNB,CART,SKY,TJX,AMZN,LOVE,RH,GLBE,HGV,HAS,SMP,BOBS,AAP,MTN,RVLV,URBN,SLGN,AMCR,GRBK,QSR,XPEL,ANF,BYD,GNTX,HMC,MTH,VFC,ATMU,HRB,SW,VC,CARG,BIRK,DECK,ALH,CPS,DOO,NATH,ALV,DDS,MNRO,PVH,CPHC,RCL,GPC,AS,TSLA,KBH,DHI,JD,SIG,DRI,LCII,HNI,AN,YUM,RACE,ABG,RICK,MBUU,SCI,CHH,MHK,DKS,GME,ORLY,WWW,GIL,ETD,YUMC,HD,SE,HTHT,FOXF,CCL,ZUMZ,AVY,WGO,NCLH,MELI,WH,ADNT,TM,BKNG,WINA,ONON,DASH,KEQU,ULTA,MCD,CHDN,IP,NVR,ASO,FUN,WYNN,MMYT,CVNA,IBP,BBWI,ATAT,LVS,BOOT,APTV,SGI,CMG,LOW,AZO,BABA,GAP,FND,THO,DPZ,GPI,DKNG,BKE,DFH,CSV,BFAM,CAVA,PZZA,ROL,LKQ,LEN,EYE,NKE,CPRI,TCOM,BGSI,BBW,KRUS,HSAI,CHWY,CPNG,LULU,FLUT,TSCO,WING,SHAK,WHR"
