Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,Earning_Date,History_Days,Gap (%),Latest Volume,9M+ Volume,HVE,HVE Date,HVE Volume
24,MU,932.86,935.39,22761175.0,Technology,Semiconductors,98.0,79.0,17.0,97.0,51.2664,41.9614,45729582.0,26929110.0,1255.0,114.25,1053565648896,NO,920.87,955.0,588.42,942.9,703.54,,10643,0.0,22761175,YES,NO,2013-10-11,153906100.0
26,EDRY,50.38,49.34,69710.0,Industrials,Marine Shipping,98.0,98.0,98.0,97.0,4.2843,4.2329,84484.0,155760.0,53.93,10.7,144404528,NO,39.99,29.84,20.62,30.73,23.71,,2072,0.0,69710,NO,NO,2020-11-12,15683900.0
59,OKTG,37.95,40.83,56201.0,ETF,ETF,98.0,95.0,97.0,98.0,3.3806,2.5916,34043.0,46530.0,41.82,7.0,0,NO,30.94,29.73,,30.45,19.28,,196,0.0,56201,NO,NO,2026-05-29,411900.0
65,STX,829.76,847.2,2797766.0,Technology,Computer Hardware,98.0,15.0,14.0,97.0,55.6265,48.4465,4779979.0,3901990.0,1145.0,163.86,188060549120,NO,857.26,875.92,579.68,859.18,690.22,,5966,0.0,2797766,NO,NO,2012-06-29,89629700.0
66,WDC,459.45,462.0,4285805.0,Technology,Computer Hardware,98.0,2.0,7.0,95.0,31.5045,27.8131,8584120.0,7066610.0,799.87,77.9,165650530304,NO,475.32,531.18,365.59,511.19,432.4,,12055,0.0,4285805,NO,NO,2009-06-30,65696343.0
73,BAND,49.0,51.85,422710.0,Technology,Software - Infrastructure,98.0,95.0,3.0,98.0,3.1342,3.0697,1275985.0,640420.0,79.08,12.5,1576858624,NO,49.44,56.3,32.82,56.52,41.03,,2211,0.0,422710,NO,NO,2022-11-02,11116300.0
77,CRWL,75.04,82.04,379962.0,ETF,ETF,97.0,96.0,90.0,98.0,7.5528,6.732,151100.0,169690.0,85.17,15.25,0,NO,72.0,65.4,39.97,65.74,42.56,,449,0.0,379962,NO,NO,2026-02-23,1426500.0
87,APGE,134.97,134.96,438760.0,Healthcare,Biotechnology,97.0,41.0,97.0,96.0,0.1293,0.1186,2745920.0,1250560.0,134.99,35.39,10215573504,NO,134.63,133.14,90.89,134.06,97.34,,785,0.0,438760,NO,NO,2026-06-22,61663500.0
137,CAKE,112.07,110.09,803166.0,Consumer Cyclical,Restaurants,97.0,86.0,98.0,96.0,4.4179,4.225,1642664.0,1721730.0,118.46,43.07,5576673792,NO,110.2,94.05,67.06,96.01,73.56,,8545,0.6,803166,NO,NO,1992-09-18,24816375.0
165,OKTA,166.23,172.91,4422042.0,Technology,Software - Infrastructure,96.0,92.0,95.0,97.0,9.3421,7.6379,3537770.0,4523790.0,174.85,62.66,29060483072,NO,145.59,140.86,99.73,143.12,105.52,,2361,0.0,4422042,NO,NO,2022-09-01,45872000.0
