SectorRank,Sector,LeaderRank,Ticker,Leader_Score,Setup_Type,Tightness,Setup_Price,Dist_52WH_%,ATR_%,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,IPO,Gap (%),HVE,SMA50,SMA200,SMA10W,SMA30W,Industry
2,Energy,1,BANL,97.97,Extended Near High,Loose,16.1,1.77,13.58,98.0,98.0,98.0,98.0,NO,0.0,NO,4.79,1.54,5.45,2.14,Oil & Gas Midstream
2,Energy,2,MPC,97.01,Extended Near High,Normal,368.83,0.08,2.92,96.0,92.0,96.0,96.0,NO,0.06,NO,308.35,237.01,312.56,259.3,Oil & Gas Refining & Marketing
2,Energy,3,VLO,96.33,Extended Near High,Normal,352.36,0.18,2.81,96.0,89.0,96.0,96.0,NO,0.42,NO,302.86,235.0,307.41,258.51,Oil & Gas Refining & Marketing
2,Energy,4,PSX,95.47,Extended Near High,Normal,244.01,1.19,2.83,95.0,91.0,95.0,94.0,NO,0.59,NO,205.92,169.55,208.61,182.57,Oil & Gas Refining & Marketing
2,Energy,5,DINO,94.74,Extended Near High,Normal,99.71,0.42,3.57,96.0,82.0,96.0,97.0,NO,0.0,NO,84.4,64.39,85.93,70.25,Oil & Gas Refining & Marketing
3,Healthcare,1,VREX,98.06,Extended Near High,Very Tight,18.5,0.7,0.4,96.0,98.0,98.0,92.0,NO,0.0,NO,13.18,12.16,13.25,11.99,Medical Devices
3,Healthcare,2,ITGR,95.93,Extended Near High,Very Tight,125.33,0.64,0.28,93.0,94.0,96.0,93.0,NO,0.0,NO,107.52,89.41,109.9,94.68,Medical Devices
3,Healthcare,3,REPL,95.92,Near Breakout,Loose,15.5,4.02,6.3,97.0,98.0,98.0,97.0,NO,0.0,NO,11.81,8.43,12.26,8.52,Biotechnology
3,Healthcare,4,AXGN,95.48,Extended Near High,Loose,51.47,2.72,4.21,97.0,94.0,94.0,95.0,NO,0.0,NO,44.74,36.92,45.0,39.65,Medical Devices
3,Healthcare,5,OMER,94.97,Stage 2 Watch,Loose,18.61,5.29,6.23,97.0,98.0,98.0,94.0,NO,0.0,NO,12.66,11.85,12.79,12.02,Biotechnology
4,Technology,1,RNG,97.07,Extended Near High,Loose,69.38,1.48,4.3,97.0,95.0,97.0,96.0,NO,0.0,NO,51.1,38.7,52.81,43.37,Software - Application
4,Technology,2,TEAM,96.84,Extended Near High,Loose,190.41,2.33,4.66,96.0,98.0,98.0,98.0,NO,0.0,NO,114.88,108.33,120.61,94.32,Software - Application
4,Technology,3,PAYC,96.8,Extended Near High,Normal,238.53,1.64,3.26,95.0,97.0,98.0,96.0,NO,0.0,NO,170.88,147.48,176.54,144.5,Software - Application
4,Technology,4,CHYM,95.92,Extended Near High,Normal,33.2,2.81,3.72,95.0,97.0,98.0,93.0,NO,0.0,NO,24.91,22.44,25.52,21.69,Software - Application
4,Technology,5,MLAB,95.83,Extended Near High,Loose,129.09,0.44,5.09,93.0,95.0,93.0,90.0,NO,0.0,NO,104.22,93.27,106.24,99.03,Scientific & Technical Instruments
5,Financial Services,1,TOP,96.32,Near Breakout,Loose,16.73,3.96,7.99,98.0,98.0,98.0,98.0,NO,1.04,NO,6.94,2.47,7.4,3.09,Capital Markets
5,Financial Services,2,AII,94.88,Extended Near High,Loose,26.32,2.52,4.43,93.0,95.0,97.0,88.0,NO,0.0,NO,20.75,19.58,21.13,19.3,Insurance - Property & Casualty
5,Financial Services,3,SLDE,94.3,Near Breakout,Normal,23.48,1.14,2.91,92.0,91.0,94.0,85.0,NO,0.0,NO,20.78,18.48,21.16,18.96,Insurance - Property & Casualty
5,Financial Services,4,AAMI,94.22,Near Breakout,Tight,95.76,2.58,2.44,96.0,89.0,94.0,96.0,NO,0.0,NO,84.03,63.8,84.75,69.61,Asset Management
5,Financial Services,5,VCTR,93.74,Near Breakout,Normal,118.31,4.24,3.1,95.0,93.0,96.0,95.0,NO,0.0,NO,100.8,79.07,101.85,84.55,Asset Management
