Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,Earning_Date,SMA50,SMA200,SMA10W,SMA30W
19,MXL,87.46,4008970.0,Technology,Semiconductors,99.0,99.0,99.0,99.0,3434760.0,5460710.0,104.27,10.96,7831689728.0,No,,40.41,22.68,51.56,28.65
112,DNTH,83.6,588764.0,Healthcare,Biotechnology,98.0,13.0,97.0,98.0,949429.0,457030.0,96.5,16.64,4570097152.0,No,,85.65,50.59,85.92,60.03
209,AMBQ,71.34,996353.0,Technology,Semiconductors,97.0,99.0,99.0,99.0,479198.0,1015990.0,73.72,22.12,1524946176.0,No,,35.23,32.46,40.21,32.89
245,LINC,49.45,435413.0,Consumer Defensive,Education & Training Services,97.0,94.0,97.0,98.0,546850.0,767150.0,53.5,17.29,1568590080.0,No,,41.53,28.01,42.62,31.37
288,INTG,37.5,50620.0,Consumer Cyclical,Lodging,96.0,91.0,94.0,66.0,23819.0,35140.0,43.84,9.57,80580448.0,No,,37.24,28.93,36.77,32.84
359,BHE,82.79,350099.0,Technology,Electronic Components,96.0,96.0,95.0,97.0,409250.0,466010.0,87.73,34.44,2970259968.0,No,,66.36,50.46,70.15,56.13
375,SEDG,55.23,6647012.0,Technology,Solar,96.0,98.0,96.0,92.0,3951768.0,5384150.0,63.53,13.73,3358989056.0,No,,44.11,36.52,47.93,38.65
479,GHM,94.39,192924.0,Industrials,Specialty Industrial Machinery,94.0,45.0,85.0,94.0,140059.0,201430.0,103.53,35.85,1045159680.0,No,,89.46,69.2,90.88,76.87
518,STAA,32.31,1025112.0,Healthcare,Medical Instruments & Supplies,94.0,97.0,98.0,84.0,1305890.0,1251660.0,35.87,15.59,1608666368.0,No,,23.33,24.02,25.11,23.19
526,TIGO,80.73,848324.0,Communication Services,Telecom Services,94.0,47.0,89.0,94.0,1411598.0,1361150.0,85.26,35.48,13525620736.0,No,,78.9,59.34,80.02,65.41
578,DDOG,208.82,5213406.0,Technology,Software - Application,93.0,99.0,97.0,70.0,5498157.0,8594420.0,211.28,98.01,74331611136.0,No,,137.73,140.3,147.89,142.14
629,CASY,855.87,366916.0,Consumer Cyclical,Specialty Retail,93.0,92.0,92.0,94.0,598195.0,425520.0,901.0,433.16,31724474368.0,No,,761.15,616.95,781.38,659.64
659,OUT,31.96,1022633.0,Real Estate,REIT - Specialty,92.0,85.0,91.0,92.0,1522116.0,2063020.0,34.96,15.45,5626989568.0,No,,29.16,23.48,29.73,26.09
668,DCO,145.36,93754.0,Industrials,Aerospace & Defense,92.0,83.0,86.0,94.0,207221.0,278480.0,156.32,66.24,2192836864.0,No,,134.86,108.71,135.34,115.76
696,APGE,78.75,744153.0,Healthcare,Biotechnology,92.0,8.0,83.0,84.0,884777.0,608990.0,95.31,34.34,5936913408.0,No,,81.54,64.23,81.59,74.14
784,OGC,31.22,49998.0,Basic Materials,Gold,91.0,15.0,11.0,83.0,157093.0,348170.0,43.33,0.22,6985937408.0,No,,32.53,27.81,31.75,31.2
816,ION,59.49,8386.0,ETF,ETF,91.0,15.0,56.0,87.0,7429.0,7620.0,69.55,25.49,,No,,60.43,49.94,60.42,55.58
833,ATLC,78.55,39725.0,Financial Services,Credit Services,91.0,90.0,96.0,92.0,69227.0,71900.0,89.0,45.74,1187518720.0,No,,65.77,61.21,69.27,61.75
859,BLTE,142.9,103993.0,Healthcare,Biotechnology,90.0,9.0,8.0,85.0,156316.0,128590.0,200.0,56.1,5711043072.0,No,,161.29,130.1,157.16,154.86
932,MRCY,93.39,456728.0,Industrials,Aerospace & Defense,90.0,90.0,82.0,87.0,563478.0,668510.0,103.84,44.01,5607442432.0,No,,81.68,78.28,81.88,81.26
937,AAON,133.94,927562.0,Industrials,Building Products & Equipment,90.0,98.0,92.0,90.0,1039724.0,2042010.0,149.0,62.0,10971254784.0,No,,95.99,91.83,103.23,94.9
944,EBAY,114.43,4829057.0,Consumer Cyclical,Internet Retail,89.0,89.0,95.0,89.0,5962070.0,7796690.0,116.83,70.72,50806919168.0,No,,99.12,91.84,101.14,91.65
945,TWST,49.79,1125525.0,Healthcare,Diagnostics & Research,89.0,7.0,23.0,95.0,1247175.0,1506880.0,66.06,23.3,3100488704.0,No,,52.26,38.55,52.17,42.61
960,AU,93.47,1634174.0,Basic Materials,Gold,89.0,9.0,13.0,76.0,2907763.0,2516060.0,129.14,41.01,47259348992.0,No,,98.57,85.5,97.36,94.4
963,ITRN,57.94,118374.0,Technology,Scientific & Technical Instruments,89.0,78.0,89.0,93.0,121080.0,127290.0,62.31,32.71,1147712640.0,No,,54.12,43.92,55.18,47.46
971,VTVT,35.49,45070.0,Healthcare,Biotechnology,89.0,19.0,28.0,72.0,57406.0,40710.0,44.0,14.0,139782832.0,No,,35.67,29.52,35.67,33.72
1027,DAC,132.08,92809.0,Industrials,Marine Shipping,89.0,91.0,90.0,90.0,87977.0,118250.0,135.21,82.75,2404321536.0,No,,118.64,101.77,120.47,106.83
1029,NEM,109.85,5393531.0,Basic Materials,Gold,89.0,21.0,16.0,82.0,9456834.0,6599090.0,134.88,50.0,117270667264.0,No,,111.61,98.59,111.41,107.19
1043,GH,95.66,1197693.0,Healthcare,Diagnostics & Research,88.0,84.0,15.0,43.0,2038213.0,1935530.0,120.74,36.36,12684509184.0,No,,89.24,86.33,89.54,97.78
1047,ARMK,52.94,1493143.0,Industrials,Specialty Business Services,88.0,94.0,93.0,89.0,2706124.0,4373400.0,53.57,35.07,13920761856.0,No,,43.71,40.01,45.17,40.82
1053,UVE,39.55,153926.0,Financial Services,Insurance - Property & Casualty,88.0,90.0,90.0,74.0,216560.0,209420.0,41.96,21.96,1103884672.0,No,,36.05,31.32,36.7,33.8
1144,XPO,200.46,867717.0,Industrials,Trucking,87.0,12.0,44.0,92.0,1436577.0,1457300.0,231.46,110.78,23536007168.0,No,,203.71,160.21,205.73,174.77
1158,MGNR,53.2,96201.0,ETF,ETF,87.0,52.0,66.0,86.0,112439.0,91130.0,55.44,30.4,,No,,52.32,45.24,52.43,48.5
1170,OPLN,35.04,414161.0,Consumer Cyclical,Auto & Truck Dealerships,87.0,90.0,89.0,90.0,947621.0,1355730.0,38.52,21.84,3712351488.0,No,,30.8,28.78,31.56,29.35
1201,CLFD,43.25,490612.0,Technology,Communication Equipment,87.0,98.0,93.0,90.0,194059.0,508420.0,46.76,23.76,587744128.0,No,,30.91,32.02,32.56,31.23
1206,KEX,146.65,338090.0,Industrials,Marine Shipping,87.0,77.0,86.0,89.0,704249.0,638320.0,157.69,79.52,7841668608.0,No,,139.42,114.4,141.54,125.75
1256,GOLD,39.66,395664.0,Financial Services,Capital Markets,86.0,6.0,3.0,93.0,627716.0,720430.0,66.7,19.39,1150313344.0,No,,44.36,36.43,42.85,41.14
1301,DTM,148.84,434814.0,Energy,Oil & Gas Midstream,86.0,90.0,82.0,87.0,876949.0,648500.0,150.45,98.06,15183780864.0,No,,138.06,121.63,139.32,129.2
1314,BK,136.58,1738657.0,Financial Services,Banks - Diversified,86.0,65.0,85.0,83.0,3680131.0,3556280.0,139.15,87.41,93745643520.0,No,,126.52,115.43,128.43,120.03
1329,NSA,41.51,459195.0,Real Estate,REIT - Industrial,85.0,25.0,89.0,90.0,1757777.0,1001320.0,44.02,27.43,6104453632.0,No,,40.07,33.26,40.98,34.41
1331,SNDR,32.37,953121.0,Industrials,Trucking,85.0,89.0,83.0,92.0,1083298.0,1259510.0,33.34,20.11,5668773376.0,No,,27.99,25.89,29.07,27.17
1339,BKTI,84.0,75160.0,Technology,Communication Equipment,85.0,11.0,69.0,79.0,56067.0,37800.0,104.55,36.17,314512640.0,No,,86.64,76.3,87.5,80.05
1358,LOUP,85.91,21394.0,ETF,ETF,85.0,86.0,85.0,71.0,15059.0,20620.0,89.45,52.82,,No,,77.3,75.44,78.48,77.45
1366,LQDT,33.88,99234.0,Consumer Cyclical,Internet Retail,85.0,52.0,79.0,91.0,168677.0,196670.0,38.83,21.67,1056420160.0,No,,32.54,29.23,32.95,30.83
1390,KOP,40.39,179442.0,Basic Materials,Specialty Chemicals,85.0,86.0,85.0,89.0,222449.0,236050.0,46.4,25.0,776773440.0,No,,38.9,31.85,39.27,33.44
1396,GRDN,35.82,209015.0,Healthcare,Medical Care Facilities,85.0,24.0,79.0,79.0,454311.0,462630.0,41.36,19.17,2268144896.0,No,,36.47,30.53,36.79,32.67
1401,ENPH,49.69,11299633.0,Technology,Solar,85.0,98.0,78.0,95.0,6435739.0,8704200.0,53.89,25.78,6549053440.0,No,,37.86,36.52,38.92,37.03
1402,DGP,172.06,253075.0,,,85.0,11.0,11.0,72.0,171800.0,268630.0,252.75,95.5,,No,,185.47,163.98,178.9,180.59
1412,SUN,70.81,507237.0,Energy,Oil & Gas Refining & Marketing,85.0,91.0,87.0,90.0,537336.0,805710.0,71.67,47.98,13341450240.0,No,,66.14,57.18,66.78,60.04
1423,ALNT,60.93,155664.0,Technology,Electronic Components,84.0,6.0,19.0,80.0,200272.0,315540.0,80.39,29.57,1035597504.0,No,,66.99,56.75,67.05,61.67
1429,WTIP,39.57,3769.0,ETF,ETF,84.0,77.0,89.0,83.0,7090.0,8640.0,41.16,29.44,,No,,38.36,34.0,38.46,35.41
1433,NANR,83.18,21228.0,ETF,ETF,84.0,52.0,63.0,86.0,55939.0,38810.0,86.58,53.31,,No,,82.9,71.79,82.78,76.13
1449,VCTR,87.07,562999.0,Financial Services,Asset Management,84.0,94.0,86.0,90.0,681349.0,553540.0,88.73,57.03,5444583424.0,No,,73.0,68.74,74.8,69.39
1470,AGI,40.3,1089462.0,Basic Materials,Gold,84.0,6.0,20.0,81.0,3608390.0,3245130.0,55.41,23.92,16924605440.0,No,,44.29,38.2,43.31,41.16
1478,BOAT,41.85,24418.0,ETF,ETF,84.0,66.0,78.0,86.0,42965.0,21620.0,43.24,28.3,,No,,40.89,35.12,41.01,36.78
1489,DGRE,38.28,10381.0,ETF,ETF,84.0,72.0,77.0,85.0,14478.0,11340.0,40.34,26.15,,No,,35.86,32.03,36.32,33.65
1506,HASI,40.77,780007.0,Financial Services,Asset Management,84.0,59.0,66.0,83.0,933914.0,1153210.0,44.13,24.29,5210449408.0,No,,39.05,33.46,39.59,35.9
1508,SEB,4653.03,3684.0,Industrials,Conglomerates,83.0,7.0,24.0,76.0,14780.0,6390.0,5989.37,2437.0,4456648704.0,No,,5340.42,4469.85,5297.11,4838.7
1524,SGDM,72.21,29341.0,ETF,ETF,83.0,10.0,14.0,74.0,77578.0,58000.0,96.5,39.39,,No,,76.5,69.23,75.27,74.53
