Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,Earning_Date,History_Days,Gap (%),Latest Volume,9M+ Volume,HVE,HVE Date,HVE Volume
16,AGL,87.43,87.89,61454.0,Healthcare,Medical Care Facilities,98.0,13.0,17.0,98.0,5.8698,5.6853,330522.0,239830.0,133.04,7.48,1468055552,NO,93.53,103.68,50.05,101.6,65.81,,1351,0.0,99391.0,NO,NO,2025-08-05,7008856.0
19,ORKA,91.74,92.62,390679.0,Healthcare,Biotechnology,98.0,13.0,97.0,98.0,5.6511,5.3604,1211771.0,891630.0,115.52,14.67,6068119040,NO,103.11,94.77,56.91,95.98,68.91,,7310,0.0,590692.0,NO,NO,2026-04-29,7921000.0
26,TXG,60.85,62.45,1278846.0,Healthcare,Health Information Services,98.0,95.0,98.0,98.0,3.7791,3.3937,3250536.0,3065420.0,66.94,11.16,7928543232,NO,58.34,48.6,28.02,51.71,33.23,,1751,0.0,1960031.0,NO,NO,2025-06-27,17909500.0
33,AMLX,33.6,33.75,1253713.0,Healthcare,Drug Manufacturers - Specialty & Generic,98.0,98.0,98.0,97.0,2.9357,2.2956,2475831.0,6017990.0,41.14,9.14,3746042880,NO,29.77,22.82,16.44,24.66,18.17,,1165,0.0,1821445.0,NO,NO,2024-03-08,61466800.0
44,MBX,61.24,61.6,237818.0,Healthcare,Biotechnology,98.0,8.0,98.0,96.0,3.1259,2.7974,755392.0,412090.0,72.64,9.63,2948361216,NO,66.72,61.83,39.98,63.97,43.94,,492,0.0,416083.0,NO,NO,2025-09-22,28303500.0
62,TVTX,65.83,66.28,689501.0,Healthcare,Biotechnology,97.0,93.0,96.0,97.0,2.1224,1.9806,1796344.0,1246780.0,67.85,17.27,6205207040,NO,63.59,59.53,41.79,60.59,45.88,,3472,0.0,1074039.0,NO,NO,2021-08-16,31010800.0
93,MANE,99.26,98.41,271379.0,Healthcare,Biotechnology,97.0,8.0,20.0,97.0,5.7564,5.6186,722122.0,611320.0,131.24,32.0,4147096320,NO,106.72,111.3,,110.44,88.63,,144,0.0,540462.0,NO,NO,2026-06-26,4047300.0
100,KYMR,118.46,118.81,326482.0,Healthcare,Biotechnology,96.0,91.0,97.0,90.0,5.17,4.8868,859384.0,618630.0,130.05,39.84,9743821824,NO,116.53,112.9,88.01,114.66,94.58,,1513,0.0,576564.0,NO,NO,2025-12-08,7495500.0
115,ARWR,82.57,82.39,695738.0,Healthcare,Biotechnology,96.0,21.0,82.0,89.0,3.1415,2.6761,2012844.0,1100710.0,95.49,22.73,11664793600,NO,87.3,83.57,70.24,83.77,73.74,,8231,0.0,1330174.0,NO,NO,2014-10-08,54778100.0
123,THYP,47.46,48.47,71506.0,ETF,ETF,96.0,98.0,85.0,,2.5721,2.0107,128952.0,193490.0,50.3,22.54,0,NO,38.57,37.04,,38.06,,,77,0.0,77366.0,NO,NO,2026-05-21,1422400.0
136,ROIV,34.55,34.64,2864577.0,Healthcare,Biotechnology,96.0,63.0,90.0,86.0,1.216,1.056,6131961.0,8955030.0,37.97,11.94,24985153536,NO,36.04,35.14,28.21,35.55,31.09,,1438,0.0,6905941.0,NO,NO,2024-03-28,65648400.0
159,NTRA,324.62,321.96,660163.0,Healthcare,Diagnostics & Research,95.0,94.0,96.0,95.0,11.0446,9.9771,1398392.0,1281450.0,343.18,157.43,46807941120,NO,314.86,285.81,233.21,297.39,237.08,,2808,0.0,1208604.0,NO,NO,2022-03-09,41733200.0
173,ARKG,46.97,47.23,2111118.0,ETF,ETF,95.0,94.0,95.0,95.0,1.8396,1.475,3735382.0,5560600.0,50.53,24.2,0,NO,45.52,42.24,33.01,43.31,34.65,,2974,0.0,2409691.0,NO,NO,2020-12-29,15040000.0
182,TGT,162.89,160.88,2427160.0,Consumer Defensive,Discount Stores,95.0,90.0,95.0,93.0,5.5057,4.9136,4463852.0,5851780.0,170.75,83.44,74000392192,NO,156.75,144.83,121.03,148.55,131.99,,13495,0.53,3803360.0,NO,NO,1987-10-20,80400000.0
192,ZBIO,32.04,32.32,237728.0,Healthcare,Biotechnology,95.0,62.0,98.0,87.0,2.0318,2.0111,845484.0,873630.0,44.6,13.5,2088588032,NO,31.76,29.73,26.05,30.62,24.47,,492,0.0,432253.0,NO,NO,2026-01-05,8145100.0
230,NHC,220.55,216.53,102731.0,Healthcare,Medical Care Facilities,94.0,18.0,92.0,89.0,7.3661,7.3432,130376.0,103860.0,239.29,111.24,3454120704,NO,223.5,219.24,174.39,222.25,192.43,,9991,0.4,126363.0,NO,NO,2023-12-15,2662000.0
249,MLAB,126.12,127.87,71706.0,Technology,Scientific & Technical Instruments,93.0,95.0,90.0,91.0,5.7582,5.6932,193358.0,164540.0,129.66,58.83,705751040,NO,114.62,104.81,93.49,108.5,100.08,,10709,0.0,116023.0,NO,NO,2025-09-19,1121900.0
281,ALKS,47.24,46.99,647863.0,Healthcare,Drug Manufacturers - Specialty & Generic,93.0,16.0,84.0,95.0,1.5011,1.3396,1960512.0,1316420.0,55.67,25.17,7919265280,NO,49.02,50.75,37.37,50.38,40.7,,8845,0.02,1191259.0,NO,NO,2023-12-15,31745300.0
304,CVI,42.95,41.86,744336.0,Energy,Oil & Gas Refining & Marketing,92.0,94.0,92.0,96.0,2.0182,1.9632,995676.0,963510.0,43.47,19.62,4309746688,NO,36.25,33.48,30.52,35.22,31.74,,4743,0.0,1096823.0,NO,NO,2012-04-19,26037700.0
