Rank,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Health technology,94,80,95,95,SI
2,Healthcare,72,61,73,64,"SLS,QTTB,CLYM,ERAS,AGL,FBRX,MRNA,TWST,ORKA,TXG,ANRO,SYRE,AMLX,DFTX,ETON,NVCT,CDNA,DMRA,RLAY,PRAX,RVMD,MBX,PLSE,PSNL,XNCR,BDSX,FTH,RLYB,ALMS,DNTH,TRAX,OMER,CRNX,VOGX,LBRX,APGE,NBTX,CORT,ELVN,QURE,TNGX,TVTX,APLM,PACS,ANAB,ARWR,CGEM,MNPR,NEO,ANIK,SEPN,URGN,MANE,NRIX,SLGL,SPRB,KOD,OSCR,ELOX,RAPP,PTGX,ADPT,EWTX,FDMT,GH,AXGN,IMVT,CRL,HNGE,LQDA,KYMR,SCTX,FBIOP,HTFL,KNSA,ILMN,CGON,NUTX,INBX,NGNE,HAE,GHRS,FTRE,RCUS,PVLA,ROIV,NTRA,IMUX,IMNM,DCTH,AMN,TGTX,GKOS,TRVI,VREX,MCTA,DYN,JBIO,COAG,TECX,VOR,CLDX,NHC,BTSG,ODTX,ALMR,HALO,ATRC,CNC,CBLL,KRYS,BLFS,AZTA,BTSGU,AMRX,CUE,BCAX,CON,YARW,ALKS,COGT,HUM,PDEX,PARK,GRAL,THC,ZBIO,SMTI,BRKR,LGND,GPCR,OMDA,STRO,ELMD,ASTH,ITGR,MRK,CSTL,ACHC,IQV,RGEN,KIDS,NKTR,JAZZ,LNTH,ANGO,BRKRP,PRPO,AVTX,TNDM,PCVX,BLTE,DNLI,BBNX,CTNM,TEVA,TECH,UFPT,SDGR,RPRX,MMED,XENE,ICUI,ZYME,PHVS,NRC,IDYA,ICLR,HIMS,MD,LLY,MEDP,SRZN,SRRK,BIO,AVLN,INCY,TYRA,RVTY,RIGL,AMGN,BAX,SPTX,A,DXCM,CAI,WST,PNTG,ARGX,TEM,SLP,BEAM,CARL,BBIO,ACAD,TMO,AVBP,DGX,NVCR,SIBN,VRTX,LH,CYTK,JNJ,VEEV,CLPT,BIIB,PBLS,REGN,LIVN,IART,CTEV,KMTS,HCSG,BMY,VTVT,BDX,WGS,GENB,LTGO,HSTM,WAT,EXEL,MOH,GMAB,SHC,AXSM,MMSI,ZLAB,CNMD,VTRS,ASMB,HSIC,ABBV,WRBY,MAZE,CHE,STVN,RDNT,SNDA,HQY,ESTA,HRMY,NVST,SOLV,AKTS,UNH,IRON,GRDN,CAH,DRUG,STOK,BMRN,ARQT,VCEL,VRDN,ADUS,BNTX,UTMD,AUPH,RYTM,ELV,CRSP,CBIO,INDV,CVS,TFX,ELAN,ONC,IMCR,OBX,DVA,ASND,UTHR,TAK,TARS,MTD,MIRM,APMD,VCYT,GILD,DHR,TCMD,NVS,MESO,VKTX,GMED,ZBH,ABT,EHC,USPH,EW,MDGL,PGNY,PFE,COO,BLCO,NBIX,SNDX,PEN,HROW,MCK,ATR,ABVX,GLSI,GSK,PTCT,QGEN,SGP,INMD,GEHC,MDT,INSP,VERA,ALGN,COR,SRPT,PCRX,BLLN,CELC,TBPH,BLSM,WAY,ENOV,AGIO,TMDX,JANX,IRMD,ENSG,STE,FMS,RARE,PTHS,WW,ALC,HCA,NVO,LFMDP,CI,PHG,MLYS,PAHC,SUPN,RMD,LYEL,SNY,INVA,LKFT,KARD,FLGT,ATTO,PRVA,SYK,AMPH,UHS,OMCL,INSM,BRVE,IDXX,IRTC,OPCH,ANIP,DOCS,PBH,AZN,QNCX,IONS,AORT,STAA,SNN,LMAT,MDLN,NAMS,LEGN,MLTX,ISRG,ZTS,KLRA,PRCT,COLL,BSX,PODD,ALNY,AAPG"
3,Energy,68,57,47,60,"PBF,NESR,DK,FET,VLO,OII,PARR,MPC,DINO,NGL,PSX,WTTR,PBT,INSW,FTK,APA,CVE,EC,FRO,HP,NBR,CMBT,FTI,LPG,EQNR,SM,TALO,PR,TRGP,TNK,TEN,BWLP,TDW,OVV,WHD,TBN,CVI,WKC,LB,DHT,CNQ,SU,SUNC,CHRD,SMC,YPF,E,KGS,KNTK,COP,WDS,REPX,EE,NCSM,EFXT,PAGP,FANG,IMO,PDS,SUN,INVX,PBR,XPRO,XOM,VIST,VAL,EOG,PAA,OXY,WBI,SLB,TRMD,NE,SDRL,LNG,DVN,EROK,STNG,MUR,NOV,CVX,TTE,CNR,SOBO,MTDR,SHEL,CQP,WES,GLNG,BTU,PNRG,SEI,RNGR,BP,ET,OKE,NOG,HAL,DMLP,BKR,NVGS,PBA,FLNG,AM,DKL,VTOL,CAPL,TS,FLOC,CCJ,AR,MGY,KRP,WFRD,EPD,VNOM,MPLX,ARLP,AROC,RRC,TPL,GLP,WMB,CNX,NGS,WHK,UUUU,HESM,KMI,TRP,USAC,IMPPP,DTM,NRP,SBR,HMH,NFG,GEL,LBRT,CRC,LEU,ENB,APC,TGS,EQT,EXE,GPOR,BKV,NC,VTS"
4,Basic Materials,64,63,54,41,"HYMC,FRD,CLMT,ALM,AYA,CGAU,NEXA,AUGO,ERO,HBM,ARIS,MTRN,SSRM,ELVR,PHOS,SCCO,NWPX,SKE,EGO,IAG,JHX,AU,HL,FCX,TECK,MT,BHP,AG,SIND,TX,GPRE,HCC,ODC,NEM,RMIX,NUE,KALU,HMY,ELE,WPM,CLW,KOP,MEOH,CF,NEU,BVN,AVNT,ASH,CDE,SXT,B,CSTM,STLD,AMR,SQM,CMT,RIO,DRD,AEM,KGC,FNV,VHI,SCL,RGLD,RS,REX,PRM,IPI,OGC,GFI,AXTA,UAN,IOSP,SA,CENX,CNL,MUX,LYB,NGVT,PAAS,NTR,IFF,CBT,CMP,KWR,AAUC,MTUS,BCC,DOW,USAU,AA,ESI,BCPC,ALB,DD,CTVA,WFG,TFPM,APD,SSMR,USLM,PPTA,EMN,USAR,MTX,AGI,ECL,PPG,SHW,SSD,OR,WLKP,WDFC,LIN,RPM,SMG,FUL,CC,VMC,CE,MP,IDR,WLK,SIM,EXP,UFPI,CMCL,WS,TTAM,MOS,SOLS,MLM,ASIX,PKX,CTGO,AMRZ,CRH,SLVM,TGLS,KNF,SMID,HWKN,OLN,MSB,IPX"
5,Technology,63,52,52,67,"AXTI,MGRT,SNDK,CHRN,MU,AEHR,AAOI,QMCO,SAIH,MXL,DELL,LITE,BLZE,ALOT,STX,WDC,MRVL,UMAC,BAND,HPE,ICHR,SIMO,FSLY,SILC,ASX,TSEM,PENG,UCTT,INTC,DOCN,RNG,PUBM,FORM,COHU,NAVN,HQ,AMD,VICR,CIEN,IMOS,ACMR,VIAV,UMC,TER,SNOW,PANW,AMAT,U,ONTO,LRCX,VSAT,DAVE,FROG,TEAM,ALNT,NTAP,TWLO,SITM,ZETA,QLYS,CHYM,COHR,FTNT,OOMA,CRDO,DGII,OKTA,INTA,PAYC,FEIM,NVEC,ALAB,VSH,MITK,AMBQ,PDFS,FIVN,RBRK,KLIC,SHAZ,NSIT,CRWD,SMTC,MKSI,MRAM,FLEX,RDVT,RELY,ASML,P,AIP,NET,CCSI,OUST,APPN,DDOG,VPG,PATH,ADEA,DIOD,ZBRA,MDB,STM,ARM,TSAT,FLYW,MLAB,PAY,GCT,SNX,AVT,VECO,ENTG,PTRN,KARO,ARW,KEYS,KLAC,IBTA,MANH,ANET,TENB,BRUN,MPTI,PGY,BRZE,GLW,BELFB,TTMI,ESTC,NTNX,HPQ,GTLB,PLXS,SCSC,SAIC,LSCC,RELL,BHE,VIA,WEX,BELFA,SLAB,S,TTAN,DJCO,TSM,SWMR,WDAY,ACLS,RAL,TOST,GRMN,XYZ,PLTS,IOT,NTCT,AEVA,CPAY,AMKR,ROG,VRNS,MTSI,KSPI,CSCO,LFUS,DCBO,CNXN,KN,AGYS,FFIV,OSPN,PRGS,CIFR,DBX,ATEN,ZM,INGM,SPSC,BOX,APH,SHOP,PLTR,RAMP,CACI,CAMT,ADI,PCTY,EXTR,ALRM,CGNX,PAYX,GWRE,JBL,WK,DT,TXN,SMCIP,ACIW,MPWR,GRND,ADP,APPF,DLO,IDCC,CVLT,ESE,IBEX,Q,PCOR,SANM,PI,BILL,CTS,QTWO,LYFT,MSI,ST,GRRR,NATL,CLMB,DOCU,SAIL,BLKB,SYNA,AAPL,POWI,EXLS,GEN,SSNC,ITRN,NOVT,INOD,LASR,EFOR,ON,CEVA,ALKT,FTV,NCNO,NVDA,WIX,TDY,CDW,NOVTU,RDWR,MSFT,ROP,JKHY,ALGM,IT,DFIN,ARQQ,ACFN,AKAM,EVTC,PLUS,SONO,QRVO,AVNW,DUOL,NOW,SMCI,VRSN,BDC,CLS,ITRI,NN,MCHP,SAP,CRM,AVGO,NVMI,YOU,DSGX,BKTI,GFS,UI,BSP,WYFI,DBD,MCHPP,IONQ,CTSH,ADIG,AOSL,APLD,ASTS,ADSK,G,TDC,BR,PLAB,QBTS,LYTS,ADBE,GIB,STRC,CSQR,UBER,SWKS,DAKT,STRD,BSY,SONY,UPBD,CORZ,SKHY,AMBA,CDNS,STRF,VNT,EEFT,KVYO,TEL,WOLF,CRWV,TYL,PTC,MBGL,LOGI,GDS,MNDY,QNT,FN,RGTI,NXPI,FIG,LDOS,QCOM,OTEX,NICE,GDDY,HUBS,TRMB,MQ,PAR,IBM,ENPH,ZS,RMBS,STRK,FSLR,BMI,INTU,OSIS,ACN,NXT,NYAX,NTGR,DOX,FICO,LIF,BL,FOUR,CALX,FORTY,CRUS,EPAM,SNPS,CHKP,PAYP,OCTV,OLED,GLOB,CNXC,FIS,PEGA,CLFD,BLSH,PSN,ORCL,IPGP,SEDG,IIIV,CBRS,MSTR,JKS,WETO"
6,Financial Services,57,45,60,55,"RFAI,RFAIU,MAAS,RACC,LIFE,PMTS,ENVA,HUT,ECPG,MRX,PRCH,AAMI,CIB,HFBL,VIRT,MSBI,WT,SEZL,VCTR,TWN,ATLC,BFH,GCBC,KF,DGICB,CCXIU,CARE,STT,BWIN,OPY,BOTJ,PS,AMAL,EZPW,CHMG,BWFG,CMTV,MBIN,VBNK,CBNA,AMTB,HRTG,AII,SAFT,PGC,GSHD,PRAA,PBAM,HQL,GOLD,NP,TWFG,BBVA,SLDE,HBT,CZFS,INBK,UFCS,ALRS,BNY,SII,AMG,PKBK,SMBK,FISI,FNWD,KINS,FCAP,IVZ,HSBC,RRBI,TRST,ATLO,CFBK,OSBC,SHBI,PFIS,IBKR,FCBC,UVE,FVCB,HQH,FMAO,EGBN,AGM,BEN,WASH,SNEX,PLBC,RBCAA,TMP,SEIC,ACNB,FRST,OBK,FDSB,CBK,FBP,WRLD,CAC,VOYA,NTRS,BSTZ,WTBA,STK,SRCE,BMO,FNLC,WSFS,TSBK,OBT,FBIZ,TD,SHG,SBFG,BPOP,DCOM,THFF,BAP,TFIN,AVBC,FSEA,MUFG,CTBI,ARX,BY,WSBF,JXN,FCFS,NIC,BPRN,PEBO,ING,HOOD,ASIC,RBB,SMFG,RY,UBS,NKSH,CBC,FNRN,CNO,PEBK,MBBC,USCB,PBFS,MYFW,PDLB,MS,PYPL,BNS,DBRG,CZNC,FMBH,KB,GSBC,CFR,TRV,CPBI,CM,HG,WSBC,ASA,BWB,CFG,FRAF,PRK,EBC,CCNE,MCBS,IFS,BHB,FBLA,FDS,CACC,NBN,UVSP,SCHW,ACT,HNVR,THG,OFG,BUSE,SFST,AIZ,FXNC,PCB,IX,STBA,FSBC,RCBC,TFSL,PFG,SMBC,LCNB,FHI,BAC,SLF,AFRM,FDBC,CNOB,USB,LARK,MFC,NWBI,MPB,GS,CATY,UMBF,FCF,AMP,BSVN,GABC,QCRH,ALL,ITIC,C,BOW,MRBK,MBWM,CBNK,FRHC,WHG,BST,SKWD,CIVB,CNS,CCBG,MVBF,NBTB,FFBC,ZION,NWFL,UBSI,PEO,CFFI,NMIH,TCBX,BMEZ,PLGO,SRBK,RGA,ORRF,FULT,NWG,FUNC,HBCP,JCAP,BSRR,GL,HWC,BSAC,EMF,RIOT,LSBK,HWBK,MCY,BOKF,BFST,PBHC,MET,AROW,FIGR,WTW,CHCO,BCS,PNC,BME,CPF,CBAN,BGR,MTB,AVBH,BCAL,FITB,TRIN,NECB,CLST,FCCO,HAPN,BCH,EBMT,JPM,BVFL,CZWI,FBNC,SYBT,ECBK,HIPO,PRU,NTB,COSO,ISTR,NFJ,EIG,MTG,TCBK,FRBA,PFX,EWBC,RNR,EVT,ASB,UBCP,HFWA,CWBC,MNSB,TBBK,LOB,AUB,VABK,JMSB,RGT,UNTY,PFS,BFC,BBT,CVBF,QNBC,EQBK,SFNC,MORN,HAFC,FMNB,BHRB,UNM,ONB,CCD,LPLA,NODK,HBNC,EFSI,WABC,CUBI,AJG,PFBC,OMF,HCI,SBCF,RF,RJF,SSB,HYNE,INDB,V,FSUN,AX,FIBK,FCNCA,BANR,MCHB,RMBI,FUSB,IBCP,HASI,BTO,MCB,CSWC,TRMK,FGNXP,MGYR,CBFV,WF,NBBK,SPFI,SPNT,TRU,XZO,PROV,OPBK,NDAQ,TROW,OVLY,GAM,CEE,SFBS,EMO,GGZ,ESQ,GAIN,ESNT,CAF,RLI,BX,TPG,WAFD,RVT,SYF,ADX,UCB,HMN,MA,ABCB,ASGI,FNB,LNC,FBK,HOMB,KEY,PRI,COF,CBSH,EQH,CRBG,COFS,TOWN,DB,PJT,AUBN,THQ,EFSC,IREN,IOND,CB,CRVL,COLB,NXG,GDV,ETG,VRTS,HTH,SIGI,FAF,MCO,SLM,HTB,NRIM,ETO,WTFC,TRUP,CSQ,BCV,MKTW,SFBC,PNFP,TCBS,OVBC,WULF,NCZ,IOR,BLK,EG,RNST,PLMR,QQQX,MXF,SF,BLX,MRSH,SPXX,JCE,BKU,BOH,CET,TFC,FRME,BCAT,AIO,FHN,HIFS,IGIC,AFG,ALLY,FFA,CBU,BMRC,PB,MNSBP,KNSL,SATA,ETV,NBHC,ECCC,TCBI,NCV,TY,CASH,MC,APAM,AON,CNA,ASST,LCLN,ACGL,FSBW,FFIN,WFC,BANC,EOT,TBLD,HBAN,AXP,HTGC,DXYZ,FGBIP,BRO,ARES,MAIN,DGICA,ACV,L,OCFC,NBXG,CII,VALU,APO,WTM,OZK,RDN,LGI,MBINL,FRBT,CINF,RMI,GLRE,ETB,SCD,IBOC,CNOBP,NEWTP,UTF,STEW,IBN,RYAN,NIE,SBSI,PGR,ICE,BAM,FDUS,GBCI,SOR,FHB,CBOE,MSBIP,AFL,SRV,ORI,KKR,OXLCO,BANX,OCCIN,ARCC,MEGI,GLU,MKTX,BCML,MBINM,RLTY,RVII,BUSEP,HTD,UNB,SPGI,EICA,ATLCP,NPB,VEL,UMBFO,OXLCN,LKFN,MBNKO,EIIA,WAFDP,CCNEP,WSBCO,BTT,SPME,MMD,HIG,STC,BPYPM,SPMA,OCCIM,ONBPP,CCID,VLYPO,PDPA,HBANL,SLMBP,TIPT,ONBPO,SOFI,FFC,BWBBP,ERIE,DFP,MSCI,NNI,FRMEP,VLYPP,VLYPN,ECAT,PDX,EOI,WTFCN,BANF,SDHY,BMN,WAL,MIAX,HPI,MBINN,BXSL,IGI,TYG,HLNE,LDP,AXS,BBN,GBLI,FLC,CG,EFSCP,TSLX,BUI,NPFD,HPF,TCBIO,GLAD,OZKAP,JEF,NBB,UTG,PSF,WRB,ISBA,IIF,PSUS,RNP,GUG,MSDL,AIG,HBANP,PUK,CME,MCI,FPF,NTRSO,RM,ETX,RVI,EOS,TW,CRCL,ONIT,PTA,BNT,BN,BMA,ACGLN,FULTP,PIPR,AB,XFLT,FOA,ACGLO,BMNR,FCNCO,GLXY,FCNCP,SIGIP,MKL,XP,HBANZ,LMND,JLS,STEP,EVR,ZIONP,HBANM,FNF,AGO,LAZ,MPV,GGAL,UPST,BHF,PWP,COIN,PDI,ROOT,FUTU,HERZ,SAR,ETOR,FG,HDB,KMPR,HLI,BOT,PFSI,TREE,AMSF,WD,GBFH,GSIW,CCB,VCX,AIFU"
7,Industrials,54,41,52,43,"DFNS,BUUU,EDRY,NCEW,FCEL,OESX,SIF,MAN,RCMT,PKOH,TH,BE,GEO,CXW,ATI,PHOE,PLPC,KFRC,MTW,TWIN,DCO,ATRO,CYRX,KELYB,NSP,KELYA,MATX,PESI,RHI,HQI,LIME,FA,ARCB,DXPE,IA,ECO,SHIP,HSHP,TNET,IESC,PL,GHM,NMM,AIR,BXC,CBZ,ARXS,FIX,MG,CRS,TISI,PKE,GRC,CMDB,JBHT,PBI,ATKR,RXO,UNF,ARMK,UHAL,PRLB,ADUR,DAC,POWL,NVRI,ZIM,CDNL,XMTR,SBLK,CIX,SWK,AXON,HURC,VOYG,TRNS,TPC,KNX,TKR,SXI,GENC,AIRT,ACA,NPK,SNDR,GIC,EXPD,WAB,FWRD,HURN,CAT,NDSN,AGX,ESP,CVLG,GNK,FDX,KFY,CSX,WTS,CASS,GFF,BWMN,TFII,BKSY,EFTY,FSTR,NVT,VRT,MSM,GEV,IEX,EMBJ,UNP,LUNR,CNI,WCC,VVX,HRI,CSW,DAL,EML,ASC,OC,AIT,VSEC,URI,CLH,NPO,TEX,HXL,DSGR,LSTR,R,LXFR,PCAR,GPN,PWR,DE,WERN,HWM,BETA,CP,ESLT,ELMT,ENS,GWW,STRL,ULH,AEIS,ECG,XPO,ODFL,HLIO,RTX,DNOW,GSL,PRG,FLS,TTC,NX,RHLD,FLR,PH,CMPR,NSC,EMR,MEC,TTEK,GE,CMCO,KRNT,ICFI,TREX,OSK,AZZ,LGN,FAST,ESEA,ETN,AME,J,CECO,KEX,JCI,EBF,GD,MRCY,LOAR,HEI,MMM,DY,RKLB,CR,BRC,UAL,MYRG,AYI,LECO,SNA,TAYD,CMI,VSECU,ITT,APOG,ROK,VMI,MSA,WWD,MLI,ALGT,CAR,TITN,ABM,EXPO,FELE,DCI,LMT,ITW,ALLE,AER,CTAS,CRAI,RGR,MAS,GTES,GHC,OTTR,MGRC,DLX,FSS,SKYW,EME,DLB,LUV,ENR,CSL,VLTO,BLBD,RYZ,HUBG,FTAI,IR,MIDD,LYNX,ROCK,UPS,MTZ,CDLR,CXT,GATX,CCEC,ZWS,FERG,CMRE,GVA,APG,LTM,KAI,WSC,TT,RBC,HY,SUNB,HUBB,CW,NSSC,TRI,WCN,GNRC,RSG,FTAIM,AWI,SAIA,CDRE,WM,KMT,DOV,CMC,EFX,WOR,DRS,KBR,FBIN,IIIN,BCO,CPA,SPXC,WMS,CWST,GGG,GFL,BA,CARR,EPAC,ZTO,RELX,PAM,AIRTP,ROAD,LNN,AOS,RRX,FCN,BBSI,DPC,CAAP,MWA,TRN,FER,SEB,POWWP,PPIH,HON,GBX,LPX,TXT,VRSK,ALG,REZI,OMAB,BAH,AGCO,TATT,FOIL,SARO,NOC,HII,TRC,FPS,TDG,CAE,ASTE,XYL,RYAAY,FDXF,KE,MDA,RJET,ALK,OFLX,GXO,CHRW,AMTM,CPRT,LHX,KTOS,OTIS,ULS,CNM,WLDN,TNC,POOL,PAC,SPCX,KRMN,BBUC,STN,JBTM,MATW,RBA,BWXT,SYM,FLY,HONA,MMS,RTO,ASR,WSO,LII,ONT,ESAB,AAON,AVAV,MAIR,BLDR,EVI,SITE,AMSC,AMRC,PNR,EQPT,ACM,NNE,INIO,AVEX,PSIX,HAWK,ATS,PRIM,XE,LMB,SMX,MFP,WLFC"
8,Communication Services,52,60,55,54,"CCG,BBGI,ATEX,MF,STRZ,NBIS,SPHR,IRDM,MCS,MGNI,QNST,LILAP,IMAX,GSAT,ZD,ROKU,MSGS,MSGE,TIGO,SKM,WLYB,WLY,ATNI,WBD,CNK,MANU,ECHO,WPP,JOYY,EVER,IDT,OPRA,SCHL,ADV,SIRI,MTCH,BATRA,BATRK,NWSA,GOOGL,LYV,NWS,PSO,VOD,GOOG,OMC,GRVY,LLYVK,FWONA,LLYVA,FWONK,FOXA,GRPN,FOX,ATHM,VEON,PINS,VZ,TTWO,NTES,PPLI,AMX,DIS,TKO,CHT,CMCSA,RCI,SPOT,YELP,VSNT,BCE,KT,T,NYT,BZ,NXST,CRTO,PHI,RDDT,TMUS,META,WMG,NFLX,GLIBA,TDS,GLIBK,CHTR,BIDU,GIBO,TIMB,BILI,ZG,Z,AD,NIPG,LFTO,APP,RBLX,CABO"
9,Consumer Cyclical,50,51,58,42,"NDLS,VSXY,CAKE,HBB,KRT,LIND,CTRN,HZO,ANDG,EAT,VAC,FLXS,MYE,CBRL,BJRI,SN,MOV,LTH,BDL,KMX,LQDT,EXPE,RCKY,ABNB,VGNT,FTDR,JILL,ESCA,WEYS,BZH,ETSY,FIVE,TILE,LOCO,HRB,MLKN,ALSN,ANF,MLR,GEF,RUSHB,W,GTX,MGA,VIK,PAG,HNI,JAKK,MUSA,ROST,DIN,CROX,BBY,BWA,LAD,CASY,CVEO,RUSHA,BH,PRSU,SHOO,LEGH,CALY,BSET,SON,SW,GM,JACK,GLBE,CZR,M,CART,KSS,MHK,MGM,CARG,RSI,SBH,WSM,DAN,FOXF,PRKS,MCRI,INTG,THRM,HOG,RIVN,DASH,RICK,PENN,PKG,XPEL,HVT,CCK,OSW,SKY,MCFT,BKNG,GPC,WWW,BOBS,KTB,GIII,TXRH,IHG,AMCR,QSR,HMC,LGIH,BALL,MHO,RACE,GCO,RVLV,STRT,PLOW,H,SBUX,DRI,CVCO,PHIN,DOO,JOUT,OPLN,CAVA,REYN,BC,MAR,MTN,RGS,IP,TNL,JMKE,HTHT,LOVE,HLT,AMZN,DDS,BURL,SAH,MOD,HAS,YETI,RL,COOK,AVY,TOL,TRS,RRR,CRI,HOV,CVNA,CNNE,URBN,LEA,GRBK,MMYT,SCI,PHM,AIN,CMG,EBAY,YUMC,TPR,ETD,RCL,ALV,MTH,COLM,BWMX,GOLF,SLGN,MBUU,ABG,DORM,SE,PII,AN,CHH,ATMU,CPHC,HGV,MELI,KBH,LEVI,CHDN,PVH,SMP,VC,YUM,IBP,BYD,DHI,GNTX,BOOT,TM,JD,VVV,NATH,ULTA,LZB,ALH,HD,SHAK,AEO,ATAT,WGO,GIL,RH,SIG,DKNG,DPZ,TJX,BROS,CCL,ORLY,TSLA,WYNN,WH,ADNT,FND,NVR,BBWI,OXM,CHWY,CPS,LOW,CYD,ASO,DECK,LCII,NCLH,BFAM,MCD,AS,FUN,THO,LKQ,BABA,BBW,HSAI,LVS,WINA,BIRK,KEQU,DKS,ZUMZ,EYE,SGI,SHOE,BKE,GAP,PDD,CPNG,TCOM,LEN,KRUS,TSCO,GME,PATK,AZO,QVCG,CSV,LULU,FLUT,AAP,PLNT,GPI,NKE,APTV,ONON,WHR,PZZA,BGSI,ROL,WING,NEGG"
10,Real Estate,45,32,47,45,"PEB,CBL,PK,CHCI,NHP,SLG,JLL,APLE,NHPBP,XHR,FVR,LXP,NHPAP,MAC,RHP,JAN,PSTL,CDP,WELL,HST,HIW,CCS,DOC,VNO,EQIX,OUT,SEG,CTO,AHR,NREF,RMR,JOE,CUZ,IRM,VTR,MMI,COLD,CURB,SPG,ALX,AAT,BNL,VTMX,FOR,PINE,SKT,IIPR,ADAMN,LAMR,ESS,PSA,FRT,LINE,TRNO,FR,EPR,PLD,DLR,IVT,DEA,ADAML,BXP,AMH,OLP,INVH,EGP,LTC,UMH,KIM,NLY,GTY,KRG,CBRE,NMRK,NNN,BPYPP,LANDO,SMA,GOODN,XRN,SAFE,LANDP,PECO,HR,CUBE,ELS,EXR,BEKE,NTST,CTRE,UE,MRP,SBRA,WY,AKR,KRC,UDR,O,BRX,BPYPO,REG,OHI,CPT,AGNCM,AGNCP,ADAMM,BFS,ARL,AGNCO,ADAMZ,FCPT,AGNCN,AGNCL,AGNCZ,WPC,BXDC,UHT,ARE,ARR,IRT,MAYS,MAA,REGCP,REXR,EPRT,ADC,REGCO,STAG,MLP,AXR,WHLRD,RYN,SUI,FSV,FRPH,GLPI,HHH,AMT,NHI,CIGI,TCI,OZ,STWD,VICI,SBAC,NEN,CSR,CCI,NXRT,CSGP,OPI"
