SectorRank,Sector,LeaderRank,Ticker,Leader_Score,Setup_Type,Tightness,Setup_Price,Dist_52WH_%,ATR_%,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,IPO,Gap (%),HVE,SMA50,SMA200,SMA10W,SMA30W,Industry
1,Healthcare,1,AGL,98.89,Extended Near High,Loose,119.25,0.0,8.72,98.0,96.0,98.0,98.0,NO,0.0,NO,71.33,31.96,80.12,38.2,Medical Care Facilities
1,Healthcare,2,TXG,98.03,Extended Near High,Loose,36.75,0.81,6.93,97.0,98.0,96.0,97.0,NO,0.0,NO,26.36,19.62,27.07,22.15,Health Information Services
1,Healthcare,3,APGE,97.79,Extended Near High,Loose,132.55,0.46,5.04,96.0,98.0,95.0,94.0,NO,0.0,NO,88.42,71.28,89.21,79.73,Biotechnology
1,Healthcare,4,GHRS,97.77,Extended Near High,Loose,28.22,0.35,6.2,96.0,96.0,97.0,97.0,NO,0.0,NO,21.67,16.23,22.29,17.36,Biotechnology
1,Healthcare,5,ALKS,97.66,Extended Near High,Normal,55.08,0.36,3.58,95.0,98.0,96.0,95.0,NO,0.5,NO,39.07,32.58,40.31,34.06,Drug Manufacturers - Specialty & Generic
2,Industrials,1,MEC,98.19,Extended Near High,Loose,37.0,0.05,5.09,96.0,97.0,97.0,96.0,NO,0.0,NO,27.74,20.06,29.04,22.42,Metal Fabrication
2,Industrials,2,TWIN,96.54,Extended Near High,Loose,24.19,1.18,5.55,95.0,97.0,94.0,91.0,NO,0.04,NO,18.42,16.58,18.91,17.43,Specialty Industrial Machinery
2,Industrials,3,GEO,96.48,Extended Near High,Normal,30.36,0.72,3.85,93.0,97.0,96.0,96.0,NO,1.91,NO,23.37,18.53,24.18,18.95,Security & Protection Services
2,Industrials,4,PKOH,96.1,Extended Near High,Normal,39.06,0.69,3.8,95.0,93.0,94.0,95.0,NO,0.0,NO,31.5,24.86,32.4,26.8,Specialty Industrial Machinery
2,Industrials,5,PBI,96.06,Breakout Zone,Normal,18.12,0.0,3.16,93.0,93.0,95.0,95.0,NO,0.11,NO,15.99,11.95,16.37,12.55,Integrated Freight & Logistics
3,Basic Materials,1,MTRN,98.54,Extended Near High,Loose,287.02,0.06,4.64,97.0,97.0,97.0,97.0,NO,0.0,NO,216.29,154.59,224.36,170.31,Other Industrial Metals & Mining
3,Basic Materials,2,FRD,90.94,Stage 2 Watch,Loose,34.43,9.32,7.38,95.0,98.0,96.0,94.0,NO,0.0,NO,24.41,20.99,25.84,21.35,Steel
3,Basic Materials,3,DD,89.44,Stage 2 Watch,Loose,137.22,13.14,6.94,98.0,98.0,98.0,98.0,NO,0.0,NO,56.96,44.94,66.42,51.97,Specialty Chemicals
3,Basic Materials,4,ESI,87.46,Stage 2 Watch,Loose,45.66,7.29,5.15,93.0,82.0,89.0,95.0,NO,0.0,NO,42.33,32.21,42.79,34.75,Specialty Chemicals
3,Basic Materials,5,PRM,87.44,Stage 2 Watch,Loose,34.4,9.88,4.64,94.0,86.0,94.0,83.0,NO,0.0,NO,32.26,26.85,32.75,28.39,Specialty Chemicals
4,Technology,1,ALOT,98.74,Extended Near High,Loose,28.47,0.73,5.3,98.0,98.0,98.0,98.0,NO,0.0,NO,16.25,10.93,17.47,11.98,Computer Hardware
4,Technology,2,MEI,98.2,Extended Near High,Loose,19.16,0.98,7.71,97.0,98.0,98.0,97.0,NO,0.0,NO,10.75,8.11,11.65,8.62,Electronic Components
4,Technology,3,FTNT,96.07,Extended Near High,Normal,151.35,0.93,3.94,94.0,94.0,96.0,96.0,NO,0.59,NO,120.96,91.63,126.64,96.26,Software - Infrastructure
4,Technology,4,EXTR,96.0,Extended Near High,Loose,31.74,1.7,4.67,95.0,94.0,97.0,96.0,NO,0.0,NO,25.29,19.22,26.29,19.18,Communication Equipment
4,Technology,5,ATEN,95.66,Extended Near High,Loose,34.98,0.6,4.08,94.0,93.0,93.0,96.0,NO,0.0,NO,29.44,21.53,29.98,23.29,Software - Infrastructure
5,Energy,1,NESR,95.49,Breakout Zone,Loose,28.24,0.42,5.56,97.0,90.0,88.0,96.0,NO,0.0,NO,24.96,18.71,25.1,21.52,Oil & Gas Equipment & Services
5,Energy,2,KGS,92.58,Near Breakout,Normal,76.27,1.82,3.63,95.0,85.0,87.0,96.0,NO,0.0,NO,69.29,49.05,69.79,54.99,Oil & Gas Equipment & Services
5,Energy,3,WTTR,89.27,Near Breakout,Normal,19.66,4.0,3.47,94.0,80.0,85.0,96.0,NO,0.0,NO,17.91,13.41,18.04,14.57,Oil & Gas Equipment & Services
5,Energy,4,AROC,89.25,Breakout Zone,Normal,41.95,0.66,3.14,90.0,88.0,67.0,94.0,NO,0.54,NO,36.78,30.49,37.07,32.99,Oil & Gas Equipment & Services
5,Energy,5,SEI,85.26,Pullback to 50D,Loose,76.8,10.89,7.46,95.0,84.0,85.0,95.0,NO,0.0,NO,73.43,56.02,74.32,60.5,Oil & Gas Equipment & Services
