Rank,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Electronic technology,87,40,82,83,"ALOT,ALAB,AIP,CSCO,ALGM,AIR,CTS,CW,CSIQ"
2,Distribution services,81,71,76,81,AIT
3,Health services,75,80,40,40,ALHC
4,Transportation,72,72,81,63,"CVLG,ALGT,CSX,AIRT,AIRTP,ALK"
5,Energy minerals,69,41,42,85,"CVE,CVI,CVX"
6,Industrial services,68,60,64,58,"AGX,CWST"
7,Energy,67,43,38,75,"NESR,NGL,PBF,EFXT,DK,WTTR,FTK,PARR,KGS,INSW,VLO,PBT,DINO,OII,NBR,MPC,FTI,WBI,FET,FRO,TEN,EC,TRGP,CMBT,SEI,YPF,WKC,LBRT,BWLP,PSX,LPG,AROC,SUNC,LB,DHT,VIST,STNG,NGS,SOBO,HP,EE,SUN,TS,TRMD,APA,DTM,PBA,OVV,SU,TNK,EQNR,TRP,PR,VAL,PAGP,PAA,IMO,KNTK,PDS,XPRO,INVX,PBR,NVGS,SM,E,HAL,FANG,NOV,DKL,AM,SMC,TPL,WMB,GLNG,NE,FLNG,TDW,OKE,WDS,SDRL,CNQ,ENB,WES,CQP,TBN,EOG,ET,LNG,TTE,BKR,XOM,WHD,SLB,RNGR,DVN,EPD,KMI,OXY,TGS,APC,CHRD,HESM,REPX,BP,CAPL,MUR,MPLX,COP,SHEL,VNOM,USAC,GLP,FLOC,SBR,MGY,NC,HMH,WFRD,VTOL,DMLP,MTDR,BKV,IMPPP,WHK,NCSM,EROK,AR,CNR,CRC,ARLP,CCJ,BTU,RRC,NFG,CNX,EQT,NRP,EXE,GPOR,NOG,VTS,LEU"
8,Retail trade,66,86,69,60,"CTRN,CVS,CVNA"
9,Healthcare,64,72,61,53,"ERAS,QTTB,AGL,ABVX,ANRO,SYRE,DFTX,KOD,PRAX,ORKA,RLYB,DMRA,LQDA,SLGL,TNGX,NBTX,BIOA,TXG,CELC,BDSX,MBX,RVMD,RLAY,DNTH,FTH,NVCT,MANE,PVLA,TWST,FBRX,MCTA,ANAB,TVTX,GH,GLUE,URGN,APGE,BTSG,PSNL,PACS,INBX,STRO,CRNX,BTSGU,HNGE,FTRE,QURE,AVNS,ETON,EMPG,OSCR,FBIOP,NGNE,ARWR,EWTX,ROIV,ELMD,CNC,MPLT,AXGN,COGT,ELVN,MRNA,CGEM,IMVT,AVTX,AMN,CORT,MNPR,TRVI,RCUS,GHRS,PTGX,SEPN,ASTH,DVA,TYRA,VCYT,BCAX,CDNA,KYMR,LGND,JBIO,TRAX,ILMN,TGTX,RAPP,DYN,ZBIO,ESTA,AXSM,NRIX,TENX,LBRX,INDV,KRYS,NHC,KNSA,TCMD,ADPT,MIRM,JAZZ,CGON,OMDA,XENE,TECX,NUTX,PARK,AMRX,CAPR,RIGL,BRKRP,CON,CYTK,AMLX,ACHC,IMNM,NKTR,LNTH,BRKR,SNDX,NTRA,GKOS,AVBP,VTRS,HCSG,NRC,LIVN,WST,GRDN,GPCR,BLLN,MOH,CPRX,BLTE,CLDX,DRUG,RPRX,SRZN,ANIK,SNDA,SION,DNLI,MD,OMCL,GRAL,PDEX,BBIO,APLM,TEVA,NBIX,NUVL,INCY,UNH,EXEL,CRL,VCEL,COAG,LLY,BLFS,JNJ,ELV,ZYME,ARQT,AUPH,RARE,KMTS,ELAN,IDYA,CLPT,NPCE,ASND,SRRK,CAH,PRVA,BBNX,VERA,XOMA,TECH,MDGL,PTCT,RYTM,STOK,SLP,WRBY,NVCR,MAZE,PCVX,MRK,BIIB,STAA,HAE,VTVT,UTHR,CHE,SHC,ABBV,ARGX,ACAD,AGIO,RVTY,HIMS,HALO,BEAM,MEDP,EW,IRMD,DGX,VKTX,MLTX,NVST,HRMY,TBPH,PTHS,GLSI,IQV,CBIO,IRON,AMGN,CBLL,WAT,BMY,UTMD,LEGN,MESO,TFX,PEN,DXCM,STVN,MLYS,RGEN,NVS,HQY,FLGT,NAMS,VRTX,INVA,HROW,PCRX,SIBN,UFPT,CI,ATRC,LH,GSK,KIDS,A,ODTX,PRPO,SOLV,GILD,SDGR,ANIP,BAX,BMRN,ADUS,SMTI,VRDN,TMO,SPTX,BIO,LMAT,SUPN,TAK,GMAB,BLCO,ASMB,IMCR,TEM,KARD,ONC,MCK,GMED,RDNT,BDX,NVO,LFMDP,PBLS,MTD,ITGR,XOMAO,REGN,EHC,CNMD,COLL,FMS,DBVT,DHR,THC,ZBH,AVLN,LKFT,COR,ATR,XOMAP,ENSG,SGRY,VOR,PFE,COO,AZN,QGEN,VEEV,MMED,IDXX,TARS,SNY,MDLN,JANX,SNN,STE,MMSI,BNTX,AZTA,USPH,CRSP,ENOV,MDT,TNDM,SYK,IONS,SRPT,HCA,AMPH,ZLAB,GEHC,IRTC,SGP,QDEL,PAHC,ISRG,RMD,INSM,WAY,ABT,UHS,PBH,WGS,OPCH,KLRA,SMMT,CAI,INSP,AAPG,TMDX,PRCT,DOCS,AORT,ZTS,BSX,SPRB,QNCX"
10,Non-energy minerals,63,32,6,63,"ALM,CSTM,CTGO"
11,Health technology,62,78,58,54,"ALMS,CUE,ALKS,SI,AKTS,ALMR,ALGN,CSTL,ALC,ALNY"
12,Process industries,60,59,33,53,"AIN,CTVA,ALCO,ALB,CSW"
