SectorRank,Sector,LeaderRank,Ticker,Leader_Score,Setup_Type,Tightness,Setup_Price,Dist_52WH_%,ATR_%,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,IPO,Gap (%),HVE,SMA50,SMA200,SMA10W,SMA30W,Industry
1,Health technology,1,SI,75.32,Stage 2 Watch,Loose,20.96,8.87,6.49,94.0,20.0,97.0,93.0,NO,0.29,NO,18.34,14.95,19.34,15.8,Medical specialties
2,Energy,1,DINO,96.13,Near Breakout,Normal,90.78,3.07,3.52,96.0,98.0,97.0,97.0,NO,0.0,NO,73.85,59.62,76.44,64.55,Oil & Gas Refining & Marketing
2,Energy,2,OII,95.63,Near Breakout,Loose,52.17,3.34,4.2,96.0,98.0,95.0,97.0,NO,7.48,NO,39.83,32.42,41.39,36.61,Oil & Gas Equipment & Services
2,Energy,3,WKC,94.96,Near Breakout,Normal,39.79,3.42,3.41,94.0,97.0,97.0,94.0,NO,0.0,NO,32.28,26.82,33.82,28.42,Oil & Gas Refining & Marketing
2,Energy,4,PARR,94.55,Near Breakout,Loose,78.64,4.44,4.91,97.0,98.0,91.0,98.0,NO,0.0,NO,61.31,50.34,62.97,55.8,Oil & Gas Refining & Marketing
2,Energy,5,MPC,94.38,Near Breakout,Normal,312.35,4.46,2.96,95.0,97.0,96.0,96.0,NO,0.0,NO,269.67,219.28,275.56,236.5,Oil & Gas Refining & Marketing
3,Healthcare,1,FBRX,99.2,Extended Near High,Loose,76.5,0.13,9.34,98.0,98.0,98.0,98.0,NO,28.01,NO,26.85,24.97,34.19,30.09,Biotechnology
3,Healthcare,2,CRNX,98.81,Extended Near High,Normal,83.85,0.18,3.75,97.0,98.0,98.0,95.0,NO,0.18,NO,49.33,45.04,55.27,46.29,Biotechnology
3,Healthcare,3,DYN,96.67,Extended Near High,Loose,25.63,1.88,5.82,96.0,97.0,96.0,93.0,NO,2.29,NO,20.4,18.89,21.56,18.74,Biotechnology
3,Healthcare,4,PACS,96.59,Extended Near High,Loose,47.08,1.92,4.27,98.0,94.0,95.0,91.0,NO,0.0,NO,40.11,33.07,41.62,37.6,Medical Care Facilities
3,Healthcare,5,DVA,95.78,Near Breakout,Normal,236.31,1.39,2.56,96.0,90.0,97.0,98.0,NO,0.04,NO,213.41,154.36,219.66,172.54,Medical Care Facilities
4,Financial Services,1,ENVA,97.25,Extended Near High,Loose,251.96,0.3,4.1,96.0,94.0,96.0,95.0,NO,10.08,NO,199.74,157.99,212.88,172.65,Credit Services
4,Financial Services,2,TRV,95.49,Extended Near High,Normal,390.35,0.42,2.54,91.0,96.0,94.0,93.0,NO,0.07,NO,322.68,298.08,336.26,309.33,Insurance - Property & Casualty
4,Financial Services,3,MUFG,95.43,Breakout Zone,Tight,23.1,0.65,2.13,92.0,94.0,95.0,89.0,NO,0.0,NO,20.46,17.79,20.96,18.99,Banks - Diversified
4,Financial Services,4,AMTB,94.76,Extended Near High,Normal,29.52,1.6,2.95,92.0,95.0,94.0,92.0,NO,0.7,NO,24.27,21.6,25.35,23.19,Banks - Regional
4,Financial Services,5,BWFG,94.61,Breakout Zone,Normal,64.37,0.25,2.99,92.0,90.0,93.0,91.0,NO,0.32,NO,56.19,49.71,58.09,52.17,Banks - Regional
5,Industrials,1,KELYA,96.57,Extended Near High,Normal,15.72,1.07,3.34,93.0,98.0,97.0,95.0,NO,1.45,NO,12.43,10.36,13.23,10.82,Staffing & Employment Services
5,Industrials,2,PAMT,95.77,Extended Near High,Loose,17.01,0.99,6.39,94.0,92.0,97.0,95.0,NO,0.0,NO,13.83,11.27,14.74,11.78,Trucking
5,Industrials,3,SIF,95.67,Near Breakout,Loose,26.15,4.56,7.28,98.0,97.0,98.0,98.0,NO,0.0,NO,21.74,12.85,22.74,16.1,Aerospace & Defense
5,Industrials,4,MAN,95.5,Near Breakout,Loose,53.67,3.64,6.15,95.0,98.0,98.0,96.0,NO,0.49,NO,36.23,31.59,40.25,33.18,Staffing & Employment Services
5,Industrials,5,KFRC,95.21,Near Breakout,Normal,58.13,4.23,3.97,96.0,97.0,98.0,96.0,NO,1.43,NO,49.08,35.56,51.68,39.12,Staffing & Employment Services
