Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
1,BATL,5.23,25682315,Energy,Oil & Gas E&P,99.0,,,,14126457.0,10751800.0,29.7,1.0,98018384.0,No
2,BWET,95.64,70641,ETF,ETF,98.0,,,,60830.0,110710.0,96.83,9.6,,No
3,ABVX,110.7,780459,Healthcare,Biotechnology,98.0,,,,1218171.0,1046240.0,148.83,4.77,8768832512.0,No
4,SLGL,79.07,67511,Healthcare,Biotechnology,98.0,,,,27948.0,29660.0,97.97,4.02,220272176.0,No
5,IBCA,25.58,162034,ETF,ETF,98.0,,,,134866.0,85710.0,26.72,1.0,,No
6,LITE,777.17,4948913,Technology,Communication Equipment,98.0,,,,5582830.0,8187370.0,808.8,45.65,55489937408.0,No
7,HYMC,34.47,3096410,Basic Materials,Gold,98.0,,,,5127257.0,4651260.0,58.73,2.3,3138012416.0,No
8,RGC,24.15,53032,Healthcare,Drug Manufacturers - Specialty & Generic,98.0,,,,444623.0,162560.0,83.6,0.55,11941906432.0,No
9,FIEE,7.08,10138,Technology,Communication Equipment,98.0,,,,149747.0,18710.0,7.95,0.46,44575412.0,No
10,MTC,6.4,34409,Technology,Software - Application,98.0,,,,44122.0,35500.0,6.71,0.25,161196080.0,No
11,OPTX,8.35,1026051,Technology,Electronic Components,98.0,,,,1357300.0,694620.0,9.15,1.02,308283872.0,No
12,ALMS,24.81,1843898,Healthcare,Biotechnology,98.0,,,,3019562.0,1562130.0,30.6,2.76,3155815424.0,No
13,ONDS,10.31,91571604,Technology,Communication Equipment,98.0,,,,96163101.0,91334420.0,15.28,0.66,4816122368.0,No
14,MUU,157.39,4108703,ETF,ETF,98.0,,,,2074484.0,2831920.0,249.1,6.77,,No
15,MULL,138.8,534720,ETF,ETF,98.0,,,,418742.0,485270.0,216.21,6.04,,No
16,ROMA,10.34,968908,Industrials,Consulting Services,98.0,,,,567486.0,1167640.0,11.77,0.72,615897664.0,No
17,PRAX,311.92,346781,Healthcare,Biotechnology,98.0,,,,505915.0,429760.0,356.0,26.7,8687232000.0,No
18,ANRO,20.67,162522,Healthcare,Biotechnology,98.0,,,,238388.0,381510.0,25.17,1.6,660313792.0,No
19,TNGX,20.88,4145298,Healthcare,Biotechnology,98.0,,,,3438775.0,3674240.0,21.82,1.03,2979343104.0,No
20,CELC,110.22,836037,Healthcare,Biotechnology,98.0,,,,703445.0,793930.0,120.31,7.58,5100018176.0,No
21,ANL,7.12,146638,Healthcare,Biotechnology,98.0,,,,990977.0,183350.0,12.09,0.88,418232512.0,No
22,XWIN,7.25,2048173,Consumer Cyclical,"Furnishings, Fixtures & Appliances",98.0,,,,810155.0,1261890.0,7.42,0.57,312280896.0,No
23,AAOI,114.41,11278446,Technology,Communication Equipment,98.0,,,,7610281.0,13434040.0,128.96,9.71,8886811648.0,No
24,LITX,36.5,3776508,ETF,ETF,98.0,,,,2987044.0,4424160.0,42.28,9.23,,No
25,PL,35.37,24780758,Industrials,Aerospace & Defense,98.0,,,,12554915.0,17313400.0,37.04,2.79,12064353280.0,No
26,NBTX,30.63,103114,Healthcare,Biotechnology,98.0,,,,39610.0,69410.0,41.89,2.99,1484709760.0,No
27,EDSA,6.57,514220,Healthcare,Biotechnology,98.0,,,,4450894.0,2518410.0,9.37,0.72,54847420.0,No
