Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Shell Companies,Financial Services,96,58,97,95,"RACC,CCXIU,CCXI"
2,Medical specialties,Health technology,96,82,98,95,SI
3,Copper,Basic Materials,91,94,85,32,"HBM,TECK,SCCO,FCX,ERO"
4,REIT - Hotel & Motel,Real Estate,91,58,89,91,"PEB,XHR,HST,APLE,RHP"
5,Silver,Basic Materials,90,91,54,48,"AYA,AG"
6,Electronics & Computer Distribution,Technology,89,92,91,82,"NSIT,ARW,AVT,SNX,CNXN,SCSC,CLMB"
7,Staffing & Employment Services,Industrials,88,82,96,85,"MAN,KFRC,KELYB,KELYA,NSP,RHI,TNET,KFY,BBSI"
8,Semiconductor Equipment & Materials,Technology,84,39,39,77,"AXTI,AEHR,ICHR,UCTT,AMAT,TER,FORM,KLIC,ACMR,COHU,LRCX,ASYS,VECO,ONTO,ASML,KLAC,ACLS,ENTG,AMKR,Q,AMBA,CAMT,IPGP,NVMI,PLAB"
9,Marine Shipping,Industrials,83,75,49,80,"EDRY,SHIP,ECO,HSHP,MATX,NMM,DAC,ZIM,CMDB,SBLK,GNK,ESEA,GSL,ASC,KEX,CCEC"
10,Banks - Diversified,Financial Services,82,61,85,73,"MUFG,SMFG,BNY,BBVA,BMO,ING,TD,RY,HSBC,CM,BNS,UBS,BCS,C,BAC,NTB,JPM,FRBT,WFC"
11,Healthcare Plans,Healthcare,81,18,76,79,"OSCR,CNC,HUM,PGNY,UNH,CVS,ELV,MOH,CI"
12,Trucking,Industrials,81,23,67,69,"ARCB,SNDR,CVLG,KNX,TFII,ODFL,RXO,XPO,WERN,ULH,SAIA"
13,Electronic Components,Technology,80,64,52,77,"MEI,VICR,RELL,FLEX,OUST,ALNT,TTMI,KN,GLW,BHE,PLXS,BELFB,MPTI,LFUS,RAL,CTS,BELFA,ROG,APH,JBL,SANM,CLS,LYTS,DAKT,FN,TEL,OSIS,OLED"
14,Department Stores,Consumer Cyclical,80,93,88,51,"M,KSS,DDS"
15,Oil & Gas Refining & Marketing,Energy,79,82,68,84,"PBF,DK,VLO,PARR,DINO,WKC,MPC,PSX,SUN,DKL,APC,CVI,CAPL"
16,Aluminum,Basic Materials,78,47,14,46,"KALU,CSTM,CENX,AA"
17,Electrical Equipment & Parts,Industrials,77,53,45,66,"FCEL,BE,PLPC,OESX,POWL,AEIS,VRT,NVT,ATKR,ENS,FPS,ESP,AYI,HUBB,ENR,HAYW,KE"
18,Business Equipment & Supplies,Industrials,76,78,70,68,EBF
19,Diagnostics & Research,Healthcare,75,68,88,53,"TWST,CDNA,BDSX,GH,NEO,ADPT,BLLN,ILMN,NTRA,VCYT,CRL,GRAL,DGX,CSTL,IQV,RVTY,MEDP,LH,SHC,WGS,WAT,TMO,A,ICLR,MTD,RDNT,PRPO,DHR,FLGT,QGEN,IDXX"
20,Communication Equipment,Technology,75,66,53,76,"LITE,AAOI,OCC,HPE,VSAT,CIEN,SILC,VIAV,DGII,FEIM,TSAT,CSCO,ZBRA,WATT,EXTR,BKTI,AVNW,BDC,MSI,CLFD,ASTS,NTGR,UI"
