Rank,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Health technology,94,80,95,95,SI
2,Healthcare,74,63,74,65,"CLYM,MRNA,QTTB,ERAS,AGL,FBRX,ORKA,ANRO,TWST,TXG,SYRE,AMLX,DFTX,RLAY,ETON,NVCT,DMRA,RVMD,MBX,CDNA,DNTH,PRAX,FTH,RLYB,XNCR,TRAX,ALMS,PSNL,BDSX,OMER,CRNX,NBTX,PLSE,TNGX,MNPR,LBRX,ELVN,APGE,SEPN,TVTX,PACS,QURE,ARWR,SLGL,LQDA,CGEM,URGN,MANE,ANAB,NRIX,CORT,APLM,NEO,EWTX,FDMT,KYMR,IMVT,KOD,PVLA,RAPP,PTGX,GH,ANIK,ADPT,OSCR,AXGN,CRL,GHRS,HAE,HNGE,ROIV,CGON,KNSA,VOGX,FBIOP,DSGN,JBIO,IMNM,DYN,NTRA,RCUS,GKOS,SPRB,INBX,IMUX,HTFL,MCTA,DCTH,AMN,FTRE,BCAX,ILMN,NUTX,VREX,YARW,ELOX,TRVI,COAG,SCTX,CBLL,TNDM,CRVS,ALMR,GPCR,CUE,NGNE,BLFS,TECX,BTSG,VOR,TGTX,CLDX,CNC,BBNX,NHC,BTSGU,ALKS,AZTA,AMRX,HALO,JAZZ,AVTX,PARK,ATRC,BWAY,KRYS,HUM,LGND,STRO,ELMD,COGT,PDEX,OMDA,KIDS,BLTE,ANGO,NKTR,CON,DNLI,MRK,GLUE,BRKR,ICUI,ZBIO,ODTX,RGEN,LNTH,SMTI,ITGR,ASTH,ICLR,BRKRP,CTNM,MMED,SRRK,TECH,PCVX,SDGR,RPRX,XENE,THC,PHVS,NRC,CSTL,NVCR,IQV,TEVA,SRZN,LLY,RIGL,SPTX,ZYME,PRPO,UFPT,IDYA,CARL,AMGN,BAX,MEDP,INCY,ACAD,AVBP,DRUG,TYRA,ACHC,BIO,AXSM,IART,DXCM,LIVN,AVLN,SLP,PBLS,SIBN,ARGX,WST,BIIB,BBIO,JNJ,ESTA,PNTG,STOK,GMAB,APMD,VRTX,DGX,CYTK,A,MOH,GRAL,MD,KMTS,RVTY,BMY,ARQT,BMRN,SNDA,WAT,CNMD,HIMS,TMO,CLPT,CAH,VEEV,LH,GENB,MMSI,AKTS,WGS,INDV,REGN,HSTM,BDX,VCEL,RYTM,HSIC,BEAM,ABBV,EXEL,CBIO,CHE,RDNT,HCSG,HRMY,VTRS,ZLAB,MIRM,WRBY,GRDN,MAZE,ABVX,HQY,SHC,UTMD,ASND,ASMB,NVST,ELAN,CTEV,VRDN,IMCR,SOLV,ONC,VTVT,MTD,UTHR,UNH,ELV,CRSP,DVA,TARS,CAI,TAK,ADUS,EW,LTGO,CVS,SNDX,OBX,TCMD,GMED,TFX,NVS,STVN,IRON,GILD,VCYT,HROW,PGNY,PTCT,MDGL,COO,AUPH,BNTX,GLSI,AGIO,USPH,MESO,DHR,MLYS,VKTX,PFE,ZBH,BLCO,NBIX,TEM,SRPT,EHC,MCK,PEN,QGEN,GSK,GEHC,MDT,ABT,INSP,INMD,SGP,COR,ATR,PTHS,TMDX,TBPH,PCRX,WAY,ALGN,SUPN,FMS,JANX,IRMD,CELC,BLLN,ALC,ENSG,ATTO,BLSM,STE,KARD,PHG,ENOV,SYK,VERA,RMD,LFMDP,FLGT,SNY,INSM,STAA,CI,NVO,BRVE,INVA,RARE,AMPH,LKFT,OMCL,DOCS,PRVA,ANIP,HCA,IDXX,PBH,OPCH,IONS,LYEL,MLTX,PAHC,AZN,AORT,UHS,IRTC,SNN,LMAT,NAMS,LEGN,MDLN,ISRG,QNCX,KLRA,PRCT,ZTS,COLL,PODD,AAPG,BSX,ALNY,EVMN"
3,Energy,68,65,42,64,"NESR,FET,PBF,DK,OII,VLO,PARR,MPC,NGL,DINO,INSW,PBT,WTTR,FTK,PSX,FRO,EC,CMBT,NBR,APA,CVE,HP,LPG,WHD,FTI,TALO,TNK,SM,TEN,TRGP,BWLP,TDW,OVV,EQNR,PR,WKC,TBN,DHT,SUNC,CHRD,XPRO,NCSM,INVX,SMC,SUN,SU,E,KNTK,LB,CNQ,YPF,KGS,REPX,VIST,EFXT,TRMD,CVI,IMO,SOBO,STNG,FANG,PAGP,NOV,PAA,COP,WDS,WBI,XOM,OXY,EE,TTE,VAL,SLB,PDS,PBR,SEI,EOG,LNG,NE,SDRL,OKE,BKR,RNGR,CVX,PNRG,MTDR,DVN,CQP,MUR,WES,SHEL,EROK,PBA,FLNG,GLNG,VTOL,ET,AM,DKL,NVGS,TS,BTU,CNR,HAL,BP,WFRD,MPLX,CAPL,DMLP,WMB,FLOC,NOG,EPD,AROC,GLP,AR,NGS,KMI,HESM,HMH,MGY,TRP,DTM,TPL,RRC,ARLP,CCJ,KRP,WHK,VNOM,CNX,LBRT,USAC,NFG,APC,CRC,IMPPP,BKV,SBR,ENB,LEU,NRP,GEL,EXE,TGS,EQT,GPOR,NC,VTS"
4,Technology,63,51,54,66,"WETO,SNDK,MGRT,AXTI,CHRN,AEHR,MU,QMCO,AAOI,MXL,BLZE,DELL,LITE,BAND,SAIH,ALOT,STX,WDC,UMAC,BNAI,MRVL,ICHR,HPE,TSEM,INTC,VICR,PENG,RNG,ASX,SIMO,SILC,PUBM,FSLY,DOCN,FORM,NAVN,TER,UCTT,CIEN,COHU,PANW,AMD,ACMR,ALNT,UMC,AMAT,IMOS,VIAV,ONTO,LRCX,SHAZ,NTAP,U,VSAT,QLYS,SNOW,FEIM,DGII,CHYM,TEAM,OKTA,CRDO,DAVE,TWLO,COHR,ALAB,FROG,HQ,FTNT,ZETA,CRWD,VSH,MITK,OUST,NVEC,SITM,NSIT,ARM,P,FIVN,SMTC,ASML,FLEX,MRAM,KLIC,GCT,RELY,ADEA,RBRK,PAYC,MKSI,INTA,AIP,RELL,PDFS,OOMA,TSAT,STM,AMBQ,NET,RDVT,KLAC,TTMI,SWMR,SNX,DDOG,APPN,MPTI,GLW,CCSI,MDB,ENTG,PAY,FLYW,IBTA,MLAB,PATH,AGYS,BRZE,AEVA,KEYS,ARW,AVT,TENB,VPG,DIOD,HPQ,PTRN,MANH,BELFB,SAIC,ESTC,ANET,BRUN,TTAN,GTLB,GRMN,VRNS,RAL,LSCC,DJCO,WEX,KARO,PLXS,ROG,VECO,S,VIA,ZBRA,MTSI,PRGS,PLTS,CIFR,KN,CPAY,BELFA,SLAB,CSCO,BHE,TSM,AMKR,NTNX,FFIV,NTCT,PGY,OSPN,ARQQ,BOX,SCSC,LFUS,CACI,DBX,APH,IOT,XYZ,CAMT,CNXN,WDAY,RAMP,PCTY,SPSC,WK,SHOP,DT,ZM,JBL,TOST,ALRM,ATEN,ADI,CGNX,KSPI,INGM,CVLT,ACIW,TXN,PI,DOCU,ACLS,PLTR,PAYX,GRND,ESE,EXTR,AAPL,SMCIP,CLMB,ADP,SANM,EXLS,LYTS,DCBO,QTWO,IBEX,LYFT,SAIL,MSI,IDCC,LASR,BILL,CTS,ON,BKTI,SYNA,DFIN,Q,NATL,GWRE,PCOR,IT,MPWR,SSNC,NCNO,ST,APPF,ALGM,ROP,TDY,INOD,CDW,EVTC,EFOR,POWI,NVDA,NN,NOVT,WOLF,ALKT,BLKB,SONO,SMCI,QRVO,MSFT,ITRN,GFS,FTV,GEN,NOVTU,UI,JKHY,APLD,YOU,CLS,BDC,CEVA,NVMI,AKAM,WIX,MCHP,RDWR,CORZ,VRSN,WYFI,DSGX,PLUS,CTSH,ITRI,SAP,AVNW,ACFN,UPBD,NOW,QBTS,BSP,AVGO,IONQ,ADIG,CRM,PLAB,DUOL,AOSL,ENPH,AMBA,LOGI,MBGL,SWKS,GIB,ADSK,DAKT,BR,CSQR,MCHPP,TDC,DBD,CRWV,VNT,RGTI,FSLR,G,TYL,UBER,STRC,NICE,IBM,BSY,CDNS,PTC,LDOS,TEL,ADBE,ASTS,QCOM,KVYO,NXT,OTEX,SONY,GDDY,EEFT,OSIS,SKHY,STRF,QNT,NXPI,HUBS,MNDY,FN,GDS,FICO,RMBS,NYAX,CSIQ,BMI,TRMB,STRD,ZS,FIG,ALMU,PAR,ACN,MQ,FORTY,CHKP,NTGR,CRUS,FOUR,CNXC,STRK,DOX,OCTV,SNPS,CALX,BL,LIF,SEDG,OLED,EPAM,PEGA,FIS,GLOB,CLFD,IPGP,INTU,ORCL,PSN,IIIV,CBRS,BLSH,JKS,AIOS,MSTR"
5,Basic Materials,60,63,46,37,"HYMC,FRD,CLMT,AYA,AUGO,ALM,CGAU,MTRN,ARIS,HBM,MT,ERO,NWPX,HL,SSRM,ELVR,AG,SKE,IAG,JHX,RMIX,NUE,EGO,PHOS,ODC,SIND,SA,FCX,TX,KALU,TECK,AU,BHP,NEU,NEM,CDE,SCCO,HCC,ASH,ELE,CLW,KOP,STLD,WPM,GPRE,SXT,CSTM,CMT,AVNT,B,HMY,SCL,MEOH,AEM,RS,AXTA,BVN,REX,CF,FNV,SQM,VHI,RIO,CNL,PRM,IOSP,CBT,ESI,DRD,IFF,RGLD,KGC,CMP,MTUS,CENX,OGC,AAUC,KWR,PAAS,UAN,NGVT,LYB,DD,AA,IPI,WFG,MUX,EMN,AMR,BCPC,GFI,BCC,DOW,ACNT,NTR,ECL,USLM,SSD,PPTA,APD,WDFC,CTVA,SHW,PPG,USAR,TFPM,USAU,ALB,RPM,MTX,AGI,WLKP,SMG,LIN,FUL,SSMR,IDR,OR,CE,CTGO,UFPI,MP,WS,EXP,CMCL,VMC,WLK,SIM,SOLS,TTAM,CC,MLM,PKX,MOS,ASIX,AMRZ,CRH,SLVM,HWKN,TGLS,SMID,KNF,OLN,MSB,IPX"
6,Financial Services,57,40,62,53,"MAAS,RACC,LIFE,PMTS,ENVA,HUT,ECPG,MRX,AAMI,PRCH,CIB,CCXIU,ATLC,MSBI,SEZL,VCTR,BFH,TWN,WT,BOTJ,CARE,HFBL,GCBC,CBNA,BWIN,STT,AMAL,DGICB,KF,BWFG,SAFT,CHMG,VIRT,HRTG,OPY,VBNK,AMTB,PGC,HQL,CMTV,GOLD,GSHD,PS,MBIN,PBAM,PRAA,ALRS,BNY,HBT,BBVA,KINS,AII,SLDE,UFCS,NP,CZFS,CFBK,FCAP,TRST,HQH,PFIS,PKBK,SMBK,FISI,FNWD,INBK,CBK,BMO,HSBC,TD,TWFG,ASIC,ATLO,EGBN,AGM,FDSB,NTRS,VOYA,FBP,BPOP,PLBC,BSTZ,RY,TMP,UVE,FVCB,IVZ,OSBC,AMG,RBCAA,AVBC,WASH,FBIZ,CAC,SRCE,TFIN,THFF,RRBI,SHBI,FMAO,EZPW,FDS,OBK,ARX,NIC,CM,WSFS,ACNB,FRST,ING,FSEA,FCBC,WSBF,BY,CBC,CTBI,JXN,OBT,TSBK,WTBA,BNS,PEBO,FNLC,MS,SNEX,UBS,BAP,NKSH,SHG,SEIC,EBC,WSBC,CFG,SMFG,CNO,CPBI,FNRN,STK,CFR,TRV,PFG,SBFG,BAC,GSBC,BEN,PEBK,FMBH,WRLD,DCOM,MUFG,IBKR,BOW,CZNC,IFS,MFC,LCNB,SRBK,RBB,FRAF,PDLB,PYPL,MYFW,BPRN,SLF,BWB,UVSP,USB,USCB,C,CFFI,HG,PBFS,JCAP,CCNE,HNVR,FSBC,ACT,BHB,FDBC,LARK,FXNC,KB,SFST,PCB,BUSE,THG,ASA,PRK,SKWD,CATY,FCF,STBA,ALL,QCRH,MCBS,OFG,NBN,MPB,UMBF,MTB,MBWM,IX,PNC,ITIC,SMBC,FBLA,FFBC,CIVB,AIZ,GS,RCBC,HASI,TFSL,MET,GABC,JPM,ZION,NWBI,BSVN,FHI,CBNK,SII,DBRG,FUNC,WBS,BMEZ,GL,AFRM,FCCO,CNOB,NWFL,HWC,RIOT,FULT,HBCP,BST,RGA,BCS,SCHW,MCHB,FITB,MRBK,NBTB,MVBF,NWG,UBSI,NMIH,PEO,WHG,FCFS,ORRF,AVBH,CCBG,AMP,TCBK,BOKF,ECBK,NTB,BSRR,BVFL,PFX,BFST,LSBK,PRU,MNSB,TCBX,PBHC,CACC,CBAN,CHCO,NECB,CLST,HWBK,BSAC,COSO,HAPN,BME,MKTW,SYBT,WTW,MCY,IREN,CPF,BCH,AROW,UNM,EBMT,FBNC,WF,LOB,EIG,BCAL,MORN,EWBC,BGR,SBCF,CWBC,ASB,PRI,TBBK,BBT,UNTY,EFSI,AUB,RMBI,EQBK,SFNC,PLGO,HAFC,FRBA,CZWI,HBNC,CVBF,ISTR,RNR,LNC,NFJ,MTG,HFWA,RF,CNS,AJG,JMSB,EMF,OMF,EVT,ONB,ESQ,SSB,FMNB,TRIN,PFS,FRHC,FUSB,RGT,FCNCA,VABK,HYNE,HIPO,PFBC,FSUN,FIBK,CRVL,WABC,HCI,CEE,TRU,WAFD,BHRB,NBBK,SPNT,MCB,AX,RLI,RJF,KEY,INDB,IBCP,SYF,UCB,NODK,GGZ,CUBI,SFBS,FGNXP,EMO,BANR,FBK,ESNT,HMN,BFC,SPFI,TRMK,ADX,TROW,HOMB,MGYR,COFS,PROV,IOR,CBSH,V,EQH,CCD,WULF,BX,CAF,FAF,HTB,OPBK,FNB,THQ,CB,HIFS,BLX,BTO,DB,OVBC,ABCB,ASGI,EFSC,WTFC,COLB,RNST,HOOD,COF,OVLY,CRBG,LPLA,RVT,PNFP,IGIC,CNA,NRIM,CBFV,NCZ,GAM,NDAQ,GAIN,MA,SFBC,HTH,VRTS,TFC,MCO,NXG,BOH,WFC,GDV,BKU,SIGI,FHN,EG,SPXX,ETO,FFA,ETG,L,BCV,TRUP,LCLN,CSWC,MNSBP,FRME,UBCP,IOND,AFG,CSQ,SLM,TOWN,SF,NCV,HBAN,MC,BMRC,PB,TPG,CASH,MRSH,QQQX,JCE,PLMR,ALLY,AIO,TCBI,ACV,TCBS,FRBT,CET,SATA,WTM,BLK,ECCC,NBHC,FSBW,BANC,ETV,TBLD,ACGL,KNSL,TY,PJT,MXF,AUBN,FFIN,VALU,OZK,OCFC,MEGI,AXP,SRV,BCAT,LGI,NIE,AON,FHB,STEW,DXYZ,RVII,FIGR,CINF,ORI,CNOBP,RMI,RDN,GLRE,CBU,GBCI,SBSI,MBINL,SCD,UTF,HTD,SOR,MAIN,DGICA,BCML,ETB,AFL,BRO,ERIE,CII,EOT,HIG,NBXG,NEWTP,BUSEP,HTGC,PGR,FGBIP,MBNKO,BANX,BMN,NPB,IBOC,MBINM,APAM,MSBIP,ARES,OXLCO,FDUS,OCCIN,MSCI,BPYPM,GLU,IBN,SPGI,RLTY,EICA,TIPT,ATLCP,CCNEP,BMA,MMD,XZO,LKFN,KKR,PDX,ARCC,MKTX,WSBCO,WAFDP,RVI,RYAN,BAM,EIIA,BTT,APO,OXLCN,SLMBP,AXS,VLYPO,WRB,OCCIM,HBANL,SDHY,SPMA,PDPA,SPME,UMBFO,WAL,VLYPN,BUI,VEL,ONBPO,WTFCN,VLYPP,ONBPP,ICE,CCID,BWBBP,UNB,BANF,HPF,FRMEP,FFC,STC,DFP,MBINN,BBN,HPI,IGI,EOI,ECAT,NNI,RNP,GLAD,ISBA,TCBIO,UTG,FLC,OZKAP,TYG,GBLI,LDP,BXSL,PSF,PSUS,EFSCP,IIF,AIG,JEF,NBB,ETX,SOFI,FPF,NPFD,MCI,MSDL,CBOE,ACGLN,HBANP,FOA,BNT,PTA,RM,PUK,NTRSO,HLNE,BN,EOS,TSLX,ACGLO,FCNCO,BOT,FULTP,CG,FCNCP,AGO,MKL,EVR,AB,CME,PIPR,HBANZ,SIGIP,XFLT,FNF,MIAX,ZIONP,LAZ,ONIT,MPV,BHF,TW,JLS,XP,GGAL,HBANM,UPST,PWP,STEP,LMND,PDI,ROOT,GLXY,CRCL,BMNR,SAR,HLI,HERZ,PFSI,FG,HDB,KMPR,FUTU,COIN,TREE,ETOR,AMSF,WD,GBFH,GSIW,CCB,VCX"
7,Industrials,54,45,52,45,"DFNS,BUUU,EDRY,FCEL,NCEW,SIF,MAN,OESX,ATI,RCMT,PKOH,BE,KELYB,TH,ATRO,PHOE,KFRC,DCO,PLPC,GEO,CXW,CYRX,PESI,MTW,NSP,KELYA,TWIN,RHI,HQI,ECO,FA,SHIP,MATX,CBZ,ARCB,ARXS,HSHP,CRS,PKE,DXPE,AIR,PL,MG,RXO,LIME,TNET,IESC,FIX,GHM,CDNL,UHAL,NMM,BXC,UNF,TISI,ATKR,JBHT,ARMK,NVRI,PRLB,GRC,AXON,DAC,PBI,SBLK,EFTY,VSEC,SWK,VOYG,HURC,TRNS,XMTR,FDX,PWR,LGN,GENC,FWRD,ASC,BETA,EMBJ,AGX,EXPD,ZIM,TKR,CMDB,SXI,AIRT,GIC,HURN,KFY,VVX,GEV,CAT,WTS,CASS,DAL,HWM,GNK,NVT,PRG,KNX,CVLG,POWL,CIX,ULH,CLH,GFF,GPN,TFII,ACA,SNDR,TPC,CSX,MRCY,RTX,ADUR,MSM,NPK,ENS,AIT,STRL,LSTR,WAB,R,ESLT,BKSY,ECG,ESP,ICFI,LUNR,BWMN,HXL,CNI,VRT,IEX,URI,NDSN,GE,UNP,WERN,EML,OC,DSGR,ESEA,VSECU,NPO,FLR,BRC,CECO,LXFR,LOAR,CSW,PCAR,ODFL,CMPR,GSL,TTEK,HRI,WCC,MYRG,FSTR,GWW,XPO,PH,CP,EBF,UAL,HLIO,WWD,TREX,GD,AME,AEIS,HEI,ETN,EMR,MMM,FAST,TTC,FLS,LMT,MEC,NSC,KEX,TEX,DNOW,OSK,J,AZZ,JCI,NX,DY,EXPO,LECO,KRNT,ALLE,RKLB,AYI,ITT,TAYD,CR,ABM,SNA,CMCO,MLI,CMI,LUV,RHLD,ITW,AER,APOG,CTAS,CW,ELMT,FBIN,GHC,MAS,MTZ,ROK,CCEC,MSA,VMI,VLTO,SUNB,APG,HUBG,FTAI,CRAI,SKYW,DCI,DE,ENR,EME,DRS,MGRC,ROCK,RYZ,DLX,RBC,OTTR,UPS,BLBD,RGR,LTM,FSS,GTES,FELE,IR,HUBB,WCN,GATX,RSG,FERG,GVA,EFX,GNRC,WM,FTAIM,CDLR,ALGT,BA,ZWS,TT,DLB,REZI,CMRE,FER,CDRE,KBR,FPS,CMC,CWST,CSL,DPC,KMT,GFL,TATT,SEB,GGG,VRSK,AWI,IIIN,WMS,TRI,CAR,NSSC,DOV,SARO,BBSI,KAI,SPXC,WOR,TXT,POWWP,NOC,WSC,HAYW,SAIA,FOIL,CXT,MWA,HON,EPAC,MIDD,FCN,PAM,CPA,KE,ZTO,MDA,CARR,RRX,BCO,AOS,CHRW,RELX,LNN,HII,CAAP,TRN,TDG,ROAD,AIRTP,BAH,ALK,GBX,CAE,OMAB,HY,RJET,TRC,TITN,XYL,OFLX,KTOS,ALG,LPX,FDXF,LHX,ULS,RYAAY,GXO,AADX,CPRT,KRMN,BBUC,OTIS,PPIH,AGCO,SPCX,POOL,ONT,TNC,CNM,BWXT,MATW,HONA,AMTM,AMRC,ASTE,JBTM,PAC,STN,WLDN,RBA,MMS,SYM,RTO,AVAV,ASR,BLDR,FLY,MAIR,WSO,LII,EVI,INIO,MIR,AMSC,ESAB,SITE,NNE,AAON,PNR,ACM,EQPT,AVEX,XE,PRIM,HAWK,ATS,PSIX,LMB,SMX,MFP,WLFC"
8,Communication Services,51,54,55,55,"CCG,BBGI,ATEX,NBIS,STRZ,SPHR,MCS,IRDM,MGNI,QNST,IMAX,ZD,LILAP,GSAT,MSGE,MSGS,ROKU,TIGO,ATNI,CNK,WPP,WLY,SKM,WLYB,WBD,MANU,EVER,ECHO,JOYY,SCHL,IDT,SIRI,OMC,ADV,BATRK,LYV,OPRA,BATRA,GOOGL,GOOG,PSO,VOD,MTCH,LLYVK,LLYVA,FWONA,NWSA,GRPN,NWS,FWONK,ATHM,FOXA,PINS,GRVY,VZ,FOX,VEON,SPOT,PPLI,TKO,TTWO,NTES,DIS,RCI,AMX,CHT,VSNT,YELP,CMCSA,BCE,NYT,T,CRTO,LBRDP,NXST,KT,BZ,PHI,RDDT,WMG,TMUS,META,GLIBA,GLIBK,NFLX,TDS,LBRDA,LBRDK,CHTR,ZG,TIMB,BIDU,Z,BILI,GIBO,LFTO,APP,AD,RBLX,CABO"
9,Consumer Cyclical,51,47,62,41,"NDLS,VSXY,LVLU,HBB,LIND,KRT,VAC,CAKE,CTRN,HZO,EAT,FLXS,SN,CBRL,ANDG,BJRI,MOV,MYE,RCKY,LQDT,LTH,EXPE,BDL,JILL,W,ABNB,ETSY,KMX,FTDR,CROX,MLKN,WEYS,BZH,ESCA,HRB,BBY,TILE,VGNT,FIVE,GTX,JAKK,GLBE,ANF,HNI,LOCO,LAD,INTG,CART,RUSHB,CALY,GEF,SHOO,BH,MUSA,KSS,MGA,ROST,MLR,M,LEGH,PRSU,CZR,WSM,VIK,RSI,BSET,PAG,CASY,ALSN,SBH,RUSHA,HVT,SW,BOBS,THRM,SON,CVEO,DIN,KTB,MGM,PRKS,DASH,GM,CARG,WWW,RICK,BKNG,MHK,SKY,GIII,BWA,XPEL,FOXF,PENN,MCRI,ELA,DAN,LGIH,CCK,BURL,GCO,JOUT,JACK,PKG,IHG,H,CVCO,TXRH,OSW,MHO,OPLN,RVLV,COOK,RIVN,CRI,BALL,GPC,REYN,RL,AMCR,SAH,DRI,MCFT,LOVE,HOG,TNL,AMZN,MAR,HTHT,HLT,RACE,MTN,STRT,DOO,HMC,BC,DDS,PLOW,PHIN,YETI,IP,RCL,QSR,RGS,MTH,MMYT,SBUX,CAVA,RRR,URBN,PHM,PII,TRS,TOL,HOV,TPR,SE,DORM,AVY,EBAY,CVNA,JMKE,RH,GRBK,SCI,COLM,AAP,GOLF,CNNE,AN,KBH,BWMX,HAS,PVH,AIN,BOOT,LEVI,CYD,ETD,MBUU,BYD,FND,REF,HGV,CHH,MELI,DHI,YUMC,LEA,ALV,AEO,HD,WGO,ULTA,SIG,CCL,ABG,CHDN,GNTX,VVV,IBP,TJX,MOD,SLGN,ATAT,CMG,AS,SMP,ALH,YUM,BBWI,JD,CPS,LZB,NATH,CPHC,GIL,ORLY,VC,SHAK,WH,NCLH,NVR,DECK,WYNN,ATMU,BIRK,DPZ,TM,LOW,ASO,BABA,ADNT,LCII,LKQ,BROS,CHWY,BBW,KRUS,TSLA,DKNG,THO,MCD,SHOE,SGI,WINA,OXM,DKS,EYE,GAP,BFAM,FUN,CPNG,KEQU,ZUMZ,LVS,AZO,LEN,PDD,TSCO,BKE,TCOM,PATK,GME,HSAI,LULU,CSV,QVCG,ONON,NKE,PLNT,GPI,BGSI,FLUT,APTV,WHR,WING,ROL,PZZA,NEGG"
10,Real Estate,48,29,55,47,"CBL,PEB,PK,NHPBP,JLL,SLG,NHP,FVR,XHR,LXP,NHPAP,MAC,RHP,APLE,CHCI,PSTL,JAN,OUT,CDP,HST,CCS,WELL,NREF,ALX,CTO,CURB,HIW,EQIX,SEG,SPG,VNO,IRM,MMI,DOC,AAT,CUZ,LAMR,VTR,JOE,AHR,RMR,SKT,BNL,CWK,LINE,PINE,COLD,FRT,FOR,IVT,PSA,TRNO,FR,NLY,KIM,ADAMN,ESS,PLD,DLR,KRG,EPR,CBRE,EGP,OLP,NNN,XRN,GTY,CUBE,IIPR,ADAML,PECO,LTC,BXP,NMRK,DEA,AMH,INVH,SMA,UMH,VTMX,UE,GOODN,EXR,ARL,LANDO,BPYPP,BRX,SAFE,NTST,ELS,BFS,HR,AKR,LANDP,O,CTRE,SBRA,CPT,MRP,OHI,KRC,REG,WY,WPC,MAYS,FCPT,BPYPO,UDR,AGNCP,EPRT,AGNCM,UHT,ADAMZ,ADAMM,AGNCN,IRT,ARR,AGNCO,REXR,WHLRD,BXDC,AGNCL,MLP,AGNCZ,MAA,ADC,AXR,FSV,BEKE,REGCP,SUI,RYN,STAG,REGCO,ARE,HHH,NHI,FRPH,AMT,CIGI,GLPI,STWD,OZ,TCI,SBAC,VICI,NEN,CSR,CCI,NXRT,CSGP,OPI"
