Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Aluminum,Basic Materials,96,86,90,97,"AA,CENX,CSTM,KALU"
2,Oil & Gas Drilling,Energy,94,79,78,95,"NE,RIG,VAL,PTEN,HP,SDRL,SOC,BORR,NBR,PDS"
3,Semiconductor Equipment & Materials,Technology,93,59,84,92,"ASML,LRCX,AMAT,KLAC,TER,Q,ENTG,AMKR,NVMI,ONTO,FORM,AXTI,CAMT,KLIC,ACMR,IPGP,ACLS,AMBA,UCTT,VECO,PLAB,AEHR,ICHR,COHU,DQ,ATOM,ASYS,INTT,TRT"
4,Semiconductors,Technology,93,86,94,94,"MCHPP,NVDA,TSM,AVGO,MU,AMD,INTC,ARM,TXN,QCOM,ADI,MRVL,NXPI,MPWR,ASX,STM,CBRS,ALAB,MCHP,GFS,UMC,ON,CRDO,TSEM,MTSI,LSCC,SITM,RMBS,SMTC,SWKS,QRVO,SIMO,MXL,CRUS,ALGM,SLAB,NVTS,VSH,SYNA,DIOD,PI,LASR,POWI,HIMX,WOLF,POET,SKYT,IMOS,AMBQ,AIP,AOSL,CEVA,MRAM,NVEC,ALMU,QUIK,GSIT,MX,WKEY,IPWR,PXLW"
5,Copper,Basic Materials,86,32,12,77,"SCCO,FCX,HBM,ERO,TGB,IE"
6,Trucking,Industrials,83,70,80,91,"ODFL,XPO,TFII,SAIA,KNX,SNDR,RXO,ARCB,WERN,MRTN,HTLD,CVLG,ULH,PAMT"
7,Uranium,Energy,83,6,14,64,"CCJ,NXE,UEC,UUUU,LEU,ISOU,NUCL"
8,Communication Equipment,Technology,83,65,73,82,"CSCO,NOK,CIEN,LITE,MSI,HPE,ERIC,ASTS,UI,AAOI,VIAV,ZBRA,VSAT,ONDS,BDC,EXTR,VISN,TSAT,DGII,HLIT,ADTN,GILT,NTGR,FEIM,CLFD,BKTI,LTRX,SILC,AUDC,AVNW,INSG,WATT,AMPG,OCC,AIRG,FIEE"
9,Oil & Gas Equipment & Services,Energy,83,59,67,85,"SLB,BKR,HAL,TS,FTI,WFRD,NOV,KGS,SEI,AROC,LB,LBRT,WHD,USAC,TDW,OII,EFXT,FLOC,WTTR,NESR,AESI,NEXT,PUMP,INVX,XPRO,RES,HLX,WBI,NPKI,ACDC,VTOL,HMH,FTK,CLB,FET,EROK,NGS,OIS,NINE,NOA,RNGR,NCSM,GEOS"
10,Publishing,Communication Services,83,51,82,84,"NYT,PSO,WLY,WLYB,TDAY,SCHL,LEE"
11,Other Precious Metals & Mining,Basic Materials,81,24,14,66,"HL,BVN,SBSW,TFPM,PPTA,SLSR,VMET,MUX,ASM,ELE,MTA,GMTL,VOXR"
12,Textile Manufacturing,Consumer Cyclical,81,93,84,91,"AIN,SMJF"
13,Electronic Components,Technology,80,70,73,79,"GLW,APH,TEL,FLEX,CLS,JBL,FN,TTMI,SANM,VICR,LFUS,PLXS,RAL,OLED,BELFB,OSIS,BELFA,KN,BHE,ROG,OUST,CTS,ALNT,LPTH,DAKT,KOPN,LYTS,OPTX,MEI,MPTI,RELL,CPSH,ELTK,MSAI"
14,REIT - Hotel & Motel,Real Estate,80,86,80,80,"HST,RHP,APLE,PK,DRH,SHO,PEB,XHR,RLJ,INN,CLDT"
15,Real Estate - Diversified,Real Estate,80,12,28,80,"JOE,STRS"
16,Oil & Gas Midstream,Energy,79,73,74,80,"ENB,WMB,EPD,KMI,TRP,ET,TRGP,OKE,MPLX,LNG,VG,CQP,PBA,WES,PAA,VNOM,DTM,AM,HESM,FRO,SOBO,PAGP,GLNG,CMBT,INSW,EE,STNG,KNTK,SUNC,BWLP,TRMD,DHT,TNK,NGL,LPG,FLNG,GLP,PBT,NVGS,TEN,TK,NAT,SBR,SMC,KNOP,IMPP,TORO,IMPPP,GEL"
17,Computer Hardware,Technology,78,83,83,71,"SNDK,ANET,DELL,STX,WDC,P,IONQ,HPQ,SMCI,LOGI,QBTS,RGTI,QUBT,BRAI,CRSR,UMAC,SSYS,VELO,OSS,DPRO,QMCO,AMCI,ALOT"
18,Marine Shipping,Industrials,78,65,59,75,"KEX,MATX,HAFN,ZIM,SBLK,DAC,NMM,ECO,CMRE,SFL,GSL,CCEC,GNK,ASC,SB,HSHP,PANL,ESEA,CMDB,GASS,SHIP,SMHI,EDRY,HTCO,SVRN,EHLD"
19,Other Industrial Metals & Mining,Basic Materials,78,46,55,79,"BHP,RIO,VALE,TECK,MP,USAR,ALM,EMAT,MTRN,SKE,TMC,NEXA,USAS,ELVR,SGML,CRML,LAR,CMP,IPX,UAMY,NB,TMCR,BMM,SCZM,ALOY,LZM,REA,SBMT,NVA,USGO,NICM"
20,Oil & Gas Integrated,Energy,77,45,74,76,"XOM,CVX,SHEL,TTE,PBR,BP,EQNR,E,SU,IMO,CVE,EC,YPF,NFG,TGS,DEC"
21,Oil & Gas Refining & Marketing,Energy,77,64,74,67,"MPC,VLO,PSX,SUN,DINO,UGP,IEP,PBF,CVI,PARR,DKL,DK,APC,WKC,CAPL,SGU"
22,Silver,Basic Materials,75,24,11,90,"AG,EXK,SVM,AYA,HSLV"
23,Steel,Basic Materials,75,74,62,70,"NUE,MT,STLD,PKX,RS,TX,CLF,SIM,WS,NWPX,MTUS,MSB,FRD"
