Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Medical specialties,Health technology,94,20,97,93,SI
2,REIT - Hotel & Motel,Real Estate,92,66,94,92,"PEB,XHR,RHP,APLE,HST,PK"
3,Marine Shipping,Industrials,89,79,69,84,"EDRY,SHIP,ECO,HSHP,MATX,NMM,DAC,CMDB,GNK,ESEA,GSL,SBLK,ASC,ZIM,KEX,CMRE,CCEC"
4,Trucking,Industrials,88,45,70,89,"CVLG,ARCB,PAMT,RXO,TFII,SNDR,KNX,XPO,WERN,ODFL,MRTN,SAIA"
5,Textile Manufacturing,Consumer Cyclical,88,61,95,90,AIN
6,Staffing & Employment Services,Industrials,88,97,96,81,"KFRC,MAN,KELYB,KELYA,RHI,TNET,NSP,KFY,BBSI"
7,Oil & Gas Refining & Marketing,Energy,87,91,89,88,"DK,PBF,PARR,DINO,VLO,MPC,WKC,PSX,SUN,DKL,APC,CVI,CAPL"
8,Electronics & Computer Distribution,Technology,87,57,89,83,"ARW,AVT,SNX,NSIT,SCSC,CNXN,CLMB"
9,Banks - Diversified,Financial Services,84,73,86,79,"SMFG,MUFG,BNY,HSBC,RY,BMO,TD,BBVA,CM,BCS,ING,UBS,BNS,NTB,BAC,C,JPM,FRBT,WFC"
10,Copper,Basic Materials,84,49,32,38,"HBM,SCCO,TECK,FCX,ERO"
11,Oil & Gas Drilling,Energy,83,64,8,72,"NBR,VAL,HP,NE,SDRL,PDS"
12,Semiconductor Equipment & Materials,Technology,82,6,33,76,"AXTI,ICHR,AEHR,UCTT,KLIC,ACMR,AMAT,TER,LRCX,COHU,ASYS,ONTO,FORM,AMKR,KLAC,VECO,ASML,ACLS,Q,ENTG,CAMT,NVMI,AMBA,PLAB,IPGP"
13,Publishing,Communication Services,82,73,66,80,"WLYB,WLY,SCHL,PSO,NYT"
14,Insurance - Reinsurance,Financial Services,82,87,66,87,"HG,SPNT,RNR,RGA,GLRE,EG"
15,Railroads,Industrials,81,73,78,83,"FSTR,CSX,WAB,TRN,CNI,UNP,NSC,CP,GBX"
16,REIT - Healthcare Facilities,Real Estate,79,79,81,78,"WELL,VTR,NHP,DOC,AHR,NHPAP,NHPBP,HR,CTRE,OHI,SBRA,CHCT,LTC,UHT,XRN,NHI"
17,Electronic Components,Technology,77,14,47,72,"MEI,VICR,FLEX,TTMI,BELFB,BHE,MPTI,RELL,KN,ALNT,RAL,GLW,PLXS,BELFA,SANM,ROG,LFUS,OUST,CTS,JBL,CLS,APH,LYTS,DAKT,FN,TEL,OSIS,OLED"
18,Oil & Gas Integrated,Energy,77,88,39,79,"YPF,CVE,EC,EQNR,SU,IMO,E,XOM,PBR,TTE,CVX,BP,TGS,SHEL,NFG"
19,Healthcare Plans,Healthcare,76,50,80,67,"CNC,OSCR,HUM,PGNY,CVS,UNH,ELV,MOH,ALHC,CI"
