Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,Earning_Date,History_Days,Gap (%),Latest Volume,9M+ Volume,HVE,HVE Date,HVE Volume
5,AXTI,65.27,68.67,23124189.0,Technology,Semiconductor Equipment & Materials,98.0,67.0,0.0,98.0,9.0571,7.49,9673337.0,10153200.0,143.16,1.96,4270170880,NO,53.01,75.69,47.37,67.36,63.31,,7094,0.0,23124189,YES,NO,2024-02-23,103105600
7,DFNS,47.36,61.5,2852955.0,Industrials,Aerospace & Defense,98.0,98.0,98.0,98.0,18.0117,11.7514,2931676.0,16978040.0,1948.75,3.7,47857044,NO,16.67,6.82,4.05,8.06,3.56,,1516,0.0,2852955,NO,NO,2026-06-12,369341100
9,MGRT,95.5,92.4,17371.0,Technology,Information Technology Services,98.0,93.0,1.0,98.0,7.3257,6.61,16650.0,21880.0,170.0,2.65,1313124992,NO,88.09,82.22,43.59,83.41,60.07,,265,2.27,17371,NO,NO,2025-12-17,3760600
40,DFTX,42.32,41.79,1861963.0,Healthcare,Biotechnology,98.0,12.0,98.0,97.0,2.4307,2.3881,2824050.0,1489330.0,49.2,8.7,5617694720,NO,44.05,36.12,21.4,38.23,25.65,,2441,0.0,1861963,NO,NO,2024-03-07,38010300
43,TXG,47.86,47.01,2525176.0,Healthcare,Health Information Services,98.0,95.0,98.0,98.0,2.9214,2.8707,3169526.0,2552500.0,50.34,11.16,6076123648,NO,45.37,37.51,23.71,39.83,27.62,,1732,0.02,2525176,NO,NO,2025-06-27,17909500
49,CDNA,47.09,47.85,1619368.0,Healthcare,Diagnostics & Research,98.0,98.0,98.0,97.0,3.1539,2.5002,939795.0,1139240.0,47.99,11.26,2436164608,NO,36.32,29.38,21.28,32.56,23.89,,3030,0.0,1619368,NO,NO,2025-07-17,16111000
78,ETON,45.83,45.14,335648.0,Healthcare,Drug Manufacturers - Specialty & Generic,97.0,96.0,96.0,98.0,2.7721,2.7286,464721.0,597640.0,50.18,13.99,1255391872,NO,42.05,36.4,23.92,38.02,27.49,,1939,0.0,335648,NO,NO,2023-08-11,15757000
115,GH,159.79,158.83,1517167.0,Healthcare,Diagnostics & Research,97.0,10.0,97.0,91.0,8.8479,8.1943,2706375.0,2105160.0,176.58,43.66,21443205120,NO,154.37,143.82,108.27,149.12,115.36,,1967,0.0,1517167,NO,NO,2026-06-26,18771300
135,MCS,31.12,30.69,684585.0,Communication Services,Entertainment,97.0,98.0,98.0,97.0,1.3461,1.1304,232983.0,318330.0,31.31,12.85,959496832,NO,24.57,22.83,17.86,24.36,19.53,,11690,0.0,684585,NO,NO,2024-06-21,8186900
136,CORT,109.8,112.8,1094535.0,Healthcare,Biotechnology,97.0,95.0,98.0,98.0,6.4846,5.4982,1182050.0,1594580.0,122.21,28.66,11869204480,NO,96.4,85.82,62.17,91.5,59.65,,5612,0.0,1094535,NO,NO,2020-09-02,88404100
149,QURE,43.68,44.06,1286800.0,Healthcare,Biotechnology,97.0,82.0,98.0,96.0,2.4056,2.2544,2188431.0,1715740.0,71.5,8.73,3029925120,NO,41.05,37.48,28.37,39.88,27.0,,3142,0.0,1286800,NO,NO,2025-09-24,70079700
173,ENVA,257.79,258.57,294210.0,Financial Services,Credit Services,96.0,89.0,97.0,93.0,9.6283,8.6469,344793.0,432920.0,262.04,101.95,6418551296,NO,238.59,211.93,162.98,224.67,176.58,,2946,0.0,294210,NO,NO,2015-12-18,2255200
230,GSAT,83.69,84.18,867206.0,Communication Services,Telecom Services,95.0,78.0,43.0,91.0,1.1879,1.05,1320326.0,1161740.0,84.7,24.37,10778345472,NO,80.22,80.91,68.47,80.9,73.32,,4967,0.0,867206,NO,NO,2021-08-30,37190507
254,GEO,31.29,31.34,1061513.0,Industrials,Security & Protection Services,95.0,81.0,97.0,97.0,0.9432,0.9275,1987659.0,1319020.0,32.25,12.51,4180916480,NO,30.5,28.54,19.82,29.67,21.74,,8059,0.0,1061513,NO,NO,2021-06-09,188207500
300,ESTA,94.61,92.8,462543.0,Healthcare,Medical Devices,95.0,72.0,94.0,89.0,3.5179,3.4136,609616.0,445580.0,96.99,33.35,2784409088,NO,91.53,85.19,71.11,87.9,74.43,,2021,1.39,462543,NO,NO,2023-11-08,10486500
