Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,Earning_Date,SMA50,SMA200,SMA10W,SMA30W
12,MGRT,132.16,13665.0,Technology,Information Technology Services,99.0,96.0,99.0,99.0,79804.0,26550.0,170.0,1.5,1817200000.0,No,,70.38,21.68,74.66,29.14
32,PL,41.62,7507054.0,Industrials,Aerospace & Defense,99.0,76.0,98.0,99.0,12929651.0,9490950.0,43.45,3.47,14833084416.0,No,,33.94,20.1,35.15,24.57
57,TSEM,273.98,2212340.0,Technology,Semiconductors,99.0,96.0,98.0,98.0,2856246.0,2593490.0,283.46,37.48,32600614912.0,No,,191.43,118.91,199.17,142.6
65,SLGL,72.72,16176.0,Healthcare,Biotechnology,99.0,23.0,77.0,98.0,39067.0,16170.0,97.97,6.8,235996112.0,No,,75.9,50.9,75.84,60.72
70,DOCN,154.87,3191104.0,Technology,Software - Infrastructure,99.0,99.0,99.0,99.0,4579054.0,5213480.0,164.77,25.56,16162880512.0,No,,97.27,57.92,100.08,67.55
90,NBIS,219.94,22744417.0,Communication Services,Internet Content & Information,99.0,97.0,98.0,98.0,16778591.0,19810260.0,233.73,34.72,55842369536.0,No,,140.61,105.85,144.1,112.12
95,NEBX,127.77,656317.0,ETF,ETF,99.0,98.0,99.0,99.0,901956.0,1073840.0,143.08,19.85,,No,,60.1,,62.54,46.48
117,NBIL,41.25,1493952.0,ETF,ETF,98.0,98.0,99.0,99.0,1909625.0,1771450.0,46.11,6.37,,No,,19.35,,20.12,14.87
121,RKLB,124.77,21854419.0,Industrials,Aerospace & Defense,98.0,98.0,98.0,98.0,23351224.0,31316520.0,133.18,23.92,72210759680.0,No,,79.25,64.94,80.59,71.36
155,RVI,54.05,1034672.0,Financial Services,Asset Management,98.0,99.0,,,844018.0,1540850.0,77.39,21.0,1472712064.0,No,,30.14,,30.9,
202,PLU,46.91,96974.0,ETF,ETF,97.0,51.0,99.0,,195072.0,190880.0,51.01,15.11,,No,,35.65,,37.5,
217,BKSY,38.75,2235148.0,Industrials,Specialty Business Services,97.0,43.0,98.0,98.0,1893964.0,2668760.0,44.7,9.88,1437974656.0,No,,31.91,23.46,32.31,24.53
293,FN,722.04,804396.0,Technology,Electronic Components,96.0,84.0,95.0,94.0,736051.0,1039800.0,748.89,222.67,25870503936.0,No,,613.08,473.6,624.04,522.52
