Rank,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Industrial services,79,48,28,73,"SOBO,SEI,SDRL,SMC,SLB"
2,Energy minerals,76,86,48,88,"SM,SHEL"
3,Electronic technology,71,24,73,78,"SNDK,SIF,SIMO,SILC,SITM,SMTC,SANM,SLAB,SONY,SMCIP,SMCI"
4,Energy,69,60,41,73,"NESR,NGL,PBF,DK,PARR,EFXT,WTTR,FTK,DINO,VLO,NBR,INSW,MPC,PBT,KGS,OII,FET,FTI,TRGP,EC,YPF,CVE,PSX,WKC,TEN,FRO,WBI,LBRT,BWLP,SUNC,LPG,HP,APA,AROC,STNG,OVV,PR,EQNR,TS,VIST,LB,SUN,PBA,SU,XPRO,EE,DHT,TRP,VAL,PAGP,TDW,PAA,NGS,NOV,TRMD,PDS,FANG,DTM,HAL,INVX,IMO,PBR,TNK,NE,KNTK,WDS,E,CNQ,NVGS,OKE,AM,CHRD,WHD,REPX,DKL,TPL,ENB,CVI,EOG,APC,DVN,MUR,OXY,FLNG,TTE,WES,WMB,ET,XOM,EPD,BKR,GLNG,TBN,LNG,HESM,CVX,COP,KMI,CQP,BP,MGY,RNGR,VNOM,TGS,NC,MPLX,MTDR,CAPL,WFRD,VTOL,BKV,FLOC,PNRG,USAC,DMLP,GLP,HMH,IMPPP,WHK,CRC,NCSM,AR,RRC,ARLP,NFG,CNR,EROK,CNX,BTU,EQT,NRP,EXE,NOG,CCJ,GPOR,VTS,LEU"
5,Healthcare,67,79,64,56,"ERAS,AGL,ANRO,QTTB,ABVX,ALMS,SYRE,KOD,DFTX,RLYB,DMRA,ORKA,LQDA,MBX,PRAX,RLAY,FBRX,TXG,DNTH,RVMD,BIOA,NBTX,NVCT,TNGX,MANE,PVLA,ETON,MCTA,TWST,BDSX,PACS,URGN,GH,BTSG,APGE,PSNL,CELC,TVTX,BTSGU,CRNX,GLUE,CDNA,ANAB,FTRE,QURE,EMPG,HNGE,STRO,ELVN,FBIOP,INBX,ARWR,EWTX,MNPR,AXGN,AVTX,FTH,VCYT,CORT,DVA,COGT,TRVI,IMVT,CUE,ROIV,CNC,IMUX,MPLT,ELMD,OSCR,KYMR,GHRS,HUM,NHC,PTGX,AMN,TRAX,CGEM,AVNS,ESTA,ACHC,KNSA,NRIX,ALKS,PLSE,LGND,RAPP,TYRA,KRYS,TCMD,RCUS,ILMN,TGTX,AMRX,MRNA,BWAY,TENX,BCAX,INDV,IART,ASTH,JBIO,ADPT,JAZZ,CGON,DYN,XENE,PGNY,AXSM,PNTG,NGNE,LBRX,MIRM,APLM,LNTH,CON,NKTR,HCSG,GKOS,CAPR,VTRS,ZBIO,XNCR,NUTX,TECX,OMDA,NTRA,COAG,BRKRP,LIVN,MD,BLTE,CVS,BRKR,RIGL,GRDN,PARK,BKD,PMN,RPRX,BLLN,CYTK,PDEX,PHVS,WST,AVBP,IMNM,NRC,DRUG,ARQT,GRAL,LLY,INCY,TEVA,DNLI,AMLX,VCEL,ANIK,UNH,BIIB,OMCL,BHVN,GPCR,NBIX,BLFS,MOH,EXEL,MRK,ELAN,CRL,BBIO,CLDX,AUPH,NPCE,HAE,TECH,JNJ,ICUI,IDYA,KMTS,HSTM,CAH,AKTS,ASND,HSIC,MDGL,CHE,IRMD,VTVT,PTCT,ABBV,UTHR,BBNX,ICLR,HALO,ALMR,STAA,ZYME,PRPO,PRVA,STOK,NVCR,NVST,RVTY,PCVX,BMY,HROW,CLPT,PTHS,ACAD,DGX,MEDP,ARGX,UFPT,AMGN,DXCM,TFX,MLTX,ALHC,MESO,WAT,AGIO,RARE,UTMD,NVS,IQV,PCRX,IRON,ADUS,WRBY,PEN,VERA,VRTX,TBPH,ELV,EW,ATRC,MAZE,HQY,VKTX,HRMY,RGEN,BMRN,BAX,LMAT,TAK,GILD,LH,IMCR,ODTX,GSK,INMD,CTEV,INVA,CBLL,KIDS,SUPN,BIO,NAMS,ALGN,FLGT,A,COLL,TMO,BDX,MCK,EHC,GMED,MMED,CNMD,THC,BLCO,REGN,MLYS,BEAM,ANIP,STVN,GMAB,ASMB,MTD,ENOV,ITGR,FMS,DHR,ATR,LFMDP,NVO,COO,ONC,VRDN,CSTL,CI,ENSG,PHG,TARS,PFE,RDNT,LKFT,ZBH,MMSI,KARD,AVLN,COR,TNDM,GLSI,IDXX,AZN,HIMS,STE,PBLS,VOR,QGEN,VEEV,MDT,MDLN,USPH,QDEL,JANX,AZTA,SYK,ABT,ALC,BNTX,LEGN,AMPH,HCA,GEHC,IONS,TEM,CRSP,UHS,RMD,PAHC,ZLAB,PBH,HTFL,IRTC,INSM,WGS,ALNY,WAY,OPCH,ISRG,KLRA,INSP,AORT,CAI,PODD,TMDX,PRCT,AAPG,DOCS,ZTS,BSX,QNCX"
6,Consumer non-durables,63,48,57,56,"SENEA,SENEB,SHOO,SJM,SFD,SAM"
7,Producer manufacturing,62,11,45,56,"SEDG,SKYT,SSD,SPXC,RYM"
8,Health services,59,86,87,59,"SNDA,SOLV,SGRY"
9,Financial Services,58,68,62,58,"MAAS,HUT,ENVA,ECPG,ATLC,CARE,KF,AAMI,WULF,CCXIU,MSBI,VBNK,EZPW,UFCS,BOTJ,CMTV,MRX,TWN,CLBK,STT,FSEA,FNRN,PGC,VCTR,BFH,PS,AMG,HFBL,GCBC,IX,WT,TD,BBAR,AMAL,CHMG,BAP,FSBC,PLGO,BMO,ALRS,IFS,TRST,CM,VOYA,PKBK,BNY,VIRT,UVSP,FFBC,PCB,RBB,BPOP,AROW,TFIN,BNS,GL,TRV,BWFG,HG,TFSL,PLBC,OPY,RBKB,WSFS,CBK,CZWI,PFIS,HSBC,CBNA,CNO,OBK,FCAP,MYFW,NTRS,FRST,IVZ,CBC,MUFG,TCBK,CIB,PFG,WRLD,BEN,KB,MBIN,CACC,ATLO,PBFS,FRAF,FISI,MS,RRBI,PDLB,UVE,BSRR,BMA,CFG,ACNB,GS,STK,FNLC,DGICB,IBKR,CCNE,TMP,UBS,AIZ,CIVB,CFBK,DCOM,THFF,MCY,FCFS,BY,FVCB,CNOB,BCS,OBT,CTBI,RBCAA,BBVA,FDSB,FULT,MCBS,CNS,FBP,FITB,NTB,CPF,WTBA,UMBF,AMTB,HWBK,JXN,CATY,ZION,BLX,PEBO,MBBC,FUNC,STBA,BWB,AVBH,USB,HBT,MFC,NEWT,GSBC,ITIC,THG,NBN,AGM,PNC,PEBK,KINS,CWBC,BVFL,MKTW,HAFC,FMBH,MTB,EBC,HQL,LSBK,COLB,CAC,HWC,ALL,WAFD,EWBC,CPBI,WSBF,ING,ACT,TSBK,FAF,WABC,HBNC,LARK,MCB,NODK,NBTB,BUSE,BSTZ,FCF,QCRH,LOB,BOH,FBNC,NWBI,BANC,ABCB,HFWA,BAC,RGA,HMN,BCAL,BCML,EBMT,FXNC,MET,HAPN,LCNB,CZFS,NIC,FDBC,CLST,WSBC,FBLA,FBIZ,EMF,RF,WHG,FGNXP,UBSI,OSBC,AVBC,PFS,ECBK,MRBK,BHB,FMAO,WASH,KEY,WTFC,FCBC,GABC,ISTR,CFR,FIBK,EFSC,ASB,AUB,OFG,C,WBS,ONB,HBCP,NP,FUSB,COFS,BOKF,CAF,EGBN,BFST,RVI,MBWM,HTB,CB,NBHC,HASI,RDN,INDB,EIG,ESQ,RNR,TROW,BSVN,COSO,BOW,AXS,ORRF,VABK,EQBK,NWG,NRIM,PFBC,ASIC,CEE,NXG,RNST,PRI,MNSB,LIFE,GLRE,BHF,LMND,TRIN,CCBG,AFRM,CBU,FNB,CVBF,FCCO,MVBF,PBHC,NECB,FG,BKU,BPRN,INBK,CBNK,PRU,EFSI,HYNE,TRMK,NMIH,MPB,MCHB,IOR,GOLD,FRME,FHB,PRK,CINF,GBCI,DBRG,BCH,AFL,LNC,SYBT,NFJ,GAIN,ADX,IGIC,NWFL,BMRC,GGAL,FGBIP,UNM,HQH,JPM,CNA,HTH,HNVR,EG,EMO,CCD,BHRB,RMBI,CFFI,TCBI,STC,CBAN,ESNT,RM,FNWD,UCB,NKSH,PEO,FHI,L,JMSB,TFC,AX,HOMB,PMTS,AFBI,TWFG,BANR,FHN,FBK,USCB,BST,BTO,CBFV,ALLY,MTG,MSCI,BFC,IBOC,OVLY,CUBI,OVBC,FRBA,CZNC,VALU,BBT,RIOT,BGR,CBSH,IBCP,BME,ASGI,CHCO,BSAC,AUBN,FSBW,HBAN,UNTY,UTF,NPB,ACGL,AMP,HCI,V,EVT,FFIN,ACV,AFG,OCFC,AXP,WTM,MXF,GGZ,CII,NCZ,NCV,AIO,RVT,CSWC,NBBK,CSQ,FCNCA,HIG,GDV,RJF,FOA,CASH,CRBG,UBCP,MCO,ETO,PRAA,ETG,BCV,AON,RMI,EQH,LGI,OZK,MEGI,PROV,RLTY,FFA,PB,ATLCP,QQQX,TY,WFC,TCBS,FRBT,TBLD,BUI,JEF,NIE,BCAT,HRTG,GAM,TOWN,MIAX,HTD,GUG,HIFS,MBINL,DB,BMEZ,TCBX,NEWTP,PNFP,ECCC,EOT,CNOBP,PLMR,FDUS,WRB,JCE,BWBBP,PFX,WF,OXLCO,OMF,ORI,MSBIP,GLU,AIG,THQ,CET,ETB,STEW,NNI,FNF,TBBK,AGO,LKFN,UNB,DGICA,MNSBP,MBINM,CBOE,EVR,OCCIN,MMD,MGYR,EFSCP,WAL,EICA,OXLCN,WAFDP,MBNKO,WSBCO,CCID,BPYPM,OCCIM,NDAQ,BUSEP,MA,EIIA,ONBPO,HIPO,MBINN,VLYPO,BTT,ETX,ONBPP,UTG,UMBFO,VLYPP,WTFCN,SYF,LDP,JCAP,PDPA,HPF,BLK,ECAT,FFC,DFP,CCNEP,HPI,RLI,BANF,FRMEP,VRTS,MKL,BMN,BWIN,HBANL,TRU,VLYPN,PSF,FRHC,AJG,PUK,IBN,IGI,TCBIO,COF,TIPT,LCLN,BANX,MC,OZKAP,FLC,PDX,RNP,BBN,TYG,LPLA,HOOD,ONIT,PYPL,EOI,PJT,NBB,FPF,PTA,AB,FCNCP,FULTP,NPFD,AII,BN,BNT,MAIN,PGR,ACGLN,ARCC,EOS,NTRSO,MRSH,GLAD,ACGLO,TREE,JLS,GBLI,HBANZ,HTGC,FCNCO,WTW,IIF,ISBA,VEL,APAM,HBANP,MSDL,HBANM,CRVL,GBFH,ASA,GSHD,FDS,ETOR,BAM,APO,FSUN,PSUS,PDI,XP,BXSL,ZIONP,IREN,AMSF,ARES,PIPR,GSIW,MCI,DXYZ,CME,BX,ROOT,LAZ,BRO,MPV,HERZ,KKR,HDB,TW,XZO,TPG,KNSL,ICE,CCB,TSLX,BETR,KLAR,WD,CG,MORN,ERIE,PFSI,HLI,XFLT,GLXY,PWP,TRUP,AFJKU,VCX,BOT,FIGR,AIFU,STEP,HLNE,KMPR,UPST,MKTX,COIN,FUTU,CRCL,BMNR"
10,Health technology,58,76,51,47,"SLGL,SEPN,SI,SION,SNDX,SRZN,SRRK,SHC,SIBN,RYTM,SMTI,SPTX,SNN,SNY,SRPT,SGP,SPRB"
