Rank,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
11,Technology,56,47,58,55,"MGRT,AXTI,BAND,CHRN,MXL,MU,WDC,LITE,STX,AEHR,VPG,VICR,DELL,ICHR,ALOT,PENG,TSEM,UMC,DOCN,IMOS,ASX,UCTT,INTC,RTB,AAOI,AMD,VIAV,AMBQ,VSAT,HQ,ALAB,DAVE,AIP,ACMR,PTRN,MRVL,CIEN,DDOG,PANW,MKSI,FROG,HPE,VSH,BRUN,AMAT,FTNT,FSLY,LASR,COHU,KLIC,STM,LRCX,ARM,FLEX,OKTA,CRWD,TER,ASYS,TTMI,ATEN,FORM,EXTR,MITK,COHR,TENB,ONTO,FEIM,VECO,AMKR,GLW,TWLO,KLAC,BELFB,BHE,PDFS,CEVA,OOMA,ASML,BELFA,LSCC,ALNT,NAVN,CCSI,NTAP,RAL,SYNA,ARW,DGII,YOU,WATT,RELL,CSCO,NTCT,KN,CRDO,QLYS,RDVT,ACLS,KEYS,AVT,PLXS,CGNX,MTSI,RELY,ROG,VRNS,NET,POWI,AKAM,FLYW,TXN,ALGM,ON,MPTI,FFIV,FIVN,ESE,AAPL,GFS,LFUS,OUST,RAMP,CIFR,DIOD,RNG,WYFI,ADI,ST,ENTG,ADEA,Q,PLTS,TSM,ACIW,CTS,MPWR,NSIT,CNXN,NATL,ITRN,KARO,INGM,ANET,DBD,TDC,LYTS,RBRK,NOVT,JBL,WOLF,NXPI,ZETA,CVLT,DJCO,NOVTU,OSPN,AGYS,ENPH,CORZ,DBX,RDWR,NYAX,NXT,BKTI,APH,INOD,MDB,QCOM,NVEC,XYZ,IPGP,NVMI,IOT,APLD,MLAB,PLUS,CPAY,GCT,FTV,CLS,UMAC,GEN,HPQ,AOSL,ZM,BOX,MCHP,CAMT,IBEX,GRND,KSPI,NVDA,TDY,NTNX,PRGS,ALRM,UPBD,GTLB,DT,SWMR,AVGO,FSLR,FN,RMBS,BRZE,MCHPP,ADP,CRUS,CDNS,PAYX,PI,GRMN,ACFN,LOGI,CLBT,VRSN,APPN,PAY,BILL,MANH,QRVO,ZBRA,WEX,IBTA,P,DAKT,EEFT,DCBO,CSQR,PLAB,PCTY,TSAT,ESTC,EVTC,CLMB,MSI,MBGL,AMBA,LYFT,MQ,PAYC,FICO,APPF,INTA,TTAN,CDW,TEL,SWKS,QNT,CLFD,DFIN,AEVA,AVNW,ALIT,DOCU,JKHY,CHYM,U,STRF,LIF,TEAM,SSNC,QTWO,TOST,GDDY,CACI,PGY,GWRE,STRC,UBER,WDAY,ALKT,BMI,DSGX,MSFT,ROP,DUOL,PLTR,PSN,NICE,WK,BDC,OTEX,NTGR,IIIV,ADSK,IDCC,PAYP,CHKP,ADBE,UI,VNT,NOW,OSIS,BSP,NCNO,CRM,FOUR,GIB,ZS,ITRI,FORTY,IBM,GDS,BSY,KVYO,EXLS,PTC,BR,G,TYL,OCTV,STRD,CALX,FIG,MNDY,PCOR,BL,ASTS,HUBS,ARQQ,STRK,TRMB,VIA,FIS,JKS,PAR,IONQ,QBTS,DOX,OLED,IT,PEGA,CTSH,BLKB,CNXC,LDOS,CRWV,ACN,ORCL,EPAM,INTU,WIX,CBRS,GLOB,BLSH,MSTR,EFOR"
12,Transportation,56,50,62,53,"SNDR,SAIA,SBLK,RYAAY,SKYW,SARO"
13,Real Estate,56,66,60,58,"CBL,PEB,HPP,OUT,XHR,FVR,PSTL,MAC,APLE,NHP,PINE,HST,WELL,RHP,AAT,DOC,VTR,CURB,AHR,RMR,HIW,LAMR,NSA,IVT,CDP,KRG,MDV,JAN,CUZ,BNL,NHPAP,NHPBP,CTO,FRT,IIPR,LXP,TRNO,EGP,FR,PECO,GTY,VNO,HR,CTRE,NREF,COLD,IRM,FOR,KIM,ALX,PLD,UE,BRX,OHI,LINE,NTST,EQIX,KRC,NNN,CHCT,ESS,LTC,VTMX,OLP,DEA,REG,BFS,MMI,WPC,STAG,EQR,AKR,EPR,BXP,CHCI,ARL,UDR,UHT,XRN,INVH,ADC,ADAMN,CPT,O,JLL,PSA,CCS,ADAML,NLY,AMH,AVB,EPRT,LANDP,FCPT,CUBE,TCI,ELS,AXR,JOE,LANDO,WHLRD,BPYPP,EXR,MLP,NHI,IRS,IRT,GOODN,NMRK,UMH,AGNCL,AGNCP,BEKE,ADAMM,AGNCN,AGNCM,AGNCO,FRPH,ADAMZ,MAA,BPYPO,REGCP,AGNCZ,BXDC,REXR,HHH,ARR,WY,DLR,GLPI,REGCO,MAYS,SUI,MRP,CBRE,FSV,ACR,STWD,AMT,VICI,CSR,NXRT,NEN,BXMT,STRS,ARE,CCI,OZ,CIGI,CSGP,OPI"
14,Consumer services,56,69,53,58,"SPHR,SCHL,SIRI,SEG,SBUX,SCI,SHAK,SDOT"
15,Consumer durables,55,67,64,39,"SN,SPB,SNA,SKY,SONO,SMP,HOVNP,SDHC,SGI"
16,Industrials,55,47,52,53,"BE,BUUU,FCEL,PHOE,VSTS,CDNL,NCEW,XMTR,CVLG,STRL,POWL,MEC,KFRC,KELYB,ARCB,CYRX,FIX,CRS,PKOH,MATX,TH,ATI,MYRG,FA,PBI,TWIN,AGX,NVRI,LGN,CECO,HTLD,JBHT,CMPR,EDRY,GRC,TKR,GEO,ECO,GHM,CXW,MAN,DCO,HLIO,ATRO,FSTR,VRT,PRG,WERN,NVT,BLBD,CAT,IESC,RHLD,PRLB,GEV,TFII,ESOA,CHRW,KELYA,PESI,KNX,HXL,ENS,PLPC,ACA,UNF,EFTY,ECG,LSTR,AIR,ALGT,MSM,PL,R,RHI,MRTN,CMDB,VMI,MTZ,EXPD,NPO,ARMK,DXPE,NMM,SXI,ODFL,CMI,CSX,XPO,PKE,PWR,FDX,GWW,FPS,HUBG,MG,DAL,NSP,UHAL,WCC,GNK,WWD,HURC,UNP,SWK,MRCY,HWM,LXFR,AEIS,RRX,DAC,CNI,AAON,ASC,WSC,VVX,ZIM,AZZ,TRN,AIT,LUV,AIRT,KEX,CASS,DY,URI,WTS,RBC,DSGR,HRI,ROK,IEX,GNRC,GSL,BRC,CP,CLH,EML,MAS,TRNS,DLX,UPS,NSC,JCI,GE,UAL,TNET,WLFC,TEX,ESLT,MIDD,CPA,ESEA,CW,AME,WAB,CR,NDSN,KFY,OC,PCAR,DE,TPC,GFF,KMT,TTC,ASTE,GHC,PH,CARR,APOG,OTTR,VSEC,BBSI,GENC,AER,EBF,ZTO,ESP,FBIN,HEI,GD,GVA,ABM,CAAP,BCO,DOV,GIC,FELE,MLI,RCMT,AYI,FTAI,ULS,GTES,TNC,EME,RTX,PAM,TT,ETN,ZWS,ATKR,CTAS,ARXS,WM,DCI,CMC,LTM,WMS,MAIR,TITN,ITW,MATW,ISSC,HONA,FLS,CIX,RBA,LII,CCEC,TAYD,RTO,ITT,LECO,HUBB,OSK,CWST,FSS,SUNB,AGCO,NX,TXT,FAST,REZI,CDLR,MGRC,EMBJ,WCN,GBX,MMM,TRC,FTAIM,TISI,FLR,RSG,APG,GPN,POWWP,FDXF,LIME,MSA,CSW,LOAR,VSECU,WOR,CXT,EMR,GATX,AIRTP,TATT,FER,CBZ,NPK,ALK,DRS,KAI,IR,DPC,HON,JBTM,GXO,CSL,ICFI,VLTO,TREX,CRAI,J,AXON,LNN,MWA,OMAB,FERG,ENR,RKLB,BA,IIIN,FCN,KRNT,GFL,KE,OFLX,RGR,TTEK,LMT,MDA,EPAC,VRSK,ATS,XYL,BBUC,PAC,ROAD,WSO,ONT,NSSC,HY,BXC,RJET,TDG,EXPO,ALLE,PPIH,LPX,AADX,LHX,ROCK,AMRC,ALG,AOS,BWXT,GGG,ASR,AWI,AERO,CAE,KBR,CDRE,NOC,OTIS,CNM,EFX,WLDN,INIO,AMSC,RELX,ESAB,HURN,HII,POOL,TRI,CAR,AMTM,MMS,LMB,BWMN,VOYG,BETA,DLB,MIR,CPRT,BAH,BKSY,BLDR,STN,EVI,ACM,PRIM,SYM,EQPT,PNR,KTOS,KRMN,HAWK,AVAV,YSS,NNE,FLY,MFP,PSIX"
17,Distribution services,51,50,50,52,"SNX,SCSC,SPH,SITE"
18,Consumer Cyclical,50,57,55,44,"VSXY,VEEE,GTX,ELA,MOV,LIND,BJRI,FLXS,MYE,RSI,ANDG,CALY,INTG,CTRN,MOD,LTH,BZH,PRSU,CBRL,CROX,CAKE,LOCO,VAC,KRT,VIK,OPLN,CASY,BWA,M,MUSA,LQDT,ETSY,CVEO,BSET,YETI,COOK,ROST,ESCA,PHIN,MGA,MCRI,GOLF,RCKY,LGIH,GIII,RUSHA,BWMX,VGNT,PII,PENN,MGM,BDL,AIN,TILE,BBY,DIN,HZO,KMX,KSS,LEA,MLKN,HBB,EAT,PLOW,FTDR,KTB,RUSHB,LEGH,BROS,PAG,WEYS,GCO,EBAY,CYD,WSM,H,IHG,JAKK,MHO,OSW,DORM,TMHC,VVV,JILL,MCFT,MAR,TRS,W,HOV,RIVN,BURL,RH,GEF,REYN,CCK,EXPE,RGS,MLR,TXRH,HOG,HVT,CZR,THRM,STRT,LZB,FIVE,COLM,BH,BC,GM,RL,TOL,LEVI,RRR,LOVE,CRI,BOBS,TPR,PKG,LAD,JOUT,ALSN,CVCO,BALL,GLBE,DAN,ABNB,PRKS,HGV,CART,GRBK,TNL,MTH,BIRK,HLT,ANF,TJX,AMZN,URBN,ALH,GNTX,AEO,PHM,MTN,VC,HRB,QSR,SW,AMCR,DOO,BYD,DRVN,VFC,DECK,XPEL,ALV,ATMU,GPC,AS,DHI,HMC,DKS,RVLV,MHK,HNI,KBH,DRI,AN,LCII,MNRO,PVH,CARG,RCL,AAP,RACE,MBUU,CPHC,TSLA,HAS,CHH,FOXF,WINA,DDS,ABG,YUM,OXM,KEQU,HTHT,NATH,HD,WWW,JD,GIL,RICK,CPS,BBWI,YUMC,AVY,GME,CCL,ETD,WGO,ZUMZ,WH,BOOT,ORLY,CVNA,ONON,NVR,BKNG,ADNT,IP,IBP,NCLH,MELI,FND,TM,MCD,DASH,DFH,ULTA,ATAT,ASO,WYNN,CHDN,CAVA,GAP,FUN,LOW,CMG,PATK,GPI,LVS,APTV,AZO,THO,MMYT,DKNG,CSV,PZZA,BKE,BFAM,BABA,LEN,CPRI,DPZ,ROL,EYE,LKQ,PDD,NKE,BGSI,KRUS,BBW,TCOM,CPNG,CHWY,FLUT,LULU,HSAI,TSCO,WING,PLNT,WHR"
19,Process industries,50,51,39,42,"SON,SQM,SCL,SMG,SEB,SLGN,SOLS,SHW,SLVM"
20,Communication Services,48,55,46,46,"QMMM,ATEX,BBGI,STRZ,TIGO,NBIS,IRDM,GSAT,MSGS,GRPN,LILAP,MSGE,ROKU,ZD,MCS,ADV,WLY,WLYB,EVER,WBD,MANU,ECHO,GOOGL,GOOG,IDT,QNST,AMX,BATRA,VOD,PSO,BATRK,OPRA,MTCH,IMAX,MGNI,LYV,NYT,JOYY,LLYVK,LLYVA,ATNI,PPLI,EA,CRTO,CNK,FWONA,FWONK,NWSA,NWS,OMC,RDDT,VZ,TTWO,NTES,GRVY,RCI,TKO,TIMB,CHT,VEON,ATHM,META,PHI,NXST,TMUS,WMG,FOXA,FOX,BIDU,BCE,LBRDP,PINS,WPP,DIS,APP,VSNT,YELP,KT,T,TDS,CMCSA,LFTO,BILI,AD,NFLX,RBLX,GLIBA,GLIBK,ZG,Z,GIBO,TTD,LBRDA,LBRDK,CHTR,CABO"
21,Finance,48,65,53,50,"SMFG,RY,SNEX,SMBC,SHBI,SBFG,SFST,SLF,SMBK,SRCE,SHG,SPG,SKT,SKWD,SRBK,SPNT,SEIC,SIGI,SFNC,SPFI,SAFE,SBSI,SFBS,SBCF,SCHW,SLG,SSB,SBRA,SFBC,KMPB,OXLCL,SMA,GOODO,NEWTG,GJT,OXLCZ,OXLCM,FCNCN,GJR,GJS,BANFP,PMTU,ADAMH,ATLCZ,MITN,SAFT,DDT,SLMBP,OXLCG,CIMN,MFAO,RWTN,SII,GJP,GJO,TWOD,BEPH,PYT,KTH,BEPI,SLM,AOMN,BPOPM,SF,KTN,BMNP,RYN,SIGIP,RYAN,SBAC,SOFI"
22,Non-energy minerals,47,23,26,19,"RYZ,SCCO,SKE,SIM,SA,SMID"
23,Technology services,47,64,75,41,"SEZL,SHAZ,RXO,SNOW,S,SLP,SLDE,SAIC,SAIL,GOOGN,SDGR,GOOGM,SPSC,SPOT,SNPS,SAP,SMX"
24,Basic Materials,46,26,34,38,"INHD,NWPX,CLMT,MTRN,FRD,HYMC,RMIX,GPRE,ODC,KOP,MT,PRM,NUE,STLD,ELVR,KALU,CSTM,REX,AYA,RS,CMP,ESI,NGVT,BHP,MEOH,CBT,ASH,CF,CMT,WDFC,CTVA,CGAU,TX,SSRM,DD,JHX,MTX,HBM,TECK,RIO,KWR,IFF,BVN,UAN,ACNT,SXT,CENX,MTUS,AXTA,NEU,LIN,TTAM,IOSP,WS,FCX,HCC,PPG,AVNT,AG,APD,CC,KNF,WFG,AUGO,ERO,NTR,WLKP,BCPC,B,ECL,VMC,IPI,DOW,LYB,AU,NEM,EMN,ASIX,BCC,EXP,RPM,ALB,AAUC,PAAS,AA,EGO,FNV,AMRZ,HWKN,MLM,FUL,CRH,OGC,UFPI,OLN,PKX,KGC,MUX,TGLS,WPM,TFPM,RGLD,CLW,USLM,CE,AMR,WLK,GFI,USAR,IDR,DRD,MOS,AEM,MSB,OR,AGI,MP,PPTA,CTGO,CMCL,IPX"
25,Consumer Defensive,46,56,51,49,"AGCC,COCO,CHEF,LINC,ANDE,DAR,HELE,MAMA,JDZG,MNST,PSMT,EPC,ADM,PRE,TBBB,UNFI,TGT,LWAY,MICC,WILC,IPAR,UTI,CENT,COKE,FMX,BG,CENTA,LAUR,APEI,VLGEA,DLTR,PFGC,MO,IMKTA,PM,BUD,USFD,PRMB,BTI,KO,CCEP,ACU,CL,KDP,WMK,JBSS,KOF,ALCO,HRL,SYY,KVUE,CALM,NGVC,KHC,CHD,NATR,DG,PG,MDLZ,USNA,KMB,WMT,TR,UL,UVV,CHSCL,CHSCN,CHSCM,FC,TSN,YSWY,CHSCO,BJ,LW,COST,OFRM,CVSA,PXED,PRDO,CHSCP,TPB,DEO,STRA,EL,HSY,PEP,GIS,FRPT,EDU,CPB,TAP,KR,CLX,FIZZ,LRN,INGR,POST,ACI,ELF,MKC,STZ,JJSF,DIT,DMC,LOPE,PPC,MGPI,MZTI,CELH,ODD,OLLI,COE"
26,Utilities,44,55,34,50,"ENLT,EIX,HTO,AWR,NJR,CDZIP,D,CWT,ETR,NWE,BIP,FTS,EMA,EVRG,PNW,RGCO,POR,BKH,SWX,IDA,PCG,LNT,AEP,ES,MSEX,CTRI,CNP,ED,NWN,TLN,KEN,BEP,UTL,MDU,NGG,AEE,AVA,OGE,DTE,NEE,CPK,NI,FE,ARTNA,SRE,UGI,WTRG,ATO,XEL,SO,EXC,YORW,WEC,DUK,MGEE,AWK,EDN,CMS,TXNM,ORA,OGS,ELC,PEG,PPL,CWEN,SR,PPLC,BIPC,HNRG,MWH,VST,CWCO,ELLO,BEPC,NRG,CEG,FRVO,OKLO"
