Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,Earning_Date,SMA50,SMA200,SMA10W,SMA30W
33,PL,39.04,12091476.0,Industrials,Aerospace & Defense,99.0,85.0,97.0,99.0,12852530.0,8353530.0,41.71,3.47,13913589760.0,No,,32.31,19.22,33.52,23.62
37,INBX,134.35,371175.0,Healthcare,Biotechnology,99.0,98.0,96.0,94.0,321353.0,514330.0,155.29,10.84,1962488960.0,No,,85.94,64.24,87.65,79.98
45,MRVU,94.02,168234.0,ETF,ETF,99.0,99.0,,,76527.0,161330.0,100.64,20.8,,No,,50.99,,54.79,
49,CIEN,548.11,1495383.0,Technology,Communication Equipment,99.0,83.0,98.0,99.0,2873438.0,2105520.0,583.78,70.77,77501890560.0,No,,436.68,248.7,447.25,304.6
50,CELC,131.06,683215.0,Healthcare,Biotechnology,99.0,65.0,89.0,96.0,817745.0,1438570.0,151.02,9.51,6335004672.0,No,,117.86,87.93,117.12,103.79
52,PRAX,330.02,333608.0,Healthcare,Biotechnology,99.0,54.0,59.0,97.0,411830.0,424910.0,356.0,35.21,9198417920.0,No,,317.67,209.64,316.11,277.67
53,VRTL,177.97,65240.0,ETF,ETF,99.0,95.0,99.0,98.0,92832.0,86190.0,199.48,21.0,,No,,132.03,76.28,133.15,89.0
54,MVLL,71.96,508635.0,ETF,ETF,99.0,98.0,99.0,98.0,666787.0,1017240.0,77.46,12.96,,No,,39.15,25.89,42.03,28.63
59,LRCU,56.54,95971.0,ETF,ETF,99.0,92.0,95.0,98.0,109095.0,117600.0,57.89,7.68,,No,,39.79,,40.13,31.7
73,ORKA,64.59,934277.0,Healthcare,Biotechnology,99.0,46.0,98.0,98.0,1256072.0,3595150.0,91.0,8.91,3866157824.0,No,,53.01,31.97,53.44,38.21
85,ELVR,97.99,85471.0,Basic Materials,Other Industrial Metals & Mining,99.0,97.0,98.0,99.0,82291.0,97890.0,99.98,15.54,1775720064.0,No,,65.89,,68.14,52.18
