20260224T,0,1000,0,210.8,0
20260225T,0,1000,0,210.8,0
20260226T,0,1000,0,210.8,0
20260227T,0,1000,0,210.8,0
20260302T,0,1000,0,210.8,0
20260224T,0,1000,0,126.68,0
20260225T,0,1000,0,126.68,0
20260226T,0,1000,0,126.68,0
20260227T,0,1000,0,126.68,0
20260302T,0,1000,0,126.68,0
20260224T,0,1000,0,104.51,0
20260225T,0,1000,0,104.51,0
20260226T,0,1000,0,104.51,0
20260227T,0,1000,0,104.51,0
20260302T,0,1000,0,104.51,0
20260224T,0,1000,0,96.84,0
20260225T,0,1000,0,96.84,0
20260226T,0,1000,0,96.84,0
20260227T,0,1000,0,96.84,0
20260302T,0,1000,0,96.84,0
20260224T,0,1000,0,92.31,0
20260225T,0,1000,0,92.31,0
20260226T,0,1000,0,92.31,0
20260227T,0,1000,0,92.31,0
20260302T,0,1000,0,92.31,0
20260224T,0,1000,0,72.55,0
20260225T,0,1000,0,72.55,0
20260226T,0,1000,0,72.55,0
20260227T,0,1000,0,72.55,0
20260302T,0,1000,0,72.55,0
20260224T,0,1000,0,39.38,0
20260225T,0,1000,0,39.38,0
20260226T,0,1000,0,39.38,0
20260227T,0,1000,0,39.38,0
20260302T,0,1000,0,39.38,0
