Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,Earning_Date,SMA50,SMA200,SMA10W,SMA30W
7,BWET,172.24,73310.0,ETF,ETF,99.0,94.0,99.0,99.0,113541.0,58070.0,179.9,9.6,,No,,108.43,42.39,126.0,60.67
9,INTW,220.97,693673.0,ETF,ETF,99.0,99.0,99.0,99.0,727570.0,868370.0,243.26,13.74,,No,,89.62,54.3,112.7,73.11
17,AAOI,172.98,10059735.0,Technology,Communication Equipment,99.0,98.0,99.0,99.0,10974460.0,10061920.0,191.87,12.56,13846644736.0,No,,116.49,52.07,131.07,68.38
33,LINT,139.46,197311.0,ETF,ETF,99.0,99.0,99.0,,129345.0,216500.0,153.47,23.87,,No,,56.63,,71.23,
43,SLGL,77.7,10447.0,Healthcare,Biotechnology,99.0,12.0,90.0,98.0,40560.0,26150.0,97.97,4.4,252157552.0,No,,79.08,48.19,77.41,59.88
44,CIEN,538.51,1053327.0,Technology,Communication Equipment,99.0,91.0,99.0,99.0,3403363.0,2049800.0,550.0,70.67,76144467968.0,No,,420.16,239.36,446.29,304.28
58,LNOK,74.25,196862.0,ETF,ETF,99.0,99.0,99.0,,33516.0,87590.0,82.55,17.74,,No,,38.61,,43.85,
67,VIAV,52.49,6743740.0,Technology,Communication Equipment,99.0,96.0,99.0,99.0,6207701.0,7653690.0,60.43,8.75,12277824512.0,No,,37.15,21.13,40.23,26.52
82,INTC,95.78,118485863.0,Technology,Semiconductors,99.0,99.0,99.0,98.0,104831373.0,161793550.0,100.45,18.97,481390264320.0,No,,56.64,40.52,63.54,48.74
139,RVMD,147.9,2397922.0,Healthcare,Biotechnology,98.0,97.0,97.0,98.0,2884055.0,3489660.0,155.7,34.0,31442438144.0,No,,112.53,76.88,114.84,94.72
153,TER,337.44,3095537.0,Technology,Semiconductor Equipment & Materials,98.0,74.0,94.0,97.0,3450030.0,4527330.0,422.11,73.11,52823588864.0,No,,330.05,210.64,330.48,254.44
159,PARR,67.36,1031040.0,Energy,Oil & Gas Refining & Marketing,98.0,52.0,98.0,95.0,1420936.0,1306110.0,68.0,14.18,3332350720.0,No,2026-05-05,57.41,42.12,61.16,47.11
171,GSAT,81.46,934048.0,Communication Services,Telecom Services,98.0,57.0,94.0,95.0,1272741.0,1363450.0,82.85,17.24,10475576320.0,No,,68.78,52.87,71.39,63.52
177,GEVX,76.75,92761.0,ETF,ETF,98.0,96.0,98.0,99.0,85270.0,110360.0,92.55,21.63,,No,,59.24,38.7,61.56,42.75
178,RHLD,137.02,103722.0,Industrials,Specialty Business Services,98.0,4.0,3.0,97.0,206345.0,143040.0,236.19,25.55,1131434752.0,No,,154.63,134.93,146.18,165.12
187,FET,59.53,226083.0,Energy,Oil & Gas Equipment & Services,98.0,35.0,93.0,97.0,229160.0,169950.0,65.43,13.55,672944128.0,No,,59.06,38.5,58.5,45.15
213,CLS,420.73,1640349.0,Technology,Electronic Components,97.0,96.0,96.0,84.0,2183493.0,2728220.0,426.55,90.0,48372633600.0,No,,318.97,282.46,335.43,313.92
217,BELFA,257.41,36454.0,Technology,Electronic Components,97.0,96.0,93.0,97.0,66381.0,53700.0,263.77,62.0,3284290048.0,No,,208.71,157.03,214.59,179.3
227,GLW,159.96,8490095.0,Technology,Electronic Components,97.0,72.0,96.0,96.0,12293066.0,10414940.0,179.08,44.33,137667624960.0,No,,149.32,100.79,149.15,114.92
254,COHU,46.69,1694161.0,Technology,Semiconductor Equipment & Materials,97.0,97.0,97.0,97.0,1010013.0,1959940.0,49.34,15.34,2202616832.0,No,,34.7,26.2,36.44,29.36
267,AXGN,42.63,914419.0,Healthcare,Medical Devices,97.0,92.0,90.0,97.0,1054681.0,1280190.0,45.83,9.22,2266970624.0,No,,33.98,25.98,35.3,31.32
271,GEVG,32.72,70186.0,ETF,ETF,97.0,96.0,98.0,,43063.0,97680.0,39.74,12.07,,No,,25.46,,26.42,
288,TSAT,48.62,115058.0,Technology,Communication Equipment,97.0,91.0,98.0,95.0,175315.0,211930.0,55.69,14.77,2498024704.0,No,2026-05-05,40.41,30.52,41.93,33.43
297,BTSG,53.54,4412029.0,Healthcare,Health Information Services,97.0,92.0,94.0,95.0,2817438.0,3650580.0,54.68,19.01,10382391296.0,No,,43.94,34.57,45.33,39.61
310,ATEX,48.38,237867.0,Communication Services,Telecom Services,96.0,90.0,98.0,98.0,374236.0,325050.0,50.45,17.58,906297152.0,No,,40.09,26.91,41.58,29.94
335,BHE,82.97,954622.0,Technology,Electronic Components,96.0,97.0,97.0,97.0,394043.0,619150.0,85.0,33.69,2976717824.0,No,,60.82,48.18,63.74,53.27
349,BTSGU,177.44,173842.0,Healthcare,Health Information Services,96.0,92.0,93.0,95.0,35551.0,108160.0,181.15,68.14,,No,,146.51,116.8,150.64,132.33
353,IESC,626.42,212041.0,Industrials,Engineering & Construction,96.0,94.0,97.0,95.0,215581.0,242580.0,675.0,233.71,12480721920.0,No,,508.15,424.03,521.89,459.25
379,EZPW,32.61,411450.0,Financial Services,Credit Services,96.0,90.0,96.0,97.0,868570.0,648000.0,33.14,12.85,2011946496.0,No,,27.81,20.98,28.51,23.34
403,AAOX,63.0,2445067.0,ETF,ETF,95.0,99.0,,,2006165.0,2560510.0,76.97,15.45,,No,,,,,
406,NVT,162.69,3893603.0,Industrials,Electrical Equipment & Parts,95.0,96.0,95.0,94.0,2429203.0,2653100.0,167.37,59.57,26310299648.0,No,,124.74,106.7,129.62,115.37
411,ELVN,41.61,525182.0,Healthcare,Biotechnology,95.0,68.0,96.0,96.0,1111298.0,631090.0,48.53,14.79,2533841408.0,No,,36.6,24.98,38.49,27.92
438,INDV,38.98,4403545.0,Healthcare,Drug Manufacturers - Specialty & Generic,95.0,94.0,84.0,89.0,2566378.0,2554720.0,40.02,10.63,4607614464.0,No,,32.08,29.41,32.52,32.74
451,DAR,64.38,2044754.0,Consumer Defensive,Packaged Foods,95.0,19.0,94.0,97.0,3114781.0,2777120.0,64.9,29.15,10218986496.0,No,,58.23,41.37,59.43,46.06
453,IDR,42.71,129080.0,Basic Materials,Gold,95.0,91.0,84.0,83.0,279030.0,172530.0,54.7,12.2,675174976.0,No,,37.35,35.29,37.2,38.89
456,FLEX,91.84,2470403.0,Technology,Electronic Components,95.0,95.0,95.0,92.0,3599715.0,3875870.0,93.53,34.94,33767172096.0,No,,72.03,62.54,75.19,67.01
457,WULX,42.74,134379.0,ETF,ETF,95.0,99.0,99.0,88.0,333935.0,169490.0,43.79,15.04,,No,,28.14,,28.83,
468,PLXS,262.55,196753.0,Technology,Electronic Components,95.0,93.0,92.0,97.0,351765.0,411240.0,272.08,115.35,7032786432.0,No,,214.21,166.8,221.56,183.18
488,ATRO,72.1,506491.0,Industrials,Aerospace & Defense,95.0,49.0,19.0,93.0,564541.0,409850.0,83.96,23.25,2586539520.0,No,,72.36,56.28,70.43,64.3
496,ATI,153.89,1069642.0,Industrials,Metal Fabrication,95.0,57.0,92.0,94.0,2053426.0,1926610.0,168.14,66.21,21001435136.0,No,,153.6,112.17,151.12,127.44
514,WFRD,109.12,935286.0,Energy,Oil & Gas Equipment & Services,94.0,86.0,89.0,93.0,1375723.0,1558880.0,112.31,42.58,7848492032.0,No,,98.26,79.45,98.69,88.5
522,MTRN,189.4,165984.0,Basic Materials,Other Industrial Metals & Mining,94.0,93.0,94.0,95.0,235426.0,282730.0,194.28,70.94,3939800832.0,No,,157.98,131.97,161.15,142.64
527,XTL,225.55,59464.0,ETF,ETF,94.0,84.0,94.0,93.0,85421.0,124320.0,230.0,96.86,,No,,199.09,159.39,203.96,172.79
530,VLO,251.63,2758951.0,Energy,Oil & Gas Refining & Marketing,94.0,48.0,95.0,93.0,3610351.0,2636120.0,258.43,115.65,74717192192.0,No,,233.35,183.61,239.03,199.21
541,FRO,37.06,1400369.0,Energy,Oil & Gas Midstream,94.0,37.0,93.0,94.0,3944850.0,2326120.0,39.89,16.25,8250404864.0,No,,35.02,26.3,34.83,28.93
561,JBL,340.8,769047.0,Technology,Electronic Components,94.0,93.0,95.0,94.0,1161255.0,1101370.0,349.62,146.88,35955294208.0,No,,284.83,237.58,292.11,251.3
574,SDRL,49.36,357376.0,Energy,Oil & Gas Drilling,94.0,72.0,93.0,94.0,874498.0,550780.0,50.23,22.3,3082504704.0,No,,45.66,35.89,46.0,38.45
624,SNX,227.84,438330.0,Technology,Electronics & Computer Distribution,93.0,92.0,95.0,93.0,755838.0,706060.0,231.62,112.27,18369916928.0,No,,182.32,160.2,190.41,166.88
644,E,56.19,484433.0,Energy,Oil & Gas Integrated,93.0,14.0,95.0,94.0,572820.0,477360.0,58.0,28.5,82631720960.0,No,,52.53,40.83,54.11,44.08
646,AAMI,67.55,369544.0,Financial Services,Asset Management,93.0,92.0,90.0,90.0,309086.0,366460.0,69.87,28.14,2406738176.0,No,,57.85,50.12,58.94,52.42
652,CRS,427.63,482824.0,Industrials,Metal Fabrication,93.0,75.0,95.0,89.0,733633.0,782460.0,459.18,204.47,21247057920.0,No,,405.86,321.38,404.47,355.95
659,OII,37.35,737950.0,Energy,Oil & Gas Equipment & Services,93.0,58.0,91.0,95.0,1336110.0,1315720.0,40.12,18.27,3725484800.0,No,,36.2,27.9,35.98,29.98
691,DOW,40.58,6612508.0,Basic Materials,Chemicals,93.0,13.0,95.0,96.0,14376500.0,12992190.0,42.74,20.4,29247688704.0,No,,37.08,27.79,38.29,29.92
704,NMM,71.18,69582.0,Industrials,Marine Shipping,92.0,44.0,89.0,93.0,175470.0,114520.0,74.21,35.03,2031905152.0,No,,68.34,54.77,67.68,59.2
730,STLD,229.82,745871.0,Basic Materials,Steel,92.0,93.0,91.0,92.0,1213416.0,1288510.0,230.94,119.89,33142982656.0,No,,192.32,164.06,194.41,179.24
735,FTAI,240.01,1439869.0,Industrials,Aerospace & Defense,92.0,15.0,13.0,87.0,1631046.0,1950030.0,323.51,97.5,24620939264.0,No,,253.62,202.22,241.77,224.37
758,TRGP,258.98,976875.0,Energy,Oil & Gas Midstream,92.0,63.0,93.0,96.0,1468568.0,1120950.0,260.49,144.14,55668215808.0,No,,241.47,191.11,244.18,205.3
774,IMO,130.47,478784.0,Energy,Oil & Gas Integrated,92.0,23.0,92.0,92.0,730403.0,545340.0,134.31,67.5,64874639360.0,No,,124.99,100.81,126.09,107.27
784,ANDG,34.28,167059.0,Consumer Cyclical,Personal Services,92.0,87.0,97.0,,309408.0,214700.0,36.7,18.12,433641984.0,No,,28.23,,29.59,
800,UFOX,84.99,38953.0,ETF,ETF,92.0,90.0,92.0,86.0,26276.0,27500.0,86.71,42.91,,No,,72.76,65.18,74.72,68.58
801,AVBP,30.38,337672.0,Healthcare,Biotechnology,92.0,92.0,94.0,95.0,502780.0,487950.0,32.14,16.1,1408673152.0,No,,25.77,21.84,26.16,23.06
809,MRNA,47.3,7580854.0,Healthcare,Biotechnology,91.0,9.0,84.0,96.0,7920868.0,5741080.0,59.55,22.28,18767990784.0,No,,51.71,35.78,50.33,39.69
810,RRX,212.49,806436.0,Industrials,Specialty Industrial Machinery,91.0,87.0,91.0,93.0,1127763.0,1004270.0,229.3,121.44,14144499712.0,No,,200.83,163.93,196.7,172.6
831,VIST,73.28,499747.0,Energy,Oil & Gas E&P,91.0,43.0,90.0,94.0,1633931.0,1151490.0,79.2,31.63,7710461440.0,No,,66.81,50.63,69.21,56.29
833,CCJ,118.26,3026982.0,Energy,Uranium,91.0,58.0,32.0,74.0,3409491.0,3025140.0,135.24,45.42,51506130944.0,No,2026-05-05,115.07,97.68,113.34,105.24
835,HASI,42.23,702820.0,Financial Services,Asset Management,91.0,85.0,91.0,94.0,983350.0,1021780.0,42.98,24.29,5397039104.0,No,,38.08,32.75,38.64,35.13
836,ESTA,70.24,576383.0,Healthcare,Medical Devices,91.0,91.0,34.0,91.0,503921.0,426420.0,83.31,32.25,2063991936.0,No,,65.66,57.95,64.41,66.19
850,CNQ,47.58,7445151.0,Energy,Oil & Gas E&P,91.0,26.0,93.0,93.0,11713343.0,12794010.0,51.34,28.15,99291398144.0,No,,46.5,36.34,46.95,38.93
925,CRAK,50.9,45846.0,ETF,ETF,90.0,55.0,91.0,87.0,106245.0,98370.0,51.15,28.46,,No,,47.63,40.51,48.23,43.01
946,CTEX,39.72,1377.0,ETF,ETF,90.0,87.0,52.0,65.0,2616.0,1010.0,41.84,17.63,,No,,36.53,34.14,36.51,37.08
954,RBC,593.12,120472.0,Industrials,Tools & Accessories,90.0,72.0,88.0,92.0,193195.0,177680.0,607.45,337.43,18753837056.0,No,,568.45,466.24,566.72,503.64
960,ESEA,68.4,98090.0,Industrials,Marine Shipping,90.0,39.0,90.0,80.0,81233.0,59160.0,74.75,33.76,482622272.0,No,,67.3,59.79,66.87,60.39
986,BP,46.94,6332491.0,Energy,Oil & Gas Integrated,90.0,19.0,91.0,90.0,14557413.0,9584330.0,48.27,27.99,120870371328.0,No,,44.11,37.34,45.23,39.11
994,FCUS,42.51,21875.0,ETF,ETF,90.0,86.0,87.0,84.0,27551.0,28530.0,43.66,22.89,,No,,37.94,33.53,37.91,35.68
1008,IONS,75.45,1689370.0,Healthcare,Biotechnology,89.0,35.0,16.0,45.0,2113820.0,2136190.0,86.74,31.66,12469059584.0,No,,75.15,69.86,73.8,77.1
1053,PHIN,74.23,326395.0,Consumer Cyclical,Auto Parts,89.0,72.0,76.0,92.0,414990.0,351650.0,81.11,40.36,2748036352.0,No,,70.03,61.65,69.68,64.91
1055,QQQA,67.05,180564.0,ETF,ETF,89.0,94.0,90.0,89.0,9551.0,32800.0,67.94,41.4,,No,,55.99,50.44,57.45,52.99
1062,CW,718.82,141081.0,Industrials,Aerospace & Defense,89.0,50.0,80.0,82.0,306833.0,176200.0,748.14,352.03,26529613824.0,No,,702.24,592.63,697.82,634.0
1114,MGA,59.54,1839807.0,Consumer Cyclical,Auto Parts,88.0,71.0,88.0,89.0,2043013.0,2214520.0,69.94,32.55,16208249856.0,No,,58.61,51.47,57.74,54.75
1121,WWD,357.02,905188.0,Industrials,Aerospace & Defense,88.0,9.0,81.0,90.0,704313.0,1104150.0,407.0,193.06,21272272896.0,No,,375.85,305.81,367.53,330.61
1152,PHVS,30.02,606214.0,Healthcare,Biotechnology,88.0,58.0,82.0,90.0,202011.0,405190.0,31.14,14.59,1963542912.0,No,,27.68,25.02,27.65,26.17
1185,HCC,84.02,1302742.0,Basic Materials,Coking Coal,88.0,4.0,20.0,88.0,941655.0,1046990.0,105.34,40.8,4436420608.0,No,,87.85,77.02,87.67,84.9
1211,EQIX,1083.2,466406.0,Real Estate,REIT - Specialty,87.0,72.0,94.0,88.0,653161.0,649170.0,1128.68,710.52,106829783040.0,No,,1009.75,848.04,1022.55,884.73
1247,DBD,76.62,341176.0,Technology,Software - Application,87.0,16.0,79.0,89.0,459061.0,394190.0,89.05,43.61,2653227520.0,No,,79.26,67.34,78.75,71.39
1257,ENOR,37.4,31327.0,ETF,ETF,87.0,38.0,89.0,90.0,123820.0,130240.0,38.0,25.83,,No,,35.83,30.56,36.05,31.79
1315,TRN,34.64,591343.0,Industrials,Railroads,86.0,58.0,89.0,87.0,687810.0,747440.0,36.62,22.38,2754070528.0,No,,32.39,28.99,32.53,29.91
1316,GMED,90.6,1103186.0,Healthcare,Medical Devices,86.0,48.0,54.0,93.0,1070908.0,884510.0,101.4,51.79,12291296256.0,No,,90.17,77.22,89.23,86.45
1326,SUNC,66.44,598944.0,Energy,Oil & Gas Midstream,86.0,75.0,91.0,,502501.0,546900.0,66.98,47.0,3422802944.0,No,,61.44,,62.14,
1349,GXPE,34.79,163.0,ETF,ETF,86.0,18.0,89.0,90.0,1845.0,760.0,37.46,24.66,,No,,33.96,,34.24,30.02
1362,LMAT,111.53,232325.0,Healthcare,Medical Instruments & Supplies,86.0,46.0,93.0,86.0,229111.0,165350.0,118.01,78.35,2548214784.0,No,2026-05-05,109.35,93.09,110.29,94.92
1368,CTS,56.53,148822.0,Technology,Electronic Components,86.0,88.0,76.0,91.0,221935.0,255560.0,59.66,36.03,1616357120.0,No,,51.37,45.63,51.64,48.12
1382,YPF,44.43,1166225.0,Energy,Oil & Gas Integrated,86.0,13.0,87.0,87.0,2283955.0,1913680.0,48.96,22.82,18746628096.0,No,,41.05,35.06,42.17,37.71
1392,HWM,239.7,1119884.0,Industrials,Aerospace & Defense,86.0,47.0,87.0,81.0,2415436.0,2332910.0,267.31,150.63,96105332736.0,No,,245.79,210.46,240.87,223.02
