SectorRank,Sector,LeaderRank,Ticker,Leader_Score,Setup_Type,Tightness,Setup_Price,Dist_52WH_%,ATR_%,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,IPO,Gap (%),HVE,SMA50,SMA200,SMA10W,SMA30W,Industry
2,Energy,1,MPC,96.43,Extended Near High,Normal,373.32,0.86,2.72,96.0,92.0,96.0,96.0,NO,0.0,NO,310.96,237.88,324.49,264.97,Oil & Gas Refining & Marketing
2,Energy,2,VLO,95.87,Extended Near High,Normal,358.92,1.07,2.78,96.0,90.0,96.0,95.0,NO,0.0,NO,305.32,235.89,317.36,263.72,Oil & Gas Refining & Marketing
2,Energy,3,DK,95.26,Extended Near High,Loose,74.34,1.2,5.64,97.0,85.0,97.0,96.0,NO,2.27,NO,61.19,44.34,64.44,50.04,Oil & Gas Refining & Marketing
2,Energy,4,PSX,95.14,Extended Near High,Normal,246.58,1.63,2.71,95.0,91.0,95.0,94.0,NO,0.0,NO,207.53,170.08,216.11,185.53,Oil & Gas Refining & Marketing
2,Energy,5,DINO,95.06,Extended Near High,Normal,101.61,1.33,3.62,96.0,87.0,96.0,96.0,NO,0.0,NO,85.14,64.63,89.27,71.68,Oil & Gas Refining & Marketing
3,Healthcare,1,PLSE,98.25,Extended Near High,Loose,50.33,1.12,5.56,98.0,97.0,98.0,98.0,NO,0.95,NO,35.8,23.3,38.48,27.92,Medical Instruments & Supplies
3,Healthcare,2,VREX,98.02,Extended Near High,Very Tight,18.49,0.75,0.33,96.0,98.0,98.0,92.0,NO,0.0,NO,13.34,12.19,14.07,12.14,Medical Devices
3,Healthcare,3,HTFL,97.26,Extended Near High,Loose,50.39,1.56,6.31,96.0,98.0,97.0,97.0,NO,0.97,NO,32.7,29.54,34.77,30.07,Health Information Services
3,Healthcare,4,OMER,96.01,Near Breakout,Loose,18.79,4.38,6.32,98.0,98.0,98.0,94.0,NO,0.0,NO,12.83,11.91,13.8,12.27,Biotechnology
3,Healthcare,5,TVTX,95.84,Near Breakout,Normal,66.28,2.31,3.21,97.0,92.0,97.0,97.0,NO,0.05,NO,59.52,41.79,60.46,45.84,Biotechnology
4,Basic Materials,1,CLMT,94.04,Near Breakout,Loose,49.73,3.44,4.63,97.0,88.0,96.0,96.0,NO,1.72,NO,42.17,30.96,43.83,35.89,Specialty Chemicals
4,Basic Materials,2,SSRM,93.46,Near Breakout,Loose,37.61,4.62,4.22,94.0,97.0,93.0,80.0,NO,0.0,NO,30.28,27.8,31.39,30.33,Gold
4,Basic Materials,3,CGAU,92.83,Stage 2 Watch,Loose,22.92,6.53,4.17,96.0,96.0,95.0,67.0,NO,0.0,NO,18.55,17.21,19.41,18.33,Gold
4,Basic Materials,4,AYA,92.53,Stage 2 Watch,Loose,27.92,7.67,5.9,97.0,97.0,95.0,89.0,NO,0.0,NO,22.37,17.94,23.37,19.62,Silver
4,Basic Materials,5,JHX,90.25,Stage 2 Watch,Normal,29.71,5.26,2.66,91.0,88.0,94.0,86.0,NO,0.0,NO,27.43,22.94,28.06,24.01,Building Materials
5,Technology,1,TEAM,97.4,Extended Near High,Loose,194.17,1.59,4.65,96.0,98.0,98.0,98.0,NO,0.0,NO,117.11,108.51,132.16,97.64,Software - Application
5,Technology,2,RNG,96.97,Extended Near High,Loose,69.62,1.15,4.19,97.0,94.0,96.0,97.0,NO,0.0,NO,51.79,38.91,56.05,44.79,Software - Application
5,Technology,3,PAYC,96.83,Extended Near High,Normal,239.1,1.4,3.24,95.0,97.0,97.0,96.0,NO,0.0,NO,173.17,147.83,187.53,148.11,Software - Application
5,Technology,4,ZETA,96.42,Extended Near High,Loose,30.97,0.26,4.29,94.0,97.0,91.0,96.0,NO,0.0,NO,23.83,19.83,25.09,20.28,Software - Infrastructure
5,Technology,5,OKTA,95.89,Extended Near High,Loose,173.04,1.04,5.6,96.0,93.0,92.0,97.0,NO,0.0,NO,141.97,100.17,148.0,108.4,Software - Infrastructure
