Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Shell Companies,Financial Services,96,82,97,95,"RACC,CCXIU,CCXI"
2,Medical specialties,Health technology,96,88,98,96,SI
3,Copper,Basic Materials,91,95,78,46,"HBM,ERO,TECK,FCX,SCCO"
4,Electronics & Computer Distribution,Technology,90,90,91,81,"NSIT,ARW,AVT,SNX,CNXN,SCSC,CLMB"
5,REIT - Hotel & Motel,Real Estate,88,44,85,88,"PEB,XHR,APLE,HST,RHP"
6,Silver,Basic Materials,86,92,50,48,"AYA,AG"
7,Marine Shipping,Industrials,85,67,58,82,"EDRY,ECO,SHIP,HSHP,MATX,NMM,DAC,ZIM,SBLK,CMDB,ESEA,GNK,GSL,ASC,KEX,CCEC"
8,Semiconductor Equipment & Materials,Technology,83,34,32,82,"AXTI,AEHR,ICHR,UCTT,AMAT,FORM,TER,COHU,ACMR,KLIC,LRCX,ONTO,VECO,ASML,KLAC,ACLS,ENTG,AMKR,Q,AMBA,CAMT,PLAB,NVMI,IPGP"
9,Staffing & Employment Services,Industrials,83,75,95,80,"KELYB,MAN,KFRC,KELYA,RHI,NSP,TNET,KFY,BBSI"
10,Banks - Diversified,Financial Services,81,66,84,74,"SMFG,MUFG,BNY,BMO,BBVA,TD,RY,ING,HSBC,CM,BNS,UBS,BCS,NTB,BAC,C,JPM,FRBT,WFC"
11,Oil & Gas Refining & Marketing,Energy,81,70,80,84,"PBF,DK,VLO,PARR,MPC,DINO,WKC,PSX,SUN,DKL,APC,CVI,CAPL"
12,Healthcare Plans,Healthcare,80,8,71,80,"CNC,OSCR,HUM,PGNY,UNH,CVS,ELV,MOH,CI"
13,Electronic Components,Technology,79,59,46,79,"MEI,VICR,ALNT,OUST,RELL,FLEX,TTMI,KN,GLW,MPTI,BELFB,BHE,PLXS,LFUS,RAL,CTS,ROG,BELFA,APH,JBL,SANM,FN,LYTS,DAKT,CLS,TEL,OSIS,OLED"
14,Department Stores,Consumer Cyclical,77,92,87,43,"M,KSS,DDS"
15,Trucking,Industrials,77,22,60,58,"ARCB,PAMT,CVLG,KNX,SNDR,TFII,ODFL,XPO,WERN,RXO,ULH,SAIA"
