SectorRank,Sector,LeaderRank,Ticker,Leader_Score,Setup_Type,Tightness,Setup_Price,Dist_52WH_%,ATR_%,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,IPO,Gap (%),HVE,SMA50,SMA200,SMA10W,SMA30W,Industry
2,Healthcare,1,ATRC,98.26,Extended Near High,Normal,52.59,0.17,3.7,96.0,97.0,98.0,95.0,NO,1.72,NO,38.71,34.25,41.03,33.18,Medical Instruments & Supplies
2,Healthcare,2,VREX,97.94,Extended Near High,Very Tight,18.47,0.86,0.28,96.0,98.0,98.0,92.0,NO,0.0,NO,13.66,12.25,14.07,12.14,Medical Devices
2,Healthcare,3,HALO,97.82,Extended Near High,Normal,109.66,0.07,2.57,95.0,97.0,97.0,95.0,NO,0.0,NO,89.12,73.81,92.29,76.02,Biotechnology
2,Healthcare,4,TVTX,97.65,Breakout Zone,Normal,67.23,0.91,3.16,98.0,94.0,97.0,98.0,NO,1.0,NO,59.77,41.95,60.74,45.93,Biotechnology
2,Healthcare,5,ANRO,97.31,Extended Near High,Loose,36.59,2.37,5.97,98.0,97.0,98.0,96.0,NO,2.19,NO,29.26,21.91,30.07,24.65,Biotechnology
3,Energy,1,BANL,97.6,Extended Near High,Loose,16.02,2.26,12.52,98.0,98.0,98.0,98.0,NO,0.0,NO,5.37,1.69,6.7,2.56,Oil & Gas Midstream
3,Energy,2,PSX,97.01,Extended Near High,Normal,256.01,0.95,2.6,96.0,96.0,95.0,95.0,NO,0.0,NO,210.92,171.24,217.06,185.85,Oil & Gas Refining & Marketing
3,Energy,3,VLO,96.79,Extended Near High,Normal,365.96,1.12,2.84,97.0,93.0,96.0,95.0,NO,0.0,NO,307.95,236.88,317.5,263.77,Oil & Gas Refining & Marketing
3,Energy,4,MPC,96.72,Extended Near High,Normal,386.96,1.27,2.68,96.0,95.0,96.0,96.0,NO,0.0,NO,314.04,238.9,325.33,265.25,Oil & Gas Refining & Marketing
3,Energy,5,FRO,96.69,Breakout Zone,Normal,45.42,0.37,3.52,96.0,93.0,94.0,86.0,NO,0.0,NO,39.58,33.4,40.43,37.26,Oil & Gas Midstream
4,Basic Materials,1,CLMT,95.92,Extended Near High,Loose,53.07,2.82,4.57,97.0,95.0,96.0,97.0,NO,1.96,NO,42.64,31.15,43.96,35.94,Specialty Chemicals
4,Basic Materials,2,SSRM,93.93,Near Breakout,Loose,37.75,4.26,4.57,94.0,98.0,93.0,73.0,NO,3.18,NO,30.55,27.96,31.4,30.33,Gold
4,Basic Materials,3,CF,93.87,Extended Near High,Normal,139.25,1.91,3.83,93.0,93.0,90.0,89.0,NO,0.0,NO,119.46,107.34,122.64,117.93,Agricultural Inputs
4,Basic Materials,4,AYA,93.44,Stage 2 Watch,Loose,28.35,6.25,6.45,97.0,97.0,94.0,93.0,NO,3.34,NO,22.51,18.02,23.54,19.67,Silver
4,Basic Materials,5,FRD,92.74,Stage 2 Watch,Loose,45.0,7.73,5.41,97.0,96.0,98.0,98.0,NO,0.55,NO,38.02,25.0,39.1,27.7,Steel
5,Financial Services,1,SLDE,96.44,Breakout Zone,Normal,24.18,0.17,2.75,94.0,93.0,96.0,86.0,NO,0.0,NO,21.17,18.59,21.67,19.17,Insurance - Property & Casualty
5,Financial Services,2,SHG,94.35,Breakout Zone,Tight,81.36,0.66,2.06,92.0,91.0,92.0,87.0,NO,0.45,NO,71.66,63.93,73.75,68.06,Banks - Regional
5,Financial Services,3,AII,94.05,Near Breakout,Normal,26.15,3.15,3.54,92.0,95.0,97.0,87.0,NO,1.01,NO,21.1,19.59,21.86,19.56,Insurance - Property & Casualty
5,Financial Services,4,PMTS,93.14,Stage 2 Watch,Normal,29.0,7.2,3.66,97.0,96.0,98.0,98.0,NO,0.46,NO,23.43,17.24,24.14,18.77,Credit Services
5,Financial Services,5,MUFG,93.1,Breakout Zone,Tight,23.42,0.17,1.88,91.0,87.0,89.0,90.0,NO,1.14,NO,21.97,18.78,22.28,19.73,Banks - Diversified
