Rank,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Energy minerals,75,42,79,44,"PBF,PARR,EQNR,YPF,WTTR,PBR,SM,SU,PR,TTE,OXY,EOG,PNRG,RRC,AMR,EQT,BKV"
2,Health services,69,48,69,59,"BDSX,PACS,PARK,AZTA,PNTG,BLLN,SNDA,UNH,PRPO,UHS,ENSG,LFMDP,PHG"
3,Health technology,68,37,63,63,"TXG,TWST,PLSE,ANRO,RVMD,AMLX,PRAX,RLYB,RLAY,LBRX,ANIK,TVTX,ANAB,KNSA,BLFS,ROIV,SMTI,KYMR,KOD,RVTY,PDEX,SEPN,AMRX,AXGN,RGEN,RIGL,BBNX,BLTE,KRYS,WST,ANGO,RPRX,PCVX,KIDS,AMGN,BDX,GENB,SGP,BAX,PHVS,STVN,BCAX,AXSM,BMY,KMTS,AMPH,BMRN,PFE,PBLS,BLCO,SI,STRO,PEN,SMMT,PCRX,TYRA,RMD,BBIO,AVTX,RYTM,AVLN,STE,AZN,SUPN,SNDX,PAHC,ANIP,STOK,BEAM,PBH,AORT,LEGN,PRCT,PODD"
4,Healthcare,64,39,57,63,"CDNA,ETON,DFTX,CUE,DMRA,PSNL,GRAL,GH,XNCR,ATRC,SPRB,NEO,URGN,ELVN,LQDA,HNGE,EWTX,HAE,FDMT,HALO,GHRS,CRL,PVLA,NBTX,HTFL,PTGX,IQV,CAI,DCTH,BNR,NHC,ITGR,FRNM,BRKR,NGNE,CSTL,LGND,GKOS,CBLL,BIO,ZBIO,ELOX,FBIOP,LNTH,ZLAB,JAZZ,BTSG,BRKRP,BTSGU,BIIB,APLM,GRDN,GMAB,EXEL,AVBP,JNJ,ZYME,HRMY,DGX,GILD,ARWR,SOLV,ARGX,UTMD,LLY,SIBN,SLGL,SHC,SRRK,LIVN,ASTH,ELV,EHC,USPH,LH,HSTM,DHR,SLP,ARQT,HSIC,CAH,SPTX,DNLI,HCSG,BNTX,ESTA,QGEN,FLGT,JANX,SRPT,AUPH,EW,CRSP,HCA,GLSI,HQY,CVS,ASND,CYTK,GSK,ELAN,ZBH,ATR,LKFT,UTHR,GMED,NKTR,IRMD,IRON,NBIX,FMS,GEHC,SNY,ELMD,APMD,ISRG,GPCR,PTHS,CTEV,HIMS,ASMB,PTCT,LMAT,IRTC,ATTO,SNN,HROW,STAA,SRZN,XENE,ENOV,NAMS,BRVE,ZTS,BSX"
5,Energy,64,44,60,37,"FET,DK,NESR,DINO,CVI,PSX,LPG,FRO,BWLP,CVE,APA,NGL,DHT,NBR,HP,EFXT,TRGP,NE,SHEL,NOV,XOM,SLB,XPRO,CVX,BP,LNG,DMLP,DKL,ET,EE,FANG,GLNG,FLNG,BKR,HAL,SOBO,HESM,GLP,NOG,ARLP,CAPL,AR,USAC,FLOC,BTU,AROC,CRC,HMH,NFG,APC,CCJ,NGS,ENB,GPOR,EXE,NC"
6,Electronic technology,63,64,29,60,"SNDK,AXTI,STX,UMC,BE,SMTC,PENG,TSEM,UMAC,P,STM,ANET,SANM,PLXS,TTMI,SMCI,KN,PI,TSM,LFUS,LSCC,SMCIP,TXN,BELFB,BETA,KLAC,PKE,TRNS,ESP,BELFA,ESLT,AMKR,RTX,ESE,RKLB,POWWP,POWI,RMBS,AOSL,PLAB,BKTI,BA,UI,AVNW,TXT,AXON,LASR,AMTM,RGTI,KTOS,KRMN"
7,Technology,62,56,57,64,"DELL,LITE,SILC,ASX,HPE,SIMO,CRWD,ARM,FIVN,FORM,PUBM,FEIM,NET,GTLB,ZETA,DDOG,SNOW,FROG,SNX,ZBRA,ARW,DGII,APPN,BHE,SITM,FFIV,ESTC,LRCX,KEYS,HPQ,FLEX,ASML,DIOD,KARO,DJCO,DAVE,NAVN,ZS,SLAB,DBX,GLW,GRMN,CCSI,CVLT,CRM,BOX,CACI,CSCO,SPSC,NOW,FLYW,APH,EFOR,ASYS,CRDO,QCOM,CTS,APPF,ATEN,SONO,BILL,GRND,SKHY,JBL,NOVT,BRZE,DCBO,NICE,CAMT,Q,NATL,ST,SHOP,NOVTU,CTSH,ZM,DFIN,EXLS,CDW,ITRN,GEN,SSNC,NCNO,IT,BRUN,SONY,GWRE,EXTR,LOGI,AVGO,JKHY,ITRI,PTC,EVTC,GFS,BR,FORTY,GIB,ARQQ,BSY,EEFT,CDNS,CSQR,SNPS,ASTS,CRWV,CRUS,APLD,DBD,DAKT,BSP,FIG,CBRS,GLOB,FN,ENPH,FOUR,PSN,QBTS,LIF,CALX,FIS,FICO"
8,n/a,62,41,50,39,"NFEGP,KRSA,SCTX,BLSM,PHOS,LTGO,YARW,SAX,TRNZ,TRNI,RVII,BDCZ"
9,Distribution services,60,47,59,54,"AVT,SUNC,SCSC,SUN,UNFI,BCC,UGI,REZI,POOL"
10,Basic Materials,59,24,56,48,"AUGO,FRD,SSRM,HBM,EGO,ARIS,FCX,SKE,KALU,NEM,BHP,ELE,JHX,GPRE,AU,ASH,HL,FNV,NEU,BVN,HMY,IPI,CDE,HCC,CSTM,NGVT,CTVA,GFI,SQM,DD,APD,SSMR,CBT,CE,USAU,ELVR,SHW,EMN,LIN,CTGO,SSD,USLM,SOLS,USAR,SIM,ASIX,EXP,CRH,IPX"
11,Process industries,56,44,45,57,"KRT,PRLB,UFPT,KOP,SCL,ROG,UAN,AVNT,REX,KWR,PKG,AZZ,ESI,BALL,AXTA,PRM,AVY,TRS,KRNT,PPG,RPM,SEB,SLVM,SMG,PPC"
12,Non-energy minerals,56,36,51,47,"AYA,ERO,TX,SCCO,STLD,SA,RGLD,TS,RS,RIO,B,KGC,PAAS,PKX,PPTA,RYZ,WS,UFPI,SMID,LEU,AMRZ,KNF"
13,Industrial services,55,40,46,34,"PESI,PHOE,SDRL,PAGP,SEI,PAA,KNTK,SMC,TTEK,KGS,STRL,PDS,EPD,PBA,RNGR,KMI,RSG,TRP,LBRT,STN,AMRC,ROAD,PRIM"
14,Financial Services,51,43,48,55,"LIFE,ASST,HFBL,ARX,SHG,SLDE,CBNA,KB,BOTJ,BWIN,ASIC,BWFG,FMAO,BOW,CARE,HOOD,EZPW,UVE,HBT,SII,CBC,SNEX,BNS,HRTG,BSVN,IX,XP,JXN,HSBC,IVZ,FDSB,FBIZ,ATLC,CZFS,FISI,BPRN,FRHC,BNY,GOLD,BSTZ,SRCE,EMF,ATLO,CAC,SLF,SPNT,NKSH,FNWD,USCB,CRBG,BGR,CTBI,FDS,FBLA,FNRN,HQL,FCFS,AVBC,CZNC,FCBC,ITIC,NIC,BST,CBK,BHB,HG,CRVL,DCOM,EGBN,FBP,HQH,FRST,EFSI,BY,GSBC,CCNE,FNLC,FDBC,QCRH,UVSP,FMBH,BSAC,STBA,HNVR,BPOP,CATY,FCF,EVT,DBRG,BUSE,NBTB,BSRR,CBNK,SKWD,FGNXP,NBN,VABK,NFJ,EG,SRBK,GL,HAFC,BFST,NBBK,FRAF,V,NDAQ,FBNC,FSBC,EMO,CACC,C,BWB,FFBC,JCE,NECB,EIG,CVBF,NMIH,JMSB,CSQ,HBCP,FMNB,ISTR,CZWI,BVFL,CCBG,ASBH,ASA,SPXX,FCAP,CWBC,ETV,AVBH,CB,AROW,ETG,USB,ETO,JPM,CEE,IREN,PYPL,EWBC,HBNC,CBOE,FCCO,HFWA,SPFI,CBAN,CUBI,ASB,HTH,BHRB,FITB,BOKF,DGICB,LNC,FAF,CAF,NBXG,SSB,CRCL,CCD,FFA,AUBN,FRBA,HASI,DB,HTGC,GDV,ETB,CBSH,CBFV,FIGR,FHI,HIPO,HOMB,CSWC,GGZ,NEWTP,SIGI,FIBK,HIFS,FCNCA,HCI,ZION,AUB,JCAP,XFLT,GS,NIE,FDUS,SOR,ARCC,BUSEP,EICA,BTO,LOB,ATLCP,EFSC,CCNEP,SPME,HTB,FRME,SPMA,FRMEP,FNB,HMN,FRBT,FGBIP,CBU,CCID,GLRE,FFIN,HBANL,SLMBP,GLU,SLM,NCV,SRV,GLAD,BXSL,PSUS,DGICA,NBHC,BWBBP,SPGI,FBK,HBANP,FHN,BTT,UTF,KEY,LPLA,LKFN,NNI,GLXY,BOH,HIG,APO,FFC,GGAL,BUI,FHB,HTD,HBANZ,FLC,ETX,FCNCO,APAM,HBANM,DFP,SIGIP,PTA,FCNCP,STC,ARES,JLS,HBAN,ZIONP,PUK,BX,CASH,FPF,UTG,ISBA,BRO,ASGI,HLNE,GSHD,HAPN,BHF,BNT,EFSCP,JEF,FNF,HERZ,HLI,BOT,SOFI,HDB,EVR,FG,ETOR,LMND,CCB"
15,Technology services,51,47,62,55,"SAIH,BAND,RNG,TWLO,SDGR,PANW,NIQ,S,PAYC,U,SHAZ,SAIL,PDFS,ROKU,PLTR,RIOT,SAIC,PBI,PRGS,PCTY,PLUS,BLSH,RXO,SAP,SEZL,BLKB,PGY,STRC,STRD,STRF,STRK,PAYX,WULF,EPAM,PCOR,GOOGM,GOOGN,ROP,BKSY,XZO,TRMB,TYL,PPLI,LDOS,TTWO,KVYO,PEGA,YOU,WYFI,PL,PINS,TTAN,BL,EQPT,YELP,LFTO"
16,Industrials,51,40,44,50,"BUUU,EDRY,NCEW,SIF,HQI,XMTR,KELYB,CYRX,HSHP,FCEL,KELYA,CBZ,SHIP,NMM,DCO,ZIM,GEO,ATKR,DAC,ATI,CXW,BXC,FA,ARCB,ATRO,FIX,DE,BWMN,EXPD,GIC,ARMK,EMBJ,ARXS,NDSN,GNK,GRC,GSL,ASC,PWR,GFF,CAT,CSX,GENC,ETN,GEV,CASS,CVLG,JBHT,CDLR,GPN,JCI,URI,EML,GHM,ITT,EMR,ELMT,FDX,DAL,GWW,FAST,CECO,EFTY,FLR,KEX,ENS,LIME,CSW,FLS,J,XPO,GTES,CTAS,CRS,HRI,ITW,DLX,CCEC,CDZIP,GFL,LGN,EME,FPS,HLIO,ENR,LMT,CXT,TREX,SKYW,GHC,EXPO,DCI,KE,EVI,BRC,GE,CAAP,GNRC,ZWS,HEI,GGG,FELE,DLB,CWST,TRI,FERG,IR,APG,HON,LNN,CSL,APOG,SPCX,KBR,KAI,LOAR,NOC,CAE,ZTO,GXO,GVA,CARR,HII,PSIX,FBIN,LPX,CW,FER,CDRE,FCN,JBTM,EFX,SPXC,FLY,AVAV,CDNL,LHX,ASTE,SITE,ASR,FOIL,FDXF,HONA,BWXT,AVEX,LII,CAR,ATS,XE,NNE,LMB,HAWK"
17,Commercial services,49,34,60,46,"ANL,AMN,KFRC,LB,RHI,PAY,ANDE,PRAA,PGNY,XYZ,LAUR,KFY,RHLD,BCO,BAH,TRU,PAYP,BBSI,BFAM,ULS,RTO,FISV,ROL"
18,Communication Services,48,33,50,48,"ATEX,IRDM,NBIS,GSAT,SKM,LILAP,ZD,SPHR,ATNI,JOYY,GRPN,FOXA,PSO,FOX,GOOGL,GOOG,SIRI,GRVY,LLYVK,LLYVA,ATHM,DIS,SPOT,CARG,CRTO,GLIBK,GLIBA,EVER,NFLX,BIDU,GIBO,BILI,ZG,Z,APP,CABO"
