Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,Earning_Date,History_Days,Gap (%),Latest Volume,9M+ Volume,HVE,HVE Date,HVE Volume
55,MANE,111.42,109.51,554137,Healthcare,Biotechnology,98.0,11.0,97.0,,10.12,9.4514,667170.0,708280.0,131.24,32.0,4654981120,NO,116.49,107.12,,109.1,,,119,1.41,554137,NO,NO,2026-06-26,4047300
83,VSAT,74.87,74.27,1313827,Technology,Communication Equipment,97.0,96.0,89.0,96.0,5.0464,4.8514,2643929.0,2060330.0,93.03,14.36,10224918528,NO,74.49,71.96,51.22,72.13,59.21,,7456,0.0,1319255,NO,NO,2024-06-28,18455500
110,BTSGU,236.32,238.26,6732,Healthcare,Health Information Services,97.0,69.0,96.0,96.0,4.3811,3.1086,37401.0,30240.0,255.51,68.14,0,NO,231.49,214.62,152.8,221.07,172.13,,626,0.0,6732,NO,NO,2024-12-13,2341300
165,DAVE,405.65,402.81,269937,Technology,Software - Application,96.0,97.0,96.0,98.0,24.4,23.5314,578849.0,474560.0,458.25,152.21,5157534208,NO,405.33,327.35,240.41,352.77,257.61,,1319,0.0,312356,NO,NO,2022-07-27,3887050
203,KYMR,110.05,110.57,455199,Healthcare,Biotechnology,96.0,13.0,94.0,95.0,5.4221,5.2704,807257.0,575750.0,130.05,36.65,9052447744,NO,113.52,96.12,81.21,100.96,87.56,,1488,0.0,455199,NO,NO,2025-12-08,7495500
243,TIGO,95.38,94.54,1421914,Communication Services,Telecom Services,95.0,85.0,85.0,95.0,3.23,3.073,1742309.0,1272690.0,100.75,39.01,15980101632,NO,95.15,89.69,69.62,91.44,78.8,,1896,0.14,1439120,NO,NO,2026-05-29,15237500
246,CARE,34.07,34.01,417525,Financial Services,Banks - Regional,95.0,77.0,96.0,96.0,1.0493,1.0371,372091.0,364680.0,35.14,16.78,757103872,NO,33.03,30.51,23.2,31.74,25.71,,4872,0.0,417525,NO,NO,2019-06-28,2743100
266,FET,56.6,57.55,104753,Energy,Oil & Gas Equipment & Services,95.0,94.0,13.0,89.0,2.1493,2.0107,168452.0,135720.0,65.43,18.12,0,NO,51.52,52.46,46.57,51.9,53.2,,3591,0.0,104753,NO,NO,2020-04-23,2488920
267,SEPN,33.49,33.1,137663,Healthcare,Biotechnology,95.0,20.0,95.0,89.0,2.3537,2.3537,405368.0,335860.0,38.04,10.62,1509579648,NO,34.22,32.72,27.03,34.07,28.47,,437,0.45,137663,NO,NO,2025-05-14,37815800
308,STM,53.45,51.54,13046572,Technology,Semiconductors,94.0,1.0,70.0,97.0,4.1436,2.9143,12673018.0,13942290.0,81.42,21.11,47682969600,NO,66.07,69.43,41.54,67.4,48.59,,7959,2.97,13046572,YES,NO,1994-12-08,41167800
