SectorRank,Sector,LeaderRank,Ticker,Leader_Score,Setup_Type,Tightness,Setup_Price,Dist_52WH_%,ATR_%,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,IPO,Gap (%),HVE,SMA50,SMA200,SMA10W,SMA30W,Industry
1,Health technology,1,SI,89.73,Stage 2 Watch,Loose,23.26,5.41,6.71,94.0,80.0,95.0,95.0,NO,0.38,NO,20.4,15.64,21.25,16.58,Medical specialties
2,Healthcare,1,XNCR,99.1,Extended Near High,Loose,27.52,0.25,5.04,98.0,98.0,98.0,98.0,NO,0.53,NO,17.37,14.32,18.73,14.3,Biotechnology
2,Healthcare,2,TWST,99.06,Extended Near High,Loose,142.39,0.32,7.27,98.0,98.0,98.0,98.0,NO,10.63,NO,95.71,57.28,102.94,69.97,Diagnostics & Research
2,Healthcare,3,FBRX,99.0,Extended Near High,Very Tight,76.9,0.39,0.22,98.0,98.0,98.0,98.0,NO,0.0,NO,44.08,29.86,51.49,34.66,Biotechnology
2,Healthcare,4,TXG,98.68,Extended Near High,Loose,62.19,0.27,6.47,98.0,96.0,98.0,98.0,NO,5.11,NO,43.38,26.05,46.08,30.27,Health Information Services
2,Healthcare,5,AMLX,98.41,Extended Near High,Loose,38.6,1.18,6.65,98.0,98.0,98.0,98.0,NO,2.85,NO,18.92,15.41,20.95,16.76,Drug Manufacturers - Specialty & Generic
3,Energy,1,WHD,95.6,Extended Near High,Normal,73.73,0.42,3.63,92.0,97.0,91.0,87.0,NO,0.81,NO,58.61,52.8,59.74,56.16,Oil & Gas Equipment & Services
3,Energy,2,OII,95.02,Extended Near High,Normal,52.69,2.88,3.65,96.0,94.0,94.0,94.0,NO,0.0,NO,43.74,34.61,45.22,38.94,Oil & Gas Equipment & Services
3,Energy,3,PBF,95.01,Extended Near High,Loose,73.91,2.34,5.42,97.0,88.0,97.0,97.0,NO,0.0,NO,56.32,42.21,58.55,46.72,Oil & Gas Refining & Marketing
3,Energy,4,PSX,94.61,Extended Near High,Normal,242.29,1.0,3.1,94.0,90.0,92.0,94.0,NO,0.0,NO,196.78,165.92,200.77,179.2,Oil & Gas Refining & Marketing
3,Energy,5,MPC,94.33,Extended Near High,Normal,360.75,1.77,3.45,95.0,89.0,93.0,96.0,NO,0.0,NO,293.57,231.07,299.97,252.88,Oil & Gas Refining & Marketing
4,Technology,1,CHYM,97.47,Extended Near High,Loose,33.07,1.02,5.67,95.0,98.0,98.0,95.0,NO,0.75,NO,22.59,21.92,23.99,21.44,Software - Application
4,Technology,2,RNG,95.89,Near Breakout,Loose,65.94,3.67,4.63,97.0,98.0,96.0,97.0,NO,0.0,NO,47.15,37.24,49.27,41.89,Software - Application
4,Technology,3,ZETA,94.61,Near Breakout,Loose,28.79,3.68,5.72,94.0,97.0,96.0,96.0,NO,0.04,NO,22.32,19.42,22.7,19.4,Software - Infrastructure
4,Technology,4,MLAB,93.69,Extended Near High,Loose,119.72,0.61,5.21,91.0,93.0,87.0,89.0,NO,0.84,NO,101.66,91.16,102.36,97.19,Scientific & Technical Instruments
4,Technology,5,SNOW,93.51,Near Breakout,Loose,325.01,4.95,4.01,95.0,93.0,98.0,96.0,NO,0.0,NO,275.15,215.29,281.75,209.63,Software - Application
5,Basic Materials,1,CGAU,95.93,Extended Near High,Loose,22.6,2.33,4.13,96.0,98.0,92.0,81.0,NO,5.55,NO,17.33,16.68,17.94,17.88,Gold
5,Basic Materials,2,AYA,94.33,Stage 2 Watch,Loose,27.25,5.68,6.31,97.0,97.0,97.0,95.0,NO,6.11,NO,20.97,17.26,21.81,18.87,Silver
5,Basic Materials,3,CLMT,94.26,Near Breakout,Loose,49.19,4.49,5.12,97.0,93.0,96.0,96.0,NO,0.0,NO,39.42,29.46,40.83,34.22,Specialty Chemicals
5,Basic Materials,4,MT,92.88,Near Breakout,Normal,74.59,1.41,2.87,93.0,90.0,85.0,82.0,NO,2.03,NO,67.5,56.81,67.72,62.52,Steel
5,Basic Materials,5,SSRM,92.81,Near Breakout,Loose,35.38,3.12,4.69,93.0,96.0,85.0,89.0,NO,6.52,NO,28.74,27.12,29.69,29.32,Gold
