Rank,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,n/a,98,98,98,0,HQWWW
2,Consumer services,94,79,93,93,LION
3,Health technology,88,97,88,86,SI
4,Healthcare,65,73,61,51,"QNCX,AGL,ERAS,ABVX,ANRO,ORKA,ALMS,DFTX,SYRE,PRAX,TNGX,SLGL,KOD,LQDA,RLYB,DMRA,RVMD,RLAY,CUE,BIOA,NBTX,TWST,ANAB,MBX,BDSX,STRO,INBX,MANE,PVLA,CELC,GLUE,DNTH,NVCT,TXG,QURE,TVTX,APGE,ARWR,AXGN,MCTA,COGT,ELVN,BCAX,BTSG,URGN,RCUS,MRNA,FTH,FTRE,GH,BTSGU,GHRS,PACS,TRVI,OSCR,AVNS,FBIOP,CGEM,EWTX,HNGE,JBIO,MPLT,ROIV,ETON,RAPP,SPRB,IMUX,LGND,HUM,IMVT,KRYS,NRIX,CTNM,AVTX,SEPN,VCYT,AXSM,ASTH,TYRA,ALKS,KYMR,MNPR,AMN,CNC,INDV,CGON,ELMD,ESTA,NGNE,BWAY,PARK,NSYS,KNSA,TCMD,AMLX,AVBP,CDNA,TGTX,CYTK,LBRX,LNTH,AKTS,JAZZ,IART,GLSI,SRZN,PLSE,DVA,BKD,BRKR,AMRX,CAPR,EMPG,ADPT,MIRM,DNLI,TECX,ILMN,BRKRP,GPCR,APLM,BEAM,BLTE,PTGX,CORT,NUTX,NHC,CLPT,DYN,SION,NKTR,NTLA,IMNM,NTRA,PHVS,TBRG,VTVT,LIVN,TEVA,RIGL,ZBIO,XNCR,DRUG,STOK,WST,OMDA,CLDX,GRDN,PGNY,ALHC,VTRS,ACHC,CON,XOMA,CVS,STAA,HCSG,LLY,RPRX,CRL,GKOS,CPRX,UNH,PDEX,SNDA,XENE,BLLN,MD,GENB,PCVX,MOH,PRPO,BIIB,NUVL,ZYME,SNDX,RYTM,ARQT,AUPH,WRBY,PTHS,SRRK,ARGX,INCY,ASND,VKTX,MRK,TECH,VCEL,BLFS,NRC,CTEV,IDYA,PTCT,ICLR,SLP,NPCE,RARE,VERA,GRAL,PNTG,UFPT,CAH,EXEL,IONS,JNJ,SHC,MAZE,LEGN,NBIX,NAMS,BBIO,HAE,RVTY,OMCL,HALO,CBIO,KMTS,DBVT,ELAN,ALMR,HRMY,MDGL,UTHR,NVCR,ELV,NVST,MEDP,HIMS,ABBV,IRMD,AGIO,PRVA,WAT,TBPH,CBLL,HSIC,AMGN,NVS,IRON,VRTX,ODTX,ICUI,HROW,GSK,DGX,MLYS,ACAD,HSTM,EW,FBRX,UTMD,AZN,BLCO,ASMB,AVLN,KIDS,GMED,BMY,SEM,GMRS,A,BBNX,SIBN,SOLV,SGRY,CRSP,IQV,SPTX,INVA,BAX,RGEN,SDGR,BIO,AMRN,KARD,CHE,ANIP,COAG,PEN,TFX,FLGT,TARS,ALGN,HTFL,LH,TRAX,SMTI,SUPN,TEM,TMO,COLL,LMAT,GMAB,PCRX,NVO,PHG,VOR,BMRN,GILD,BDX,MTD,ITGR,LFMDP,CRNX,COO,IMCR,STVN,BNTX,AZTA,XOMAO,HQY,ONC,DXCM,RDNT,LKFT,CI,TAK,THC,DHR,XOMAP,CSTL,ATR,ADUS,REGN,JANX,VRDN,ZBH,MCK,PFE,MDLN,FMS,EHC,SRPT,QGEN,SNY,COR,ENSG,IDXX,SYK,STE,AMPH,SNN,HCA,SGP,MLTX,MMSI,USPH,MDT,GEHC,ATRC,PBLS,ALC,ZLAB,TNDM,ALNY,KLRA,IRTC,WW,WGS,QDEL,CNMD,ISRG,RMD,VEEV,PAHC,CAI,ENOV,ABT,UHS,INSM,PBH,OPCH,PRCT,WAY,INSP,AAPG,TMDX,AORT,PODD,DOCS,ZTS,BSX"
5,Technology,60,49,65,57,"AXTI,SNDK,MGRT,MXL,MU,BNAI,VICR,WDC,ICHR,UCTT,AEHR,VPG,INTC,ALAB,STX,PENG,OCC,AIP,CHRN,WYY,BAND,LITE,AAOI,ACMR,SIMO,MRVL,BLZE,DOCN,BRUN,VSH,MOVE,UMC,AMD,VSAT,WATT,SHAZ,COHU,OSS,AMBQ,ASX,ALOT,FORM,DELL,MRAM,TSEM,OUST,MKSI,GLW,TER,TTMI,AMAT,HQ,LRCX,MEI,VIAV,KLIC,CIEN,FLEX,SILC,QUIK,COHR,CIFR,WOLF,VELO,VECO,ASYS,WYFI,AMKR,ONTO,ARM,PDFS,KLAC,SMTC,CRDO,SITM,STM,LPTH,IMOS,NVTS,ALGM,CEVA,MTSI,RTB,ACLS,BELFB,BHE,BELFA,LSCC,GFS,ALNT,SANM,APLD,AOSL,UMAC,LASR,DDOG,HPE,SKYT,INTT,AEVA,PTRN,DIOD,EXTR,ASML,PANW,ENTG,FROG,ATEN,PLXS,HIMX,KN,POWI,FEIM,ROG,DAVE,RELL,MPTI,SYNA,FTNT,ADEA,DGII,MITK,CGNX,TSAT,SEDG,ON,CRWD,SNX,HLIT,TWLO,ARW,KEYS,INOD,TSM,Q,CORZ,LFUS,JBL,RAL,AVT,TENB,RMBS,NVMI,FSLY,OKTA,CSCO,NVEC,TXN,CLS,BTDR,ARQQ,ESE,GRRR,NTCT,CCSI,MPWR,NAVN,APH,ALMU,ST,OOMA,CTS,YOU,ADI,RDVT,ITRN,IONQ,QBTS,ASTS,CAMT,FFIV,NSIT,NTAP,MCHP,ANET,FLYW,NXT,TDC,RELY,NOVT,AMBA,LYTS,PLTS,FN,IPGP,SLAB,ENPH,NXPI,QNT,VRNS,SNOW,SCSC,RAMP,NOVTU,MCHPP,DBD,AKAM,NYAX,RBRK,CVLT,CLFD,DJCO,INGM,SWMR,MDB,P,CDNS,RGTI,QCOM,AVGO,BKTI,RNG,NET,MLAB,QLYS,CNXN,FSLR,IBTA,TDY,XYZ,AAPL,CRUS,PI,RDWR,ZETA,NVDA,PLAB,CSIQ,FTV,NATL,S,NN,AGYS,QRVO,CRWV,FIVN,ACIW,PGY,SAIC,KSPI,CPAY,PLUS,ZBRA,SWKS,GRMN,GEN,ZM,DAKT,DBX,UPBD,U,IBM,BDC,LIF,SNPS,GTLB,DT,TEL,KARO,CDW,SMCI,NTNX,GCT,HPQ,MSI,AVNW,SMCIP,LOGI,CLMB,IBEX,ALRM,IDCC,VRSN,BOX,ACFN,NTGR,EEFT,CHYM,IOT,WEX,STRF,ADP,UI,SHOP,EVTC,UBER,PRGS,CACI,PAYX,ALKT,FICO,ESTC,OSIS,STRC,MSFT,TTAN,ITRI,MANH,TOST,BMI,PAY,DCBO,PSN,SONY,DFIN,JKHY,IIIV,DSGX,GDS,APPN,FOUR,OTEX,ORCL,NCNO,BILL,SSNC,APPF,FORTY,PAYC,YB,BRZE,ROP,VIA,VNT,PAR,QTWO,PLTR,PCTY,GIB,GDDY,CHKP,OLED,OCTV,DUOL,SPSC,TEAM,NICE,STRK,DOCU,STRD,BSY,INTA,ZS,TRMB,NOW,CBRS,SAP,ADSK,CALX,WK,PTC,CRM,JKS,EXLS,WDAY,BR,TYL,ADBE,GWRE,DOX,G,FIS,MNDY,PCOR,CNXC,LDOS,BL,PEGA,KVYO,IT,BLKB,CTSH,FIG,BLSH,HUBS,ACN,EPAM,GLOB,MSTR,INTU,EFOR,WIX"
6,Industrials,59,62,58,58,"FCEL,BE,SIF,VATE,CDNL,JLHL,BUUU,RFIL,STRL,POWL,PL,AGX,TH,NCEW,FIX,MEC,XMTR,MYRG,LGN,ATRO,CAT,RKLB,VRT,CRS,RXO,FPS,GHM,PLPC,CECO,IESC,ECG,CYRX,GRC,KELYB,AEIS,ESOA,ATI,DCO,PKE,ENS,CVLG,PKOH,GNRC,MRCY,MTZ,ARCB,RHLD,GEV,SPIR,HLIO,FBYD,NVT,TWIN,TKR,ORN,ALGT,FSTR,NPO,JBHT,SXI,DY,HTLD,AIR,EDRY,PRLB,LUNR,GEO,CMPR,CMI,AAON,PWR,PBI,PHOE,KNX,AAL,FTAI,NVRI,DAL,PRG,MG,ADUR,WERN,BLBD,VMI,CXW,WLFC,RRX,MATX,WCC,MDA,ECO,UAL,SNDR,KFRC,ACA,WSC,WWD,TFII,LUV,EFTY,HXL,URI,DXPE,RBC,LSTR,GVA,VSEC,ARMK,MRTN,HURC,WTS,ESP,LXFR,R,ROK,AZZ,CPA,FDX,XPO,SWBI,TEX,CHRW,NMM,BKSY,GNK,NPKI,CMDB,SAIA,CW,OC,SWK,MSM,GFF,ZIM,GE,AIT,GWW,FA,ULS,RCMT,TRNS,SPXC,EME,TPC,HWM,CSX,ODFL,ESLT,VVX,EML,MAS,UNF,ASTE,IEX,KMT,TATT,CR,LTM,MIDD,NDSN,UHAL,CARR,SBLK,TITN,GTES,JCI,DAC,DE,ETN,HRI,WAB,ALK,HAYW,MAIR,EXPD,AYI,FBIN,APOG,AME,TREX,ATKR,TNC,AIRT,MLI,PH,KEX,HUBG,LOAR,TTC,TT,CNI,VOYG,AADX,CASS,TRN,HEI,CLH,ARXS,RJET,FLS,OSK,FLR,BRC,WMS,DOV,ESEA,HUBB,VSECU,FSS,INIO,SNA,LII,ZWS,AMSC,GSL,UNP,FELE,FER,RBA,AMRC,APG,CP,UPS,PCAR,NX,CAAP,ITT,AER,LECO,NSP,NSC,WSO,ISSC,BWXT,EMR,DCI,JBTM,HONA,DLX,RTX,AGCO,ELMT,EMBJ,ENR,SARO,RYAAY,TISI,EBF,OTTR,NPK,GIC,FAST,GD,SEB,CSL,MMM,TRC,TXT,KRNT,CXT,SUNB,MGRC,MATW,RYZ,CWST,ROAD,GTLS,HON,KAI,ZTO,ITW,SPCX,PAM,MSA,FERG,ABM,CMC,GATX,TDG,CDLR,BA,KE,DPC,AERO,AIRTP,OMAB,PAC,ATS,CSW,RTO,HY,SKYW,CIX,AXON,DRS,RHI,PPIH,MAN,IR,FTAIM,POWWP,CAR,GBX,MWA,NSSC,FLY,TAYD,CMCO,CCEC,DSGR,OFLX,LPX,BBSI,FDXF,GXO,RGR,BXC,KFY,WOR,WM,BLD,LMT,REZI,WLDN,LNN,TNET,GPN,WCN,LHX,J,SYM,ESAB,RSG,AOS,ICFI,ASR,EPAC,VLTO,AWI,GPGI,BLDR,XYL,BWMN,ROCK,CNM,ALLE,BBUC,ALG,BCO,YSS,CAE,CTAS,POOL,GGG,SITE,HII,TTEK,QXO,FCN,MIR,ONT,IIIN,LMB,CDRE,NOC,EXPO,KBR,PRIM,OTIS,GFL,AMTM,NNE,CBZ,DLB,VRSK,PNR,RELX,BETA,CRAI,AVEX,EQPT,KTOS,EFX,KRMN,CPRT,AVAV,MMS,STN,ACM,BAH,TRI,HURN,XE,HAWK,PSIX,MFPVV"
7,Basic Materials,53,31,36,47,"HYMC,MTRN,NWPX,RMIX,KALU,ELVR,ALM,CSTM,PRM,ESI,ODC,FRD,CLMT,AYA,SOLS,USAR,GPRE,HBM,CMP,STLD,AUGO,NUE,MT,CENX,BHP,KOP,SSRM,CGAU,CC,SCCO,FCX,SXT,SQM,TECK,JHX,IDR,HL,REX,NGVT,TTAM,RIO,SSD,ASH,RS,KWR,IAG,AG,SKE,CBT,ERO,DD,VALE,AA,ALB,MP,AXTA,TX,MUX,WDFC,SA,MTX,BVN,IFF,HCC,NEU,PPG,AU,SMG,CMT,AAUC,CTVA,MTUS,SCL,ACNT,EXP,CDE,OGC,B,INHD,LIN,AVNT,NEM,WS,KNF,EGO,ELE,PAAS,CF,APD,VMC,WLKP,IOSP,RPM,UAN,BCPC,SHW,ECL,SIM,PPTA,WFG,AMRZ,MEOH,USAU,CRH,WPM,KGC,TFPM,FNV,BCC,AMR,PKX,MLM,UFPI,FUL,EMN,IPX,HMY,NTR,AEM,OR,DOW,RGLD,ASIX,HWKN,IPI,GFI,DRD,LYB,CE,CLW,TGLS,USLM,SMID,AGI,SLVM,WLK,MSB,OLN,REA,CMCL,CTGO,MOS"
8,Financial Services,52,64,53,50,"HUT,WULF,SEZL,KF,RIOT,ENVA,ATLC,ECPG,EZPW,CCXIU,VBNK,AFJK,CCXI,TWN,SNEX,IREN,CARE,PRCH,BFH,MSBI,UFCS,STK,PGC,AAMI,CMTV,MRX,AFJKU,VIRT,WRLD,GCBC,BOTJ,RVI,EMF,BBAR,TD,AFRM,FSBC,BEN,STT,CACC,FNRN,FOA,IX,HAPN,BMO,BAP,BMA,CHMG,IBKR,BSTZ,TRST,FSEA,GOLD,AMAL,RBB,MBIN,CZWI,RY,ALRS,CM,OPY,FRST,CIB,PS,PKBK,C,AMG,FRAF,UVSP,HFBL,TFIN,UVE,OBK,BST,AROW,BNS,PLGO,MYFW,FISI,BLX,BNY,SMFG,FCFS,IFS,SHBI,GLXY,BWFG,CLBK,TMP,DCOM,HQL,BPOP,MS,RBKB,FCAP,TFSL,LIFE,GL,ATLO,EGBN,CNOB,WSFS,HSBC,PFIS,CAF,WT,AVBH,CBK,CFG,NTRS,FFBC,BBVA,THFF,HG,VCTR,PCB,PMTS,SMBC,MCY,LSBK,MBBC,NBN,UBS,BCS,CBNA,CCNE,FNLC,CBC,OBT,BY,ACNB,CATY,FVCB,BSRR,PBFS,VOYA,SFST,MCB,EBMT,DGICB,MCBS,MUFG,CFBK,PDLB,PLBC,RBCAA,GS,HQH,SMBK,UMBF,WSBF,GSBC,AMTB,PFG,CNO,INBK,FXNC,SLF,CTBI,NXG,FITB,FULT,CIVB,NP,ING,SRCE,SRBK,CCD,TSBK,KINS,PEBK,HAFC,CPF,CAC,RRBI,CWBC,AIZ,FUNC,ZION,BCV,AVBC,FBNC,HWBK,LOB,WAFD,EBC,CEE,NIC,AIO,STBA,OSBC,SBFG,NTB,QCRH,ECBK,FBP,ABCB,PEBO,STEL,AUB,PNC,ISTR,BANC,COLB,THG,MRBK,HBNC,WBS,HBT,MFC,BUSE,BWB,IVZ,LARK,ASB,SIGI,EWBC,FMBH,SKWD,HASI,DBRG,BCAL,CII,NECB,NBXG,BVFL,AGM,NWBI,CZFS,WTFC,TRIN,NFJ,RM,KEY,HTB,WTBA,BOKF,HWC,FGNXP,BHB,USB,SHG,NCZ,NCV,HBCP,PFS,FUSB,NWG,MBWM,HFWA,WASH,FIBK,HOOD,BFST,FCF,KB,HYNE,CINF,BCH,EFSC,MTB,FNB,FBIZ,FMAO,NODK,TROW,ONB,SFNC,CUBI,TCBK,RF,NRIM,COFS,ITIC,RNST,EIG,LMND,UBSI,WSBC,FHB,MNSB,ORRF,MVBF,ASIC,FBLA,ACV,GGAL,CFR,INDB,BKU,GABC,OFG,FCCO,EFSI,ADX,CCBG,WABC,RNR,BSVN,NBTB,SII,BOH,HMN,BFC,UNM,AX,TRV,PFBC,SBSI,TCBI,SPNT,CVBF,RVT,FCBC,BHRB,UNTY,NPB,ACT,CNS,NWFL,ESQ,FDSB,ALL,NBHC,CFFI,WHG,CPBI,FDBC,CBU,RMBI,CBNK,PBHC,SRV,CSQ,ALLY,COSO,AFBI,HTH,SFBS,GBCI,BAC,TRMK,PRAA,MPB,EVT,ETO,USCB,FHN,ETG,FRME,OVBC,BSAC,MCHB,QQQX,CBFV,BBT,VABK,HIFS,BME,EQBK,BPRN,FGBIP,BUI,PRK,BOW,GGZ,UCB,BTO,EVR,CLST,OVLY,NKSH,MET,LCNB,LGI,JHG,CZNC,BCML,IBOC,NIE,MXF,CB,FAF,L,SBCF,BCAT,BMRC,IBCP,SYBT,OZK,SPXX,GDV,CBAN,GAIN,ASA,FRBA,FNWD,GAM,TBLD,JPM,UTF,CBSH,PRI,FFIN,TFC,GSIW,SPFI,JCE,ASGI,FFA,CSWC,HBAN,JMSB,IGIC,TCBX,NBBK,FSBW,CHCO,VALU,ETOR,AFL,PB,GLRE,CASH,OCFC,FCNCA,THQ,SLDE,TY,BHF,PNFP,PROV,RLTY,RDN,UTG,BMEZ,WAL,SYF,EG,MEGI,RGA,ATLCP,ETB,AUBN,SSB,EOT,OMF,FBK,RMI,TOWN,SEIC,ECAT,CET,LCLN,AFG,BANR,FHI,HTD,DB,AXS,MMD,PRU,FSUN,WTM,HCI,HNVR,V,NEWTP,CNA,MC,ESNT,UBCP,BETR,SCD,AXP,TBBK,GUG,NNI,MBINL,NMIH,ACGL,LDP,EMO,LKFN,GLU,ECCC,SLM,MBNKO,CNOBP,RMMZ,TCBS,HOMB,PEO,FFC,SOR,OXLCN,CRBG,STEW,BTT,MTG,FDUS,MKTW,IOR,PSF,BOT,MSBIP,CCID,BN,OXLCO,MNSBP,IBN,HPI,DFP,JCAP,OCCIN,JXN,EIIA,RKT,BUSEP,NBB,BWBBP,EOS,DGICA,SDHY,FRBT,HRTG,NPFD,SPME,BBN,ETX,EICA,MGYR,WRB,HPF,WFC,BMN,OCCIM,MSCI,VLYPO,MBINM,PTA,EOI,BNT,BWIN,PDPA,WTFCN,FPF,FLC,SPMA,ONIT,STC,CCNEP,EQH,TWFG,HIG,FRMEP,ORI,SAFT,VEL,VBF,PLMR,MKL,VLYPN,SLMBP,ONBPO,IGI,ONBPP,UMBFO,JEF,HBANL,MBINN,RJF,EFSCP,WSBCO,WF,VLYPP,RNP,ISBA,UNB,KLAR,COF,HIPO,MIAX,NTRSO,SCHW,SAR,BPYPM,IIF,SATA,PGR,AON,UPST,MCO,WD,WAFDP,TCBIO,PUK,OZKAP,BANF,GLAD,MA,ACGLN,BANX,PFX,JLS,PJT,AMP,TIPT,AII,AIFU,SFBC,TYG,HTGC,XZO,ARCC,GBFH,AGO,LNC,TREE,CBOE,MSDL,SOFI,HBANZ,AIG,RLI,HBANP,FCNCO,ACGLO,BLK,MPV,PDI,FCNCP,SF,SIGIP,TRU,FULTP,HBANM,APO,AB,FG,PIPR,CRVL,FNF,VRTS,MCI,LAZ,PSUS,MAIN,PDX,XP,ZIONP,BAM,FRHC,BXSL,DXYZ,AJG,FIGR,NDAQ,AMSF,MRSH,ROOT,FDS,SPGI,APAM,GBLI,BX,PFSI,KNSL,HDB,HERZ,PWP,RYAN,ERIE,QFIN,LPLA,TW,WTW,CCB,TSLX,XFLT,TPG,KKR,GSHD,ARES,HLI,BRO,CG,CME,PYPL,STEP,MORN,ICE,TRUP,KMPR,COIN,FUTU,HLNE,MKTX,CRCL"
9,Energy,52,33,20,71,"NESR,NGL,SEI,EFXT,KGS,WTTR,NBR,DK,LBRT,OII,INSW,FET,FTK,FRO,WBI,PBT,AROC,VLO,PBF,FTI,PARR,AESI,TEN,DINO,TRGP,WKC,NGS,HP,CVE,LB,MPC,TS,EE,YPF,SUNC,STNG,VAL,VIST,BWLP,INVX,DTM,DHT,LPG,NOV,TPL,TRMD,HAL,APA,SOBO,SUN,TRP,PAGP,FLOC,PSX,TNK,PR,PAA,OVV,SLB,TBN,WHD,E,PBA,CCJ,IMO,WMB,GLNG,AM,BKR,WFRD,PDS,SU,TDW,NE,KNTK,PBR,SDRL,DKL,NVGS,WES,ENB,REPX,FANG,RNGR,APC,TTE,EPD,CAPL,WDS,FLNG,WHK,EQNR,KMI,OKE,VTOL,ET,CNQ,SMC,USAC,NC,MPLX,CQP,EOG,DVN,XOM,BKV,TGS,GLP,MUR,VNOM,CHRD,IMPPP,HESM,SM,SBR,COP,MGY,BP,LNG,SHEL,CVX,EROK,HMH,OXY,DMLP,CRC,NCSM,BTU,MTDR,CNX,ARLP,RRC,EQT,AR,CNR,NRP,PNRG,CVI,NFG,LEU,GPOR,EXE,VTS,NOG"
10,Real Estate,49,58,50,53,"PEB,HPP,CBL,OUT,PSTL,ARL,XHR,APLE,FVR,MAC,NSA,RHP,WSR,FOR,HST,IRM,NHPBP,RMR,SEG,AAT,PINE,NHPAP,SILA,CURB,LAMR,WELL,VNO,DOC,SPG,CCS,CDP,COLD,EQIX,JAN,CTO,FRT,LINE,IVT,KRG,HR,HIW,AHR,VTR,ALX,MDV,CUZ,SKT,KIM,CHCI,IIPR,NTST,LXP,PSA,BNL,STRS,UE,PECO,CTRE,CHCT,GTY,BRX,BFS,EGP,SLG,DEA,OHI,VTMX,XRN,FR,ESS,PLD,NREF,JOE,OLP,KRC,NNN,MMI,EPR,REG,UDR,UHT,INVH,TRNO,CPT,SAFE,BXDC,EQR,TCI,EXR,AMH,ARR,WPC,AXR,BXP,AKR,LTC,IRS,ADAMN,ADAML,DLR,BRT,NLY,STAG,FRPH,MLP,AVB,ELS,CUBE,O,MAA,JLL,LANDP,ADC,IRT,SBRA,HHH,MRP,LANDO,ADAMZ,ADAMM,SDHC,AGNCP,AGNCM,AGNCL,FCPT,AGNCO,AGNCN,AGNCZ,SMA,UMH,BPYPP,WHLRD,NMRK,GLPI,MAYS,NXRT,GOODN,EPRT,WY,NHI,REGCP,REGCO,RYN,SUI,ARE,CSR,SBAC,CBRE,REXR,FSV,ACR,VICI,NEN,AMT,STWD,BXMT,CCI,OZ,CIGI,OPI,CSGP"
