Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Silver,Basic Materials,98,96,96,97,"AG,EXK,SVM,NEWP"
2,Copper,Basic Materials,96,58,93,95,"SCCO,FCX,HBM,ERO,TGB,IE"
3,Other Precious Metals & Mining,Basic Materials,96,74,91,94,"HL,SBSW,BVN,TFPM,PPTA,SLSR,MUX,ELE,ASM,MTA,VOXR"
4,Aluminum,Basic Materials,95,76,95,96,"AA,CENX,CSTM,KALU"
5,Gold,Basic Materials,94,87,89,92,"NEM,AEM,B,WPM,AU,FNV,GFI,KGC,PAAS,RGLD,AGI,CDE,IAG,EQX,HMY,NGD,OR,EGO,BTG,AUGO,ORLA,SSRM,NG,ARIS,HYMC,AAUC,CGAU,FSM,SA,DRD,CNL,DC,IDR,CMCL,CTGO,USAU"
6,Semiconductor Equipment & Materials,Technology,90,65,87,88,"ASML,AMAT,LRCX,KLAC,TER,Q,ENTG,NVMI,AMKR,ONTO,CAMT,FORM,IPGP,KLIC,ACMR,ACLS,UCTT,AMBA,PLAB,AXTI,VECO,ICHR,DQ,COHU,AEHR,ASYS,INTT"
7,Real Estate - Diversified,Real Estate,90,66,90,92,"JOE,STRS"
8,Other Industrial Metals & Mining,Basic Materials,90,64,82,88,"ALOY,BHP,RIO,VALE,TECK,MP,EMAT,ALM,SKE,USAR,MTRN,TMC,USAS,IPX,NEXA,SGML,UAMY,CRML,LAR,CMP,GSM,ELVR,SCZM,NB,BMM,NVA,USGO"
9,Oil & Gas Drilling,Energy,90,89,95,83,"NE,RIG,HP,PTEN,SDRL,BORR,SOC,NBR,PDS"
10,Marine Shipping,Industrials,84,87,84,85,"KEX,MATX,HAFN,ZIM,SBLK,BWLP,CMRE,NMM,DAC,ECO,SFL,GSL,CCEC,GNK,HSHP,ASC,SB,PANL,ESEA,CMDB,GASS,SHIP,SMHI,HTCO,EDRY,EHLD"
11,Thermal Coal,Energy,83,82,75,83,"CNR,BTU,ARLP,NRP,HNRG,NC"
12,Medical Distribution,Healthcare,83,78,75,85,"MCK,COR,CAH,HSIC,YI"
13,Uranium,Energy,81,38,76,81,"CCJ,NXE,UEC,UUUU,LEU,ISOU,NUCL,AEC"
