Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
3,MGRT,138.88,30563.0,Technology,Information Technology Services,99.0,99.0,99.0,99.0,114075.0,49650.0,170.0,1.5,1909600128.0,No
26,KOD,45.43,424129.0,Healthcare,Biotechnology,99.0,90.0,99.0,99.0,1091411.0,736160.0,47.84,2.81,2823732736.0,No
32,PL,35.03,6064518.0,Industrials,Aerospace & Defense,99.0,78.0,92.0,99.0,13371606.0,12041400.0,41.71,3.17,12125599744.0,No
99,PBRG,48.23,3949.0,ETF,ETF,98.0,38.0,99.0,,9685.0,8450.0,51.83,14.83,,No
144,DOCN,94.38,2269598.0,Technology,Software - Infrastructure,98.0,83.0,98.0,98.0,4350157.0,3880380.0,99.23,25.56,9848877056.0,No
147,GSAT,81.28,1142638.0,Communication Services,Telecom Services,98.0,92.0,93.0,97.0,1208298.0,3029970.0,82.1,17.24,10436297728.0,No
183,SKYT,31.16,1152702.0,Technology,Semiconductors,98.0,82.0,22.0,97.0,1295114.0,1429660.0,36.27,6.68,1531746048.0,No
205,LBRT,33.05,3299398.0,Energy,Oil & Gas Equipment & Services,97.0,79.0,97.0,98.0,4843072.0,4061600.0,33.5,9.9,5393476608.0,No
208,GOOX,80.87,52645.0,ETF,ETF,97.0,98.0,67.0,95.0,96060.0,56830.0,85.83,17.8,,No
210,GGLL,114.03,1587759.0,ETF,ETF,97.0,98.0,72.0,95.0,1383913.0,1048850.0,119.12,25.21,,No
267,TSAT,45.76,153275.0,Technology,Communication Equipment,97.0,91.0,98.0,93.0,172442.0,252380.0,55.69,14.77,2334295040.0,No
272,ALB,186.9,1828605.0,Basic Materials,Specialty Chemicals,97.0,39.0,28.0,97.0,2360504.0,2399580.0,215.71,53.7,22033057792.0,No
301,IMOS,42.87,65971.0,Technology,Semiconductors,96.0,88.0,48.0,98.0,55406.0,93330.0,51.08,15.06,1500413824.0,No
324,PKE,33.97,140065.0,Industrials,Aerospace & Defense,96.0,91.0,96.0,96.0,268854.0,256000.0,35.86,12.07,676879360.0,No
346,DK,41.04,1346611.0,Energy,Oil & Gas Refining & Marketing,96.0,3.0,97.0,70.0,1523411.0,1307660.0,48.32,12.8,2454537728.0,No
352,SQM,89.42,1264671.0,Basic Materials,Specialty Chemicals,96.0,57.0,78.0,98.0,1402716.0,1391140.0,95.46,29.36,25541734400.0,No
381,XPO,222.01,864802.0,Industrials,Trucking,96.0,86.0,97.0,97.0,1785126.0,1118630.0,231.46,95.23,26065819648.0,No
391,IRDM,37.35,1551515.0,Communication Services,Telecom Services,95.0,94.0,98.0,98.0,2446759.0,3570460.0,44.36,15.65,3948931072.0,No
403,ATI,151.7,1214915.0,Industrials,Metal Fabrication,95.0,57.0,91.0,96.0,2189250.0,1768860.0,168.14,51.8,20773236736.0,No
424,AAUC,30.13,287173.0,Basic Materials,Gold,95.0,8.0,25.0,96.0,681685.0,840670.0,32.2,11.2,3792801536.0,No
425,APGE,85.37,730063.0,Healthcare,Biotechnology,95.0,65.0,90.0,95.0,968516.0,665920.0,95.31,34.34,7582095360.0,No
429,EWTX,30.99,3387121.0,Healthcare,Biotechnology,95.0,18.0,77.0,98.0,852834.0,858960.0,35.0,12.15,3332422144.0,No
433,GRC,75.16,143768.0,Industrials,Specialty Industrial Machinery,95.0,90.0,96.0,95.0,178555.0,306980.0,78.5,34.96,1977673344.0,No
441,SLAB,215.71,669962.0,Technology,Semiconductors,95.0,42.0,97.0,95.0,774795.0,399920.0,216.55,97.77,7111617024.0,No
442,INDV,34.43,1430271.0,Healthcare,Drug Manufacturers - Specialty & Generic,95.0,87.0,40.0,91.0,2394731.0,1358320.0,38.0,10.63,4197776384.0,No
453,RKLB,78.59,14261398.0,Industrials,Aerospace & Defense,95.0,93.0,19.0,84.0,21473101.0,25514000.0,99.58,20.23,45428498432.0,No
486,SION,39.59,391558.0,Healthcare,Biotechnology,94.0,64.0,20.0,45.0,353650.0,576450.0,46.46,10.96,1781473664.0,No
558,NMM,71.9,89616.0,Industrials,Marine Shipping,94.0,67.0,91.0,95.0,176437.0,106040.0,74.21,33.2,2052458368.0,No
573,NVDL,106.92,9351055.0,ETF,ETF,94.0,98.0,91.0,80.0,9679359.0,7247970.0,118.5,31.75,,No
578,REMX,97.91,689633.0,ETF,ETF,93.0,79.0,51.0,90.0,1233057.0,924100.0,104.62,35.72,,No
584,CTRI,35.46,1062927.0,Utilities,Utilities - Regulated Gas,93.0,89.0,92.0,96.0,1362318.0,912570.0,35.73,17.59,3575946240.0,No
617,CVLG,34.99,177738.0,Industrials,Trucking,93.0,94.0,96.0,97.0,168722.0,210360.0,35.52,18.0,877975296.0,No
