Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,Earning_Date,History_Days,Gap (%),Latest Volume,9M+ Volume,HVE,HVE Date,HVE Volume
2,NFEGP,505.0,492.5,15111.0,,,98.0,,,,,,53400.0,53400.0,510.99,38.4,0,YES,,,,,,,3,1.52,15111.0,NO,NO,2026-09-15,106600.0
15,RFAI,41.5,33.15,36972.0,Financial Services,Shell Companies,98.0,98.0,98.0,98.0,9.537,9.3241,83430.0,20250.0,73.0,8.94,346266240,NO,39.38,22.34,13.74,27.85,16.58,,552,0.0,36972.0,NO,NO,2026-08-21,3150800.0
28,OKTG,47.18,48.425,19503.0,ETF,ETF,98.0,98.0,98.0,98.0,4.8197,3.7835,28343.0,37920.0,49.3,7.0,0,NO,36.41,33.25,19.76,34.5,22.06,,208,0.0,19503.0,NO,NO,2026-05-29,411900.0
30,ORKA,93.55,92.2,926977.0,Healthcare,Biotechnology,98.0,4.0,95.0,98.0,4.9011,4.8025,1139951.0,669260.0,115.52,14.89,6193917440,NO,96.26,95.89,60.44,96.88,72.79,,7321,0.54,926977.0,NO,NO,2026-04-29,7921000.0
44,ETON,56.35,54.93,336107.0,Healthcare,Drug Manufacturers - Specialty & Generic,98.0,15.0,98.0,98.0,2.6807,2.6114,564172.0,443170.0,66.37,14.27,1610659712,NO,60.03,50.61,29.71,52.99,36.08,,1969,0.0,336107.0,NO,NO,2023-08-11,15757000.0
80,PLTL,57.67,56.49,310.0,ETF,ETF,97.0,73.0,,,3.4419,0.5298,1141.0,330.0,67.19,27.78,0,NO,59.47,49.58,,51.75,,,57,1.89,310.0,NO,NO,2026-08-10,9400.0
84,AEHR,84.25,81.58,2301808.0,Technology,Semiconductor Equipment & Materials,97.0,0.0,5.0,98.0,7.8757,6.85,2741943.0,3437670.0,147.4,18.7,2751566848,NO,89.64,91.78,65.13,92.22,80.87,,7316,0.0,2301808.0,NO,NO,2021-07-19,139700300.0
93,ANDG,55.01,54.21,286112.0,Consumer Cyclical,Personal Services,97.0,95.0,96.0,97.0,2.0104,1.9339,457195.0,357250.0,57.62,18.12,6215494656,NO,53.76,48.91,,50.4,38.85,,187,1.0,286112.0,NO,NO,2025-12-17,7670200.0
95,STX,783.18,771.81,3351626.0,Technology,Computer Hardware,97.0,2.0,4.0,96.0,44.9421,42.3971,4768325.0,3458290.0,1145.0,206.26,178089656320,NO,830.86,845.1,613.74,842.41,730.1,,5978,0.0,3351626.0,NO,NO,2012-06-29,89629700.0
96,OKTA,188.12,190.45,3630330.0,Technology,Software - Infrastructure,97.0,98.0,97.0,98.0,11.4111,9.4546,3433870.0,3753330.0,191.99,62.66,32887312384,NO,161.61,151.38,105.27,155.21,114.75,,2373,0.0,3630330.0,NO,NO,2022-09-01,45872000.0
