IndustryRank,Ticker,Price,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,Gap (%),IPO,HVE
1,MGNI,23.84,Communication Services,Advertising Agencies,94.0,40.0,96.0,97.0,0.9396,0.9239,0.0,NO,NO
2,ZD,57.35,Communication Services,Advertising Agencies,93.0,85.0,92.0,92.0,1.2789,1.2511,0.4,NO,NO
3,QNST,18.48,Communication Services,Advertising Agencies,92.0,9.0,96.0,92.0,0.8064,0.7757,0.0,NO,NO
4,WPP,26.04,Communication Services,Advertising Agencies,91.0,35.0,95.0,95.0,0.8021,0.5643,3.92,NO,NO
5,ADV,33.32,Communication Services,Advertising Agencies,77.0,81.0,7.0,96.0,1.7519,1.7351,0.0,NO,NO
1,SIF,21.03,Industrials,Aerospace & Defense,97.0,92.0,51.0,94.0,1.1643,1.14,0.0,NO,NO
2,ATRO,70.96,Industrials,Aerospace & Defense,94.0,1.0,15.0,90.0,2.9421,2.7136,0.0,NO,NO
3,DCO,164.5,Industrials,Aerospace & Defense,92.0,3.0,49.0,87.0,6.0886,5.8693,0.0,NO,NO
4,EMBJ,75.0,Industrials,Aerospace & Defense,89.0,81.0,94.0,88.0,2.0175,1.9236,0.0,NO,NO
5,NPK,153.33,Industrials,Aerospace & Defense,89.0,94.0,89.0,71.0,5.0936,4.995,0.0,NO,NO
1,CF,131.24,Basic Materials,Agricultural Inputs,91.0,94.0,90.0,33.0,5.5931,5.2331,0.0,NO,NO
2,UAN,132.61,Basic Materials,Agricultural Inputs,88.0,94.0,89.0,33.0,2.8089,2.6067,0.0,NO,NO
3,NTR,77.0,Basic Materials,Agricultural Inputs,81.0,95.0,86.0,11.0,2.3129,2.0708,0.0,NO,NO
4,IPI,38.42,Basic Materials,Agricultural Inputs,79.0,90.0,77.0,5.0,1.9142,1.8999,0.0,NO,NO
5,CTVA,82.54,Basic Materials,Agricultural Inputs,74.0,92.0,80.0,40.0,2.3921,2.2964,0.0,NO,NO
1,DAL,79.8,Industrials,Airlines,78.0,7.0,24.0,89.0,2.1011,1.9204,0.0,NO,NO
2,UAL,108.96,Industrials,Airlines,45.0,6.0,18.0,83.0,3.5857,3.0771,0.0,NO,NO
3,CPA,127.49,Industrials,Airlines,44.0,18.0,12.0,68.0,3.1779,2.9246,0.0,NO,NO
4,SKYW,97.08,Industrials,Airlines,35.0,10.0,76.0,49.0,2.8177,2.5277,0.0,NO,NO
5,LUV,39.52,Industrials,Airlines,35.0,8.0,8.0,35.0,1.1071,1.0014,0.0,NO,NO
1,CAAP,24.33,Industrials,Airports & Air Services,36.0,52.0,14.0,28.0,0.831,0.7903,0.0,NO,NO
2,OMAB,98.2,Industrials,Airports & Air Services,13.0,13.0,26.0,11.0,2.5779,2.57,0.0,NO,NO
3,PAC,201.41,Industrials,Airports & Air Services,5.0,33.0,7.0,8.0,5.5743,5.4307,0.0,NO,NO
4,ASR,252.1,Industrials,Airports & Air Services,4.0,22.0,9.0,3.0,5.3432,5.3432,0.0,NO,NO
1,KALU,149.06,Basic Materials,Aluminum,87.0,3.0,4.0,84.0,6.5679,6.0264,0.0,NO,NO
2,CSTM,25.29,Basic Materials,Aluminum,70.0,6.0,2.0,37.0,0.9428,0.8535,0.0,NO,NO
3,CENX,41.54,Basic Materials,Aluminum,47.0,10.0,2.0,2.0,2.1671,1.9475,0.0,NO,NO
4,AA,46.95,Basic Materials,Aluminum,10.0,23.0,2.0,2.0,2.0081,1.783,0.0,NO,NO
1,PVH,73.01,Consumer Cyclical,Apparel Manufacturing,21.0,9.0,11.0,77.0,2.9764,2.88,2.83,NO,NO
2,COLM,57.67,Consumer Cyclical,Apparel Manufacturing,21.0,74.0,8.0,40.0,1.4771,1.4443,0.0,NO,NO
3,RL,341.43,Consumer Cyclical,Apparel Manufacturing,15.0,8.0,7.0,38.0,10.0757,9.9179,0.0,NO,NO
4,LEVI,20.23,Consumer Cyclical,Apparel Manufacturing,12.0,11.0,7.0,61.0,0.5505,0.5237,0.0,NO,NO
5,KTB,67.42,Consumer Cyclical,Apparel Manufacturing,9.0,2.0,7.0,29.0,2.7477,2.683,0.0,NO,NO
1,JILL,23.77,Consumer Cyclical,Apparel Retail,95.0,97.0,97.0,94.0,1.1846,1.1014,0.0,NO,NO
2,ANF,140.62,Consumer Cyclical,Apparel Retail,95.0,97.0,97.0,95.0,9.1564,7.4014,0.0,NO,NO
3,VSXY,74.54,Consumer Cyclical,Apparel Retail,95.0,3.0,18.0,95.0,4.4082,3.8482,0.0,NO,NO
4,CTRN,60.2,Consumer Cyclical,Apparel Retail,92.0,2.0,89.0,90.0,3.61,3.4171,0.0,NO,NO
5,ROST,230.04,Consumer Cyclical,Apparel Retail,80.0,20.0,23.0,58.0,4.9507,4.8336,0.0,NO,NO
1,MAAS,16.34,Financial Services,Asset Management,98.0,86.0,82.0,98.0,1.2371,1.2228,0.0,NO,NO
2,ASST,29.03,Financial Services,Asset Management,96.0,98.0,98.0,98.0,2.2896,2.1906,0.4,NO,NO
3,WT,22.79,Financial Services,Asset Management,95.0,79.0,93.0,93.0,1.0825,1.0589,0.0,NO,NO
4,AAMI,88.92,Financial Services,Asset Management,95.0,27.0,85.0,96.0,3.0336,2.9271,0.0,NO,NO
5,VCTR,109.08,Financial Services,Asset Management,94.0,15.0,93.0,95.0,4.05,4.0386,0.0,NO,NO
1,KMX,61.69,Consumer Cyclical,Auto & Truck Dealerships,89.0,85.0,90.0,92.0,1.6046,1.5268,0.0,NO,NO
