IndustryRank,Ticker,Price,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,Gap (%),IPO,HVE
1,MF,18.11,Communication Services,Advertising Agencies,98.0,98.0,98.0,0.0,2.4898,2.3309,0.0,NO,NO
2,MGNI,23.35,Communication Services,Advertising Agencies,95.0,94.0,98.0,97.0,1.155,0.9714,0.0,NO,NO
3,QNST,20.37,Communication Services,Advertising Agencies,95.0,93.0,98.0,96.0,1.1118,0.8075,0.0,NO,NO
4,ZD,55.4,Communication Services,Advertising Agencies,94.0,79.0,92.0,96.0,2.2307,2.0507,0.0,NO,NO
5,WPP,26.27,Communication Services,Advertising Agencies,88.0,97.0,95.0,91.0,1.3043,0.8207,0.0,NO,NO
1,DFNS,24.4,Industrials,Aerospace & Defense,98.0,98.0,98.0,98.0,9.7692,8.1102,0.0,NO,NO
2,SIF,20.99,Industrials,Aerospace & Defense,97.0,2.0,76.0,95.0,2.4268,2.0754,0.68,NO,NO
3,DCO,189.08,Industrials,Aerospace & Defense,95.0,88.0,93.0,94.0,8.2479,7.7843,0.0,NO,NO
4,ATRO,76.06,Industrials,Aerospace & Defense,95.0,89.0,88.0,85.0,5.6986,5.1079,0.0,NO,NO
5,IA,20.93,Industrials,Aerospace & Defense,94.0,86.0,93.0,7.0,1.4986,1.4971,0.0,NO,NO
1,CF,125.7,Basic Materials,Agricultural Inputs,85.0,47.0,36.0,90.0,5.2236,4.6786,2.16,NO,NO
2,IPI,38.28,Basic Materials,Agricultural Inputs,78.0,86.0,12.0,75.0,1.7181,1.6796,0.32,NO,NO
3,UAN,124.49,Basic Materials,Agricultural Inputs,75.0,50.0,46.0,77.0,4.0986,3.5762,0.54,NO,NO
4,NTR,73.12,Basic Materials,Agricultural Inputs,65.0,84.0,44.0,49.0,2.0944,1.7569,0.62,NO,NO
5,CTVA,79.46,Basic Materials,Agricultural Inputs,46.0,6.0,18.0,50.0,2.0282,1.8649,0.33,NO,NO
1,DAL,81.06,Industrials,Airlines,83.0,15.0,75.0,82.0,2.4229,2.0143,0.0,NO,NO
2,UAL,111.71,Industrials,Airlines,66.0,11.0,82.0,40.0,4.1646,3.3896,0.0,NO,NO
3,SKYW,100.79,Industrials,Airlines,48.0,77.0,88.0,30.0,3.1839,2.8054,0.0,NO,NO
4,LUV,39.89,Industrials,Airlines,48.0,3.0,63.0,2.0,1.4339,1.2482,0.0,NO,NO
5,LTM,50.49,Industrials,Airlines,44.0,12.0,69.0,6.0,1.7295,1.4741,0.0,NO,NO
1,CAAP,23.27,Industrials,Airports & Air Services,16.0,8.0,17.0,5.0,0.9329,0.9082,0.0,NO,NO
2,OMAB,101.96,Industrials,Airports & Air Services,11.0,13.0,24.0,4.0,2.9682,2.8296,0.0,NO,NO
3,PAC,209.45,Industrials,Airports & Air Services,5.0,10.0,6.0,2.0,5.3964,5.3307,0.0,NO,NO
4,ASR,259.16,Industrials,Airports & Air Services,4.0,7.0,6.0,2.0,6.7371,6.6729,0.0,NO,NO
1,KALU,151.15,Basic Materials,Aluminum,87.0,12.0,8.0,56.0,10.0793,8.9829,0.0,NO,NO
2,CSTM,26.53,Basic Materials,Aluminum,85.0,11.0,4.0,73.0,1.2079,1.1,0.0,NO,NO
3,CENX,43.4,Basic Materials,Aluminum,73.0,72.0,2.0,14.0,3.3643,3.1079,0.0,NO,NO
4,AA,50.55,Basic Materials,Aluminum,60.0,85.0,3.0,6.0,2.2539,1.8162,0.0,NO,NO
1,KTB,78.99,Consumer Cyclical,Apparel Manufacturing,78.0,7.0,91.0,79.0,3.5289,3.1043,0.0,NO,NO
2,GIII,33.18,Consumer Cyclical,Apparel Manufacturing,73.0,8.0,79.0,50.0,0.8881,0.8506,0.0,NO,NO
3,RL,372.52,Consumer Cyclical,Apparel Manufacturing,68.0,16.0,82.0,37.0,13.7457,13.1564,0.0,NO,NO
4,COLM,59.44,Consumer Cyclical,Apparel Manufacturing,42.0,8.0,48.0,13.0,1.6546,1.4618,0.0,NO,NO
5,LEVI,21.23,Consumer Cyclical,Apparel Manufacturing,28.0,4.0,40.0,19.0,0.6339,0.6154,0.0,NO,NO
1,VSXY,86.8,Consumer Cyclical,Apparel Retail,97.0,28.0,98.0,92.0,4.2234,4.0106,0.0,NO,NO
2,CTRN,70.15,Consumer Cyclical,Apparel Retail,96.0,79.0,97.0,93.0,3.0643,2.99,0.0,NO,NO
3,JILL,20.32,Consumer Cyclical,Apparel Retail,93.0,95.0,97.0,81.0,0.7596,0.7456,0.0,NO,NO
4,ANF,105.02,Consumer Cyclical,Apparel Retail,89.0,86.0,96.0,69.0,5.1053,4.9249,0.0,NO,NO
5,ROST,228.99,Consumer Cyclical,Apparel Retail,84.0,13.0,61.0,75.0,5.33,5.1007,0.0,NO,NO
1,MAAS,15.63,Financial Services,Asset Management,98.0,1.0,96.0,98.0,1.8114,1.8037,0.0,NO,NO
2,AAMI,90.85,Financial Services,Asset Management,95.0,85.0,93.0,95.0,2.8609,2.5938,0.0,NO,NO
3,VCTR,113.08,Financial Services,Asset Management,94.0,91.0,94.0,93.0,3.8666,3.6059,0.0,NO,NO
4,WT,22.65,Financial Services,Asset Management,93.0,90.0,86.0,91.0,0.9361,0.8976,0.0,NO,NO
5,TWN,96.57,Financial Services,Asset Management,93.0,85.0,72.0,94.0,3.0271,2.4636,0.0,NO,NO
1,KMX,61.05,Consumer Cyclical,Auto & Truck Dealerships,94.0,79.0,97.0,93.0,2.0114,1.9807,0.0,NO,NO
2,RUSHB,77.57,Consumer Cyclical,Auto & Truck Dealerships,88.0,69.0,88.0,84.0,2.1596,2.0482,0.0,NO,NO
3,LAD,370.67,Consumer Cyclical,Auto & Truck Dealerships,87.0,86.0,95.0,84.0,12.4821,11.3329,0.0,NO,NO
4,PAG,216.55,Consumer Cyclical,Auto & Truck Dealerships,87.0,80.0,93.0,86.0,3.0782,3.0218,0.0,NO,NO
5,RUSHA,77.11,Consumer Cyclical,Auto & Truck Dealerships,85.0,59.0,79.0,64.0,2.3036,2.2664,0.0,NO,NO
1,GM,86.15,Consumer Cyclical,Auto Manufacturers,81.0,76.0,81.0,52.0,2.1079,2.0421,0.0,NO,NO
2,RACE,428.37,Consumer Cyclical,Auto Manufacturers,71.0,89.0,93.0,72.0,7.1264,6.035,0.0,NO,NO
3,RIVN,16.01,Consumer Cyclical,Auto Manufacturers,71.0,8.0,85.0,43.0,0.6154,0.5764,0.0,NO,NO
4,HMC,32.6,Consumer Cyclical,Auto Manufacturers,68.0,90.0,91.0,57.0,0.5964,0.4136,0.0,NO,NO
