Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Aluminum,Basic Materials,94,53,57,94,"AA,CENX,CSTM,KALU"
2,Semiconductors,Technology,91,65,92,91,"NVDA,TSM,AVGO,MU,AMD,INTC,ARM,TXN,MRVL,QCOM,ADI,ASX,NXPI,MPWR,STM,ALAB,UMC,MCHP,CBRS,CRDO,GFS,ON,TSEM,MTSI,LSCC,SITM,RMBS,SMTC,SWKS,SIMO,ALGM,QRVO,VSH,CRUS,MXL,SLAB,NVTS,SYNA,DIOD,POWI,PI,LASR,HIMX,WOLF,POET,IMOS,AIP,SKYT,AMBQ,AOSL,CEVA,MRAM,NVEC,ALMU,QUIK,GSIT,MX,IPWR,WKEY,PXLW,MCHPP"
3,Semiconductor Equipment & Materials,Technology,91,76,85,88,"ASML,AMAT,LRCX,KLAC,TER,Q,ENTG,AMKR,NVMI,ONTO,FORM,CAMT,ACMR,KLIC,AXTI,ACLS,UCTT,IPGP,VECO,AEHR,ICHR,COHU,AMBA,PLAB,DQ,ASYS,ATOM,INTT,TRT"
4,Silver,Basic Materials,90,31,50,71,"AG,AYA,SVM,EXK"
5,REIT - Hotel & Motel,Real Estate,89,93,92,89,"HST,RHP,APLE,PK,DRH,SHO,PEB,XHR,RLJ,INN,CLDT"
6,Textile Manufacturing,Consumer Cyclical,86,95,93,84,"AIN,SMJF"
7,Trucking,Industrials,86,77,86,86,"ODFL,XPO,TFII,KNX,SAIA,SNDR,RXO,ARCB,WERN,MRTN,HTLD,CVLG,ULH,PAMT"
8,Copper,Basic Materials,86,78,74,76,"SCCO,FCX,HBM,ERO,TGB,IE"
9,Electronic Components,Technology,82,81,81,81,"APH,GLW,TEL,FLEX,CLS,JBL,TTMI,FN,VICR,SANM,LFUS,PLXS,RAL,BELFB,OLED,OSIS,KN,BELFA,BHE,ROG,OUST,CTS,ALNT,DAKT,LYTS,LPTH,OPTX,MPTI,MEI,RELL,CPSH,ELTK,MSAI"
10,Publishing,Communication Services,82,64,70,86,"NYT,PSO,WLY,WLYB,TDAY,SCHL,LEE"
11,Banks - Diversified,Financial Services,81,85,84,73,"JPM,BAC,HSBC,RY,WFC,C,MUFG,TD,SAN,UBS,SMFG,BBVA,BMO,BNS,CM,BNY,ING,BCS,NTB,FRBT"
