IndustryRank,Ticker,Price,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,Gap (%),IPO,HVE
1,QMMM,119.4,Communication Services,Advertising Agencies,98.0,34.0,35.0,30.0,0.0,0.0,0.0,NO,NO
2,ZD,54.27,Communication Services,Advertising Agencies,92.0,78.0,86.0,92.0,1.6336,1.5893,0.15,NO,NO
3,ADV,43.22,Communication Services,Advertising Agencies,89.0,15.0,89.0,97.0,2.6936,2.5739,0.93,NO,NO
4,MGNI,19.73,Communication Services,Advertising Agencies,86.0,75.0,97.0,91.0,0.7971,0.7807,0.0,NO,NO
5,QNST,16.13,Communication Services,Advertising Agencies,72.0,90.0,91.0,78.0,0.7193,0.6964,0.19,NO,NO
1,DFNS,50.22,Industrials,Aerospace & Defense,98.0,98.0,98.0,98.0,6.2067,4.8101,63.46,NO,NO
2,SIF,26.76,Industrials,Aerospace & Defense,98.0,96.0,98.0,98.0,1.7209,1.7074,0.0,NO,NO
3,DCO,169.57,Industrials,Aerospace & Defense,94.0,15.0,89.0,95.0,7.0271,6.4593,0.0,NO,NO
4,ATRO,65.14,Industrials,Aerospace & Defense,94.0,3.0,85.0,55.0,3.2714,3.1164,0.0,NO,NO
5,VVX,86.31,Industrials,Aerospace & Defense,93.0,96.0,94.0,88.0,3.2934,3.0091,0.0,NO,NO
1,CF,127.35,Basic Materials,Agricultural Inputs,88.0,96.0,63.0,93.0,4.3836,3.5764,2.35,NO,NO
2,CTVA,90.51,Basic Materials,Agricultural Inputs,86.0,87.0,85.0,87.0,1.9762,1.8809,0.39,NO,NO
3,UAN,122.56,Basic Materials,Agricultural Inputs,75.0,88.0,12.0,82.0,2.8121,2.7636,0.39,NO,NO
4,SMG,70.33,Basic Materials,Agricultural Inputs,70.0,77.0,75.0,74.0,3.2414,3.0486,0.0,NO,NO
5,NTR,70.59,Basic Materials,Agricultural Inputs,57.0,93.0,21.0,43.0,1.6761,1.4164,1.14,NO,NO
1,DAL,86.25,Industrials,Airlines,92.0,16.0,93.0,90.0,2.655,2.3593,0.0,NO,NO
2,ALGT,95.69,Industrials,Airlines,92.0,6.0,91.0,76.0,5.1329,4.5625,0.0,NO,NO
3,UAL,119.42,Industrials,Airlines,87.0,9.0,94.0,79.0,4.6436,4.3513,0.0,NO,NO
4,LUV,44.38,Industrials,Airlines,86.0,8.0,87.0,66.0,1.7093,1.5186,0.0,NO,NO
5,SKYW,109.66,Industrials,Airlines,79.0,90.0,94.0,75.0,4.125,3.6415,0.0,NO,NO
1,CAAP,25.53,Industrials,Airports & Air Services,71.0,49.0,53.0,11.0,0.7211,0.7021,0.0,NO,NO
2,OMAB,106.38,Industrials,Airports & Air Services,32.0,19.0,46.0,12.0,2.5975,2.4925,0.0,NO,NO
3,PAC,216.97,Industrials,Airports & Air Services,9.0,7.0,7.0,5.0,6.3968,6.3346,0.0,NO,NO
4,ASR,271.97,Industrials,Airports & Air Services,8.0,9.0,10.0,6.0,7.5304,7.4532,0.0,NO,NO
1,CSTM,27.63,Basic Materials,Aluminum,91.0,10.0,10.0,86.0,1.1589,1.1296,0.0,NO,NO
2,KALU,151.44,Basic Materials,Aluminum,89.0,5.0,9.0,87.0,8.5743,7.81,0.0,NO,NO
3,CENX,42.66,Basic Materials,Aluminum,72.0,14.0,2.0,12.0,2.1489,1.9882,0.0,NO,NO
4,AA,42.88,Basic Materials,Aluminum,11.0,4.0,1.0,4.0,1.9435,1.8592,0.0,NO,NO
1,GIII,36.54,Consumer Cyclical,Apparel Manufacturing,89.0,90.0,87.0,90.0,1.0043,0.905,0.0,NO,NO
2,KTB,85.18,Consumer Cyclical,Apparel Manufacturing,86.0,77.0,88.0,94.0,2.9568,2.815,0.0,NO,NO
3,LEVI,24.67,Consumer Cyclical,Apparel Manufacturing,78.0,64.0,81.0,81.0,0.9339,0.8955,0.0,NO,NO
4,PVH,88.34,Consumer Cyclical,Apparel Manufacturing,68.0,96.0,17.0,94.0,3.2135,2.9828,0.0,NO,NO
5,COLM,63.56,Consumer Cyclical,Apparel Manufacturing,67.0,75.0,63.0,82.0,2.0579,1.8493,0.0,NO,NO
1,VSXY,89.13,Consumer Cyclical,Apparel Retail,98.0,75.0,98.0,96.0,4.2539,3.9528,0.0,NO,NO
2,LVLU,16.98,Consumer Cyclical,Apparel Retail,98.0,98.0,97.0,12.0,2.5504,2.494,0.0,NO,NO
3,CTRN,66.64,Consumer Cyclical,Apparel Retail,96.0,95.0,95.0,96.0,3.0029,2.8307,0.0,NO,NO
4,ROST,251.96,Consumer Cyclical,Apparel Retail,93.0,96.0,82.0,92.0,5.9971,5.6321,0.0,NO,NO
5,BURL,371.13,Consumer Cyclical,Apparel Retail,87.0,95.0,86.0,89.0,12.4071,11.785,0.0,NO,NO
1,MAAS,18.36,Financial Services,Asset Management,98.0,98.0,98.0,98.0,2.5983,2.5304,0.0,NO,NO
2,AAMI,80.83,Financial Services,Asset Management,95.0,92.0,90.0,94.0,2.8348,2.5909,0.0,NO,NO
3,VCTR,97.46,Financial Services,Asset Management,92.0,95.0,93.0,93.0,3.0801,2.7992,0.0,NO,NO
