Rank,Ticker,Price,Sector,Industry,Relative Strength Percentile,1 Month Ago Percentile,3 Months Ago Percentile,6 Months Ago Percentile
125,SGMT,8.89,Healthcare,Biotechnology,98,99.0,13.0,53.0
126,DOMO,16.41,Technology,Software - Application,98,98.0,28.0,34.0
127,ADUR,11.17,Industrials,Pollution & Treatment Controls,98,97.0,86.0,89.0
128,ETU,31.12,ETF,ETF,98,12.0,0.0,15.0
129,LTBR,13.82,Industrials,Electrical Equipment & Parts,98,99.0,99.0,98.0
130,ASPI,9.38,Basic Materials,Chemicals,98,97.0,96.0,95.0
131,TPC,47.67,Industrials,Engineering & Construction,98,98.0,83.0,93.0
132,KTOS,57.96,Industrials,Aerospace & Defense,98,97.0,97.0,95.0
133,PVLA,37.44,Healthcare,Biotechnology,98,96.0,98.0,43.0
134,SOFX,28.46,ETF,ETF,98,90.0,1.0,5.0
135,MGRM,5.62,Healthcare,Medical Devices,98,82.0,89.0,81.0
136,GOGO,16.43,Communication Services,Telecom Services,98,98.0,31.0,16.0
137,SOFI,21.88,Financial Services,Credit Services,98,97.0,95.0,96.0
138,GENVR,9.23,n/a,n/a,98,98.0,94.0,98.0
139,MEIP,5.03,Healthcare,Biotechnology,98,22.0,6.0,7.0
140,TOYO,5.01,Technology,Solar,98,78.0,15.0,4.0
141,HIMZ,34.75,ETF,ETF,98,82.0,97.0,98.0
142,RGTX,39.94,ETF,ETF,98,97.0,96.0,98.0
143,EYE,24.44,Consumer Cyclical,Specialty Retail,98,98.0,81.0,7.0
144,NET,200.9,Technology,Software - Infrastructure,98,98.0,93.0,96.0
145,AMDL,13.32,ETF,ETF,98,49.0,1.0,0.0
146,FTK,11.96,Energy,Oil & Gas Equipment & Services,98,98.0,96.0,98.0
147,INKT,16.54,Healthcare,Biotechnology,98,9.0,11.0,91.0
148,BGLC,7.18,Basic Materials,Specialty Chemicals,98,98.0,3.0,14.0
149,PL,6.28,Industrials,Aerospace & Defense,98,98.0,93.0,99.0
150,GEOS,16.22,Energy,Oil & Gas Equipment & Services,98,96.0,4.0,3.0
151,INOD,48.49,Technology,Information Technology Services,98,98.0,99.0,99.0
152,AGX,241.32,Industrials,Engineering & Construction,98,98.0,98.0,98.0
153,METC,19.79,Basic Materials,Coking Coal,98,85.0,19.0,4.0
154,IREN,16.14,Financial Services,Capital Markets,98,98.0,10.0,97.0
155,LGCY,11.95,Consumer Defensive,Education & Training Services,98,97.0,94.0,98.0
156,WGS,103.51,Healthcare,Diagnostics & Research,98,97.0,98.0,99.0
157,SLGL,12.48,Healthcare,Biotechnology,98,79.0,8.0,74.0
158,RFIL,8.18,Industrials,Electrical Equipment & Parts,98,96.0,46.0,94.0
159,AIRS,6.13,Healthcare,Medical Care Facilities,98,96.0,0.0,17.0
160,CEP,28.86,Financial Services,Shell Companies,98,99.0,99.0,51.0
161,AVGX,42.45,ETF,ETF,98,97.0,20.0,94.0
162,SIFY,6.5,Communication Services,Telecom Services,98,96.0,95.0,14.0
163,NAGE,9.53,Healthcare,Biotechnology,98,99.0,99.0,97.0
164,IPX,38.6,Basic Materials,Other Industrial Metals & Mining,98,95.0,85.0,96.0
165,APPS,5.01,Technology,Software - Application,98,99.0,94.0,97.0
166,COMM,8.12,Technology,Communication Equipment,98,99.0,98.0,98.0
167,IONX,56.8,ETF,ETF,98,99.0,97.0,97.0
168,CVNA,333.4,Consumer Cyclical,Auto & Truck Dealerships,98,98.0,97.0,98.0
169,CONL,52.0,ETF,ETF,98,98.0,1.0,94.0
170,PTHS,21.82,Healthcare,Biotechnology,98,97.0,73.0,95.0
171,SMCL,26.62,ETF,ETF,98,77.0,1.0,3.0
172,ACFN,26.75,Technology,Scientific & Technical Instruments,98,90.0,97.0,97.0
173,CNL,9.03,Basic Materials,Gold,98,99.0,99.0,96.0
174,ETHT,83.5,ETF,ETF,98,6.0,0.0,3.0
175,AS,38.87,Consumer Cyclical,Leisure,98,98.0,97.0,98.0
176,STRT,62.68,Consumer Cyclical,Auto Parts,98,97.0,89.0,92.0
177,VHC,16.26,Technology,Software - Infrastructure,97,95.0,91.0,93.0
178,AVL,46.21,ETF,ETF,97,97.0,14.0,92.0
179,TARK,64.48,ETF,ETF,97,97.0,17.0,96.0
180,NVDL,89.39,ETF,ETF,97,93.0,11.0,88.0
181,SBSW,8.52,Basic Materials,Other Precious Metals & Mining,97,98.0,85.0,8.0
182,PPIH,23.28,Industrials,Building Products & Equipment,97,98.0,91.0,93.0
183,SNES,5.09,Basic Materials,Specialty Chemicals,97,98.0,5.0,4.0
184,WKEY,5.8,Technology,Semiconductors,97,98.0,97.0,99.0
185,MENS,18.02,Healthcare,Biotechnology,97,16.0,98.0,97.0
186,GDS,35.27,Technology,Information Technology Services,97,97.0,98.0,98.0
187,ETHU,119.42,ETF,ETF,97,6.0,0.0,2.0
188,ALTS,6.22,Technology,Software - Application,97,99.0,98.0,99.0
189,CYD,22.12,Consumer Cyclical,Auto Manufacturers,97,98.0,98.0,76.0
190,UPSX,48.91,ETF,ETF,97,96.0,98.0,97.0
191,XYF,14.17,Financial Services,Credit Services,97,99.0,99.0,96.0
192,UPST,83.32,Financial Services,Credit Services,97,98.0,96.0,97.0
193,STRL,263.37,Industrials,Engineering & Construction,97,97.0,96.0,88.0
194,CFSB,13.93,Financial Services,Banks - Regional,97,98.0,84.0,74.0
195,TPR,108.21,Consumer Cyclical,Luxury Goods,97,95.0,97.0,97.0
196,AAPG,37.51,Healthcare,Biotechnology,97,98.0,96.0,63.0
197,EVLV,6.66,Industrials,Security & Protection Services,97,97.0,93.0,92.0
198,IDN,5.03,Technology,Software - Application,97,97.0,27.0,72.0
199,SGHC,10.72,Consumer Cyclical,Gambling,97,98.0,98.0,98.0
200,LIF,76.36,Technology,Software - Application,97,97.0,90.0,89.0
201,PARR,31.98,Energy,Oil & Gas Refining & Marketing,97,97.0,8.0,5.0
202,CAR,172.59,Industrials,Rental & Leasing Services,97,98.0,79.0,9.0
203,NVDG,19.16,ETF,ETF,97,92.0,4.0,7.0
204,ELTX,9.95,Healthcare,Biotechnology,97,96.0,13.0,97.0
205,SSSS,8.22,Financial Services,Asset Management,97,97.0,90.0,90.0
206,NVDU,125.99,ETF,ETF,97,91.0,8.0,69.0
207,IESC,345.72,Industrials,Engineering & Construction,97,97.0,95.0,94.0
208,FIX,702.79,Industrials,Engineering & Construction,97,95.0,92.0,93.0
209,SORA,5.97,Consumer Cyclical,Luxury Goods,97,97.0,10.0,97.0
210,SNWV,35.84,Healthcare,Medical Devices,97,96.0,98.0,97.0
211,CUPR,7.83,Healthcare,Medical Instruments & Supplies,97,96.0,95.0,97.0
212,SNOU,52.88,ETF,ETF,97,97.0,86.0,97.0
213,NEUP,8.16,Healthcare,Biotechnology,97,91.0,83.0,2.0
214,SRAD,29.33,Technology,Software - Application,97,97.0,98.0,97.0
215,JFB,6.75,Real Estate,Real Estate - Development,97,98.0,92.0,97.0
216,FUTU,150.94,Financial Services,Capital Markets,97,93.0,94.0,92.0
217,IHS,6.38,Real Estate,Real Estate Services,97,96.0,97.0,81.0
218,BELFB,125.91,Technology,Electronic Components,97,91.0,43.0,83.0
219,ALNT,39.65,Technology,Electronic Components,97,97.0,25.0,58.0
220,NVDX,18.4,ETF,ETF,97,90.0,7.0,73.0
221,TSAT,24.12,Technology,Communication Equipment,97,98.0,96.0,98.0
222,SEI,33.2,Energy,Oil & Gas Equipment & Services,97,98.0,98.0,98.0
223,NBTX,6.68,Healthcare,Biotechnology,97,86.0,14.0,2.0
224,INDV,17.4,Healthcare,Drug Manufacturers - Specialty & Generic,97,94.0,49.0,8.0
225,DFEN,59.8,ETF,ETF,97,96.0,85.0,83.0
226,RSI,16.03,Consumer Cyclical,Gambling,97,92.0,82.0,96.0
227,RBRK,95.47,Technology,Software - Infrastructure,97,98.0,98.0,98.0
228,KDEF,42.1,ETF,ETF,97,97.0,97.0,
229,VST,206.99,Utilities,Utilities - Independent Power Producers,97,96.0,95.0,98.0
230,QS,8.79,Consumer Cyclical,Auto Parts,97,94.0,7.0,9.0
231,XYZG,25.2,ETF,ETF,97,96.0,10.0,97.0
232,APPX,40.98,ETF,ETF,97,92.0,90.0,97.0
233,LITE,109.74,Technology,Communication Equipment,97,94.0,79.0,96.0
234,EVEX,6.54,Industrials,Aerospace & Defense,97,98.0,25.0,93.0
235,ARTL,12.23,Healthcare,Biotechnology,97,97.0,15.0,57.0
236,CCRD,26.24,Technology,Software - Application,97,97.0,91.0,96.0
237,ATRO,36.16,Industrials,Aerospace & Defense,97,96.0,95.0,45.0
238,ACHR,10.15,Industrials,Aerospace & Defense,97,98.0,98.0,98.0
239,USD,88.93,ETF,ETF,97,93.0,12.0,86.0
240,HRTG,20.91,Financial Services,Insurance - Property & Casualty,97,98.0,99.0,93.0
241,SPCB,9.08,Industrials,Security & Protection Services,97,98.0,84.0,99.0
242,TRVI,7.42,Healthcare,Biotechnology,97,94.0,99.0,96.0
243,IONL,40.2,ETF,ETF,97,99.0,93.0,96.0
244,NRG,166.7,Utilities,Utilities - Independent Power Producers,97,97.0,96.0,92.0
245,EPRX,5.28,Healthcare,Biotechnology,97,97.0,97.0,59.0
246,YB,27.31,Technology,Software - Application,97,91.0,31.0,96.0
247,UUUU,9.1,Energy,Uranium,97,92.0,14.0,9.0
248,APED,32.03,ETF,ETF,97,97.0,40.0,96.0
249,FEIM,26.41,Technology,Communication Equipment,97,96.0,96.0,94.0
250,MGNI,22.82,Communication Services,Advertising Agencies,97,98.0,26.0,96.0
251,JFIN,13.51,Communication Services,Internet Content & Information,97,98.0,98.0,96.0
252,PLTG,28.79,ETF,ETF,97,88.0,92.0,96.0
253,CECO,43.53,Industrials,Pollution & Treatment Controls,97,80.0,43.0,85.0
254,ESEA,51.15,Industrials,Marine Shipping,97,95.0,91.0,6.0
255,OLO,10.48,Technology,Software - Application,97,96.0,95.0,92.0
256,KORU,85.63,ETF,ETF,97,97.0,15.0,1.0
257,ADPT,10.44,Healthcare,Biotechnology,97,98.0,99.0,97.0
258,GHM,56.38,Industrials,Specialty Industrial Machinery,97,96.0,40.0,96.0
259,LFMD,10.11,Healthcare,Health Information Services,97,99.0,92.0,68.0
260,KEP,13.87,Utilities,Utilities - Regulated Electric,97,97.0,93.0,12.0
261,ESLT,462.42,Industrials,Aerospace & Defense,97,97.0,98.0,93.0
262,SMU,46.58,ETF,ETF,97,97.0,97.0,96.0
263,OWLT,7.73,Healthcare,Medical Devices,97,98.0,18.0,41.0
264,TVRD,25.69,Healthcare,Biotechnology,97,97.0,99.0,65.0
265,ALLT,7.7,Technology,Software - Infrastructure,96,98.0,98.0,99.0
266,FIVE,138.9,Consumer Cyclical,Specialty Retail,96,94.0,18.0,12.0
267,MIND,9.63,Technology,Scientific & Technical Instruments,96,96.0,89.0,97.0
268,SEDG,25.81,Technology,Solar,96,91.0,5.0,0.0
269,COIN,377.48,Financial Services,Financial Data & Stock Exchanges,96,97.0,18.0,95.0
270,SRRK,37.81,Healthcare,Biotechnology,96,99.0,98.0,99.0
271,FMFC,7.37,Consumer Cyclical,Footwear & Accessories,96,65.0,97.0,96.0
272,MGIC,20.84,Technology,Information Technology Services,96,97.0,90.0,82.0
273,KEN,47.88,Utilities,Utilities - Independent Power Producers,96,95.0,84.0,86.0
274,ORCL,250.6,Technology,Software - Infrastructure,96,95.0,68.0,87.0
275,NNE,36.07,Industrials,Specialty Industrial Machinery,96,95.0,98.0,99.0
276,WDC,71.43,Technology,Computer Hardware,96,93.0,30.0,40.0
277,FBL,40.1,ETF,ETF,96,93.0,66.0,97.0
278,U,32.98,Technology,Software - Application,96,85.0,81.0,26.0
279,JG,10.18,Technology,Software - Infrastructure,96,98.0,98.0,98.0
280,RDDT,149.48,Communication Services,Internet Content & Information,96,97.0,95.0,99.0
281,PCTTU,17.49,Industrials,Pollution & Treatment Controls,96,96.0,7.0,88.0
282,XXRP,44.89,ETF,ETF,96,82.0,95.0,96.0
283,JBL,226.42,Technology,Electronic Components,96,97.0,91.0,92.0
284,STX,147.39,Technology,Computer Hardware,96,96.0,54.0,46.0
285,OPXS,11.89,Industrials,Aerospace & Defense,96,97.0,34.0,12.0
286,LMB,138.02,Industrials,Building Products & Equipment,96,98.0,97.0,96.0
287,W,65.59,Consumer Cyclical,Internet Retail,96,92.0,4.0,22.0
288,WILC,21.29,Consumer Defensive,Food Distribution,96,95.0,95.0,95.0
289,DB,33.26,Financial Services,Banks - Regional,96,95.0,98.0,86.0
290,COE,28.92,Consumer Defensive,Education & Training Services,96,97.0,96.0,98.0
291,OPRX,12.64,Healthcare,Health Information Services,96,97.0,96.0,3.0
292,ARKW,157.79,ETF,ETF,96,96.0,88.0,94.0
293,ETON,14.48,Healthcare,Drug Manufacturers - Specialty & Generic,96,98.0,99.0,99.0
294,PCT,13.64,Industrials,Pollution & Treatment Controls,96,97.0,16.0,86.0
295,XCUR,6.52,Healthcare,Biotechnology,96,93.0,99.0,99.0
296,IBKR,66.22,Financial Services,Capital Markets,96,95.0,91.0,97.0
297,RILYG,17.67,n/a,n/a,96,70.0,2.0,6.0
298,TME,21.07,Communication Services,Internet Content & Information,96,94.0,91.0,42.0
299,CPS,24.37,Consumer Cyclical,Auto Parts,96,97.0,98.0,19.0
300,OPRT,6.18,Financial Services,Credit Services,96,97.0,97.0,97.0
301,AAOI,23.0,Technology,Communication Equipment,96,97.0,78.0,98.0
302,KFS,13.96,Consumer Cyclical,Auto & Truck Dealerships,96,98.0,79.0,10.0
303,METU,39.77,ETF,ETF,96,92.0,29.0,96.0
304,MASS,6.79,Healthcare,Medical Devices,96,98.0,98.0,1.0
305,STRM,5.31,Healthcare,Health Information Services,96,95.0,9.0,17.0
306,AVGO,302.62,Technology,Semiconductors,96,95.0,92.0,95.0
307,HNRG,16.71,Energy,Thermal Coal,96,95.0,98.0,95.0
308,YOSH,8.76,Consumer Cyclical,Restaurants,96,95.0,99.0,67.0
309,COEP,10.94,Healthcare,Biotechnology,96,95.0,95.0,98.0
310,CMCL,19.25,Basic Materials,Gold,96,98.0,92.0,9.0
311,INBX,22.99,Healthcare,Biotechnology,96,64.0,22.0,19.0
312,RILYN,18.51,n/a,n/a,96,59.0,2.0,7.0
313,DXPE,112.13,Industrials,Industrial Distribution,96,93.0,97.0,98.0
314,GRAL,33.77,Healthcare,Diagnostics & Research,96,99.0,99.0,98.0
315,ACMR,32.08,Technology,Semiconductor Equipment & Materials,96,92.0,50.0,84.0
316,SMCX,71.72,ETF,ETF,96,12.0,0.0,0.0
317,KRMN,50.56,Industrials,Aerospace & Defense,96,94.0,95.0,95.0
318,AFRM,67.42,Technology,Software - Infrastructure,96,96.0,95.0,96.0
319,CVAC,5.42,Healthcare,Biotechnology,96,97.0,84.0,82.0
320,EOSE,5.97,Industrials,Electrical Equipment & Parts,96,97.0,99.0,99.0
321,LX,6.16,Financial Services,Credit Services,96,98.0,99.0,99.0
322,KOD,7.26,Healthcare,Biotechnology,96,89.0,93.0,94.0
323,TPB,82.55,Consumer Defensive,Tobacco,96,95.0,97.0,97.0
324,AETH,51.4,ETF,ETF,96,64.0,11.0,31.0
325,TNXP,38.62,Healthcare,Biotechnology,96,96.0,17.0,0.0
326,RAIL,10.2,Industrials,Railroads,96,96.0,68.0,99.0
327,AXIL,8.47,Technology,Consumer Electronics,96,39.0,88.0,71.0
328,MIR,22.42,Industrials,Specialty Industrial Machinery,96,96.0,94.0,92.0
329,ROOT,112.94,Financial Services,Insurance - Property & Casualty,96,98.0,99.0,99.0
330,ARKF,53.66,ETF,ETF,96,96.0,88.0,93.0
331,AVGG,24.33,ETF,ETF,96,93.0,97.0,95.0
332,SSRM,12.05,Basic Materials,Gold,96,98.0,98.0,94.0
333,CRNC,8.53,Technology,Software - Application,96,98.0,99.0,99.0
334,LNSR,13.26,Healthcare,Medical Devices,96,97.0,99.0,98.0
335,REVG,49.15,Industrials,Farm & Heavy Construction Machinery,96,97.0,94.0,92.0
336,JEM,5.92,Consumer Cyclical,Apparel Retail,96,37.0,96.0,95.0
337,URAA,29.56,ETF,ETF,96,97.0,5.0,7.0
338,OPFI,10.69,Financial Services,Credit Services,96,98.0,99.0,99.0
339,AIBU,46.77,ETF,ETF,96,93.0,44.0,93.0
340,ESP,43.81,Industrials,Electrical Equipment & Parts,96,97.0,91.0,72.0
341,DASH,248.0,Consumer Cyclical,Internet Retail,96,96.0,96.0,94.0
342,ETHV,55.14,ETF,ETF,96,52.0,4.0,26.0
343,IDCC,245.18,Technology,Software - Application,96,92.0,97.0,95.0
344,URBN,76.3,Consumer Cyclical,Apparel Retail,96,96.0,93.0,94.0
345,UI,428.86,Technology,Communication Equipment,96,97.0,98.0,99.0
346,WW,42.19,Consumer Cyclical,Personal Services,96,88.0,96.0,95.0
347,EZET,28.59,ETF,ETF,96,51.0,3.0,25.0
348,CETH,18.79,ETF,ETF,96,52.0,4.0,27.0
349,ETH,35.44,ETF,ETF,96,52.0,4.0,26.0
350,CCJ,77.74,Energy,Uranium,96,96.0,45.0,46.0
351,ETHW,27.0,ETF,ETF,96,52.0,3.0,26.0
352,ETHA,28.5,n/a,n/a,95,52.0,3.0,25.0
353,QETH,37.45,ETF,ETF,95,51.0,3.0,24.0
354,FETH,37.55,ETF,ETF,95,51.0,3.0,25.0
355,AAMI,39.56,Financial Services,Asset Management,95,95.0,91.0,58.0
356,TATT,36.85,Industrials,Aerospace & Defense,95,94.0,98.0,98.0
357,FRHC,177.18,Financial Services,Financial Conglomerates,95,90.0,97.0,96.0
358,URGN,19.22,Healthcare,Biotechnology,95,60.0,16.0,6.0
359,VSAT,15.52,Technology,Communication Equipment,95,94.0,11.0,2.0
360,SMCI,60.7,Technology,Computer Hardware,95,87.0,15.0,5.0
361,PULM,5.61,Healthcare,Biotechnology,95,98.0,99.0,99.0
362,BYON,9.14,Consumer Cyclical,Internet Retail,95,84.0,0.0,14.0
363,AXON,748.6,Industrials,Aerospace & Defense,95,97.0,97.0,97.0
364,ACOG,9.2,Healthcare,Biotechnology,95,98.0,90.0,48.0
365,AVAV,267.72,Industrials,Aerospace & Defense,95,96.0,19.0,45.0
366,ETHE,31.11,ETF,ETF,95,48.0,5.0,79.0
367,PRE,8.03,Healthcare,Diagnostics & Research,95,97.0,76.0,74.0
368,SLDB,7.05,Healthcare,Biotechnology,95,57.0,21.0,0.0
