IndustryRank,Ticker,Price,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,Gap (%),IPO,HVE
1,QMMM,119.4,Communication Services,Advertising Agencies,98.0,31.0,28.0,22.0,0.0,0.0,0.0,NO,NO
2,MGNI,24.3,Communication Services,Advertising Agencies,95.0,94.0,98.0,97.0,1.1164,0.9164,0.0,NO,NO
3,QNST,20.9,Communication Services,Advertising Agencies,94.0,94.0,97.0,96.0,1.1343,0.795,0.0,NO,NO
4,ZD,53.49,Communication Services,Advertising Agencies,93.0,61.0,92.0,95.0,2.4329,2.1964,0.0,NO,NO
5,WPP,27.04,Communication Services,Advertising Agencies,92.0,97.0,96.0,92.0,1.4346,0.8546,0.0,NO,NO
1,DFNS,36.58,Industrials,Aerospace & Defense,98.0,98.0,98.0,98.0,20.3836,14.1474,0.0,NO,NO
2,SIF,20.85,Industrials,Aerospace & Defense,98.0,7.0,70.0,98.0,2.7932,2.4318,0.0,NO,NO
3,DCO,197.26,Industrials,Aerospace & Defense,96.0,94.0,95.0,95.0,9.0546,8.5739,0.33,NO,NO
4,ATRO,74.91,Industrials,Aerospace & Defense,96.0,68.0,90.0,83.0,3.5257,3.3307,0.0,NO,NO
5,PKE,37.47,Industrials,Aerospace & Defense,94.0,89.0,70.0,94.0,1.5883,1.439,0.46,NO,NO
1,CF,117.8,Basic Materials,Agricultural Inputs,80.0,14.0,14.0,86.0,4.8096,4.1096,0.0,NO,NO
2,IPI,36.88,Basic Materials,Agricultural Inputs,62.0,64.0,6.0,57.0,1.685,1.6743,0.0,NO,NO
3,UAN,120.17,Basic Materials,Agricultural Inputs,48.0,48.0,10.0,68.0,4.0557,3.3661,0.0,NO,NO
4,NTR,67.28,Basic Materials,Agricultural Inputs,43.0,25.0,14.0,17.0,2.0041,1.8626,0.29,NO,NO
5,SMG,62.03,Basic Materials,Agricultural Inputs,38.0,13.0,53.0,12.0,2.9813,2.7727,0.0,NO,NO
1,DAL,90.41,Industrials,Airlines,91.0,73.0,91.0,83.0,2.7168,2.2432,0.87,NO,NO
2,UAL,126.31,Industrials,Airlines,86.0,69.0,93.0,61.0,4.8496,4.0811,1.0,NO,NO
3,LUV,45.52,Industrials,Airlines,81.0,9.0,82.0,7.0,1.8357,1.5714,0.67,NO,NO
4,ALGT,88.34,Industrials,Airlines,81.0,2.0,79.0,4.0,5.9621,5.0486,0.0,NO,NO
5,AAL,15.29,Industrials,Airlines,76.0,8.0,88.0,40.0,0.7486,0.6186,0.8,NO,NO
1,CAAP,24.69,Industrials,Airports & Air Services,35.0,29.0,26.0,6.0,0.8666,0.842,0.0,NO,NO
2,OMAB,108.4,Industrials,Airports & Air Services,18.0,51.0,42.0,7.0,2.9682,2.8496,0.0,NO,NO
3,PAC,213.58,Industrials,Airports & Air Services,6.0,6.0,7.0,3.0,5.8107,5.7286,0.0,NO,NO
4,ASR,271.64,Industrials,Airports & Air Services,5.0,14.0,7.0,3.0,7.8011,7.5475,0.0,NO,NO
1,KALU,193.39,Basic Materials,Aluminum,95.0,95.0,70.0,91.0,10.4239,9.1025,1.03,NO,NO
2,CSTM,29.91,Basic Materials,Aluminum,92.0,66.0,8.0,84.0,1.2629,1.1469,1.4,NO,NO
3,CENX,52.29,Basic Materials,Aluminum,90.0,91.0,7.0,17.0,2.6736,2.3521,0.0,NO,NO
4,AA,54.08,Basic Materials,Aluminum,73.0,88.0,5.0,8.0,1.7896,1.37,3.62,NO,NO
1,RL,397.72,Consumer Cyclical,Apparel Manufacturing,81.0,79.0,84.0,76.0,14.3986,13.785,0.0,NO,NO
2,GIII,34.11,Consumer Cyclical,Apparel Manufacturing,80.0,19.0,81.0,75.0,0.9854,0.8932,0.0,NO,NO
3,PVH,84.86,Consumer Cyclical,Apparel Manufacturing,62.0,85.0,47.0,88.0,3.3471,3.0536,0.0,NO,NO
4,KTB,74.96,Consumer Cyclical,Apparel Manufacturing,53.0,4.0,75.0,73.0,2.895,2.7307,0.0,NO,NO
5,LEVI,22.74,Consumer Cyclical,Apparel Manufacturing,51.0,8.0,57.0,54.0,0.7521,0.7164,0.0,NO,NO
1,DBGI,15.8,Consumer Cyclical,Apparel Retail,98.0,98.0,98.0,98.0,6.5902,5.1573,0.0,NO,NO
2,LVLU,19.36,Consumer Cyclical,Apparel Retail,98.0,98.0,98.0,68.0,1.8069,1.7485,0.0,NO,NO
3,VSXY,94.16,Consumer Cyclical,Apparel Retail,98.0,94.0,98.0,94.0,4.4316,4.1812,0.0,NO,NO
4,CTRN,76.18,Consumer Cyclical,Apparel Retail,96.0,96.0,97.0,95.0,2.9721,2.7243,0.0,NO,NO
5,ANF,117.97,Consumer Cyclical,Apparel Retail,93.0,96.0,97.0,87.0,4.9843,4.4621,0.0,NO,NO
1,MAAS,20.89,Financial Services,Asset Management,98.0,98.0,98.0,98.0,1.9074,1.9074,0.0,NO,NO
2,AAMI,91.55,Financial Services,Asset Management,95.0,92.0,91.0,96.0,3.5597,3.4419,0.22,NO,NO
3,VCTR,113.65,Financial Services,Asset Management,94.0,95.0,93.0,94.0,3.6159,3.3816,0.01,NO,NO
4,STT,187.22,Financial Services,Asset Management,92.0,74.0,90.0,91.0,4.3064,4.0579,0.02,NO,NO
5,WT,22.0,Financial Services,Asset Management,92.0,92.0,82.0,91.0,0.9977,0.9627,0.0,NO,NO
1,RUSHB,79.07,Consumer Cyclical,Auto & Truck Dealerships,97.0,98.0,98.0,96.0,3.4343,1.4743,51.24,NO,NO
2,RUSHA,81.59,Consumer Cyclical,Auto & Truck Dealerships,97.0,98.0,97.0,96.0,3.5148,1.5931,51.05,NO,NO
3,KMX,58.18,Consumer Cyclical,Auto & Truck Dealerships,92.0,78.0,96.0,86.0,1.9714,1.9071,0.0,NO,NO
