Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,Earning_Date,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W
51,AEHR,95.2,1456358.0,Technology,Semiconductor Equipment & Materials,99.0,13.0,99.0,99.0,13.7511,12.0404,3001925.0,1631130.0,126.62,11.61,,2994349568,No,96.96,46.77,99.41,56.02
73,NEBX,53.1,961512.0,ETF,ETF,99.0,98.0,99.0,99.0,11.1629,10.4914,2359820.0,2077700.0,70.77,6.62,,0,No,37.9,20.64,40.06,21.66
77,ABVX,92.51,6722583.0,Healthcare,Biotechnology,99.0,3.0,8.0,7.0,7.6934,7.6348,1641111.0,1617860.0,148.83,6.52,,7379540480,No,112.06,111.17,111.37,117.2
85,NBIL,51.08,1165330.0,ETF,ETF,99.0,98.0,99.0,99.0,10.8582,10.2128,1617093.0,1594500.0,68.49,6.37,,0,No,36.7,,38.8,20.91
97,NBIG,35.7,899312.0,ETF,ETF,99.0,98.0,99.0,99.0,7.6288,7.1502,1113330.0,1098950.0,47.81,4.51,,0,No,25.65,,27.06,14.67
117,NBIS,259.66,14692843.0,Communication Services,Internet Content & Information,98.0,96.0,98.0,98.0,28.2023,26.5551,17464296.0,19522720.0,299.86,43.89,,65927204864,No,206.74,129.12,214.8,139.73
143,ATEX,79.09,487020.0,Communication Services,Telecom Services,98.0,97.0,98.0,99.0,6.7189,6.585,392983.0,688940.0,88.12,17.58,,1495929728,No,59.95,34.78,64.0,41.78
248,SPHR,155.12,571798.0,Communication Services,Entertainment,97.0,95.0,92.0,95.0,7.3704,7.2822,713043.0,726130.0,162.0,37.89,,5552086528,No,139.63,101.64,142.31,117.59
265,AXGN,42.52,2075902.0,Healthcare,Medical Devices,97.0,86.0,91.0,90.0,2.365,2.3507,1099577.0,1563260.0,46.0,9.97,,2261121024,No,41.31,30.96,42.11,35.86
297,SNEX,136.13,867647.0,Financial Services,Capital Markets,97.0,95.0,97.0,97.0,6.2936,5.9243,772708.0,1217860.0,141.99,53.53,,10788506624,No,115.84,81.42,119.14,90.34
306,SANM,248.81,899475.0,Technology,Electronic Components,97.0,30.0,97.0,95.0,17.1507,15.9486,991667.0,1729040.0,288.68,93.82,,13335652352,No,231.94,165.68,240.76,179.87
309,COOK,78.49,225402.0,Consumer Cyclical,"Furnishings, Fixtures & Appliances",97.0,97.0,99.0,94.0,7.7016,7.2729,28316.0,49310.0,104.0,20.91,,218344032,No,53.89,48.58,57.58,48.42
346,AFJKU,36.75,117.0,Financial Services,Shell Companies,96.0,2.0,89.0,8.0,2.5021,1.4143,424.0,790.0,80.0,7.6,,0,No,53.27,37.9,49.18,49.22
