SectorRank,Sector,LeaderRank,Ticker,Leader_Score,Setup_Type,Tightness,Setup_Price,Dist_52WH_%,ATR_%,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,IPO,Gap (%),HVE,SMA50,SMA200,SMA10W,SMA30W,Industry
1,Health technology,1,SI,85.19,Stage 2 Watch,Loose,20.3,11.74,7.34,93.0,82.0,96.0,92.0,NO,0.0,NO,18.05,14.88,18.69,15.57,Medical specialties
2,Energy,1,DK,94.27,Stage 2 Watch,Loose,64.78,6.02,4.29,97.0,98.0,97.0,98.0,NO,0.0,NO,49.86,40.32,50.91,42.48,Oil & Gas Refining & Marketing
2,Energy,2,DINO,94.27,Near Breakout,Normal,89.09,4.88,3.31,95.0,98.0,96.0,96.0,NO,0.0,NO,73.46,59.43,74.35,63.08,Oil & Gas Refining & Marketing
2,Energy,3,MPC,94.01,Near Breakout,Normal,312.27,4.48,2.93,94.0,97.0,96.0,96.0,NO,0.0,NO,267.26,218.09,270.09,231.69,Oil & Gas Refining & Marketing
2,Energy,4,VLO,93.92,Near Breakout,Normal,305.26,4.68,3.72,95.0,97.0,94.0,95.0,NO,0.0,NO,263.87,214.27,266.53,233.55,Oil & Gas Refining & Marketing
2,Energy,5,WTTR,93.63,Near Breakout,Normal,20.84,3.79,3.9,95.0,93.0,93.0,96.0,NO,0.0,NO,19.06,14.27,18.99,15.74,Oil & Gas Equipment & Services
3,Healthcare,1,CRNX,98.63,Extended Near High,Normal,83.65,0.42,3.97,97.0,98.0,98.0,94.0,NO,0.0,NO,48.39,44.83,50.56,45.05,Biotechnology
3,Healthcare,2,CORT,98.08,Extended Near High,Loose,96.66,0.4,4.4,96.0,97.0,98.0,98.0,NO,0.1,NO,78.34,61.28,82.17,54.74,Biotechnology
3,Healthcare,3,ETON,98.01,Extended Near High,Loose,44.14,1.71,4.89,98.0,98.0,98.0,98.0,NO,0.0,NO,34.19,22.88,35.25,25.52,Drug Manufacturers - Specialty & Generic
3,Healthcare,4,LQDA,97.35,Extended Near High,Loose,89.03,2.05,6.01,98.0,96.0,98.0,97.0,NO,0.0,NO,69.9,43.07,73.1,49.98,Drug Manufacturers - Specialty & Generic
3,Healthcare,5,TXG,97.11,Extended Near High,Loose,48.06,2.91,6.23,98.0,98.0,98.0,97.0,NO,0.0,NO,33.51,22.3,35.69,25.74,Health Information Services
4,Financial Services,1,TRV,94.86,Extended Near High,Normal,376.37,0.59,2.6,90.0,96.0,93.0,92.0,NO,0.52,NO,318.99,297.03,326.78,305.46,Insurance - Property & Casualty
4,Financial Services,2,MUFG,94.51,Breakout Zone,Tight,22.62,0.92,2.2,91.0,93.0,94.0,86.0,NO,0.0,NO,20.28,17.71,20.56,18.75,Banks - Diversified
4,Financial Services,3,TRST,92.74,Breakout Zone,Normal,56.45,0.39,2.72,91.0,83.0,93.0,86.0,NO,0.0,NO,52.98,45.34,53.71,47.77,Banks - Regional
4,Financial Services,4,CIB,92.47,Near Breakout,Normal,86.79,1.02,2.64,91.0,87.0,89.0,67.0,NO,0.24,NO,75.8,69.73,77.56,73.65,Banks - Regional
4,Financial Services,5,SMFG,92.46,Near Breakout,Tight,25.91,2.85,2.13,92.0,89.0,93.0,87.0,NO,0.0,NO,23.93,20.63,24.24,22.1,Banks - Diversified
5,Industrials,1,HXL,95.4,Near Breakout,Normal,109.89,1.01,2.97,93.0,95.0,93.0,90.0,NO,0.97,NO,95.67,83.61,96.92,89.26,Aerospace & Defense
5,Industrials,2,CVLG,94.94,Near Breakout,Normal,48.23,3.31,3.61,96.0,93.0,97.0,96.0,NO,0.0,NO,42.7,29.61,43.93,33.53,Trucking
5,Industrials,3,CSX,94.11,Breakout Zone,Tight,52.81,0.92,1.99,90.0,95.0,91.0,93.0,NO,4.25,NO,47.45,40.85,48.05,43.13,Railroads
5,Industrials,4,KFRC,92.92,Stage 2 Watch,Loose,56.69,6.61,4.02,95.0,97.0,97.0,95.0,NO,0.0,NO,48.42,35.29,50.18,38.28,Staffing & Employment Services
5,Industrials,5,CHRW,92.88,Near Breakout,Tight,205.51,2.29,2.32,92.0,95.0,85.0,78.0,NO,0.0,NO,185.88,170.74,189.24,180.49,Integrated Freight & Logistics
