IndustryRank,Ticker,Price,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,Gap (%),IPO,HVE
1,QMMM,119.4,Communication Services,Advertising Agencies,98.0,30.0,40.0,36.0,0.0,0.0,0.0,NO,NO
2,ZD,52.61,Communication Services,Advertising Agencies,90.0,58.0,81.0,91.0,1.6571,1.5529,0.0,NO,NO
3,ADV,40.59,Communication Services,Advertising Agencies,86.0,17.0,90.0,95.0,2.8671,2.7475,0.0,NO,NO
4,MGNI,19.39,Communication Services,Advertising Agencies,84.0,68.0,96.0,89.0,0.775,0.7429,0.0,NO,NO
5,QNST,15.5,Communication Services,Advertising Agencies,64.0,82.0,88.0,71.0,0.7571,0.7207,0.0,NO,NO
1,DFNS,84.98,Industrials,Aerospace & Defense,98.0,99.0,98.0,98.0,9.1249,7.0497,67.38,NO,NO
2,SIF,25.64,Industrials,Aerospace & Defense,98.0,89.0,97.0,98.0,1.7647,1.7512,0.0,NO,NO
3,DCO,183.43,Industrials,Aerospace & Defense,95.0,41.0,94.0,96.0,7.5543,6.9407,1.88,NO,NO
4,ATRO,68.41,Industrials,Aerospace & Defense,95.0,5.0,92.0,73.0,3.2693,3.0536,2.87,NO,NO
5,AIR,139.48,Industrials,Aerospace & Defense,94.0,29.0,94.0,91.0,6.7271,5.9986,1.73,NO,NO
1,CF,125.77,Basic Materials,Agricultural Inputs,84.0,94.0,29.0,91.0,4.3223,3.5001,0.0,NO,NO
2,CTVA,89.34,Basic Materials,Agricultural Inputs,83.0,81.0,81.0,85.0,1.8759,1.7805,0.0,NO,NO
3,UAN,127.98,Basic Materials,Agricultural Inputs,80.0,93.0,16.0,84.0,2.9711,2.7261,1.99,NO,NO
4,SMG,68.31,Basic Materials,Agricultural Inputs,65.0,56.0,76.0,66.0,3.3821,3.1914,0.0,NO,NO
5,NTR,70.72,Basic Materials,Agricultural Inputs,50.0,92.0,15.0,32.0,1.7025,1.4464,0.0,NO,NO
1,ALGT,99.01,Industrials,Airlines,93.0,6.0,94.0,77.0,5.0014,4.4396,2.46,NO,NO
2,DAL,88.59,Industrials,Airlines,92.0,18.0,94.0,91.0,2.5975,2.3018,1.83,NO,NO
3,UAL,123.56,Industrials,Airlines,89.0,11.0,95.0,81.0,4.5971,4.2452,2.06,NO,NO
4,LUV,45.6,Industrials,Airlines,88.0,9.0,90.0,72.0,1.728,1.5415,1.4,NO,NO
5,AAL,15.43,Industrials,Airlines,87.0,6.0,94.0,78.0,0.7129,0.6214,1.62,NO,NO
1,CAAP,26.11,Industrials,Airports & Air Services,65.0,76.0,68.0,12.0,0.7427,0.7238,1.18,NO,NO
2,OMAB,108.09,Industrials,Airports & Air Services,36.0,21.0,46.0,13.0,2.5921,2.4428,0.85,NO,NO
3,PAC,219.58,Industrials,Airports & Air Services,10.0,7.0,8.0,6.0,6.3814,6.3028,0.64,NO,NO
4,ASR,276.56,Industrials,Airports & Air Services,9.0,10.0,11.0,6.0,7.6568,7.3904,0.0,NO,NO
1,KALU,159.72,Basic Materials,Aluminum,91.0,4.0,12.0,89.0,8.7557,7.7357,4.33,NO,NO
2,CSTM,28.57,Basic Materials,Aluminum,90.0,10.0,8.0,86.0,1.2107,1.1379,0.0,NO,NO
3,CENX,44.88,Basic Materials,Aluminum,80.0,29.0,2.0,14.0,2.2193,1.9754,3.73,NO,NO
4,AA,44.97,Basic Materials,Aluminum,15.0,7.0,1.0,5.0,2.0129,1.8657,2.26,NO,NO
1,GIII,36.69,Consumer Cyclical,Apparel Manufacturing,89.0,88.0,87.0,89.0,0.9929,0.8936,0.0,NO,NO
2,KTB,83.84,Consumer Cyclical,Apparel Manufacturing,84.0,59.0,85.0,94.0,2.9836,2.8564,0.0,NO,NO
3,LEVI,24.55,Consumer Cyclical,Apparel Manufacturing,77.0,40.0,81.0,83.0,0.8396,0.8012,0.0,NO,NO
4,RL,385.91,Consumer Cyclical,Apparel Manufacturing,72.0,23.0,70.0,67.0,13.4079,12.655,0.66,NO,NO
5,PVH,87.01,Consumer Cyclical,Apparel Manufacturing,64.0,95.0,15.0,93.0,3.1593,2.8932,0.0,NO,NO
1,VSXY,88.24,Consumer Cyclical,Apparel Retail,98.0,81.0,98.0,95.0,4.3189,4.0178,0.0,NO,NO
2,LVLU,16.73,Consumer Cyclical,Apparel Retail,98.0,98.0,97.0,32.0,2.5197,2.4633,0.0,NO,NO
3,CTRN,67.8,Consumer Cyclical,Apparel Retail,96.0,95.0,95.0,96.0,3.0014,2.8293,0.69,NO,NO
4,ROST,252.57,Consumer Cyclical,Apparel Retail,92.0,95.0,81.0,91.0,6.0732,5.7082,0.0,NO,NO
5,BURL,372.19,Consumer Cyclical,Apparel Retail,87.0,95.0,86.0,89.0,12.5168,12.0611,0.0,NO,NO
1,MAAS,18.16,Financial Services,Asset Management,98.0,98.0,98.0,98.0,2.6431,2.5774,0.0,NO,NO
2,AAMI,83.95,Financial Services,Asset Management,95.0,95.0,93.0,94.0,3.1579,2.9804,2.8,NO,NO
3,VCTR,98.48,Financial Services,Asset Management,92.0,95.0,93.0,93.0,3.0016,2.8442,0.51,NO,NO
4,AMG,365.46,Financial Services,Asset Management,92.0,87.0,92.0,80.0,15.0386,14.4414,1.01,NO,NO
5,STT,182.82,Financial Services,Asset Management,92.0,86.0,89.0,93.0,5.2936,5.1529,1.18,NO,NO
1,SAH,100.34,Consumer Cyclical,Auto & Truck Dealerships,93.0,95.0,95.0,96.0,5.2529,4.4136,0.0,NO,NO
2,OPLN,40.51,Consumer Cyclical,Auto & Truck Dealerships,92.0,33.0,92.0,91.0,1.1211,1.0368,0.0,NO,NO
