Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,Earning_Date,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W
9,SNDK,1761.0,9681910.0,Technology,Computer Hardware,99.0,95.0,99.0,99.0,117.2466,112.8788,15914819.0,10317830.0,1861.0,37.33,,260831985664.0,No,1162.25,522.67,1255.43,709.83
12,MGRT,74.0,10229.0,Technology,Information Technology Services,99.0,1.0,99.0,99.0,10.1377,9.8904,75312.0,15600.0,170.0,1.5,,1017500032.0,No,92.5,27.54,96.56,36.71
18,JLHL,36.25,33531.0,Industrials,Building Products & Equipment,99.0,98.0,99.0,99.0,8.3934,8.3349,100887.0,44100.0,42.45,2.7,,777512896.0,No,14.3,6.82,15.69,8.26
26,SNDU,141.9,511712.0,ETF,ETF,99.0,97.0,,,16.6871,15.99,658546.0,670370.0,158.74,17.16,,,No,72.19,,81.9,
58,LABX,133.55,179141.0,ETF,ETF,99.0,99.0,99.0,99.0,18.1004,16.979,384996.0,349070.0,152.19,12.0,,,No,54.58,54.05,64.45,44.99
95,KOD,34.08,601901.0,Healthcare,Biotechnology,99.0,4.0,92.0,93.0,2.4493,2.3521,1064550.0,614320.0,47.84,3.43,,2129231488.0,No,39.94,25.19,40.26,30.13
139,POWL,300.06,409494.0,Industrials,Electrical Equipment & Parts,98.0,60.0,97.0,98.0,18.3807,17.5786,673117.0,522090.0,328.0,56.7,,10931680256.0,No,255.41,159.13,264.84,183.47
158,ALAB,358.31,3206439.0,Technology,Semiconductors,98.0,98.0,99.0,98.0,29.1576,27.6284,5597415.0,6506310.0,372.37,84.78,,61382893568.0,No,208.61,177.04,229.6,174.72
171,INBX,91.14,240414.0,Healthcare,Biotechnology,98.0,2.0,90.0,64.0,8.6344,8.6344,411076.0,331310.0,155.29,12.8,,1338452352.0,No,99.08,71.78,102.44,84.93
182,AMBQ,85.02,626602.0,Technology,Semiconductors,98.0,99.0,99.0,99.0,6.256,6.1731,570139.0,739460.0,85.77,22.12,,1818649216.0,No,48.01,34.93,52.91,36.8
231,CELC,92.39,3568872.0,Healthcare,Biotechnology,97.0,1.0,6.0,21.0,10.6979,9.0571,1097815.0,1895940.0,151.02,11.28,,4505517568.0,No,122.84,95.49,123.12,111.35
271,ANAB,51.67,317581.0,Healthcare,Biotechnology,97.0,2.0,92.0,96.0,2.8679,2.7921,826216.0,599910.0,72.36,11.4,,1503643520.0,No,54.29,33.99,55.54,40.42
277,TXNU,57.59,14521.0,ETF,ETF,97.0,90.0,,,4.7286,4.0136,28932.0,37530.0,70.29,22.9,,,No,44.52,,47.34,
284,QCML,36.25,1172541.0,ETF,ETF,97.0,98.0,99.0,94.0,5.193,4.6546,1379703.0,2770040.0,41.9,10.46,,,No,21.27,19.67,24.13,19.83
313,VCX,163.47,293256.0,,,96.0,93.0,,,31.0636,30.1129,443709.0,319740.0,575.0,31.21,,,No,161.75,,151.72,
320,QCMU,45.12,174558.0,ETF,ETF,96.0,98.0,98.0,94.0,6.3514,5.6567,290346.0,524620.0,52.18,13.1,,,No,26.46,25.04,30.02,25.0
343,BELFA,246.75,108431.0,Technology,Electronic Components,96.0,15.0,91.0,95.0,12.0271,11.3564,83258.0,134000.0,276.21,65.8,,3139328000.0,No,231.79,172.22,239.5,194.2
358,BELFB,276.54,179717.0,Technology,Electronic Components,96.0,13.0,92.0,94.0,13.2907,12.9943,240826.0,285270.0,308.27,71.44,,3933147392.0,No,254.85,193.42,263.07,214.6
431,CLMT,37.41,598012.0,Basic Materials,Specialty Chemicals,95.0,71.0,87.0,96.0,1.3186,1.2807,1176331.0,855930.0,38.75,12.94,,3260174592.0,No,33.35,24.16,33.58,26.78
511,BWA,77.01,2883787.0,Consumer Cyclical,Auto Parts,94.0,96.0,94.0,95.0,3.1568,2.7954,2827131.0,3993990.0,78.82,31.83,,15778467840.0,No,59.75,50.19,61.52,53.38
613,MTUL,59.47,3670.0,ETF,ETF,93.0,93.0,96.0,93.0,2.2676,1.0813,873.0,3120.0,62.16,27.8,,,No,46.87,40.05,49.11,41.06
619,COCO,73.98,719450.0,Consumer Defensive,Beverages - Non-Alcoholic,93.0,86.0,93.0,88.0,2.591,2.5364,1421652.0,825390.0,79.7,31.79,,4225193472.0,No,61.86,51.62,63.99,56.89
