Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,Earning_Date,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W
2,MGRT,76.0,15203.0,Technology,Information Technology Services,99.0,1.0,99.0,99.0,8.3621,7.9743,73595.0,8220.0,170.0,1.5,,1045000000,No,104.07,30.83,105.24,41.3
6,MVLL,168.12,2263110.0,ETF,ETF,99.0,99.0,99.0,99.0,43.2824,36.053,1707523.0,4560650.0,233.0,12.96,,0,No,94.09,39.88,100.72,48.71
7,INTW,314.13,458087.0,ETF,ETF,99.0,93.0,99.0,99.0,50.9418,42.3737,820884.0,804870.0,407.99,13.74,,0,No,242.12,98.29,265.39,127.3
9,MRVU,224.32,328531.0,ETF,ETF,99.0,99.0,99.0,,57.4459,47.3302,278736.0,664130.0,308.77,20.8,,0,No,123.81,,132.76,
12,AIFU,50.63,2961.0,Financial Services,Insurance Brokers,99.0,99.0,99.0,99.0,4.5251,1.1179,1096.0,3934.0,188.0,20.0,,300018464,No,3.75,3.45,6.84,3.73
21,LINT,199.25,145359.0,ETF,ETF,99.0,93.0,99.0,99.0,31.6553,26.2083,194323.0,193880.0,257.65,23.87,,0,No,153.26,,168.16,80.73
23,SOXL,233.86,46653544.0,ETF,ETF,99.0,98.0,99.0,99.0,42.0607,34.0732,73821260.0,72172910.0,284.58,20.28,,0,No,164.13,76.37,176.05,94.76
24,KORU,914.4,680895.0,ETF,ETF,99.0,96.0,98.0,99.0,169.8961,122.3468,994995.0,1313610.0,1279.7,68.42,,0,No,737.36,358.93,755.81,454.52
26,AMDL,65.66,3344468.0,ETF,ETF,99.0,98.0,99.0,99.0,9.4187,8.0561,10352380.0,5520710.0,78.3,6.75,,0,No,46.21,23.13,51.29,27.05
27,AMUU,230.94,119911.0,ETF,ETF,99.0,98.0,99.0,99.0,32.1388,26.7054,148357.0,162110.0,274.1,26.89,,0,No,161.82,83.56,179.62,95.27
28,AMDG,111.28,53589.0,ETF,ETF,99.0,98.0,99.0,99.0,15.2838,12.6319,99269.0,71310.0,131.64,12.87,,0,No,78.26,40.53,86.9,46.34
47,BE,284.99,10964421.0,Industrials,Electrical Equipment & Parts,99.0,88.0,97.0,99.0,24.677,22.2342,10547480.0,10439330.0,322.83,20.93,,81063657472,No,257.68,152.69,266.28,176.84
50,STX,1066.07,4275858.0,Technology,Computer Hardware,99.0,98.0,99.0,99.0,65.0607,57.7014,4028222.0,3563950.0,1097.0,130.32,,239043788800,No,749.3,417.34,797.61,506.93
51,BEG,82.6,68477.0,ETF,ETF,99.0,90.0,98.0,,13.2674,11.4351,83577.0,97660.0,111.58,10.89,,0,No,75.63,,78.61,
63,VICR,325.17,474602.0,Technology,Electronic Components,99.0,97.0,96.0,99.0,26.49,24.0514,889166.0,697840.0,361.89,41.76,,14821706752,No,270.79,153.86,279.29,189.79
