Rank,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Health technology,93,73,97,91,SI
2,Energy,71,74,46,73,"NESR,DK,NGL,PBF,OII,PARR,DINO,INSW,FET,VLO,PBT,FTK,MPC,EFXT,FTI,WTTR,NBR,FRO,CVE,WKC,YPF,TRGP,TEN,LPG,BWLP,PSX,CMBT,EC,OVV,EQNR,WBI,SUNC,VIST,SM,KGS,PR,SOBO,APA,SU,DHT,STNG,HP,PAGP,TRP,VAL,TRMD,SUN,PBA,EE,TNK,PAA,CNQ,IMO,TDW,AROC,E,FANG,CHRD,TS,TBN,NOV,LB,WDS,PBR,DTM,EOG,MUR,NE,INVX,PDS,XOM,SDRL,SLB,TTE,NVGS,DKL,OXY,KNTK,AM,WES,APC,REPX,COP,TPL,LNG,XPRO,DVN,ENB,OKE,BP,CVX,NGS,SMC,CQP,FLNG,EPD,WMB,CVI,WHD,ET,SHEL,KMI,HESM,WFRD,TGS,GLNG,HAL,MPLX,HMH,VNOM,SEI,VTOL,BKR,DMLP,SBR,RNGR,BKV,USAC,CAPL,GLP,NC,NCSM,EROK,RRC,AR,MTDR,FLOC,WHK,IMPPP,PNRG,MGY,CRC,ARLP,CNX,NFG,EQT,CNR,GEL,EXE,NRP,BTU,CCJ,LBRT,GPOR,NOG,VTS,LEU"
3,Healthcare,65,62,64,54,"ERAS,QTTB,AGL,ALMS,SYRE,FBRX,LQDA,ORKA,ANRO,RLYB,DMRA,DFTX,SLGL,MBX,TXG,RVMD,NBTX,RLAY,BIOA,NVCT,BDSX,ADVB,DNTH,MANE,PACS,ETON,KOD,MCTA,ARWR,TNGX,CDNA,FTH,BTSG,CRNX,PRAX,APGE,TVTX,TWST,BTSGU,FTRE,GH,URGN,FBIOP,EWTX,GLUE,MNPR,TRAX,CELC,QURE,CUE,ELVN,ANAB,CORT,PVLA,ROIV,COGT,EMPG,VCYT,PTGX,GHRS,DVA,AXGN,MPLT,NHC,IMVT,CNC,KNSA,KYMR,ALKS,OSCR,HNGE,NRIX,IART,PLSE,ESTA,ILMN,AVNS,AMN,AMRX,INBX,CGEM,HUM,JAZZ,AXSM,DYN,BWAY,RCUS,ELMD,XNCR,LBRX,CAPR,TRVI,LGND,SEPN,ZBIO,TGTX,RAPP,BCAX,ACHC,INDV,ADPT,PGNY,TCMD,KRYS,TYRA,BRKR,PNTG,XENE,NKTR,CGON,AVTX,APLM,BRKRP,MIRM,GKOS,LNTH,CON,STRO,CYTK,GPCR,VTRS,BKD,JBIO,CVS,MD,NGNE,RPRX,NTRA,GRDN,COAG,SNDA,BLTE,SION,ASTH,LIVN,PHVS,BBIO,BLLN,PDEX,PARK,LLY,AMLX,TECX,MRNA,INCY,ARQT,NRC,MRK,NBIX,MEDP,ABVX,DNLI,NUTX,TEVA,JNJ,EXEL,SNDX,AVBP,NVCR,HAE,THC,BLFS,RIGL,CRL,ABBV,BIIB,HALO,MDGL,HCSG,CAH,TECH,CLDX,UNH,ARGX,ASND,VCEL,DGX,CHE,WST,IMNM,OMDA,ICUI,ELAN,PTCT,SLP,IDYA,SRZN,VTVT,IRMD,UTHR,AUPH,SRRK,BMY,MLTX,HSTM,ICLR,OMCL,AGIO,DRUG,HSIC,GRAL,RVTY,AMGN,SHC,WAT,ODTX,NVS,ALMR,SMTI,PCRX,NVST,PCVX,TBPH,LH,BBNX,TMO,STOK,ELV,TAK,A,ZYME,HQY,IQV,PRVA,SIBN,HRMY,RYTM,PEN,ATRC,ADUS,UFPT,BIO,PRPO,GSK,IMCR,ACAD,ALHC,AKTS,SOLV,VRTX,BMRN,ENOV,UTMD,PTHS,BAX,SPTX,VERA,TFX,MOH,EHC,MCK,MLYS,ONC,INVA,ITGR,WRBY,VKTX,MAZE,GMAB,EW,MMED,KIDS,IRON,CSTL,VRDN,BLCO,INMD,STAA,BDX,RARE,DXCM,GILD,SUPN,FMS,RGEN,GMED,LMAT,MTD,ASMB,CNMD,ATR,FLGT,COLL,ENSG,CI,CBIO,STVN,TARS,LFMDP,PBLS,COO,VOR,NVO,ANIP,COR,AZN,REGN,ZBH,RDNT,HROW,MMSI,ABT,ALGN,NAMS,DHR,KMTS,AVLN,PFE,KARD,PHG,CBLL,USPH,TNDM,SNN,SYK,QGEN,SGRY,IDXX,MDT,MESO,STE,QDEL,VEEV,AZTA,SNY,LKFT,MDLN,HCA,BEAM,IONS,ALC,JANX,LEGN,UHS,SRPT,AMPH,SGP,BNTX,GEHC,PAHC,RMD,ZLAB,HIMS,PBH,IRTC,ALNY,INSM,WAY,CRSP,HTFL,CTEV,OPCH,WGS,ISRG,KLRA,TEM,PODD,AAPG,AORT,INSP,CAI,TMDX,ZTS,DOCS,BSX,PRCT,SPRB,QNCX"
4,Financial Services,58,61,61,54,"MAAS,HUT,SEZL,ENVA,WULF,CARE,ECPG,MRX,ATLC,MSBI,AAMI,UFCS,KF,BOTJ,IX,FSEA,VIRT,PGC,CMTV,STT,SMFG,GCBC,AMAL,BFH,FNRN,SNEX,PS,MUFG,SAFT,CIB,EZPW,IFS,CHMG,TRST,TWN,VCTR,UVE,ALRS,BBAR,BWFG,VBNK,FNWD,TRV,AMG,PLGO,HFBL,TMP,BNY,BAP,HSBC,HG,CZWI,AMTB,TD,FISI,RY,BPOP,SHBI,BMO,PKBK,OBK,ACNB,CBNA,PFIS,UVSP,PBFS,FCAP,CBC,TFSL,WSFS,PLBC,CNO,RRBI,CM,WT,VOYA,WRLD,RIOT,BBVA,ATLO,IBKR,SMBC,OPY,BEN,FBP,WASH,SKWD,SMBK,SRCE,ALL,BCS,BY,FNLC,BNS,CCNE,STBA,BSRR,AIZ,FSBC,MYFW,UBS,THFF,PDLB,CTBI,RBCAA,KB,SLF,MS,MCY,PEBO,BMA,FFBC,ING,AVBC,CBK,GS,AROW,LCNB,FCBC,GSBC,CIVB,FVCB,OBT,FRAF,PCB,CFBK,FMBH,THG,NTRS,MFC,DGICB,SHG,MCBS,BSTZ,WTBA,CFG,TCBK,PFG,GL,OSBC,KINS,NTB,PEBK,HBT,WSBC,MET,SPNT,RBB,USB,CAC,SBFG,CATY,QCRH,CPF,FRST,WSBF,FBIZ,FITB,AGM,IVZ,NIC,LSBK,MTB,BLX,STK,MBIN,FDSB,SFST,FULT,DCOM,BAC,RNR,OFG,BOW,CB,FBLA,PNC,EBC,BPRN,LARK,ASIC,BHB,NBTB,CZFS,CNOB,UMBF,EGBN,RGA,EBMT,NODK,CPBI,TSBK,PRU,BUSE,FXNC,BANC,UBSI,CFR,HWBK,FUNC,ACT,NBBK,C,FCCO,NWBI,NBN,FMAO,SLDE,HWC,FCF,HQL,MBWM,BCAL,BOH,NWFL,ORRF,AXS,ZION,NXG,MKTW,MPB,WABC,CAF,HMN,FAF,CCBG,HAFC,NWG,HBNC,IOR,HBCP,ISTR,ITIC,WBS,CBAN,TFIN,FGNXP,NP,ECBK,AVBH,BOKF,IGIC,CNS,SRV,EMF,GABC,BFST,PRI,JPM,PFS,CEE,COSO,BWB,SRBK,EWBC,LOB,ONB,AUB,NECB,PEO,BCH,HFWA,FUSB,DBRG,EFSC,GOLD,EQBK,FBNC,HQH,EIG,CLST,CNA,GLRE,ASB,CACC,RNST,AFL,GGAL,USCB,L,CBNK,INDB,CINF,SFNC,FCFS,CZNC,RF,MRBK,JXN,PMTS,SYBT,WAFD,WHG,SIGI,FDBC,FIBK,BVFL,NFJ,ABCB,BMRC,HASI,COLB,EG,BGR,SEIC,TROW,EMO,INBK,HCI,AFBI,HTB,BHF,TRMK,FNB,KEY,CVBF,IBCP,PRK,HYNE,CBU,VABK,BST,HTH,BTO,PBHC,RDN,HNVR,MVBF,OPBK,ACGL,COFS,UNTY,BFC,LIFE,HOMB,BSAC,TRIN,BSVN,HRTG,WTFC,FRBA,UNM,ESQ,ADX,NKSH,CCD,CBSH,CHCO,RM,AFG,CWBC,JMSB,BCML,BHRB,TCBX,FGBIP,LNC,EVT,SFBS,FRME,BME,PFBC,UTF,NRIM,FMNB,ASGI,FHN,NMIH,FBK,IBOC,TWFG,UBCP,RVI,AMP,WRB,SSB,MNSB,FHI,SBSI,V,FRBT,SCHW,CFFI,PLMR,MTG,RMBI,FCNCA,WTM,AON,MCHB,FHB,GAIN,TCBS,AIO,UCB,SPFI,ORI,MCB,NCZ,HIG,TFC,EFSI,HAPN,BKU,MXF,CII,ESNT,CBOE,BBT,BANR,OVLY,JEF,SBCF,CUBI,NCV,HTD,FSBW,BCV,GBCI,GDV,RVT,CASH,NBHC,MGYR,RLTY,PB,WF,AX,CBFV,PROV,ACV,RJF,MIAX,AUBN,GGZ,CSQ,DB,ETO,PNFP,RLI,EQH,CRBG,ETG,BMEZ,TCBI,SPXX,RMI,QQQX,OVBC,BUI,TBLD,ATLCP,AFRM,TY,SF,JCE,OZK,MBINL,FFIN,BCAT,CNOBP,TOWN,FFA,LGI,WFC,OCFC,HBAN,AIG,ECCC,GAM,CSWC,NEWTP,SATA,NIE,MEGI,FRHC,FG,OXLCO,NDAQ,MSBIP,AGO,PUK,SFBC,BWBBP,DGICA,UTG,VALU,GLU,LMND,WAL,SII,MKL,CET,SCD,ETB,STEW,THQ,MA,ALLY,NPB,EVR,JCAP,OCCIN,OXLCN,PFX,MBINM,EICA,LCLN,MNSBP,BUSEP,EOT,EIIA,MMD,MBNKO,NNI,TBBK,CCID,OMF,VRTS,PDX,OCCIM,SPME,FOA,WSBCO,FRMEP,CCNEP,EFSCP,STC,ONBPO,BPYPM,LKFN,SPMA,PDPA,MBINN,VLYPO,VLYPP,WAFDP,ETX,BTT,ONBPP,BANF,SLMBP,WTFCN,FDUS,UMBFO,PGR,PJT,VLYPN,GUG,TYG,AJG,HIFS,IBN,TIPT,ECAT,HPF,AXP,PRAA,UNB,MRSH,HPI,RNP,SOR,LDP,HBANL,DFP,BMN,MCO,FFC,BWIN,ASA,FNF,EOI,SDHY,BBN,PSF,IGI,SYF,MSCI,OZKAP,PTA,HOOD,NBB,FLC,BLK,FULTP,BANX,AII,TCBIO,WTW,COF,MC,PYPL,IREN,NPFD,LPLA,FPF,TRU,FCNCP,ACGLN,HBANZ,APAM,EOS,GBLI,ACGLO,ETOR,JLS,SPGI,AB,ARCC,BNT,NTRSO,HIPO,FCNCO,SIGIP,SLM,APO,RYAN,VEL,MSDL,HBANM,GSHD,FDS,HTGC,HBANP,BN,CME,IIF,GLAD,MAIN,ISBA,ONIT,ARES,BX,XP,GBFH,GSIW,PSUS,PDI,BAM,ZIONP,BXSL,ICE,PIPR,FSUN,LAZ,CRVL,TW,KNSL,BRO,MCI,KKR,ROOT,AMSF,TPG,MPV,MORN,HERZ,CG,SAR,XFLT,XZO,DXYZ,KLAR,PFSI,TSLX,HLI,WD,ERIE,TREE,AIFU,HDB,SOFI,CCB,PWP,FIGR,GLXY,KMPR,TRUP,BETR,STEP,VCX,HLNE,AFJKU,MKTX,BOT,COIN,FUTU,UPST,CRCL,BMNR"
5,Industrials,56,49,52,53,"SIF,BUUU,FCEL,BE,VSTS,NCEW,CDNL,XMTR,CRS,STRL,CVLG,FIX,TH,ATI,POWL,HSHP,PKOH,EDRY,MEC,SHIP,KFRC,ECO,ARCB,GEO,CXW,MATX,TWIN,CYRX,ATRO,AGX,DCO,MAN,KELYB,TKR,FSTR,GRC,MYRG,LGN,PHOE,NVRI,PAMT,VRT,NMM,PRLB,CAT,JBHT,HXL,RHLD,CECO,RXO,GHM,CMPR,HLIO,EFTY,UNF,PBI,GNK,NVT,CMDB,IESC,KELYA,FA,PKE,BLBD,VVX,DAC,MRCY,MSM,ESOA,ALGT,WWD,CSX,ACA,PRG,TFII,NPO,SNDR,SBLK,HWM,WERN,ARMK,AIR,GEV,ECG,MTZ,ESLT,SXI,PLPC,DAL,ESEA,CMI,GSL,R,KNX,FDX,ENS,ASC,WAB,XPO,TRN,PL,GWW,ODFL,LXFR,LSTR,EXPD,CHRW,DXPE,AEIS,ZIM,DY,WCC,UHAL,PWR,UNP,CNI,AIT,CASS,RBC,GE,MRTN,TPC,MG,RRX,AIRT,UAL,HURC,CW,AZZ,KEX,TNET,URI,HRI,RTX,PESI,RYZ,SWK,WTS,DSGR,CR,HUBG,TEX,BRC,LUV,ROK,CMRE,DE,JCI,NSC,NSP,GD,CP,HEI,AER,IEX,RHI,SAIA,FPS,PCAR,AME,PAM,LMT,NDSN,FTAI,MIDD,PH,ISSC,CLH,KFY,KMT,DRS,CPA,DLX,VSEC,EBF,EML,TRNS,WSC,CIX,MMM,ASTE,CAAP,UPS,VMI,ARXS,SNA,TISI,GVA,MLI,MAS,BCO,BBSI,SEB,OTTR,TTC,OC,GIC,CARR,AAON,ZTO,TNC,LIME,ABM,ULS,DCI,HON,IIIN,RCMT,FLS,TT,GHC,SPXC,GNRC,OSK,CTAS,TXT,GTES,FLR,CCEC,GPN,ITW,AYI,GFF,GBX,FELE,DPC,TITN,ESP,MAIR,TATT,CMC,ATKR,APOG,AGCO,ETN,SARO,WM,GENC,FDXF,MATW,CBZ,EMBJ,FBIN,RBA,LOAR,ITT,FAST,EMR,GATX,ZWS,SKYW,MGRC,EME,FSS,FTAIM,VSECU,LTM,HONA,NPK,SUNB,LII,TAYD,LECO,CDLR,CXT,POWWP,JBTM,CSW,MSA,ICFI,IR,ALK,HUBB,AIRTP,DOV,WOR,WMS,NX,FER,CRAI,RSG,WCN,TRC,ALLE,REZI,J,ENR,APG,CWST,KAI,AXON,LHX,CMCO,KE,VLTO,KRNT,GXO,RGR,AADX,RTO,VRSK,GGG,MWA,OMAB,TDG,MDA,LNN,RJET,TTEK,RYAAY,FERG,FCN,CSL,SMX,BBUC,GFL,TREX,KBR,EPAC,XYL,RKLB,NOC,CAE,BA,NSSC,CDRE,CAR,BWXT,OFLX,ROCK,ROAD,LPX,PAC,AOS,ALG,EXPO,AWI,PPIH,BXC,HII,ONT,HY,WSO,ATS,ASR,EFX,OTIS,AMTM,RELX,BETA,WLDN,HURN,CNM,BAH,MMS,AMRC,INIO,BKSY,MIR,VOYG,DLB,TRI,BWMN,ESAB,LMB,SITE,ACM,SPCX,CPRT,ULH,POOL,AMSC,STN,EQPT,BLDR,SYM,KRMN,KTOS,PRIM,PNR,FWRD,AVAV,HAWK,FLY,YSS,NNE,WLFC,MFP,PSIX"
6,Real Estate,56,60,61,59,"CBL,PEB,XHR,HPP,OUT,FVR,RHP,WELL,PSTL,MAC,APLE,VTR,HST,NHP,JAN,AHR,LXP,DOC,HIW,CDP,CURB,LAMR,CUZ,SPG,SKT,RMR,PINE,AAT,CTO,IVT,CTRE,IRM,FRT,KRG,NHPAP,NHPBP,BNL,OHI,HR,EQIX,VNO,PECO,NREF,SBRA,FR,IIPR,KIM,MDV,GTY,TRNO,BRX,CHCT,LTC,SEG,NTST,PLD,EGP,NNN,SLG,UE,EPR,OLP,KRC,ALX,ESS,CCS,AKR,WPC,DLR,UHT,DEA,REG,VTMX,LINE,BFS,XRN,STAG,BXP,BXDC,CPT,UDR,ADC,PSA,EQR,O,SAFE,FOR,ADAML,NHI,MMI,LANDO,MLP,ELS,ADAMN,JOE,BPYPP,LANDP,INVH,CUBE,AVB,EPRT,FCPT,AXR,GOODN,AMH,JLL,NLY,SMA,REXR,IRT,EXR,TCI,BPYPO,ADAMZ,AGNCP,AGNCL,AGNCM,ADAMM,MAA,AGNCN,AGNCO,WHLRD,MAYS,AGNCZ,REGCP,FRPH,UMH,GLPI,REGCO,SUI,NMRK,ARR,WY,RYN,HHH,MRP,BEKE,CBRE,VICI,ACR,NXRT,SDHC,CSR,STWD,AMT,ARE,NEN,BXMT,FSV,STRS,SBAC,OZ,CCI,CIGI,OPI,CSGP"
7,Technology,55,48,56,55,"SNDK,MGRT,AXTI,MU,BAND,MXL,WDC,LITE,CHRN,STX,DELL,ICHR,ALOT,SIMO,VPG,DOCN,TSEM,UCTT,RTB,PENG,AMD,AAOI,INTC,ASX,VIAV,VSAT,AEHR,MEI,UMC,AMBQ,VICR,CIEN,SILC,HPE,ACMR,AIP,MRVL,AMAT,KLIC,TER,MKSI,IMOS,VSH,SHAZ,LASR,DDOG,FSLY,LRCX,FEIM,ALAB,FTNT,COHU,DAVE,FLEX,PANW,FROG,CIFR,BRUN,EXTR,TTMI,COHR,SMTC,ATEN,SITM,OKTA,ASYS,FORM,AMKR,ONTO,CRWD,LSCC,PTRN,BHE,KLAC,ASML,ARM,VECO,BELFB,NTAP,PDFS,RNG,DGII,GLW,SKYT,RELL,NVEC,MITK,ALNT,OOMA,CRDO,CCSI,MPTI,KN,BELFA,CEVA,CSCO,TWLO,RAL,ARW,AVT,SNOW,SYNA,STM,SANM,NTCT,KEYS,MRAM,PLXS,SNX,RDVT,MTSI,CGNX,NAVN,ROG,UMAC,VRNS,TENB,ESE,YOU,ACLS,FFIV,NET,SCSC,SLAB,LFUS,RAMP,AAPL,KARO,AKAM,NSIT,TXN,PLTS,CNXN,RELY,ADEA,DBD,TSM,DIOD,QLYS,NATL,ACIW,CORZ,ALGM,WYFI,CTS,ST,NYAX,ADI,ON,OUST,Q,FLYW,MPWR,JBL,ITRN,FIVN,ANET,INGM,CVLT,OSPN,DJCO,CPAY,S,SAIC,SWMR,NXPI,BKTI,TDC,APH,RBRK,GFS,AGYS,HPQ,POWI,MLAB,RDWR,FTV,NTNX,ENTG,PLUS,APLD,SEDG,QCOM,WEX,DBX,CLS,NVMI,NOVTU,GEN,NVDA,NOVT,CSQR,AVGO,LOGI,TDY,INOD,TSAT,CAMT,XYZ,ALRM,LYTS,BOX,P,ACFN,MDB,NXT,ZETA,IBEX,PAYX,KSPI,PRGS,ZM,GCT,ADP,GTLB,VRSN,FN,CDNS,MCHP,BILL,PAY,GRMN,DAKT,CLMB,DT,AMBA,QRVO,IOT,SMCIP,ZBRA,AOSL,FSLR,ENPH,FICO,MBGL,CRUS,MCHPP,EVTC,MSI,NTGR,PLAB,PCTY,UPBD,EEFT,IPGP,SSNC,ESTC,WOLF,U,TEL,STRF,PI,SKHY,RMBS,JKHY,APPN,CDW,PAYC,MQ,SWKS,DCBO,INTA,QTWO,CLFD,PSN,MANH,CACI,SONY,DFIN,DOCU,AVNW,TTAN,STRC,GDDY,QNT,LIF,SMCI,BRZE,CHYM,ROP,TOST,SHOP,APPF,BSP,ALKT,WDAY,TEAM,MSFT,BMI,GWRE,NOW,IBM,PAYP,OTEX,PGY,OSIS,BDC,FORTY,DSGX,IIIV,IDCC,IBTA,UBER,GDS,WK,ITRI,GIB,VNT,ALIT,ADSK,DUOL,PLTR,G,SPSC,CHKP,FOUR,BR,ADBE,BSY,NICE,UI,CRM,NCNO,ARQQ,SNPS,SAP,ZS,EXLS,STRD,FIG,OCTV,MNDY,VIA,PTC,TRMB,FIS,CALX,ASTS,QBTS,TYL,BL,KVYO,IONQ,STRK,DOX,CTSH,IT,PCOR,PAR,BLKB,LDOS,EFOR,HUBS,OLED,ACN,CBRS,CRWV,CNXC,EPAM,PEGA,INTU,ORCL,GLOB,WIX,BLSH,MSTR"
8,Basic Materials,49,43,32,37,"INHD,NWPX,FRD,HYMC,CLMT,MTRN,ODC,KOP,MT,NUE,GPRE,AYA,STLD,CSTM,KALU,RMIX,PRM,ELVR,CMP,HBM,BHP,SXT,SCCO,MEOH,CGAU,RS,ESI,REX,CF,SSRM,CTVA,TX,TECK,CBT,CENX,FCX,ASH,NGVT,BVN,AUGO,SKE,DD,SQM,CMT,ERO,HL,JHX,UAN,RIO,MTX,MTUS,NEU,SMG,SCL,B,EGO,KWR,ACNT,AXTA,AG,SSD,LIN,WDFC,TTAM,IOSP,IFF,AVNT,APD,PPG,NTR,HCC,AU,WS,LYB,WLKP,ASIX,SA,PAAS,NEM,IPI,FNV,CC,DOW,KNF,BCPC,SOLS,ECL,RPM,EXP,EMN,OGC,VMC,WFG,OLN,BCC,AAUC,WPM,TFPM,RGLD,SHW,CLW,KGC,AA,CDE,AMRZ,ELE,HMY,SIM,FUL,MLM,ALB,MUX,UFPI,CRH,USLM,CE,SLVM,HWKN,GFI,DRD,PKX,TGLS,SMID,AEM,IDR,AGI,AMR,MOS,OR,WLK,MSB,PPTA,CMCL,CTGO,MP,IPX"
9,Consumer Cyclical,48,46,51,44,"LVLU,VSXY,NDLS,GTX,ELA,FLXS,BJRI,LIND,MYE,MOV,RSI,ANDG,CTRN,LTH,CBRL,MOD,VIK,CALY,KRT,INTG,PRSU,BZH,CROX,CAKE,SAH,BWA,LOCO,MUSA,CASY,OPLN,VAC,ROST,SN,THRM,PAG,M,VGNT,CVEO,KMX,CYD,HZO,ESCA,COOK,LQDT,BBY,PHIN,EAT,AIN,YETI,PLOW,MGA,MGM,ETSY,SON,RCKY,BSET,BDL,LEA,RUSHA,TILE,GIII,LGIH,PENN,MLKN,HBB,SHOO,PKG,OSW,MAR,RUSHB,PII,KSS,WEYS,DIN,H,GM,LEGH,IHG,GEF,JAKK,KTB,WSM,MLR,BURL,FTDR,GOLF,ALSN,EBAY,VVV,CCK,STRT,BWMX,REYN,CZR,JILL,TNL,SW,TRS,MCRI,LAD,LEVI,GCO,MHO,TPR,RRR,FIVE,TXRH,BROS,BH,BALL,DORM,EXPE,HLT,HVT,CRI,LZB,SBUX,RL,RGS,GLBE,HOV,ANF,PRKS,MCFT,BC,HOG,COLM,W,BOBS,CVCO,ALH,TOL,SLGN,AMCR,DAN,ATMU,MTN,TJX,HGV,AEO,IP,JOUT,HAS,SKY,RIVN,GRBK,ABNB,HRB,SMP,PHM,MTH,BYD,RCL,GPC,CART,RH,XPEL,SCI,AAP,DOO,PVH,ABG,AN,RVLV,LOVE,ALV,SIG,VFC,QSR,HMC,DRI,AMZN,DDS,HNI,YUM,JD,MHK,URBN,KBH,AS,VC,CHH,NATH,CPHC,GNTX,BIRK,CPS,RACE,DKS,AVY,CARG,MNRO,DHI,NCLH,RICK,CCL,HTHT,WWW,LCII,HD,ADNT,DECK,ETD,ORLY,YUMC,OXM,MBUU,FOXF,BKNG,ZUMZ,SE,WGO,MELI,GME,WH,LVS,TM,NVR,WYNN,MCD,SGI,GPI,CHDN,KEQU,BOOT,ONON,ULTA,FND,ASO,GIL,LOW,BBWI,ATAT,IBP,DASH,CSV,DFH,THO,DPZ,BFAM,WINA,APTV,PATK,FUN,TSLA,CMG,DKNG,GAP,AZO,EYE,MMYT,BKE,BABA,LEN,LKQ,CAVA,CVNA,PDD,PZZA,NKE,TCOM,BGSI,CPRI,BBW,CHWY,ROL,LULU,TSCO,CPNG,KRUS,FLUT,PLNT,WING,SHAK,WHR"
10,Communication Services,46,53,43,45,"QMMM,ATEX,BBGI,NBIS,STRZ,SPHR,IRDM,TIGO,GSAT,MSGS,LILAP,MSGE,MCS,GRPN,ROKU,SCHL,SKM,EVER,WLY,MANU,IMAX,ZD,WLYB,ECHO,JOYY,IDT,SIRI,WBD,MGNI,CNK,LYV,AMX,GOOGL,ADV,OPRA,GOOG,PSO,BATRA,BATRK,VOD,MTCH,LLYVK,LLYVA,EA,ATNI,NYT,VZ,QNST,FWONA,FWONK,PPLI,OMC,CRTO,TTWO,RDDT,NWSA,GRVY,CHT,TKO,NWS,VEON,ATHM,NTES,TIMB,T,PHI,BZ,KT,NXST,LBRDP,RCI,VSNT,FOXA,BIDU,WPP,BCE,TMUS,META,FOX,WMG,PINS,DIS,APP,SPOT,YELP,TDS,LFTO,CMCSA,NFLX,BILI,AD,RBLX,GLIBA,GIBO,GLIBK,ZG,Z,TTD,NIPG,LBRDA,LBRDK,CHTR,CABO"
