Rank,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Health technology,92,94,96,92,SI
2,Energy,74,68,49,76,"NESR,DK,NGL,PBF,PARR,WTTR,DINO,EFXT,FET,VLO,NBR,PBT,MPC,INSW,KGS,CVE,TRGP,PSX,TEN,EC,LPG,BWLP,SM,EQNR,PR,CMBT,TALO,OVV,SUNC,APA,HP,LBRT,AROC,SOBO,VIST,SU,STNG,TS,LB,DHT,VAL,EE,SUN,SEI,PAGP,NGS,INVX,PAA,PDS,TRP,PBR,PBA,NOV,CHRD,CNQ,FANG,TRMD,TDW,TNK,NE,TBN,IMO,SDRL,MUR,E,KNTK,DTM,OXY,DKL,EOG,REPX,XPRO,XOM,AM,TPL,NVGS,DVN,CVI,TTE,SMC,COP,APC,ENB,EPD,HAL,LNG,CVX,BP,TGS,RNGR,ET,CQP,FLNG,SLB,BKR,HESM,SHEL,KMI,KRP,VNOM,BKV,MTDR,USAC,FLOC,MPLX,HMH,SBR,DMLP,CAPL,AR,NCSM,NC,MGY,RRC,EROK,CRC,IMPPP,ARLP,CNR,EQT,CNX,NFG,EXE,BTU,NOG,CCJ,NRP,LEU"
3,Healthcare,65,70,62,54,"ERAS,AGL,QTTB,ALMS,ANRO,ABVX,LQDA,SYRE,RLYB,FBRX,SLGL,DMRA,KOD,TXG,MBX,NBTX,DFTX,RLAY,NVCT,DNTH,ARWR,BIOA,RVMD,BDSX,ETON,MANE,TNGX,MCTA,TWST,PACS,CDNA,URGN,BTSG,CELC,TVTX,CRNX,TRAX,APGE,BTSGU,PVLA,PRAX,CUE,QURE,FBIOP,MNPR,EMPG,INBX,IMUX,AXGN,ELVN,EWTX,CNC,CORT,ANAB,VCYT,ROIV,RCUS,DVA,COGT,HNGE,CGEM,IMVT,AMN,NRIX,ESTA,ALKS,MPLT,BWAY,AVNS,NHC,KYMR,PTGX,ELMD,HUM,RAPP,LBRX,KNSA,TRVI,SEPN,ILMN,STRO,BCAX,XNCR,AMRX,JAZZ,LGND,IART,ACHC,INDV,AXSM,TCMD,CAPR,ADPT,DYN,KRYS,NGNE,TYRA,AVTX,XENE,MRNA,TGTX,LNTH,BRKR,MIRM,CGON,JBIO,CYTK,CON,NKTR,ASTH,SION,COAG,BLTE,TECX,CVS,BRKRP,PARK,RPRX,WST,MD,NUTX,NTRA,HCSG,LIVN,APLM,NRC,DNLI,SNDX,BLLN,ARQT,SNDA,DRUG,SRZN,BLFS,LLY,RIGL,ANIK,INCY,PDEX,BBIO,MRK,UNH,MOH,NBIX,IMNM,AMLX,VCEL,BIIB,HAE,JNJ,AVBP,TEVA,EXEL,CLDX,ELAN,ABBV,PTCT,ICUI,AUPH,CHE,CRL,TECH,CAH,SRRK,IDYA,IRMD,UTHR,ASND,AKTS,ELV,ICLR,MDGL,HALO,PCVX,BMY,SLP,STOK,AGIO,CLPT,NVCR,HSIC,HSTM,MLTX,TFX,PRPO,RVTY,PTHS,SHC,ALHC,NVST,AMGN,ARGX,PCRX,NVS,MEDP,SMTI,VKTX,MAZE,ALMR,RYTM,UFPT,ACAD,SIBN,STAA,UTMD,DGX,TBPH,BBNX,PRVA,IMCR,PEN,HRMY,HQY,ADUS,KIDS,RARE,TAK,SOLV,ATRC,SPTX,EW,VERA,IQV,MLYS,BMRN,A,LMAT,HROW,INMD,INVA,ENOV,LH,IRON,CSTL,BIO,ASMB,DXCM,THC,BAX,NAMS,VRDN,SUPN,KARD,EHC,ITGR,TMO,STVN,BLCO,MMED,FLGT,RGEN,MCK,FMS,BDX,MESO,ALGN,CI,WRBY,CNMD,COLL,REGN,COO,LFMDP,AZN,MTD,ATR,BEAM,CBIO,ENSG,PBLS,AVLN,NVO,ANIP,VOR,PFE,CBLL,KMTS,MMSI,TNDM,TARS,COR,RDNT,SDGR,USPH,IDXX,MDT,SNY,ABT,LKFT,SNN,STE,QDEL,AZTA,HIMS,SGRY,QGEN,DHR,JANX,SYK,VEEV,AMPH,HCA,CTEV,ALC,BNTX,MDLN,IONS,SRPT,LEGN,PAHC,UHS,SGP,CRSP,RMD,PBH,ALNY,INSM,IRTC,HTFL,TEM,ISRG,INSP,KLRA,AORT,AAPG,TMDX,CAI,PRCT,DOCS,BSX,SPRB,QNCX"
4,Financial Services,57,65,59,55,"MAAS,HUT,SEZL,WULF,MRX,ENVA,ECPG,KF,CARE,ATLC,AAMI,EZPW,MSBI,CCXIU,IX,UFCS,BBAR,BOTJ,PS,VIRT,TWN,STT,SMFG,CMTV,BFH,FNWD,VBNK,FNRN,MUFG,VCTR,ALRS,TRST,IFS,BAP,DGICB,BMA,RIOT,AMAL,BNY,TD,BPOP,CIB,HSBC,VOYA,BMO,TRV,WT,RY,UVSP,BWFG,CZWI,PCB,TFSL,AROW,IBKR,HFBL,WSFS,CBNA,CHMG,BBVA,CM,AMG,CNO,SHBI,PBFS,FBP,MYFW,PFIS,TCBK,HG,BEN,TFIN,SBFG,FCAP,ATLO,BNS,ACNB,CBC,FISI,MS,STK,KB,RBB,BCS,FFBC,SMBC,BSRR,CCNE,CFG,UBS,IVZ,RRBI,PDLB,TMP,SMBK,ING,CIVB,FRAF,AIZ,UVE,BY,THFF,CNOB,PEBO,MBIN,SLF,DCOM,FNLC,SRCE,USB,CBK,CTBI,PEBK,CPF,PFG,BSTZ,ALL,RBCAA,SFST,STBA,MFC,NTB,FCBC,RVI,AGM,NTRS,WTBA,CFBK,WRLD,SHG,FITB,BLX,FCFS,CAC,MKTW,MCBS,MTB,CATY,THG,SKWD,CACC,CPBI,HBT,LCNB,AMTB,MCY,BANC,KINS,HQL,FBLA,COLB,WSBC,FBIZ,TSBK,FMBH,NODK,HBNC,WSBF,MET,UMBF,JXN,LSBK,CAF,EBC,BOH,EMF,HFWA,AVBH,NXG,NBN,HWC,BUSE,ITIC,FCF,NIC,FGNXP,NWBI,NBTB,SPNT,BAC,FDSB,BHB,LARK,PFS,C,BCAL,CFR,QCRH,CWBC,HAFC,IOR,EBMT,AVBC,NWG,EWBC,RGA,HBCP,SRBK,AUB,BVFL,FMAO,PRU,ACT,UBSI,MBWM,HWBK,HMN,LOB,BWB,CLSK,ABCB,BCML,RNR,BCH,ECBK,ISTR,SEIC,INDB,MRBK,CCBG,FIBK,EFSC,EGBN,BOKF,ASB,CLST,FBNC,PEO,SIGI,COFS,SRV,KEY,RM,DBRG,PRI,EQBK,CEE,HAPN,BFST,SFNC,RF,ASIC,RNST,CZFS,NECB,LIFE,FDBC,FCCO,NRIM,CB,CNS,AXS,COSO,HTB,JPM,INBK,EIG,NP,ESQ,SLDE,HASI,IGIC,BST,ADX,CCD,BSAC,WTFC,NFJ,CBNK,TRIN,HQH,MPB,FAF,TROW,SYBT,BMRC,BGR,FNB,UNM,TRMK,CHCO,BOW,EMO,CINF,BHF,BHRB,AFL,MVBF,LNC,LMND,BTO,PFBC,VABK,CBU,PRK,BPRN,FGBIP,AFBI,FHB,MCHB,PBHC,CNA,L,RDN,BFC,MNSB,CVBF,FHN,NWFL,HYNE,DPG,MCB,HNVR,UNTY,CBAN,FBK,IREN,EVT,SBSI,SFBS,HTH,CBSH,AFRM,EFSI,ACV,BME,JMSB,EG,TCBI,FMNB,NCZ,AIO,UBCP,HCI,IBOC,ASGI,NBHC,CFFI,NCV,NKSH,HOMB,AX,USCB,CZNC,BBT,AMP,UTF,NMIH,FHI,BANR,TFC,CBFV,BSVN,BKU,IBCP,HBAN,UCB,CII,FRBA,CRBG,CUBI,BCV,CSQ,HIG,EQH,V,AFG,MTG,RMBI,MXF,ESNT,ETG,NBBK,DB,SBCF,TWFG,QQQX,CASH,FRBT,JEF,WTM,RVT,SPFI,ETO,STC,ACGL,BCAT,MEGI,NBXG,WRB,SPXX,FG,HRTG,SCHW,AUBN,HTD,PROV,CBOE,SSB,ALLY,JCE,TY,SII,NIE,PB,FFA,RJF,AXP,OZK,HIFS,TCBS,RLTY,ATLCP,FFIN,LGI,RMI,MIAX,TBLD,FOA,HOOD,FCNCA,CSWC,BUI,MBINL,BMEZ,ETB,FRHC,TCBX,CNOBP,CET,SATA,NEWTP,THQ,PUK,AON,OXLCO,ECCC,SFBC,TOWN,UTG,MBINM,AGO,MSBIP,SPME,MGYR,TBBK,SCD,STEW,MCO,EOT,NNI,BWBBP,VRTS,AIG,VALU,NDAQ,MBNKO,MNSBP,EFSCP,LKFN,EICA,OXLCN,SF,ECAT,FDUS,CCID,PDX,WSBCO,MMD,MBINN,LCLN,PRAA,BUSEP,BPYPM,CCNEP,EIIA,ETX,EVR,TIPT,JCAP,PDPA,SPMA,MA,HPI,DFP,VLYPP,BTT,UMBFO,LDP,WTFCN,FFC,VLYPO,DGICA,SLMBP,HPF,UNB,VLYPN,SOR,TYG,MSCI,BMN,BANF,PFX,SLM,SAFT,ASA,SDHY,PSF,HBANL,MKL,EOI,NPB,SYF,ETOR,RNP,PTA,FLC,BBN,BLK,BANX,OZKAP,RLI,TCBIO,IGI,NBB,FNF,NPFD,IBN,FPF,EOS,FCNCP,AJG,HIPO,ISBA,PYPL,COF,SNEX,SPGI,NTRSO,LPLA,APAM,AII,MC,ACGLN,XP,SIGIP,AB,MRSH,JLS,ARCC,ACGLO,FCNCO,HBANZ,BNT,HBANM,HTGC,TRU,MSDL,HBANP,WTW,VEL,BN,MAIN,BWIN,IIF,APO,PSUS,CME,PDI,BAM,BXSL,CRVL,FDS,MCI,LAZ,ICE,TW,DXYZ,ROOT,ARES,BX,SAR,AMSF,HERZ,RYAN,TREE,CCB,MPV,BRO,XFLT,KKR,KLAR,TPG,KNSL,TSLX,AIFU,PFSI,MORN,SOFI,HLI,CG,FIGR,BETR,VCX,HDB,PWP,ERIE,TRUP,BOT,KMPR,STEP,UPST,COIN,HLNE,MKTX,CRCL,BMNR"
5,Technology,56,44,55,56,"MGRT,SNDK,AXTI,MXL,MU,CHRN,BAND,LITE,STX,AEHR,ICHR,DELL,DOCN,VPG,SIMO,ALOT,TSEM,UCTT,INTC,PENG,AMD,ASX,MEI,AAOI,VIAV,VICR,AMBQ,UMC,SILC,AIP,IMOS,MRVL,ACMR,SHAZ,CIEN,TER,HPE,KLIC,ALAB,MKSI,AMAT,BRUN,LASR,COHU,STM,DAVE,FLEX,TTMI,ARM,LRCX,CIFR,ASYS,COHR,DDOG,FEIM,SMTC,PTRN,PANW,FORM,SITM,ATEN,LSCC,EXTR,AMKR,VECO,BHE,BELFB,CEVA,CRWD,PDFS,ASML,KLAC,ALNT,CRDO,ARW,RELL,BELFA,SYNA,MITK,NTAP,DGII,MRAM,SKYT,AVT,WYFI,SANM,RAL,KEYS,SNX,KN,ACLS,MTSI,ROG,NTCT,CSCO,MPTI,AKAM,SNOW,TWLO,UMAC,CGNX,TXN,DIOD,CCSI,NAVN,RDVT,ALGM,LFUS,TENB,ADEA,SEDG,SCSC,TSM,ESE,FFIV,NET,RELY,VRNS,RAMP,SLAB,AAPL,CORZ,ADI,KARO,ST,CNXN,MPWR,NSIT,NATL,Q,CTS,QLYS,FLYW,DBD,APLD,ITRN,NYAX,NXPI,INGM,ANET,JBL,ACIW,RNG,ENTG,FIVN,CLS,NXT,LYTS,MLAB,QCOM,SWMR,DJCO,APH,S,NOVT,CVLT,NOVTU,AOSL,MCHP,CAMT,INOD,NVDA,SAIC,NVMI,CPAY,AVGO,RBRK,TDC,NVEC,BKTI,ACFN,RDWR,ENPH,HPQ,DBX,TDY,CSIQ,AGYS,MDB,FN,MCHPP,TSAT,P,NTNX,LOGI,IPGP,KSPI,CDNS,QRVO,IBEX,CSQR,CRUS,UPBD,BOX,AMBA,ALRM,PRGS,DAKT,RMBS,SMCIP,PAYX,PAY,DT,ADP,IOT,CLMB,VRSN,SKHY,SWKS,MBGL,BILL,EEFT,EVTC,FICO,MSI,PCTY,ESTC,U,STRF,CHYM,NTGR,MANH,MQ,AVNW,DCBO,QNT,LIF,APPN,AEVA,TEL,CLFD,ALMU,SONY,BRZE,STRC,CDW,JKHY,DFIN,CACI,PSN,PAYC,TTAN,INTA,TOST,QTWO,SSNC,SMCI,SHOP,BDC,IBTA,PAYP,MSFT,UBER,ALIT,DOCU,BSP,APPF,TEAM,BMI,ALKT,ARQQ,IDCC,VNT,ROP,DSGX,ASTS,UI,FOUR,ITRI,IIIV,DUOL,SNPS,FORTY,ADSK,STRD,CHKP,NCNO,CRM,IBM,ADBE,SPSC,QBTS,NICE,BR,NOW,FIG,EXLS,STRK,JKS,BSY,CRWV,RGTI,IONQ,FIS,KVYO,TRMB,VIA,PTC,MNDY,TYL,CBRS,SAP,DOX,BL,CALX,HUBS,PAR,PCOR,LDOS,IT,CTSH,CNXC,BLKB,ACN,EPAM,PEGA,INTU,BLSH,MSTR,EFOR"
6,Industrials,55,46,52,52,"SIF,FCEL,BE,BUUU,CDNL,NCEW,XMTR,STRL,CVLG,FIX,CRS,TH,MEC,ARCB,KFRC,CYRX,AGX,ATI,EDRY,MATX,RXO,TWIN,KELYB,MYRG,CECO,HSHP,CXW,NVRI,ATRO,ECO,LGN,TKR,SHIP,DCO,IESC,MAN,VRT,HTLD,PRLB,BLBD,JBHT,CAT,NVT,CMPR,HLIO,ESOA,PBI,KELYA,PAMT,HXL,PRG,MTZ,CHRW,ECG,ENS,RHLD,EFTY,MSM,CMDB,KNX,SNDR,UNF,ACA,R,TFII,FA,NMM,NPO,LSTR,ALGT,DXPE,SXI,AEIS,FDX,CMI,ARMK,MRTN,XPO,DAC,PWR,PESI,MRCY,WWD,RHI,LXFR,AIR,CSX,EXPD,HWM,DAL,DY,ASC,MG,SBLK,RRX,ESEA,ESLT,HURC,UHAL,TRN,TPC,AZZ,HUBG,FPS,RBC,KEX,CNI,AIRT,AIT,UNP,DSGR,HRI,LUV,WTS,URI,CASS,SAIA,SWK,CW,NSP,ROK,TEX,PCAR,RYZ,UAL,PAM,AAON,TRNS,BRC,VMI,IEX,JCI,DLX,CP,TNET,CLH,CMRE,MAS,CR,ASTE,DE,KMT,AER,WSC,UPS,NDSN,MIDD,AME,CPA,EML,ISSC,KFY,NSC,EBF,SNA,TTC,ESP,CIX,BCO,MMM,CAAP,RTX,MLI,CARR,HEI,RCMT,BBSI,MAIR,ARXS,TATT,SPXC,TNC,FLR,DOV,SEB,ULS,MATW,TT,TITN,ABM,CMC,IIIN,AYI,FELE,ETN,DCI,EMBJ,DRS,APOG,EME,TISI,CTAS,FBIN,ITW,RBA,ATKR,MGRC,AGCO,FLS,CDLR,TXT,LTM,HON,HONA,ITT,CCEC,TAYD,NPK,LII,RTO,LECO,AIRTP,FAST,CWST,NX,TRC,LOAR,LIME,IR,RSG,FER,DPC,JBTM,SUNB,SARO,HUBB,MSA,CSW,MDA,EMR,CXT,FDXF,RKLB,REZI,CMCO,KRNT,CRAI,ALK,LMT,ICFI,KAI,SKYW,ENR,CBZ,RGR,APG,LNN,J,MWA,RYAAY,VLTO,KE,FERG,BA,AXON,LHX,CSL,EPAC,TTEK,BWXT,TREX,HY,AADX,FCN,ALLE,ROAD,BBUC,TDG,ATS,LPX,NSSC,ROCK,ALG,BXC,VRSK,PAC,NOC,CDRE,AMRC,AOS,EXPO,KBR,AWI,WSO,CAE,RJET,ASR,ELMT,HII,AERO,INIO,CNM,AMSC,EFX,AMTM,HURN,LMB,BWMN,VOYG,RELX,BKSY,BETA,SITE,SMX,ULH,MMS,MIR,CAR,DLB,ESAB,BAH,SPCX,TRI,SYM,CPRT,STN,ACM,PRIM,BLDR,KTOS,KRMN,EQPT,AVAV,NNE,XE,HAWK,FLY,PSIX,MFP"
7,Real Estate,52,63,56,52,"CBL,PEB,XHR,APLE,PSTL,RHP,MAC,HST,NHP,LXP,JAN,DOC,AHR,RMR,CDP,LAMR,CURB,CTO,AAT,BNL,KRG,NHPBP,NHPAP,IVT,SPG,MDV,SKT,HIW,NREF,HR,CUZ,CTRE,IIPR,PECO,IRM,SEG,TRNO,FR,KIM,EGP,VNO,BRX,EQIX,SBRA,LTC,UE,CHCT,LINE,COLD,NNN,ALX,ESS,NTST,REG,BFS,AKR,EPR,DEA,SAFE,KRC,STAG,EQR,UHT,CHCI,FOR,AXR,UDR,IRS,ADAMN,LANDP,XRN,LANDO,ADAML,O,ADC,CPT,MMI,JOE,BXP,AVB,FCPT,INVH,PSA,MLP,BPYPP,JLL,CCS,ELS,EPRT,SLG,AMH,NLY,NHI,CUBE,BPYPO,BXDC,TCI,AGNCP,AGNCO,SMA,ADAMM,AGNCM,AGNCN,AGNCL,IRT,AGNCZ,ADAMZ,EXR,MAA,UMH,DLR,REGCP,REGCO,MAYS,NMRK,ARR,REXR,WY,SUI,RYN,HHH,BEKE,MRP,ACR,CBRE,VICI,CSR,NXRT,STWD,AMT,NEN,BXMT,SBAC,CCI,ARE,STRS,OZ,CIGI,CSGP"
8,Basic Materials,51,33,33,38,"INHD,NWPX,HYMC,CLMT,MTRN,FRD,KOP,RMIX,AYA,KALU,CSTM,MT,ELVR,NUE,STLD,PRM,SCCO,HBM,CMP,REX,BHP,MEOH,CF,SSRM,ESI,CGAU,ASH,NGVT,CTVA,CBT,RS,TX,FCX,HL,TECK,ERO,CMT,BVN,SKE,DD,CENX,SQM,RIO,IAG,AUGO,SCL,UAN,MTX,AG,SXT,NEU,KWR,MTUS,ACNT,SMG,IOSP,AXTA,CC,B,HCC,EGO,IFF,LIN,TTAM,JHX,ASIX,LYB,APD,DOW,AVNT,SSD,SA,IPI,NTR,NEM,WS,PAAS,AU,KNF,SOLS,FNV,BCPC,EMN,RPM,ECL,AA,AAUC,VMC,CDE,BCC,SHW,CLW,EXP,AMRZ,MUX,SIM,KGC,ALB,TFPM,RGLD,CE,MLM,ELE,HWKN,CRH,UFPI,HMY,USLM,SMID,DRD,IDR,SLVM,TGLS,AEM,AGI,AMR,MOS,USAR,MSB,CMCL,PPTA,CTGO,MP,IPX"
9,Communication Services,48,56,47,46,"QMMM,ATEX,BBGI,NBIS,STRZ,SPHR,IRDM,TIGO,SCHL,MSGE,MSGS,LILAP,MCS,ROKU,ECHO,SIRI,MANU,SKM,EVER,IDT,ADV,JOYY,AMX,LYV,VOD,CNK,IMAX,MGNI,BATRA,BATRK,ATNI,PSO,MTCH,LLYVK,QNST,LLYVA,NYT,EA,CRTO,NWSA,VEON,NWS,TTWO,RDDT,CHT,TKO,TIMB,ATHM,RCI,NTES,META,TMUS,NXST,BIDU,BZ,FOXA,LBRDP,FOX,T,BCE,KT,DIS,APP,SPOT,TDS,CMCSA,LFTO,BILI,NFLX,AD,RBLX,LBRDA,LBRDK,CHTR,TTD,CABO"
10,Utilities,48,64,46,48,"ENLT,EIX,CEPU,HTO,D,NJR,CDZIP,BIP,ETR,PCG,NWE,AWR,EVRG,KEN,BKH,SWX,EDN,CWT,IDA,TLN,AEP,BEP,EMA,RGCO,CNP,ES,UTL,NWN,LNT,CPK,CTRI,AVA,ED,FE,MDU,AEE,DTE,NGG,NEE,SRE,NI,MSEX,XEL,ARTNA,DUK,SO,ATO,UGI,EXC,MGEE,WTRG,SOMN,CMS,TXNM,AWK,PEG,SPH,SR,CWEN,ELC,BIPC,HNRG,NRG,MWH,CEG,ELLO,CWCO,BEPC"
