SectorRank,Sector,LeaderRank,Ticker,Leader_Score,Setup_Type,Tightness,Setup_Price,Dist_52WH_%,ATR_%,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,IPO,Gap (%),HVE,SMA50,SMA200,SMA10W,SMA30W,Industry
1,Energy,1,DINO,98.5,Extended Near High,Normal,116.62,0.05,3.74,97.0,96.0,98.0,96.0,NO,0.0,NO,94.29,67.92,97.03,75.64,Oil & Gas Refining & Marketing
1,Energy,2,CVI,98.24,Extended Near High,Loose,54.14,0.46,5.01,96.0,98.0,98.0,95.0,NO,0.0,NO,38.19,31.26,40.02,33.86,Oil & Gas Refining & Marketing
1,Energy,3,VLO,98.17,Extended Near High,Normal,412.53,0.22,3.33,97.0,95.0,98.0,95.0,NO,0.0,NO,335.02,248.34,343.99,277.51,Oil & Gas Refining & Marketing
1,Energy,4,DK,98.12,Extended Near High,Loose,81.55,0.55,5.3,97.0,96.0,98.0,96.0,NO,0.0,NO,67.37,46.5,69.15,52.92,Oil & Gas Refining & Marketing
1,Energy,5,MPC,98.0,Extended Near High,Normal,421.96,0.44,3.15,97.0,95.0,98.0,96.0,NO,0.0,NO,344.23,250.12,352.83,279.42,Oil & Gas Refining & Marketing
2,Healthcare,1,NEO,98.74,Extended Near High,Loose,19.89,0.0,4.09,97.0,97.0,98.0,98.0,NO,0.9,NO,16.2,11.94,16.59,12.1,Diagnostics & Research
2,Healthcare,2,SDGR,98.52,Extended Near High,Loose,30.24,0.56,5.47,97.0,98.0,98.0,98.0,NO,0.67,NO,18.19,15.3,18.99,15.27,Health Information Services
2,Healthcare,3,ATRC,98.15,Extended Near High,Normal,59.12,0.79,3.72,97.0,97.0,98.0,97.0,NO,1.44,NO,43.97,35.31,45.61,34.73,Medical Instruments & Supplies
2,Healthcare,4,ILMN,98.11,Extended Near High,Loose,245.18,0.64,4.11,97.0,97.0,97.0,97.0,NO,2.15,NO,203.14,155.5,206.95,165.62,Diagnostics & Research
2,Healthcare,5,NTRA,97.75,Extended Near High,Normal,366.31,0.11,3.16,96.0,95.0,97.0,96.0,NO,1.49,NO,302.53,240.02,311.49,246.15,Diagnostics & Research
4,Technology,1,DELL,97.93,Extended Near High,Loose,588.4,0.94,6.25,98.0,97.0,95.0,98.0,NO,1.26,NO,460.38,270.31,476.19,338.65,Computer Hardware
4,Technology,2,OKTA,97.6,Extended Near High,Loose,190.02,1.32,4.84,97.0,97.0,97.0,98.0,NO,0.0,NO,152.25,105.82,155.4,114.82,Software - Infrastructure
4,Technology,3,CRWD,96.65,Extended Near High,Loose,245.7,1.85,5.5,97.0,95.0,96.0,97.0,NO,0.0,NO,206.3,146.41,208.45,160.38,Software - Infrastructure
4,Technology,4,NET,96.26,Breakout Zone,Loose,333.94,0.88,4.97,95.0,93.0,96.0,92.0,NO,0.0,NO,290.78,227.21,294.72,241.74,Software - Infrastructure
4,Technology,5,KARO,96.11,Breakout Zone,Normal,68.71,0.13,2.62,93.0,93.0,96.0,92.0,NO,1.03,NO,63.73,51.99,64.75,54.35,Software - Application
5,Financial Services,1,AII,95.12,Extended Near High,Normal,26.77,0.85,3.29,93.0,90.0,97.0,90.0,NO,0.04,NO,22.74,19.83,23.3,20.12,Insurance - Property & Casualty
5,Financial Services,2,BWIN,94.34,Near Breakout,Normal,31.95,2.29,3.65,94.0,89.0,98.0,93.0,NO,0.0,NO,29.25,23.98,29.76,24.67,Insurance Brokers
5,Financial Services,3,ASIC,93.81,Near Breakout,Normal,28.17,2.86,3.33,92.0,95.0,94.0,90.0,NO,0.0,NO,25.3,21.4,25.54,22.46,Insurance - Property & Casualty
5,Financial Services,4,WCCB,93.68,Breakout Zone,Tight,59.5,0.75,1.51,90.0,93.0,90.0,85.0,NO,0.0,NO,54.97,49.16,55.56,51.13,Banks - Regional
5,Financial Services,5,SBFG,93.56,Near Breakout,Normal,29.41,2.19,3.45,91.0,93.0,94.0,92.0,NO,0.0,NO,27.39,23.29,27.6,23.94,Banks - Regional
