Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,Earning_Date,History_Days,Gap (%),Latest Volume,9M+ Volume,HVE,HVE Date,HVE Volume
1,SNDK,1390.95,1354.8199,12404763,Technology,Computer Hardware,98.0,1.0,96.0,98.0,212.7489,169.2753,13184504.0,13991760.0,2354.39,40.1,205985447936,NO,1837.3,1723.92,788.13,1739.52,1071.9,,358,0.0,12404763,YES,NO,2025-11-26,43000900
6,MGRT,79.62,83.99,7427,Technology,Information Technology Services,98.0,76.0,1.0,99.0,8.8899,8.3541,18240.0,17380.0,170.0,1.5,1094775040,NO,78.56,90.01,38.63,79.73,53.65,,254,0.0,7427,NO,NO,2025-12-17,3760600
17,MU,865.46,848.95,37344218,Technology,Semiconductors,98.0,4.0,98.0,98.0,76.1379,60.1557,52089186.0,43618290.0,1255.0,103.38,0,NO,1009.99,937.67,486.58,950.32,610.56,,10614,0.0,37344218,YES,NO,2013-10-11,153906100
32,PALU,52.96,56.05,123489,ETF,ETF,98.0,98.0,98.0,98.0,5.4648,5.3619,199647.0,112000.0,59.63,9.85,0,NO,48.5,38.0,23.28,42.52,24.36,,329,0.0,123489,NO,NO,2026-06-02,1848600
34,PANG,32.57,34.526,24405,ETF,ETF,98.0,98.0,98.0,98.0,3.1916,3.1031,77965.0,41090.0,36.58,6.05,0,NO,29.94,23.44,14.56,26.23,15.01,,333,0.0,24405,NO,NO,2026-02-18,646000
35,SLGL,80.1,83.2,77336,Healthcare,Biotechnology,98.0,92.0,78.0,81.0,4.6807,4.6261,32188.0,38160.0,97.97,8.03,261846176,NO,75.24,73.48,62.09,76.12,73.41,,2126,0.0,77336,NO,NO,2024-12-23,1837620
45,OKTG,33.01,33.537,7410,ETF,ETF,98.0,98.0,98.0,97.0,3.5489,3.4534,44839.0,20190.0,37.12,7.0,0,NO,29.49,22.61,,25.47,16.79,,167,0.0,7410,NO,NO,2026-05-29,411900
49,BE,197.06,214.96,17174229,Industrials,Electrical Equipment & Parts,98.0,1.0,17.0,92.0,30.331,28.1535,12196629.0,13082040.0,351.28,24.39,56052510720,NO,267.44,274.61,173.89,261.98,200.87,,2006,0.0,17174229,YES,NO,2024-11-15,64722200
50,LRCU,53.3,55.38,76791,ETF,ETF,98.0,0.0,84.0,94.0,11.8592,10.2399,131627.0,157270.0,113.66,7.68,0,NO,76.29,70.21,40.27,69.56,49.5,,230,0.0,76791,NO,NO,2026-01-28,366600
56,DELL,381.88,396.34,4317602,Technology,Computer Hardware,98.0,10.0,98.0,98.0,32.1932,30.8161,8798681.0,7570290.0,469.47,110.22,246748856320,NO,418.41,368.23,202.54,392.26,237.84,,2493,0.0,4317602,NO,NO,2016-09-07,147907159
58,VICR,230.99,237.62,1021411,Technology,Electronic Components,98.0,1.0,72.0,95.0,29.1209,24.9244,907736.0,705580.0,382.65,41.76,10528849920,NO,294.67,296.87,179.58,285.95,218.36,,9139,0.0,1021411,NO,NO,2023-07-26,4839800
76,CNCG,34.23,34.727,15,ETF,ETF,97.0,93.0,98.0,95.0,1.6246,0.7876,2152.0,1720.0,37.61,8.84,0,NO,34.7,31.79,,33.05,22.32,,145,0.0,15,NO,NO,2026-03-10,45600
79,CDNA,38.37,39.73,1183566,Healthcare,Diagnostics & Research,97.0,98.0,98.0,97.0,2.0506,1.6131,882929.0,1272780.0,40.47,11.26,1982174208,NO,29.93,25.3,19.92,28.05,22.12,,3019,0.0,1183566,NO,NO,2025-07-17,16111000
86,CDNL,69.25,71.23,469815,Industrials,Engineering & Construction,97.0,12.0,95.0,98.0,7.2928,7.1904,662185.0,855430.0,96.4,21.98,1377803776,NO,77.33,66.04,,68.62,46.86,,151,0.0,469815,NO,NO,2025-12-10,3595800
88,ASX,36.9,38.41,7321315,Technology,Semiconductors,97.0,29.0,94.0,97.0,2.8536,2.2314,10699404.0,10297510.0,45.52,9.3,80956604416,NO,41.21,38.15,24.02,38.59,28.78,,6486,0.0,7321315,NO,NO,2025-04-09,36777100
