Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,Earning_Date,History_Days,Gap (%),Latest Volume,9M+ Volume,HVE,HVE Date,HVE Volume
6,BWET,238.01,243.01,261042,ETF,ETF,98.0,89.0,97.0,98.0,21.9759,16.3731,131986.0,162080.0,275.0,10.81,0,NO,194.38,189.71,90.04,191.28,122.61,,807,0.0,261042,NO,NO,2024-01-30,657200
17,MU,959.48,970.82,30291568,Technology,Semiconductors,98.0,2.0,98.0,98.0,75.9857,60.445,52308381.0,43380260.0,1255.0,103.38,1083630092288,NO,993.35,948.4,494.4,959.72,613.69,,10616,0.0,30291568,YES,NO,2013-10-11,153906100
22,ATEX,103.99,105.82,356911,Communication Services,Telecom Services,98.0,98.0,98.0,98.0,7.8306,7.6592,451011.0,373010.0,113.0,17.58,2027646080,NO,100.22,80.05,42.04,85.14,52.83,,2883,0.0,356911,NO,NO,2020-12-21,3077900
32,SYRE,99.17,102.7,596126,Healthcare,Biotechnology,98.0,32.0,95.0,98.0,6.4411,6.0838,1351422.0,1267340.0,105.09,14.51,8612046848,NO,94.02,83.96,49.51,86.2,60.26,,2587,0.0,596126,NO,NO,2023-06-22,10228380
52,BE,218.22,226.26,8317359,Industrials,Electrical Equipment & Parts,98.0,0.0,27.0,92.0,28.8042,26.1819,12408159.0,14020900.0,351.28,25.74,62071341056,NO,256.28,273.11,175.22,264.09,201.58,,2008,0.0,8317359,NO,NO,2024-11-15,64722200
53,DFTX,43.67,45.08,1238400,Healthcare,Biotechnology,98.0,96.0,98.0,98.0,2.9136,2.8285,2842647.0,2051750.0,49.2,7.96,5796897792,NO,44.9,32.24,20.04,34.36,23.73,,2432,0.0,1238400,NO,NO,2024-03-07,38010300
63,UCTT,101.46,105.15,743201,Technology,Semiconductor Equipment & Materials,98.0,3.0,94.0,97.0,12.5807,11.0943,1356690.0,1450300.0,144.22,21.28,4548284416,NO,107.72,98.92,58.8,100.73,73.15,,5616,0.0,743201,NO,NO,2018-01-02,7165600
78,AAOI,110.52,119.26,7818957,Technology,Communication Equipment,97.0,0.0,2.0,98.0,13.5933,12.0898,11937827.0,8413470.0,233.67,18.5,8868430848,NO,122.78,156.75,87.8,143.73,110.97,,3223,0.0,7818957,NO,NO,2022-09-16,77414200
81,CDNL,70.18,73.96,312594,Industrials,Engineering & Construction,97.0,7.0,96.0,98.0,6.7056,6.5676,664408.0,775700.0,96.4,21.98,1396307200,NO,76.95,66.82,,68.71,46.9,,153,0.0,312594,NO,NO,2025-12-10,3595800
94,NWPX,133.98,135.41,199032,Basic Materials,Steel,97.0,16.0,97.0,97.0,7.4043,7.0493,186206.0,183330.0,152.03,40.01,1291166336,NO,139.27,128.38,84.1,130.7,96.52,,7709,0.0,199032,NO,NO,2008-12-30,1481600
103,URGN,42.06,43.78,474362,Healthcare,Biotechnology,97.0,96.0,97.0,97.0,2.1144,2.1016,798786.0,886370.0,43.93,15.86,2049234816,NO,38.54,33.19,24.25,34.06,25.64,,2316,0.0,474362,NO,NO,2025-06-12,21079900
109,ACMR,89.51,95.27,697585,Technology,Semiconductor Equipment & Materials,97.0,5.0,97.0,96.0,9.8819,8.1966,1676222.0,1008350.0,127.19,23.03,6185990656,NO,99.71,89.32,56.78,91.87,65.8,,2189,0.0,697585,NO,NO,2024-02-28,12244400
110,TVTX,56.26,56.58,919932,Healthcare,Biotechnology,97.0,66.0,96.0,97.0,2.39,2.38,2111093.0,1162680.0,60.1,15.03,5231780864,NO,57.15,51.23,37.28,52.99,39.64,,3444,0.0,919932,NO,NO,2021-08-16,31010800
124,CIEN,397.16,408.73,1752000,Technology,Communication Equipment,97.0,5.0,3.0,95.0,28.9436,24.8757,2731278.0,1903950.0,637.51,84.38,56219160576,NO,437.88,490.37,343.73,466.06,404.91,,7408,0.0,1752000,NO,NO,2011-06-08,36581000
126,TER,369.46,374.04,2133207,Technology,Semiconductor Equipment & Materials,97.0,3.0,19.0,95.0,32.1579,25.6721,4487165.0,3095140.0,487.91,89.18,57836064768,NO,381.72,380.32,282.22,378.92,327.9,,13467,0.0,2133207,NO,NO,2020-09-18,30212400
127,PVLA,142.18,143.94,143560,Healthcare,Biotechnology,97.0,96.0,77.0,92.0,11.8516,11.7623,269857.0,270450.0,161.38,34.57,2039265408,NO,144.84,125.99,106.99,130.22,116.3,,2904,0.0,143560,NO,NO,2024-07-24,5845900
130,PRAX,312.1,317.87,221696,Healthcare,Biotechnology,97.0,70.0,11.0,18.0,18.3179,18.1257,494537.0,324230.0,366.52,37.19,8700965888,NO,321.71,311.16,275.46,309.42,314.15,,1446,0.0,221696,NO,NO,2025-10-16,13741900
153,INBX,85.92,87.61,149437,Healthcare,Biotechnology,96.0,11.0,47.0,79.0,6.2891,6.1476,426116.0,339370.0,155.29,20.55,1260548224,NO,93.53,97.69,82.12,93.63,86.83,,538,0.0,149437,NO,NO,2025-10-24,6079600
159,ARM,283.4,289.73,2558173,Technology,Semiconductors,96.0,1.0,97.0,98.0,25.4928,21.7906,11023690.0,6201480.0,452.7,100.02,302693515264,NO,309.76,319.79,186.74,334.65,208.07,,715,0.0,2558173,NO,NO,2023-09-14,130534500
163,COHR,312.19,317.22,2287314,Technology,Scientific & Technical Instruments,96.0,1.0,10.0,95.0,25.3679,21.8607,5919639.0,4261380.0,440.0,84.35,61076643840,NO,333.68,363.76,249.76,351.88,290.43,,9773,0.0,2287314,NO,NO,2026-03-20,51484800
171,ELVN,52.85,54.33,447642,Healthcare,Biotechnology,96.0,94.0,86.0,97.0,2.5561,2.4961,1306914.0,749340.0,54.88,14.79,3775513088,NO,51.04,44.84,31.65,46.41,37.39,,1598,0.0,447642,NO,NO,2022-09-07,25749275
172,MTRN,250.66,254.83,208113,Basic Materials,Other Industrial Metals & Mining,96.0,8.0,95.0,96.0,13.1814,12.1093,344244.0,223600.0,298.87,91.62,5214099968,NO,261.63,241.51,166.53,248.4,187.31,,11681,0.0,208113,NO,NO,2007-06-20,4251800
175,CNC,65.89,67.59,4501221,Healthcare,Healthcare Plans,96.0,73.0,97.0,92.0,2.4743,2.345,5761960.0,3790400.0,69.36,25.08,32536283136,NO,66.29,62.99,45.71,64.06,49.86,,6189,0.0,4501221,NO,NO,2025-07-02,93566700
180,SPHR,138.25,142.2,344713,Communication Services,Entertainment,96.0,6.0,75.0,92.0,8.8063,8.577,716340.0,527060.0,174.6,37.89,4948272128,NO,152.42,145.69,109.96,148.06,125.61,,1578,0.0,344713,NO,NO,2023-12-05,9793100
182,VCYT,58.01,59.53,507482,Healthcare,Diagnostics & Research,96.0,88.0,97.0,91.0,3.0384,2.9616,1248096.0,1114930.0,60.91,22.92,4628771328,NO,58.25,51.12,41.18,53.27,41.82,,3199,0.0,553975,NO,NO,2025-07-28,15571600
183,FRD,32.99,32.8,71183,Basic Materials,Steel,96.0,7.0,97.0,96.0,2.3514,2.2807,66432.0,99500.0,37.97,14.51,0,NO,33.79,29.04,22.0,31.0,23.11,,11681,0.15,74304,NO,NO,2005-02-22,876000
184,ROIV,34.91,34.96,3357320,Healthcare,Biotechnology,96.0,92.0,89.0,94.0,1.108,1.0719,5958726.0,4585160.0,37.0,10.9,25109729280,NO,34.98,31.83,25.79,32.46,28.49,,1410,0.0,3357320,NO,NO,2024-03-28,65648400
188,TERG,42.37,43.398,27671,ETF,ETF,96.0,0.0,1.0,96.0,7.1992,5.6254,113740.0,57050.0,80.05,12.19,0,NO,48.26,51.02,,49.53,44.02,,169,0.0,27671,NO,NO,2026-04-29,432200
196,FLXS,74.96,74.95,36987,Consumer Cyclical,"Furnishings, Fixtures & Appliances",96.0,95.0,96.0,97.0,2.9943,2.9471,53259.0,42270.0,77.19,32.65,305511552,NO,72.27,64.0,48.98,66.33,54.1,,11681,0.0,36987,NO,NO,2020-06-26,949200
202,ARCB,159.38,160.89,245094,Industrials,Trucking,95.0,89.0,95.0,96.0,5.8411,5.5646,398347.0,321630.0,176.69,59.43,3548401408,NO,149.31,143.98,102.6,148.62,117.44,,8607,0.0,245094,NO,NO,1992-05-13,9338300
205,MOV,37.62,37.92,132626,Consumer Cyclical,Luxury Goods,95.0,18.0,93.0,96.0,1.2543,1.2071,240372.0,200380.0,39.85,14.78,836188416,NO,38.28,35.54,25.8,37.31,28.95,,8257,0.0,132626,NO,NO,1993-09-30,6273375
211,KFRC,57.81,57.47,90032,Industrials,Staffing & Employment Services,95.0,98.0,97.0,96.0,2.1843,1.9778,259022.0,262490.0,60.7,24.49,1030867968,NO,53.22,48.12,35.16,50.29,38.31,,7784,0.0,90032,NO,NO,2000-01-26,6210400
222,ESTA,93.87,95.65,289714,Healthcare,Medical Devices,95.0,88.0,96.0,92.0,3.6221,3.5371,613803.0,444260.0,96.99,33.35,2762630912,NO,89.83,80.89,68.8,83.62,72.81,,2012,0.0,289714,NO,NO,2023-11-08,10486500
239,PTGX,135.44,138.31,699372,Healthcare,Biotechnology,95.0,95.0,93.0,95.0,6.9709,6.9244,722345.0,801190.0,143.29,50.48,8710332416,NO,131.34,114.79,95.01,118.0,100.86,,2499,0.0,699372,NO,NO,2021-10-11,45683600
246,RAPP,41.33,42.56,235571,Healthcare,Biotechnology,95.0,87.0,82.0,94.0,2.881,2.881,368191.0,420110.0,44.28,13.62,1976686976,NO,40.62,38.62,31.6,39.38,33.7,,531,0.0,235571,NO,NO,2025-09-08,13877600
251,BHE,83.51,84.65,146761,Technology,Electronic Components,95.0,7.0,93.0,96.0,4.5421,3.9636,520045.0,463020.0,100.41,34.44,2996091392,NO,86.28,86.59,60.87,86.08,68.64,,9082,0.0,146761,NO,NO,2003-04-22,6885225
