Rank,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Health technology,97,92,98,96,SI
2,Healthcare,69,54,67,58,"ERAS,FBRX,AGL,SYRE,ALMS,LQDA,ANRO,ORKA,MBX,DMRA,DFTX,RLYB,NVCT,TXG,ETON,SLGL,RLAY,RVMD,DNTH,MCTA,PACS,FTH,NBTX,TNGX,BIOA,BDSX,ARWR,APGE,CRNX,TRAX,MANE,KOD,TVTX,BTSG,CDNA,GH,KNSA,BTSGU,FTRE,TWST,PLSE,PRAX,ELVN,PVLA,URGN,FBIOP,QURE,EWTX,MNPR,CUE,OSCR,COGT,GLUE,DVA,LBRX,IMVT,AXGN,CORT,AMRX,ROIV,NHC,VCYT,GHRS,NEO,CGEM,AMN,PTGX,TRVI,XNCR,KRYS,ELMD,ANAB,DYN,ESTA,HNGE,ZBIO,KYMR,AVTX,CNC,NRIX,ILMN,SEPN,JAZZ,RAPP,GKOS,TGTX,ADPT,HUM,TYRA,ALKS,STRO,NKTR,AXSM,BRKR,TCMD,PGNY,BRKRP,LGND,CGON,BCAX,AMLX,PNTG,RCUS,INDV,VTRS,XENE,BLLN,CON,CYTK,LIVN,MD,TEVA,CVS,MRNA,THC,APLM,JBIO,GPCR,INCY,LNTH,RPRX,MIRM,GRDN,BLTE,ANIK,HAE,INBX,LLY,SMTI,RIGL,IART,NGNE,BBIO,CLDX,BLFS,NBIX,NTRA,DNLI,ARQT,SION,SNDA,MRK,COAG,PHVS,ICUI,IQV,JNJ,BIIB,HALO,HCSG,ELAN,IMNM,ASTH,UNH,VTVT,PDEX,EXEL,TECX,ABBV,CRL,ACHC,DGX,MDGL,ICLR,AVBP,PARK,HSTM,SIBN,VCEL,ABVX,ATRC,SOLV,SRRK,CHE,CAH,WST,SNDX,IDYA,ASND,MEDP,NVCR,NVST,TECH,BMY,IRMD,AMGN,NUTX,ENOV,RVTY,HQY,STOK,BAX,UTHR,NRC,UFPT,HSIC,AUPH,PTCT,ARGX,BBNX,KIDS,MMED,PCRX,ITGR,NVS,WAT,AGIO,SLP,LH,RYTM,TAK,OMDA,BIO,DRUG,ACAD,SHC,UTMD,MOH,GSK,ELV,BDX,MLTX,A,ADUS,TMO,WRBY,TBPH,BMRN,VRDN,MCK,CELC,SRZN,PEN,PCVX,ODTX,GMED,LMAT,VRTX,TFX,AKTS,DXCM,HRMY,MLYS,ZBH,OMCL,EHC,ZYME,GRAL,MMSI,ONC,EW,INVA,ALGN,RGEN,STVN,IMCR,MAZE,GILD,TNDM,REGN,MTD,KMTS,COO,CNMD,FLGT,COLL,ANIP,ENSG,FMS,STAA,ALMR,BLCO,IRON,CI,ATR,VOR,INMD,PRVA,GMAB,SUPN,ALHC,VERA,VKTX,USPH,CBLL,CSTL,NVO,STE,PTHS,TARS,PBLS,YARW,AZN,COR,ABT,SNN,VEEV,SYK,LFMDP,SPTX,HROW,ASMB,RDNT,PFE,QGEN,MDT,DHR,PRPO,GEHC,SDGR,SGRY,HCA,UHS,NAMS,AVLN,AZTA,PHG,BEAM,IDXX,RARE,SNY,MDLN,QDEL,KARD,LKFT,PAHC,AMPH,RMD,ALC,SGP,IRTC,BNTX,SCTX,IONS,ALNY,CRSP,WAY,PBH,OPCH,SRPT,HTFL,ZLAB,WGS,INSM,CTEV,AORT,LEGN,PODD,HIMS,ISRG,INSP,TMDX,MPLT,TEM,CAI,KLRA,AAPG,ZTS,DOCS,PRCT,BSX,SPRB,QNCX"
3,Energy,66,67,38,69,"DK,PARR,NGL,PBF,NESR,DINO,INSW,VLO,OII,PBT,MPC,WKC,FRO,EC,CVE,LPG,EFXT,TEN,PSX,BWLP,WTTR,YPF,CMBT,FTI,EQNR,FTK,FET,SUNC,NBR,TRGP,APA,OVV,SU,DHT,SOBO,WBI,PR,SUN,SM,PAGP,TNK,PAA,E,STNG,KGS,EE,CNQ,IMO,PBA,LB,WDS,VIST,DKL,TRP,TRMD,EOG,PBR,TS,CHRD,XOM,NVGS,AROC,TTE,FANG,HP,MUR,KNTK,WES,CVI,DTM,FLNG,OXY,TDW,EPD,TBN,COP,ENB,CVX,APC,SMC,NOV,BP,AM,DVN,SHEL,OKE,ET,REPX,INVX,NE,NGS,LNG,KMI,VAL,HESM,SLB,WMB,MPLX,TPL,GLNG,CQP,SDRL,BKR,TGS,WHD,VTOL,VNOM,RRC,NC,GLP,ARLP,SBR,CAPL,IMPPP,USAC,PNRG,PDS,DMLP,AR,WHK,RNGR,HAL,WFRD,CNX,MTDR,MGY,EROK,FLOC,EQT,NCSM,NFG,HMH,BKV,EXE,CRC,CNR,NRP,GPOR,BTU,SEI,LBRT,CCJ,NOG,VTS,LEU"
4,Financial Services,61,62,62,59,"MAAS,HUT,SEZL,ENVA,ECPG,ATLC,CARE,RACC,MSBI,MRX,BOTJ,UFCS,AAMI,BFH,CIB,BWFG,CMTV,GCBC,FNRN,FSEA,PGC,AMTB,UVE,AMAL,IX,SAFT,HFBL,VIRT,EZPW,MBIN,SHBI,CHMG,VCTR,SNEX,TRV,CBNA,ALRS,RBCAA,PLGO,AMG,FNWD,SMBK,PS,ALL,HG,HBT,NP,TRST,STT,OBK,PFIS,MUFG,CFBK,SRCE,SMFG,SKWD,THG,FMAO,FCAP,VBNK,CBC,RRBI,FISI,BPOP,IFS,ACNB,UVSP,BAP,TMP,WASH,PBFS,PLBC,PKBK,HSBC,RY,PEBO,CTBI,BMO,CCNE,BBAR,CAC,DGICB,STBA,WULF,BNY,FNLC,THFF,FBP,OSBC,FVCB,WSFS,OPY,TFSL,TD,ATLO,EGBN,CBK,VOYA,AVBC,OBT,WRLD,FSBC,GSBC,AIZ,BY,FRAF,CNO,MCY,SMBC,KF,FMBH,PRK,CM,GL,CIVB,DCOM,WTBA,NBTB,ESQ,PFG,AROW,ASIC,CPF,BBVA,SLF,KINS,SLDE,CZFS,BSRR,WSBF,LCNB,PDLB,UBS,FBIZ,WSBC,FCBC,MYFW,BNS,PEBK,MET,FRST,CATY,UMBF,AGM,FXNC,SPNT,BEN,FCF,MFC,BOW,MPB,BUSE,SBFG,OFG,FFBC,GABC,EBMT,NTB,CZWI,TWN,EBC,FCCO,RBB,NIC,BMA,ING,PCB,FDSB,CFG,CFR,SYBT,QCRH,CBNK,TCBK,ACT,FULT,WT,TSBK,MBWM,BPRN,MTB,NTRS,FCFS,NWFL,RNR,HWC,BFST,ITIC,UBSI,SFST,KB,AVBH,PRU,FUNC,PMTS,CNOB,CBAN,HWBK,CB,ORRF,LARK,NKSH,BCAL,CCBG,FITB,BHB,FBLA,HBCP,USB,PRI,MCBS,BLX,NWBI,INBK,TWFG,FRBA,CPBI,PNC,HTB,HBNC,FDBC,LSBK,MRBK,IBKR,MKTW,SIGI,FAF,USCB,RGA,SHG,BAC,CNA,MS,WBS,CEE,HMN,MVBF,ECBK,NODK,ZION,GLRE,TFIN,HQL,SEIC,AFL,IOR,HFWA,BOKF,AUB,CNS,WABC,HNVR,COSO,HQH,NBBK,NECB,CZNC,CHCO,ONB,CFFI,EQBK,SFNC,BCS,FGNXP,HRTG,BHRB,GOLD,LOB,EG,BWB,SRBK,RNST,TCBX,FUSB,GSHD,L,PLMR,CLST,GS,DBRG,STK,CVBF,PFS,IBCP,BCH,BSTZ,RDN,EWBC,EFSC,TROW,ISTR,SFBS,HCI,ASB,INDB,LIFE,CBOE,FBNC,CINF,FHI,RF,EIG,IVZ,RLI,JMSB,JXN,ORI,IGIC,BVFL,C,UNTY,CBSH,FMNB,BSAC,ACGL,BME,COFS,MCHB,WAFD,NRIM,NMIH,RM,CAF,PFBC,MIAX,JPM,FNB,BHF,HOMB,ABCB,WTFC,MCB,HTH,TRMK,HAFC,BSVN,PBHC,AON,BOH,BMRC,V,NWG,FIBK,CACC,VABK,COLB,HASI,WHG,CWBC,FOA,BTO,HIG,TRIN,PEO,MTG,AFBI,FCNCA,MGYR,OPBK,PNFP,EFSI,AFG,ESNT,FHN,AMP,HAPN,HYNE,FRME,SPFI,KEY,WRB,BFC,FBK,OVLY,EVT,GGAL,UCB,SCHW,EMF,PROV,BWIN,GAIN,NBN,TOWN,AJG,FGBIP,BGR,IBOC,LNC,SSB,MRSH,PB,FRBT,TFC,SBCF,AX,AXS,IOND,CBU,BANR,WF,CBFV,UNM,CUBI,FSBW,UBCP,OZK,RJF,CASH,MXF,EMO,MNSB,FFIN,UTF,RIOT,FHB,BKU,BCML,BST,BMEZ,RMBI,OCFC,DGICA,BBT,GGZ,RLTY,ADX,ASGI,OMF,CRBG,EQH,AIG,MA,TCBS,WTM,CCD,RYAN,GDV,NBHC,NCV,TCBI,DB,TRU,NXG,RVT,SRV,BANC,ETG,SF,RMI,MBINL,OVBC,AFRM,THQ,TBLD,AUBN,HTD,ATLCP,MKL,SBSI,BCAT,SII,VRTS,CSWC,ETO,FDS,ISBA,CNOBP,AII,STEW,WTW,GAM,NEWTP,TY,FFA,NDAQ,SPXX,PGR,EOT,ECCC,JCAP,GBCI,MEGI,TBBK,ACV,NNI,JEF,NPB,LGI,OXLCO,CSQ,MSBIP,FDUS,MSCI,TIPT,CET,CII,MNSBP,ALLY,LKFN,SATA,MBINM,AIO,AGO,FSUN,HBAN,BCV,CCID,EICA,SCD,OCCIN,JCE,BMN,OXLCN,RVI,IBN,QQQX,BUI,PUK,COF,NIE,MMD,SYF,BUSEP,PRAA,MBNKO,STC,AXP,SFBC,BWBBP,EIIA,OCCIM,BTT,PDPA,FG,SPME,WAFDP,WSBCO,ETB,CCNEP,PYPL,WFC,SLMBP,ONBPP,HIPO,ONBPO,MCO,SOR,VLYPO,FRMEP,WTFCN,SPMA,MBINN,HIFS,VLYPN,BRO,VLYPP,GLU,PFX,FNF,KNSL,BLK,BPYPM,EFSCP,FRHC,BANF,WAL,BANX,UMBFO,PDX,HPI,DFP,GUG,HBANL,PJT,HPF,SDHY,FFC,RNP,LCLN,BBN,OZKAP,TCBIO,SLM,APAM,ETX,LDP,ASA,IGI,LPLA,NBB,VALU,FLC,GBLI,PSF,FULTP,PTA,UTG,CME,TYG,MORN,EOI,TW,FCNCP,NPFD,BNT,FPF,IIF,ICE,ACGLN,JLS,HBANZ,NTRSO,ACGLO,ARCC,VEL,HTGC,SPGI,SIGIP,FCNCO,AB,HBANM,APO,MAIN,UNB,ETOR,MC,HBANP,BN,CRVL,ONIT,BAM,EVR,GLAD,BX,ERIE,ARES,HOOD,EOS,GBFH,ZIONP,XP,PDI,PSUS,BXSL,MPV,KLAR,XZO,MCI,PIPR,KKR,XFLT,TSLX,TPG,LMND,ROOT,CG,AMSF,SAR,IREN,PFSI,LAZ,WD,TRUP,GSIW,HLI,HDB,HERZ,HLNE,KMPR,TREE,MKTX,DXYZ,CCB,STEP,AIFU,SOFI,BOT,BETR,COIN,FIGR,FUTU,UPST,GLXY,CRCL,BMNR,VCX"
5,Real Estate,57,59,62,61,"CBL,PEB,XHR,OUT,RHP,HST,PK,MAC,FVR,APLE,PSTL,DOC,JAN,WELL,LXP,VTR,LAMR,AHR,HIW,NHP,SPG,CDP,HR,CTO,CUZ,PINE,SKT,NHPAP,FRT,VNO,NHPBP,BNL,KRG,CURB,IVT,OHI,RMR,NREF,CTRE,AAT,SEG,IRM,EPR,PECO,TRNO,KIM,GTY,SBRA,LINE,MDV,IIPR,FR,CCS,LTC,EGP,NNN,PLD,NTST,CHCT,UHT,BRX,PSA,AKR,BXP,SLG,OLP,EQIX,UE,ESS,VTMX,ELS,MLP,KRC,FOR,REG,WPC,ALX,DEA,MMI,CPT,SAFE,O,ADC,UDR,EQR,XRN,LANDO,CUBE,BFS,JLL,EXR,ADAML,IRS,INVH,ADAMN,LANDP,FCPT,DLR,NHI,NLY,EPRT,AMH,AVB,SMA,BPYPP,STAG,JOE,GOODN,SUI,REXR,IRT,BRT,BPYPO,ADAMZ,BXDC,MAA,UMH,AGNCM,AGNCL,AGNCP,AGNCN,AGNCO,ADAMM,WHLRD,AGNCZ,ARE,GLPI,MAYS,REGCP,RYN,WY,EUDA,FRPH,REGCO,BEKE,AXR,CBRE,TCI,AMT,ARR,HHH,ACR,SDHC,VICI,MRP,CSR,FSV,SBAC,NXRT,STWD,NEN,CCI,BXMT,STRS,OZ,CIGI,CSGP,OPI"
6,Technology,56,46,57,56,"MGRT,SNDK,AXTI,MU,WDC,CHRN,STX,ALOT,MXL,LITE,DELL,RTB,VSAT,DOCN,SAIH,BAND,INTC,TSEM,VPG,AEHR,ICHR,SIMO,DDOG,HPE,RNG,FSLY,PENG,ASX,SILC,UMC,TER,FTNT,VICR,VIAV,AIP,AMD,AAOI,AMBQ,UCTT,EXTR,OOMA,CIEN,MRVL,PANW,DAVE,NTAP,IMOS,OKTA,LASR,KLIC,AMAT,NAVN,ALAB,RDVT,SNOW,YOU,NVEC,FROG,PTRN,FLEX,SKYT,CRWD,DGII,MITK,CCSI,ACMR,VSH,MKSI,STM,BHE,LRCX,CSCO,RAL,ARW,SITM,TWLO,SNX,LSCC,NSIT,NTCT,FEIM,SCSC,PLXS,SMTC,ASML,MPTI,ARM,AVT,COHU,ALNT,FIVN,KN,RELL,ATEN,LFUS,SLAB,CIFR,FORM,KEYS,AAPL,CNXN,ACIW,AGYS,SYNA,KARO,VECO,FFIV,BELFB,RELY,NET,TTMI,UMAC,RAMP,CGNX,HPQ,TXN,PLTS,TENB,PDFS,NATL,CTS,GLW,ST,ONTO,DBX,COHR,PAY,CPAY,FLYW,CRDO,INGM,GCT,GRMN,DJCO,KLAC,NYAX,QLYS,TDC,ESE,SONO,ZETA,GRND,ROG,BELFA,MANH,CEVA,AKAM,OSPN,MTSI,ADI,NTNX,BRUN,PLUS,ITRN,ALGM,WEX,PRGS,GEN,ADEA,IOT,SAIC,ON,BOX,TSM,CLS,BKTI,VRNS,MLAB,OUST,S,ACLS,IBEX,XYZ,ADP,DIOD,ALRM,PAYX,MPWR,Q,CLMB,SHAZ,PCTY,NOVTU,SANM,JBL,RBRK,MDB,ZBRA,APH,DBD,BILL,WYFI,PAYC,SWMR,APPN,VRSN,INOD,FTV,ANET,AMKR,BRZE,GTLB,POWI,FICO,ZM,KSPI,TDY,SEDG,NOVT,NXPI,AVGO,TTAN,CVLT,LOGI,QRVO,INTA,EVTC,DT,EEFT,TSAT,LYTS,CDW,CLBT,DOCU,SONY,MBGL,SAIL,MSI,GFS,WDAY,DAKT,CDNS,ESTC,UPBD,SSNC,AMBA,U,CSQR,CRUS,DCBO,ROP,QCOM,CORZ,QTWO,EXLS,JKHY,MQ,TEAM,GDDY,PI,APLD,LYFT,ENPH,ITRI,NVDA,GWRE,NXT,SHOP,FSLR,P,TEL,MCHP,ACFN,CHYM,TOST,LIF,DFIN,OTEX,G,SWKS,ENTG,DSGX,MCHPP,NVMI,NOW,STRF,BSY,CAMT,WK,FOUR,ADSK,APPF,CACI,AOSL,ALKT,CLFD,ADBE,BMI,GIB,NTGR,DUOL,STRC,RDWR,PLAB,FIG,FN,NICE,SPSC,SMCIP,AVNW,UBER,CRM,BLKB,IBM,VIA,NCNO,SAP,RMBS,PGY,CTSH,VNT,WOLF,IPGP,IIIV,MNDY,IBTA,MSFT,CHKP,IDCC,BDC,BR,FIS,OSIS,ALMU,IT,BSP,PTC,KVYO,TYL,OCTV,HUBS,TRMB,ZS,PLTR,PCOR,QNT,ACN,ALIT,FORTY,UI,PAR,BL,STRD,QBTS,DOX,SKHY,CNXC,SNPS,STRK,GDS,SMCI,EPAM,ASTS,ARQQ,CALX,OLED,EFOR,LDOS,IONQ,GLOB,PEGA,INTU,PSN,WIX,ORCL,CBRS,CRWV,BLSH,MSTR"
7,Industrials,54,43,49,51,"DFNS,SIF,BUUU,NCEW,FCEL,CDNL,XMTR,BE,EDRY,PKOH,MAN,SMX,PHOE,KELYB,SHIP,GEO,ECO,TWIN,PAMT,KFRC,CVLG,ATI,CRS,MATX,FA,CXW,NVRI,DCO,ARCB,UNF,ATRO,KELYA,TKR,GRC,RHLD,AIR,JBHT,VVX,EFTY,FSTR,CMPR,NMM,PRG,PBI,ACA,ALGT,PKE,DAL,FIX,RHI,MEC,ARMK,HXL,DAC,PRLB,CMDB,AGX,HLIO,KNX,TNET,STRL,BLBD,POWL,MSM,CBZ,SBLK,R,CAT,GNK,WAB,UHAL,CSX,RXO,SNDR,CASS,TFII,GSL,HWM,FDX,LXFR,TRN,ESEA,ASC,GWW,MYRG,EXPD,PL,UAL,CNI,ODFL,ZIM,NSP,WWD,XPO,ESLT,GHM,LUV,KFY,NVT,CLH,SWK,RTX,MRCY,CIX,UNP,DSGR,AIRT,GE,ENS,IEX,HURN,PCAR,CMI,AIT,MG,NPO,ROK,PESI,HEI,BRC,PLPC,DLX,SXI,MRTN,WTS,CHRW,WCC,GEV,HUBG,GPN,WERN,ULS,AZZ,DE,MIDD,SNA,SKYW,MMM,HURC,CP,GD,NDSN,EBF,AER,LSTR,CMRE,CTAS,GHC,ARXS,RBC,LMT,CPA,RYZ,AME,URI,TISI,EML,MLI,ABM,NSC,GIC,JCI,ITW,CR,BCO,LGN,RCMT,PWR,CAAP,MTZ,BBSI,TEX,DRS,ISSC,ZWS,CW,CRAI,PH,TRNS,PAM,DY,MATW,SAIA,KMT,EMBJ,TPC,TTC,RRX,DXPE,ECG,DCI,HON,ZTO,VRT,OTTR,AYI,AEIS,RBA,FAST,LTM,KEX,ESP,OC,FTAI,SEB,CECO,VSEC,TATT,GBX,FELE,CMC,GVA,ICFI,WM,IESC,TNC,VMI,GNRC,UPS,SARO,JBTM,VLTO,IIIN,LECO,GFF,LIME,MAS,EMR,ALLE,AGCO,APOG,GATX,FLS,HONA,FTAIM,WSC,TAYD,MSA,CCEC,FBIN,IR,ITT,HRI,ALK,CXT,ASTE,POWWP,REZI,CWST,WCN,VRSK,LOAR,GTES,VSECU,RSG,TXT,TT,OSK,AIRTP,OMAB,TTEK,NPK,J,ENR,AXON,RJET,MGRC,FSS,SUNB,FER,DOV,GGG,WOR,AWI,WMS,FCN,RTO,HAYW,RYAAY,TITN,KAI,MAIR,CSW,NX,ATKR,TDG,FDXF,LHX,CARR,HUBB,CAR,EXPO,EPAC,DPC,APG,LNN,MWA,MDA,ETN,TRC,XYL,BBUC,RELX,AAON,CAE,FLR,EFX,GFL,RGR,GXO,ROAD,SPXC,FPS,CSL,BA,AOS,TREX,KE,CDLR,FERG,AADX,NSSC,NOC,EME,PAC,TRI,KBR,LPX,CDRE,OFLX,ATS,ONT,RKLB,ASR,OTIS,ROCK,AERO,HY,BXC,ALG,HII,MMS,AMTM,LII,BAH,BKSY,BWXT,DLB,CPRT,PPIH,CNM,ESAB,WLDN,WSO,BETA,POOL,ACM,BWMN,STN,VOYG,SPCX,EVI,PNR,SYM,SITE,LMB,AMRC,INIO,EQPT,BLDR,KRMN,KTOS,AMSC,AVAV,HAWK,PRIM,FLY,XE,YSS,WLFC,MFP,PSIX"
8,Consumer Cyclical,54,59,60,52,"LVLU,VSXY,LIND,NDLS,ELA,BJRI,MYE,FLXS,MOV,ANDG,LTH,CAKE,CTRN,GTX,SAH,CBRL,RSI,KRT,VIK,VAC,EAT,RCKY,LOCO,CALY,PRSU,LAD,CROX,SN,OPLN,ROST,BZH,MUSA,CASY,M,BBY,PAG,VGNT,BWA,ESCA,ETSY,EXPE,JAKK,KMX,MGA,GEF,RUSHA,DIN,LEA,LQDT,PHIN,YETI,THRM,GIII,HBB,CYD,HZO,BSET,KSS,MLKN,SON,TILE,RUSHB,MGM,BURL,GM,AIN,PENN,STRT,GCO,KTB,EBAY,WEYS,JILL,SHOO,MAR,WSM,IHG,CVEO,TXRH,FTDR,F,BDL,H,BOBS,MCRI,TNL,ANF,HRB,CCK,LEGH,TPR,MHO,VVV,CZR,GLBE,OSW,PLOW,REYN,MLR,CRI,PRKS,LGIH,PKG,HVT,MTN,RRR,LEVI,BALL,DORM,FIVE,COOK,GOLF,BH,LZB,AN,BROS,SBH,ABNB,ABG,SW,W,BWMX,RCL,TJX,INTG,SBUX,MCFT,HGV,HAS,RIVN,HOV,TRS,MOD,PVH,CART,SIG,COLM,ALSN,AMCR,HLT,RL,HMC,TOL,DRI,PHM,BC,BYD,SMP,GPC,PII,AAP,RGS,JOUT,CVCO,URBN,DAN,ALV,HOG,XPEL,AEO,ALH,RH,QSR,SKY,WWW,SCI,CARG,DOO,JD,GRBK,RVLV,LOVE,BKNG,IP,MTH,DDS,CHH,RACE,DECK,AS,NCLH,YUM,BIRK,HTHT,VC,KBH,MHK,CCL,JACK,ATMU,SLGN,HNI,GNTX,NATH,ADNT,YUMC,RICK,TM,CPS,DHI,CPHC,VIPS,AVY,LCII,SE,ORLY,ATAT,ETD,DASH,HD,DKS,GPI,OXM,AMZN,MBUU,ULTA,ONON,ASO,DPZ,WH,MMYT,MELI,CMG,MAT,FOXF,ZUMZ,GME,MCD,NVR,FND,BFAM,VFC,WGO,WYNN,EYE,LOW,CSV,FUN,KEQU,LVS,GIL,CHDN,IBP,BBWI,GAP,SGI,CVNA,CAVA,AZO,BOOT,BKE,DKNG,PATK,APTV,WINA,THO,LKQ,DFH,PDD,SHOE,BABA,LEN,TSLA,CHWY,TCOM,BGSI,PZZA,BBW,NKE,CPRI,KRUS,HSAI,LULU,PLNT,FLUT,TSCO,ROL,CPNG,WING,SHAK,WHR"
9,Consumer Defensive,53,63,57,54,"AGCC,JDZG,CHEF,LINC,MAMA,DAO,COCO,ACU,PSMT,SENEA,SENEB,MNST,DAR,TGT,SPB,HELE,LAUR,EPC,ANDE,UNFI,IPAR,COKE,UTI,TBBB,MICC,CENT,APEI,PRE,PFGC,SJM,BUD,LWAY,ADM,DLTR,USFD,KO,CENTA,PM,JBSS,VLGEA,OTLY,IMKTA,CCEP,FMX,MO,KHC,BTI,KOF,SFD,KVUE,DG,CVSA,WMK,CL,SYY,CALM,EDU,STRA,KDP,HRL,LW,PRMB,CHD,MDLZ,NGVC,PRDO,KMB,BJ,NATR,UL,TSN,USNA,WILC,BG,FC,TR,UVV,COST,DEO,WMT,ALCO,CHSCN,HSY,CHSCL,CHSCM,LRN,CHSCO,PG,ELF,FRPT,PEP,CHSCP,PXED,POST,CAG,TAP,EL,SFM,GIS,CLX,YSWY,CPB,KR,LOPE,FIZZ,TPB,OFRM,MKC,INGR,JJSF,STZ,SAM,MGPI,PPC,DMC,DIT,MZTI,OLLI,CELH,RYM,COE"
10,Communication Services,52,58,50,51,"QMMM,ATEX,BBGI,STRZ,SPHR,IRDM,TIGO,GSAT,LILAP,NBIS,GRPN,MCS,MSGS,WLY,IMAX,MSGE,ROKU,SIRI,EVER,WLYB,ZD,MANU,IDT,CNK,ADV,JOYY,PSO,MGNI,SCHL,LYV,VOD,GOOGL,ECHO,GOOG,NYT,WBD,BATRK,LLYVK,OPRA,MTCH,BATRA,LLYVA,QNST,FWONK,FWONA,CRTO,AMX,VZ,ATNI,EA,SKM,TTWO,NWSA,OMC,RDDT,NWS,PPLI,ATHM,NTES,WPP,TKO,SPOT,CHT,GRVY,NXST,VEON,PINS,WMG,RCI,PHI,FOXA,BZ,T,FOX,YELP,BCE,LBRDP,VSNT,DIS,TMUS,KT,BIDU,CMCSA,APP,META,TIMB,TDS,LFTO,NFLX,BILI,LBRDA,LBRDK,CHTR,AD,GLIBA,GLIBK,RBLX,GIBO,ZG,Z,TTD,CABO"
