Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Shell Companies,Financial Services,96,92,97,95,"RACC,CCXIU,CCXI"
2,Medical specialties,Health technology,94,3,96,93,SI
3,Packaged software,Technology services,92,98,97,94,NIQ
4,Copper,Basic Materials,91,93,70,57,"ERO,HBM,TECK,FCX,SCCO"
5,Silver,Basic Materials,91,95,50,49,"AYA,AG"
6,Aluminum,Basic Materials,88,85,22,50,"KALU,CSTM,CENX,AA"
7,Electronics & Computer Distribution,Technology,87,62,81,79,"NSIT,AVT,SNX,ARW,CNXN,SCSC,CLMB"
8,Department Stores,Consumer Cyclical,84,88,91,53,"M,KSS,DDS"
9,REIT - Hotel & Motel,Real Estate,84,11,76,85,"PEB,XHR,APLE,RHP,HST"
10,Staffing & Employment Services,Industrials,84,69,93,78,"MAN,HQI,KFRC,KELYB,RHI,KELYA,NSP,TNET,KFY,BBSI"
11,Semiconductor Equipment & Materials,Technology,84,39,34,78,"AXTI,AEHR,ICHR,UCTT,ACMR,FORM,ONTO,AMAT,TER,COHU,LRCX,ASYS,KLIC,ASML,KLAC,VECO,ENTG,ACLS,AMKR,Q,CAMT,AMBA,PLAB,NVMI,IPGP"
12,Oil & Gas Drilling,Energy,83,74,21,59,"HP,NBR,VAL,SDRL,NE,PDS"
13,Banks - Diversified,Financial Services,82,53,85,72,"BNY,BMO,BBVA,TD,MUFG,RY,SMFG,HSBC,CM,BNS,UBS,ING,NTB,BAC,BCS,C,JPM,WFC,FRBT"
14,Marine Shipping,Industrials,81,50,41,78,"EDRY,ECO,HSHP,SHIP,MATX,NMM,ZIM,SBLK,DAC,ESEA,GNK,CMDB,ASC,GSL,KEX,CCEC"
15,Trucking,Industrials,80,14,61,61,"ARCB,KNX,SNDR,TFII,RXO,CVLG,XPO,ODFL,ULH,WERN,SAIA"
16,Oil & Gas Refining & Marketing,Energy,80,67,73,86,"PBF,DK,PARR,VLO,MPC,PSX,DINO,WKC,SUN,DKL,CVI,CAPL,APC"
17,Healthcare Plans,Healthcare,78,5,65,82,"CNC,OSCR,HUM,UNH,PGNY,MOH,CVS,ELV,CI"
18,Diagnostics & Research,Healthcare,78,72,87,65,"TWST,CDNA,BDSX,GH,NEO,ADPT,CRL,NTRA,ILMN,CSTL,IQV,MEDP,GRAL,DGX,VCYT,WGS,WAT,RDNT,LH,A,TMO,SHC,RVTY,ICLR,MTD,DHR,PRPO,QGEN,FLGT,IDXX,BLLN"
19,Medical Distribution,Healthcare,77,74,92,37,"CAH,HSIC,MCK,COR"
20,Electronic Components,Technology,77,64,43,73,"MEI,ALNT,VICR,OUST,RELL,FLEX,TTMI,RAL,PLXS,KN,BELFB,BHE,MPTI,GLW,LFUS,ROG,APH,BELFA,JBL,CTS,SANM,LYTS,FN,DAKT,TEL,CLS,OSIS,OLED"
21,Electrical Equipment & Parts,Industrials,76,56,45,67,"FCEL,OESX,BE,PLPC,ATKR,NVT,AEIS,POWL,VRT,ESP,ENS,AYI,HUBB,FPS,ENR,KE,HAYW"
22,Oil & Gas Equipment & Services,Energy,76,61,50,64,"NESR,FTK,FET,OII,WTTR,WHD,FTI,TDW,LB,INVX,NCSM,XPRO,EFXT,KGS,WBI,NOV,SLB,BKR,EROK,RNGR,WFRD,SEI,TS,VTOL,FLOC,NGS,AROC,HAL,LBRT,NOA,USAC,HMH"
