Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,Earning_Date,History_Days,Gap (%),Latest Volume,9M+ Volume,HVE,HVE Date,HVE Volume
112,OSCX,111.95,113.337,1377,ETF,ETF,97.0,83.0,96.0,98.0,9.7998,6.5838,7093.0,6520.0,136.0,17.62,0,NO,106.23,107.96,59.83,109.79,66.22,,224,0.0,1377,NO,NO,2025-11-24,357050
115,TVTX,63.9,63.53,884602,Healthcare,Biotechnology,97.0,89.0,96.0,97.0,2.9789,2.6229,1871875.0,2099550.0,66.24,17.05,6023283200,NO,58.99,56.53,40.19,58.48,43.41,,3462,0.0,884602,NO,NO,2021-08-16,31010800
121,QURE,47.38,47.97,500690,Healthcare,Biotechnology,97.0,93.0,98.0,97.0,2.1117,2.0453,1908362.0,1092780.0,71.5,8.73,3286580992,NO,43.53,41.4,27.52,44.35,28.69,,3152,0.0,500690,NO,NO,2025-09-24,70079700
138,NBTX,41.08,42.05,149447,Healthcare,Biotechnology,97.0,84.0,3.0,94.0,2.6351,2.2326,108495.0,172460.0,57.14,8.03,2087010560,NO,39.14,37.92,30.69,38.42,34.88,,1425,0.0,149447,NO,NO,2023-05-05,39763000
185,KYMR,121.38,121.41,599367,Healthcare,Biotechnology,96.0,72.0,96.0,92.0,4.3893,4.2886,841811.0,756300.0,130.05,39.84,9984424960,NO,109.89,105.23,85.0,110.74,91.74,,1503,0.0,626322,NO,NO,2025-12-08,7495500
195,CTRN,71.93,72.67,62822,Consumer Cyclical,Apparel Retail,96.0,85.0,97.0,93.0,2.86,2.7464,177335.0,118880.0,77.91,29.2,599165952,NO,69.99,62.4,48.94,64.51,51.89,,5346,0.0,62822,NO,NO,2007-08-09,3897700
198,OII,53.1,54.11,851912,Energy,Oil & Gas Equipment & Services,96.0,95.0,94.0,94.0,1.9661,1.8675,1081091.0,836180.0,54.25,22.02,5285024256,NO,49.85,43.81,34.7,45.37,38.99,,12804,0.0,851912,NO,NO,2019-11-04,20401800
199,OSCR,31.28,31.55,2860048,Healthcare,Healthcare Plans,96.0,75.0,89.0,97.0,1.8011,1.621,6288945.0,7291820.0,33.27,10.69,9654415360,NO,29.83,29.71,19.51,30.14,21.29,,1372,0.0,2860048,NO,NO,2025-07-22,82717500
234,CBRL,58.18,59.04,591800,Consumer Cyclical,Restaurants,95.0,84.0,98.0,96.0,2.2986,2.2028,1215135.0,736500.0,63.15,24.85,1300407936,NO,56.45,51.81,35.37,54.17,39.06,,11285,0.0,591800,NO,NO,2026-06-10,11347700
240,TWLO,232.1,228.61,1935153,Technology,Software - Infrastructure,95.0,89.0,84.0,97.0,14.5002,11.9388,2438290.0,3574750.0,258.35,98.44,35644809216,NO,212.23,206.86,156.61,210.88,170.41,,2552,0.89,1935153,NO,NO,2022-11-04,44840800
244,EAT,235.65,241.71,591321,Consumer Cyclical,Restaurants,95.0,94.0,97.0,92.0,10.8432,10.5539,1039746.0,1253690.0,253.71,100.3,10106508288,NO,217.6,189.7,155.44,198.73,164.2,,10737,0.0,591321,NO,NO,1997-01-29,23815350
259,FTNT,158.01,155.85,3667836,Technology,Software - Infrastructure,95.0,16.0,90.0,96.0,6.8557,6.735,5955253.0,4552680.0,172.09,73.55,115934093312,NO,158.62,155.31,105.19,156.34,117.01,,4211,0.12,3667836,NO,NO,2018-10-10,166853000
267,NTRA,311.69,314.18,1119630,Healthcare,Diagnostics & Research,95.0,91.0,97.0,93.0,14.6733,11.5836,1439154.0,1678360.0,326.03,156.71,44928299008,NO,282.41,264.12,226.77,278.75,228.9,,2798,0.0,1119630,NO,NO,2022-03-09,41733200
283,MOV,35.36,35.43,146960,Consumer Cyclical,Luxury Goods,95.0,5.0,93.0,91.0,1.2106,1.182,252638.0,158060.0,40.5,16.09,0,NO,37.31,37.79,27.59,37.69,30.86,,8276,0.0,146960,NO,NO,1993-09-30,6273375
290,SMST,58.32,52.993,177656,ETF,ETF,95.0,33.0,98.0,4.0,5.7319,5.2354,310577.0,210560.0,154.16,21.68,0,NO,56.59,59.02,59.86,62.37,55.3,,499,3.41,177656,NO,NO,2024-11-21,3572615
305,AIR,149.02,153.71,468851,Industrials,Aerospace & Defense,94.0,85.0,95.0,88.0,6.1757,5.7579,455022.0,406740.0,154.0,71.67,5999372288,NO,141.76,137.07,110.9,139.56,121.48,,11700,0.0,468851,NO,NO,2008-02-06,4345300
320,CNC,65.22,64.41,2299805,Healthcare,Healthcare Plans,94.0,19.0,78.0,94.0,2.5914,2.5029,4963901.0,4082110.0,69.36,28.24,32218355712,NO,64.62,65.02,48.41,65.25,52.46,,6208,0.75,2299805,NO,NO,2025-07-02,93566700
334,ARKG,43.21,44.04,1740998,ETF,ETF,94.0,89.0,96.0,93.0,1.4279,1.3414,3280991.0,2289810.0,45.13,23.43,0,NO,41.01,39.68,32.15,40.85,33.2,,2965,0.0,1740998,NO,NO,2020-12-29,15040000
350,PBT,33.17,32.92,54119,Energy,Oil & Gas Midstream,94.0,91.0,78.0,96.0,2.0549,2.0099,137333.0,191430.0,35.42,14.81,1546013696,NO,31.19,28.45,22.67,28.54,24.68,,11545,0.0,54119,NO,NO,2025-06-03,3721800
369,CHEF,108.3,110.57,312473,Consumer Defensive,Food Distribution,94.0,80.0,93.0,94.0,4.7114,4.6714,592532.0,712310.0,117.33,53.2,4418215936,NO,105.55,98.11,73.7,101.45,80.59,,3784,0.0,312473,NO,NO,2011-07-28,6574100
378,SENEA,192.27,189.5,76406,Consumer Defensive,Packaged Foods,94.0,93.0,93.0,94.0,7.6607,7.5036,141790.0,108480.0,196.39,99.58,1301755776,NO,175.77,170.45,139.71,175.15,152.87,,7096,0.26,78477,NO,NO,2009-07-16,1543800
406,CBL,56.66,56.94,171229,Real Estate,REIT - Retail,93.0,45.0,89.0,93.0,1.8591,1.783,296900.0,223080.0,60.4,28.04,1753216512,NO,57.34,53.93,42.49,54.87,46.09,,1202,0.0,171229,NO,NO,2022-06-24,3600200
420,PBRG,34.19,34.328,157,ETF,ETF,93.0,38.0,3.0,89.0,1.3509,0.5035,1887.0,1390.0,52.49,14.83,0,NO,35.49,33.03,,32.79,36.33,,165,0.0,157,NO,NO,2026-03-30,38900
425,BLFS,34.94,35.45,388702,Healthcare,Medical Instruments & Supplies,93.0,94.0,96.0,94.0,0.8471,0.8143,1123041.0,498970.0,35.46,17.86,1708800128,NO,33.01,29.71,24.78,30.61,24.78,,9250,0.0,389451,NO,NO,2016-07-11,17866600
452,SWMR,46.86,47.08,310660,Technology,Software - Infrastructure,93.0,94.0,95.0,,3.3264,3.2079,484704.0,334580.0,83.3,11.25,558700096,NO,39.36,41.82,,40.49,,,107,0.0,310660,NO,NO,2026-03-18,22064400
459,NUE,264.19,272.68,1180508,Basic Materials,Steel,92.0,90.0,84.0,92.0,7.2114,7.0844,1531320.0,1231410.0,280.11,131.32,59938287616,NO,262.98,248.65,199.19,247.89,216.53,,11700,0.0,1180508,NO,NO,2001-06-26,358280000
474,STT,191.87,193.04,700792,Financial Services,Asset Management,92.0,73.0,90.0,93.0,3.6996,3.4075,2213591.0,1429180.0,195.18,104.64,52707024896,NO,186.06,178.58,144.21,180.77,153.33,,11700,0.0,700792,NO,NO,2009-01-20,76692600
485,LPG,48.75,48.42,361840,Energy,Oil & Gas Midstream,92.0,93.0,86.0,92.0,1.9107,1.8373,727322.0,599090.0,49.19,23.76,2085655680,NO,45.45,42.27,34.63,42.73,38.72,,3087,0.27,361840,NO,NO,2020-01-14,9706000
518,AZTA,32.98,33.58,550360,Healthcare,Medical Instruments & Supplies,92.0,95.0,98.0,62.0,1.3893,1.385,819035.0,697270.0,41.73,15.93,1444800768,NO,30.52,26.75,28.15,28.09,25.45,,7934,0.0,550360,NO,NO,2021-01-06,14554600
522,ASTH,39.16,39.75,348239,Healthcare,Medical Care Facilities,92.0,3.0,36.0,97.0,2.0679,1.9714,610491.0,572410.0,51.6,18.08,1942507008,NO,37.54,41.16,30.64,41.63,33.3,,4387,0.0,354634,NO,NO,2021-09-17,6954600
591,TGT,152.48,151.01,4780331,Consumer Defensive,Discount Stores,91.0,84.0,89.0,88.0,3.6214,3.2875,4757729.0,4017730.0,156.47,83.44,0,NO,147.12,138.85,117.79,141.4,127.94,,13486,0.0,4780331,NO,NO,1987-10-20,80400000
596,ETSY,79.96,78.41,2409896,Consumer Cyclical,Internet Retail,91.0,8.0,94.0,95.0,3.5556,3.2028,2998393.0,3903710.0,87.97,44.0,7338868224,NO,82.33,78.53,62.42,80.18,65.17,,2851,0.0,2409896,NO,NO,2024-09-20,37801100
616,PS,39.91,39.38,230563,Financial Services,Asset Management,90.0,92.0,16.0,,2.46,2.3964,219625.0,157440.0,54.94,22.01,15964000256,NO,36.33,34.72,,35.24,,,76,0.3,230563,NO,NO,2026-04-29,3286100
622,TX,53.69,54.35,166239,Basic Materials,Steel,90.0,94.0,90.0,84.0,1.6068,1.4682,606435.0,790470.0,55.66,31.64,0,NO,51.21,47.66,42.75,47.94,44.72,,5168,0.0,166239,NO,NO,2006-02-01,13285000
636,TDW,94.13,93.97,325943,Energy,Oil & Gas Equipment & Services,90.0,95.0,75.0,89.0,4.2671,3.8064,735512.0,773640.0,95.32,46.65,4683553792,NO,82.58,75.69,70.77,77.41,77.76,,11700,0.0,325943,NO,NO,2024-06-21,9859200
640,RGEN,166.15,169.04,452666,Healthcare,Medical Instruments & Supplies,90.0,90.0,97.0,83.0,5.7893,5.7057,1122306.0,926950.0,175.77,100.99,9376778240,NO,152.69,143.91,140.14,148.28,131.85,,10154,0.0,452666,NO,NO,2004-01-05,12843800
644,GNOM,58.51,59.09,6599,ETF,ETF,90.0,79.0,92.0,86.0,1.3156,1.1528,26606.0,16590.0,59.99,36.0,0,NO,56.22,54.78,48.15,56.15,49.31,,1848,0.0,6599,NO,NO,2023-10-26,2182525
645,VRNS,43.72,43.17,730818,Technology,Software - Infrastructure,90.0,5.0,96.0,95.0,2.334,2.1465,2081596.0,1404150.0,63.9,19.7,5021700608,NO,43.49,41.25,31.99,42.65,31.7,,3135,0.02,774519,NO,NO,2025-10-29,29366700
