SectorRank,Sector,LeaderRank,Ticker,Leader_Score,Setup_Type,Tightness,Setup_Price,Dist_52WH_%,ATR_%,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,IPO,Gap (%),HVE,SMA50,SMA200,SMA10W,SMA30W,Industry
1,Health technology,1,SI,89.98,Stage 2 Watch,Loose,22.43,8.78,5.25,96.0,88.0,98.0,96.0,NO,0.0,NO,19.61,15.37,20.29,16.12,Medical specialties
2,Healthcare,1,FBRX,98.93,Extended Near High,Loose,76.83,0.48,5.23,98.0,98.0,98.0,98.0,NO,0.18,NO,36.24,27.69,39.49,31.7,Biotechnology
2,Healthcare,2,AMLX,98.26,Extended Near High,Loose,24.19,0.7,5.84,97.0,98.0,97.0,96.0,NO,0.0,NO,17.08,14.97,17.81,15.79,Drug Manufacturers - Specialty & Generic
2,Healthcare,3,LBRX,98.22,Extended Near High,Loose,48.18,0.76,6.45,97.0,98.0,97.0,97.0,NO,0.0,NO,32.69,25.37,33.99,28.58,Biotechnology
2,Healthcare,4,PLSE,97.38,Extended Near High,Loose,38.24,2.07,6.66,97.0,98.0,98.0,98.0,NO,0.03,NO,28.56,20.77,29.15,23.48,Medical Instruments & Supplies
2,Healthcare,5,ORKA,97.37,Extended Near High,Loose,98.42,1.09,5.07,98.0,94.0,96.0,98.0,NO,0.0,NO,80.95,50.41,84.48,59.81,Biotechnology
3,Energy,1,FTK,97.15,Extended Near High,Loose,36.43,2.85,7.25,98.0,98.0,98.0,97.0,NO,0.0,NO,24.4,18.65,25.27,19.86,Oil & Gas Equipment & Services
3,Energy,2,FET,96.28,Extended Near High,Loose,75.23,2.94,5.94,97.0,98.0,95.0,94.0,NO,0.0,NO,53.62,48.23,55.04,54.6,Oil & Gas Equipment & Services
3,Energy,3,WHD,95.3,Extended Near High,Loose,68.54,0.54,4.16,91.0,97.0,92.0,79.0,NO,0.86,NO,56.23,51.59,56.98,54.94,Oil & Gas Equipment & Services
3,Energy,4,EC,95.14,Near Breakout,Normal,17.4,1.97,3.57,95.0,93.0,94.0,91.0,NO,1.53,NO,15.71,12.89,15.96,14.22,Oil & Gas Integrated
3,Energy,5,INVX,90.69,Near Breakout,Loose,30.7,4.81,5.09,91.0,96.0,84.0,84.0,NO,0.0,NO,26.67,25.0,26.82,26.29,Oil & Gas Equipment & Services
4,Technology,1,RNG,98.27,Extended Near High,Loose,61.82,0.29,6.17,97.0,98.0,95.0,98.0,NO,0.0,NO,43.28,35.75,44.2,39.27,Software - Application
4,Technology,2,DGII,97.46,Extended Near High,Normal,83.01,0.49,3.99,97.0,94.0,96.0,96.0,NO,5.68,NO,68.77,52.88,69.77,58.18,Communication Equipment
4,Technology,3,SNOW,97.29,Extended Near High,Loose,318.0,1.19,4.7,96.0,96.0,98.0,96.0,NO,0.0,NO,259.1,212.0,262.21,201.41,Software - Application
4,Technology,4,NTAP,97.05,Extended Near High,Normal,191.48,0.7,3.67,96.0,93.0,98.0,96.0,NO,0.0,NO,166.07,122.35,166.54,128.32,Software - Infrastructure
4,Technology,5,ALNT,96.58,Extended Near High,Loose,111.21,2.0,5.58,96.0,97.0,96.0,96.0,NO,10.72,NO,89.85,68.4,92.02,75.06,Electronic Components
5,Financial Services,1,ATLC,96.95,Breakout Zone,Loose,111.79,0.97,4.21,96.0,95.0,96.0,97.0,NO,0.0,NO,97.34,70.55,100.01,75.67,Credit Services
5,Financial Services,2,PMTS,96.8,Extended Near High,Loose,24.45,0.97,4.49,94.0,97.0,97.0,96.0,NO,5.59,NO,19.33,15.99,19.85,16.63,Credit Services
5,Financial Services,3,SAFT,96.46,Extended Near High,Normal,103.5,0.07,2.75,92.0,97.0,95.0,89.0,NO,0.0,NO,78.93,76.12,82.51,77.51,Insurance - Property & Casualty
5,Financial Services,4,VCTR,96.01,Extended Near High,Normal,106.79,0.41,3.16,93.0,95.0,94.0,93.0,NO,2.53,NO,91.31,74.81,92.43,79.65,Asset Management
5,Financial Services,5,CBNA,95.57,Extended Near High,Loose,48.01,0.52,4.48,93.0,94.0,93.0,87.0,NO,0.0,NO,40.63,35.99,41.71,37.54,Banks - Regional
