Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Shell Companies,Financial Services,97,98,0,0,RACC
2,Medical specialties,Health technology,96,91,98,95,SI
3,REIT - Hotel & Motel,Real Estate,92,77,92,93,"PEB,XHR,RHP,HST,PK,APLE"
4,Electronics & Computer Distribution,Technology,91,76,90,82,"ARW,NSIT,SNX,AVT,SCSC,CNXN,CLMB"
5,Copper,Basic Materials,88,75,60,18,"HBM,SCCO,TECK,FCX,ERO"
6,Oil & Gas Refining & Marketing,Energy,87,92,87,88,"PBF,DK,PARR,DINO,VLO,MPC,WKC,PSX,SUN,DKL,CVI,APC,CAPL"
7,Marine Shipping,Industrials,86,84,68,79,"EDRY,SHIP,HSHP,ECO,MATX,NMM,CMDB,DAC,SBLK,ESEA,GNK,GSL,ASC,ZIM,CMRE,KEX,CCEC"
8,Textile Manufacturing,Consumer Cyclical,86,52,93,91,AIN
9,Publishing,Communication Services,85,66,67,80,"WLYB,WLY,SCHL,PSO,NYT"
10,Staffing & Employment Services,Industrials,84,83,95,85,"KFRC,KELYB,MAN,RHI,NSP,KFY,TNET,BBSI"
11,Banks - Diversified,Financial Services,83,72,84,76,"SMFG,MUFG,BBVA,HSBC,BMO,RY,BNY,TD,ING,CM,BNS,UBS,NTB,BCS,BAC,C,JPM,FRBT,WFC"
12,Trucking,Industrials,82,26,51,83,"ARCB,PAMT,CVLG,KNX,SNDR,XPO,ODFL,TFII,RXO,WERN,SAIA"
13,Semiconductor Equipment & Materials,Technology,80,6,39,69,"AXTI,AEHR,ICHR,UCTT,TER,AMAT,ACMR,FORM,KLIC,LRCX,COHU,ASYS,VECO,ONTO,ASML,KLAC,ACLS,AMBA,AMKR,Q,ENTG,NVMI,PLAB,CAMT,IPGP"
14,Oil & Gas Drilling,Energy,79,90,6,67,"NBR,HP,VAL,SDRL,NE,PDS"
15,Oil & Gas Integrated,Energy,78,95,41,78,"EC,CVE,EQNR,YPF,SU,E,PBR,IMO,TTE,XOM,BP,CVX,SHEL,TGS,NFG"
16,Healthcare Plans,Healthcare,78,30,73,81,"OSCR,CNC,PGNY,HUM,CVS,UNH,MOH,ELV,CI"
