Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Oil & Gas Drilling,Energy,95,0,0,0,"NE,RIG,PTEN,HP,SDRL,SOC,BORR,PDS,NBR"
2,Aluminum,Basic Materials,94,0,0,0,"AA,CENX,CSTM,KALU"
3,Oil & Gas Integrated,Energy,91,0,0,0,"XOM,CVX,SHEL,TTE,PBR,BP,EQNR,E,SU,IMO,CVE,EC,YPF,NFG,TGS,DEC"
4,Other Precious Metals & Mining,Basic Materials,89,0,0,0,"HL,SBSW,BVN,TFPM,PPTA,SLSR,ELE,MUX,VMET,ASM,MTA"
5,Semiconductor Equipment & Materials,Technology,89,0,0,0,"ASML,LRCX,AMAT,KLAC,TER,Q,ENTG,NVMI,AMKR,ONTO,FORM,CAMT,IPGP,AXTI,KLIC,ACLS,ACMR,UCTT,PLAB,AMBA,VECO,ICHR,COHU,DQ,AEHR,INTT,ASYS,TRT"
6,Oil & Gas Equipment & Services,Energy,88,0,0,0,"SLB,BKR,HAL,TS,FTI,NOV,WFRD,VAL,AROC,LB,SEI,KGS,LBRT,USAC,TDW,OII,WHD,EFXT,FLOC,NESR,WTTR,XPRO,NEXT,PUMP,AESI,INVX,RES,HLX,VTOL,NPKI,WBI,ACDC,CLB,OIS,FET,FTK,NGS,NOA,RNGR,SND,NCSM,GEOS"
7,Copper,Basic Materials,88,0,0,0,"SCCO,FCX,HBM,ERO,TGB,IE"
8,Marine Shipping,Industrials,87,0,0,0,"KEX,MATX,HAFN,ZIM,SBLK,BWLP,DAC,CMRE,NMM,ECO,SFL,GSL,CCEC,GNK,SB,ASC,HSHP,PANL,ESEA,CMDB,GASS,SHIP,SMHI,HTCO,EDRY,EHLD"
9,Real Estate - Diversified,Real Estate,87,0,0,0,"JOE,STRS"
10,Business Equipment & Supplies,Industrials,86,0,0,0,"EBF,ACTG"
11,Oil & Gas Midstream,Energy,85,0,0,0,"ENB,WMB,EPD,KMI,TRP,ET,LNG,MPLX,OKE,TRGP,VG,CQP,PBA,VNOM,WES,PAA,DTM,AM,HESM,FRO,SOBO,PAGP,GLNG,EE,STNG,CMBT,INSW,SUNC,KNTK,DHT,TRMD,TNK,GEL,FLNG,NGL,LPG,NVGS,NAT,TEN,SBR,TK,PBT,SMC,KNOP,MARPS,IMPPP,GLP"
12,Gold,Basic Materials,83,0,0,0,"NEM,AEM,B,WPM,AU,FNV,GFI,KGC,PAAS,RGLD,CDE,AGI,IAG,EQX,HMY,EGO,OR,AUGO,SSRM,ORLA,AAUC,NG,ARIS,CGAU,HYMC,FSM,SA,DRD,CNL,CMCL,IDR,CTGO,USAU"
