SectorRank,Sector,LeaderRank,Ticker,Leader_Score,Setup_Type,Tightness,Setup_Price,Dist_52WH_%,ATR_%,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,IPO,Gap (%),HVE,SMA50,SMA200,SMA10W,SMA30W,Industry
1,Health technology,1,SI,86.19,Stage 2 Watch,Loose,22.1,10.13,7.22,94.0,80.0,95.0,95.0,NO,0.0,NO,20.75,15.75,21.09,16.53,Medical specialties
2,Healthcare,1,FBRX,98.99,Extended Near High,Very Tight,76.89,0.4,0.19,98.0,98.0,98.0,98.0,NO,0.0,NO,46.78,30.58,51.45,34.64,Biotechnology
2,Healthcare,2,TXG,98.32,Extended Near High,Loose,63.87,1.02,6.27,98.0,97.0,98.0,98.0,NO,0.0,NO,44.05,26.3,46.25,30.32,Health Information Services
2,Healthcare,3,PSNL,97.9,Extended Near High,Loose,16.88,1.06,4.53,98.0,95.0,98.0,97.0,NO,0.63,NO,12.89,9.35,13.58,9.69,Diagnostics & Research
2,Healthcare,4,AMLX,97.85,Extended Near High,Loose,39.66,1.93,6.74,98.0,98.0,98.0,98.0,NO,0.0,NO,19.43,15.54,21.05,16.8,Drug Manufacturers - Specialty & Generic
2,Healthcare,5,CORT,97.82,Extended Near High,Normal,121.05,0.95,3.33,97.0,96.0,98.0,98.0,NO,0.0,NO,94.87,64.13,99.98,65.04,Biotechnology
3,Energy,1,OII,94.74,Near Breakout,Normal,52.49,3.24,3.79,96.0,94.0,94.0,95.0,NO,0.0,NO,44.04,34.76,45.2,38.94,Oil & Gas Equipment & Services
3,Energy,2,MPC,94.25,Extended Near High,Normal,358.23,2.55,3.56,96.0,89.0,94.0,96.0,NO,0.0,NO,295.57,231.89,299.72,252.79,Oil & Gas Refining & Marketing
3,Energy,3,TDW,93.79,Extended Near High,Loose,96.49,0.0,4.42,91.0,95.0,82.0,88.0,NO,0.39,NO,76.56,71.22,77.65,77.84,Oil & Gas Equipment & Services
3,Energy,4,PSX,93.41,Extended Near High,Normal,240.0,2.79,3.21,94.0,90.0,93.0,94.0,NO,0.0,NO,198.0,166.44,200.54,179.13,Oil & Gas Refining & Marketing
3,Energy,5,CMBT,93.31,Near Breakout,Normal,17.62,2.06,2.75,94.0,92.0,86.0,90.0,NO,0.0,NO,15.56,13.1,15.65,14.36,Oil & Gas Midstream
4,Technology,1,RNG,95.64,Near Breakout,Loose,65.58,4.19,4.47,97.0,98.0,97.0,97.0,NO,0.0,NO,47.62,37.42,49.23,41.88,Software - Application
4,Technology,2,SAIH,95.11,Stage 2 Watch,Loose,22.7,5.57,9.87,98.0,98.0,98.0,98.0,NO,0.0,NO,15.11,10.39,15.76,11.34,Information Technology Services
4,Technology,3,PAYC,94.85,Near Breakout,Loose,226.72,3.36,4.84,93.0,98.0,97.0,96.0,NO,0.0,NO,157.97,146.26,164.69,140.89,Software - Application
4,Technology,4,CHYM,94.05,Stage 2 Watch,Loose,31.95,5.31,5.96,95.0,97.0,98.0,94.0,NO,0.0,NO,22.88,22.0,23.88,21.4,Software - Application
4,Technology,5,SNOW,93.04,Stage 2 Watch,Normal,321.29,6.04,3.97,96.0,93.0,98.0,96.0,NO,0.0,NO,276.79,215.52,281.38,209.5,Software - Application
5,Basic Materials,1,CGAU,97.79,Extended Near High,Loose,23.49,0.25,4.05,96.0,98.0,94.0,87.0,NO,0.0,NO,17.5,16.74,18.03,17.91,Gold
5,Basic Materials,2,SSRM,95.5,Extended Near High,Loose,36.83,0.41,4.56,94.0,96.0,87.0,87.0,NO,0.0,NO,28.96,27.19,29.84,29.37,Gold
5,Basic Materials,3,AYA,93.17,Stage 2 Watch,Loose,26.92,6.82,6.39,97.0,97.0,95.0,95.0,NO,0.0,NO,21.08,17.25,21.86,18.88,Silver
5,Basic Materials,4,JHX,92.37,Near Breakout,Normal,30.03,4.24,3.45,91.0,94.0,95.0,83.0,NO,0.0,NO,26.63,22.53,27.21,23.56,Building Materials
5,Basic Materials,5,CLMT,91.94,Stage 2 Watch,Loose,48.29,6.23,5.31,97.0,88.0,96.0,95.0,NO,0.0,NO,39.64,29.6,40.74,34.19,Specialty Chemicals
