SectorRank,Sector,LeaderRank,Ticker,Leader_Score,Setup_Type,Tightness,Setup_Price,Dist_52WH_%,ATR_%,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,IPO,Gap (%),HVE,SMA50,SMA200,SMA10W,SMA30W,Industry
2,Consumer services,1,LION,87.04,Stage 2 Watch,Loose,15.31,8.32,4.93,94.0,79.0,93.0,93.0,NO,0.0,NO,13.49,9.55,14.17,11.08,Movies/Entertainment
4,Healthcare,1,TWST,97.82,Extended Near High,Loose,102.88,1.3,6.11,97.0,98.0,97.0,97.0,NO,1.13,NO,68.08,45.59,72.95,53.62,Diagnostics & Research
4,Healthcare,2,APGE,97.59,Extended Near High,Loose,132.73,0.32,4.16,96.0,98.0,93.0,94.0,NO,0.08,NO,90.93,72.7,93.91,81.59,Biotechnology
4,Healthcare,3,LQDA,97.5,Extended Near High,Loose,79.73,1.18,5.88,97.0,96.0,97.0,96.0,NO,0.4,NO,57.15,38.59,62.23,45.19,Drug Manufacturers - Specialty & Generic
4,Healthcare,4,TXG,97.29,Extended Near High,Loose,38.34,0.85,6.48,96.0,97.0,95.0,96.0,NO,0.0,NO,26.85,19.87,28.69,22.83,Health Information Services
4,Healthcare,5,HUM,97.03,Extended Near High,Normal,397.22,0.4,3.15,94.0,96.0,97.0,92.0,NO,0.12,NO,306.62,251.74,329.81,253.11,Healthcare Plans
5,Technology,1,MXL,98.93,Extended Near High,Loose,128.03,0.21,8.05,98.0,97.0,98.0,98.0,NO,0.26,NO,82.78,33.67,94.02,45.04,Semiconductors
5,Technology,2,ACMR,98.91,Extended Near High,Loose,126.89,0.24,8.1,98.0,97.0,98.0,97.0,NO,1.94,NO,76.59,52.36,84.71,61.53,Semiconductor Equipment & Materials
5,Technology,3,ICHR,98.32,Extended Near High,Loose,112.28,1.1,7.83,98.0,98.0,97.0,98.0,NO,0.99,NO,75.93,41.29,80.72,53.0,Semiconductor Equipment & Materials
5,Technology,4,UCTT,98.29,Extended Near High,Loose,142.59,1.13,7.4,98.0,98.0,97.0,98.0,NO,0.15,NO,92.0,53.19,99.09,66.94,Semiconductor Equipment & Materials
5,Technology,5,ALOT,98.24,Extended Near High,Loose,28.47,0.73,4.52,97.0,98.0,97.0,98.0,NO,0.0,NO,17.19,11.2,18.91,12.69,Computer Hardware
