Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Aluminum,Basic Materials,96,88,88,96,"AA,CENX,CSTM,KALU"
2,Copper,Basic Materials,93,87,57,79,"SCCO,FCX,HBM,ERO,TGB,IE"
3,Semiconductor Equipment & Materials,Technology,90,85,85,88,"ASML,LRCX,AMAT,KLAC,TER,Q,ENTG,NVMI,AMKR,ONTO,FORM,CAMT,IPGP,AXTI,KLIC,ACLS,UCTT,ACMR,PLAB,VECO,AEHR,AMBA,ICHR,COHU,DQ,ASYS,INTT,ATOM,TRT"
4,Other Precious Metals & Mining,Basic Materials,88,32,48,77,"HL,SBSW,BVN,TFPM,PPTA,SLSR,MUX,ELE,ASM,VMET,GMTL,MTA,VOXR"
5,Gold,Basic Materials,87,55,54,72,"NEM,AEM,B,WPM,AU,FNV,GFI,KGC,PAAS,RGLD,AGI,CDE,EQX,IAG,HMY,AUGO,OR,OGC,EGO,SSRM,ORLA,NG,ARIS,AAUC,CGAU,HYMC,SA,FSM,DRD,CNL,DC,CTGO,MAKO,IDR,CMCL,USAU"
6,Oil & Gas Integrated,Energy,87,50,91,89,"XOM,CVX,SHEL,TTE,PBR,BP,EQNR,E,SU,IMO,CVE,EC,YPF,NFG,TGS,DEC,SKYQ"
7,Uranium,Energy,86,68,47,41,"CCJ,NXE,UEC,UUUU,LEU,ISOU,NUCL,AEC"
8,Oil & Gas Drilling,Energy,86,31,92,86,"NE,RIG,PTEN,HP,SDRL,SOC,BORR,NBR,PDS"
9,Real Estate - Diversified,Real Estate,86,14,78,92,"JOE,STRS"
10,Marine Shipping,Industrials,84,71,83,86,"KEX,MATX,HAFN,ZIM,SBLK,BWLP,DAC,CMRE,NMM,ECO,SFL,GSL,CCEC,GNK,SB,HSHP,ASC,ESEA,PANL,CMDB,GASS,SHIP,SMHI,HTCO,EDRY,EHLD,SVRN"
11,Oil & Gas Equipment & Services,Energy,83,54,82,87,"SLB,BKR,HAL,TS,FTI,WFRD,NOV,VAL,AROC,SEI,LB,KGS,LBRT,TDW,USAC,WHD,OII,EFXT,FLOC,NESR,WTTR,NEXT,XPRO,PUMP,INVX,AESI,RES,VTOL,HLX,WBI,NPKI,ACDC,HMH,CLB,FET,OIS,FTK,NGS,RNGR,NOA,SND,NCSM,NINE,GEOS"
12,Communication Equipment,Technology,81,75,77,68,"CSCO,MSI,CIEN,LITE,UI,NOK,ERIC,ASTS,HPE,AAOI,ZBRA,VIAV,VSAT,BDC,ONDS,VISN,TSAT,EXTR,DGII,GILT,ADTN,HLIT,NTGR,FEIM,CLFD,BKTI,AVNW,AUDC,LTRX,INSG,SILC,WATT,OCC,AIRG,FIEE"
13,Publishing,Communication Services,81,62,89,81,"NYT,PSO,WLY,TDAY,SCHL,LEE"
14,Electronic Components,Technology,81,80,71,73,"APH,GLW,TEL,CLS,JBL,FLEX,FN,TTMI,LFUS,SANM,VICR,PLXS,RAL,OSIS,OLED,BELFB,BELFA,KN,BHE,ROG,CTS,OUST,ALNT,DAKT,LPTH,LYTS,OPTX,MEI,MPTI,RELL,CPSH,ELTK"
15,Other Industrial Metals & Mining,Basic Materials,80,69,58,56,"BHP,RIO,VALE,TECK,MP,ALM,EMAT,USAR,SKE,MTRN,TMC,SGML,USAS,NEXA,LAR,UAMY,ELVR,IPX,CRML,CMP,NB,SCZM,TMCR,ALOY,BMM,NVA,USGO"
16,Semiconductors,Technology,80,84,72,70,"NVDA,AVGO,TSM,MU,AMD,INTC,TXN,ADI,ARM,MRVL,MPWR,ASX,STM,ON,ALAB,CRUS,MCHPP,QCOM,NXPI,MCHP,CRDO,GFS,UMC,TSEM,MTSI,LSCC,RMBS,SITM,SMTC,SWKS,QRVO,ALGM,SLAB,SIMO,DIOD,LASR,VSH,PI,POWI,SYNA,NVTS,MXL,HIMX,IMOS,SKYT,WOLF,POET,AIP,AOSL,AMBQ,CEVA,NVEC,ALMU,MRAM,GSIT,QUIK,WKEY,PXLW"
17,Banks - Diversified,Financial Services,79,83,59,76,"JPM,BAC,HSBC,WFC,RY,C,MUFG,SAN,TD,SMFG,UBS,BBVA,BMO,CM,BK,BNS,ING,BCS,NTB"
