Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,Earning_Date,History_Days,Gap (%),Latest Volume,9M+ Volume,HVE,HVE Date,HVE Volume
5,MGRT,98.8,95.73,15220,Technology,Information Technology Services,98.0,90.0,2.0,98.0,4.5186,4.4771,16474.0,24070.0,170.0,3.06,1358500096,NO,96.81,85.82,48.65,88.32,66.27,,276,1.86,15220,NO,NO,2025-12-17,3760600
54,FTH,33.11,33.0,260526,Healthcare,Biotechnology,98.0,91.0,98.0,86.0,3.2285,3.1999,191353.0,286530.0,37.9,7.21,855576448,NO,28.67,25.61,20.15,27.1,24.82,,1391,0.0,260526,NO,NO,2026-02-18,12540600
80,CRNX,84.69,84.72,2130385,Healthcare,Biotechnology,97.0,42.0,98.0,97.0,0.2531,0.2396,3858804.0,2241970.0,84.8,28.73,8985203712,NO,84.1,66.85,48.75,70.3,49.31,,2033,0.0,2130385,NO,NO,2026-07-07,80925500
103,PACS,44.26,43.8,586826,Healthcare,Medical Care Facilities,97.0,15.0,79.0,71.0,2.6569,2.5541,908608.0,885770.0,49.49,7.5,7007933952,NO,45.73,42.43,35.39,44.33,38.34,,588,0.8,586826,NO,NO,2024-11-04,13886700
111,LQDA,75.33,74.33,1155902,Healthcare,Drug Manufacturers - Specialty & Generic,97.0,14.0,92.0,97.0,5.3064,5.0586,1931937.0,1950410.0,93.61,21.15,6742704640,NO,83.85,78.6,48.52,79.64,55.83,,2026,0.26,1155902,NO,NO,2022-07-19,30246200
141,DK,66.33,68.22,674670,Energy,Oil & Gas Refining & Marketing,97.0,70.0,95.0,96.0,3.6882,3.5539,1218341.0,1427350.0,68.93,21.09,4061530368,NO,64.58,56.49,42.84,58.18,47.15,,5103,0.0,674670,NO,NO,2014-05-15,9035100
157,RCMT,40.16,41.05,86269,Industrials,Conglomerates,96.0,98.0,97.0,97.0,1.7571,1.4479,67662.0,110790.0,42.04,17.26,285568096,NO,30.66,28.59,23.67,29.93,25.23,,10819,0.0,86269,NO,NO,2021-02-11,63555000
159,VAC,116.0,115.04,300398,Consumer Cyclical,Resorts & Casinos,96.0,90.0,97.0,97.0,6.5229,5.7853,502206.0,620930.0,131.34,44.58,3989857024,NO,108.7,101.34,73.03,105.02,81.8,,3712,0.0,300398,NO,NO,2018-08-31,7085300
172,AXGN,48.93,50.19,982844,Healthcare,Medical Devices,96.0,94.0,87.0,93.0,2.205,2.0893,1215587.0,752660.0,50.66,13.64,2630550784,NO,45.14,43.84,35.7,44.1,39.02,,9990,0.0,982844,NO,NO,2025-07-29,5556000
175,CIEN,399.47,405.54,1769437,Technology,Communication Equipment,96.0,16.0,2.0,87.0,32.0057,28.0264,2786498.0,2353800.0,637.51,84.41,56546148352,NO,398.08,423.26,366.65,417.39,426.99,,7428,0.0,1769437,NO,NO,2011-06-08,36581000
195,OII,52.69,53.1,1032667,Energy,Oil & Gas Equipment & Services,96.0,94.0,94.0,94.0,1.9243,1.8257,1090100.0,853420.0,54.25,22.02,5244216832,NO,50.05,43.74,34.61,45.22,38.94,,12803,0.0,1032667,NO,NO,2019-11-04,20401800
234,MPC,360.75,366.21,2378147,Energy,Oil & Gas Refining & Marketing,95.0,89.0,93.0,96.0,12.4379,12.1275,2360988.0,2677200.0,367.24,161.93,101307531264,NO,324.8,293.57,231.07,299.97,252.88,,3810,0.0,2378147,NO,NO,2018-09-28,39153800
235,SN,181.24,182.82,963084,Consumer Cyclical,"Furnishings, Fixtures & Appliances",95.0,94.0,97.0,91.0,7.1611,7.0832,1852756.0,2030920.0,191.22,83.12,25531559936,NO,172.47,155.54,122.55,160.68,130.4,,767,0.0,963084,NO,NO,2026-05-15,11957600
346,ATLC,99.12,97.58,118866,Financial Services,Credit Services,94.0,13.0,89.0,96.0,5.8021,5.7193,171664.0,168350.0,114.34,47.5,1503654272,NO,101.84,99.0,71.74,101.41,78.09,,6870,0.94,118866,NO,NO,2001-01-31,14195200
351,NSIT,147.26,149.24,182585,Technology,Electronics & Computer Distribution,94.0,95.0,97.0,95.0,7.0054,6.7454,469130.0,471000.0,157.35,63.62,4321911296,NO,138.76,123.82,93.72,127.27,98.65,,7942,0.0,182585,NO,NO,2002-07-18,12058000
369,MSGE,82.43,81.9,159517,Communication Services,Entertainment,94.0,87.0,88.0,90.0,3.4254,3.2032,467804.0,427130.0,90.41,36.66,3899370240,NO,79.47,76.96,62.8,78.12,68.46,,836,0.0,159517,NO,NO,2023-06-23,5614100
381,SEZL,118.97,117.18,400974,Financial Services,Credit Services,93.0,0.0,87.0,96.0,13.7498,10.0355,717220.0,1254170.0,195.71,49.5,4006316800,NO,145.44,153.83,93.46,154.61,105.91,,734,0.0,400974,NO,NO,2023-09-19,10405200
434,CSCL,53.49,54.53,39707,ETF,ETF,93.0,10.0,4.0,96.0,3.5954,2.4277,42651.0,135250.0,77.9,23.17,0,NO,59.83,61.36,41.76,59.1,47.33,,288,0.0,39707,NO,NO,2026-08-13,495100
463,ELVR,61.12,60.46,29414,Basic Materials,Other Industrial Metals & Mining,92.0,57.0,2.0,74.0,2.6471,1.7456,107716.0,39010.0,102.8,15.54,1185826048,NO,57.8,66.8,59.77,63.98,66.67,,240,0.17,29414,NO,NO,2026-06-18,1553900
477,TIGO,88.75,87.19,1106298,Communication Services,Telecom Services,92.0,8.0,73.0,89.0,4.7586,4.0436,1808229.0,1461380.0,107.13,44.38,14884262912,NO,94.73,92.45,72.88,93.22,82.45,,1910,1.35,1117866,NO,NO,2026-05-29,15237500
488,LIME,37.73,38.78,131085,Industrials,Rental & Leasing Services,92.0,97.0,,,3.4571,3.4221,442608.0,399050.0,42.68,23.87,2415698432,YES,33.47,,,,,,33,0.0,131085,NO,NO,2026-07-01,3688300
498,LNTH,100.48,100.26,1052073,Healthcare,Drug Manufacturers - Specialty & Generic,92.0,8.0,66.0,90.0,0.8232,0.7246,1333009.0,1993830.0,111.86,49.67,6558567936,NO,101.58,103.98,81.43,104.36,90.05,,2804,0.0,1052073,NO,NO,2022-10-11,15528900
534,TRGP,297.09,297.77,1183107,Energy,Oil & Gas Midstream,91.0,79.0,78.0,90.0,9.0114,7.5686,1213891.0,1198540.0,305.08,144.14,63705313280,NO,272.01,270.43,228.44,272.57,253.36,,3945,0.0,1183107,NO,NO,2022-10-11,49033200
542,BWIN,31.15,30.2,740027,Financial Services,Insurance Brokers,91.0,89.0,96.0,96.0,1.6588,1.4921,1602435.0,1111470.0,34.79,15.88,3016521728,NO,28.89,25.86,23.49,27.4,22.99,,1711,0.33,740027,NO,NO,2019-10-24,6707400
545,CDNL,43.33,45.14,944675,Industrials,Engineering & Construction,91.0,0.0,3.0,95.0,5.4318,4.7218,769316.0,1121920.0,96.4,21.98,885171712,NO,55.1,66.39,,66.0,50.34,,170,0.0,944675,NO,NO,2026-08-11,3665600
575,KF,62.5,61.0,33226,Financial Services,Asset Management,91.0,74.0,7.0,86.0,3.0429,2.1446,24195.0,25670.0,81.94,26.69,259896752,NO,59.93,66.16,52.15,65.18,58.99,,10576,0.0,33226,NO,NO,2011-12-27,557400
592,SAFT,103.56,103.28,111418,Financial Services,Insurance - Property & Casualty,91.0,97.0,95.0,87.0,0.3043,0.2993,212933.0,176720.0,103.75,67.04,1520310656,NO,100.33,84.19,77.44,88.97,79.33,,5968,0.03,111418,NO,NO,2026-07-27,1966100
601,CHMG,81.64,83.66,51503,Financial Services,Banks - Regional,91.0,74.0,89.0,89.0,2.0437,1.9616,56725.0,51900.0,85.0,49.82,393624960,NO,81.55,76.72,62.77,78.09,67.26,,6946,0.0,51503,NO,NO,2019-10-11,726200
